    T[sec]  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
1.53906 -214 -37.01 -33.79 84.48 -322.6 -183.4 -70.8 -71.61 -128.7 -539.1 -342.8 -123.1 -304.1 -378.2
1.54688 -186.7 56.32 -35.4 54.71 -387 -240.6 -41.03 157.7 -214 -264.7 -375.7 -18.51 -214 -250.2
1.55469 -137.6 -95.75 -9.655 142.4 58.74 -14.48 267.9 156.9 -193.1 -161.7 -105.4 90.92 110.2 -189.1
1.5625 -18.51 106.2 11.26 95.75 151.3 198.7 151.3 24.94 -148 204.4 -56.32 -12.07 95.75 -131.1
1.57031 169.8 204.4 4.828 92.53 121.5 267.9 294.5 -205.2 -97.36 239.8 -85.29 -78.05 -2.414 -126.3
1.57813 -43.45 -59.54 -11.26 133.6 -210.8 -93.33 62.76 -38.62 218.8 8.851 -319.4 -138.4 -13.68 28.97
1.58594 -52.3 -55.52 -42.64 55.52 -31.38 -153.7 -137.6 -61.15 -36.21 -77.24 -217.2 -66.78 75.63 12.87
1.59375 -89.31 -63.56 -104.6 -153.7 -84.48 -215.6 34.6 141.6 -35.4 -220.5 -53.1 -24.14 60.34 254.3
1.60156 41.84 184.3 -29.77 103 -154.5 -140.8 34.6 110.2 7.241 -293.7 -58.74 62.76 -223.7 157.7
1.60938 -18.51 -5.632 196.3 241.4 -239.8 -47.47 28.97 146.4 -241.4 -511.7 -244.6 104.6 -253.4 132.8
1.61719 -270.3 -125.5 52.3 104.6 -386.2 -151.3 1.609 50.69 -272.8 -583.3 -80.46 324.3 -350.8 -74.02
1.625 -247 -241.4 -168.2 -25.75 -119.1 -173.8 -23.33 137.6 -24.14 -393.4 -275.2 149.7 -113.4 -14.48
1.63281 -187.5 -171.4 -228.5 -195.5 37.82 -201.1 -160.1 -87.7 75.63 -101.4 170.6 54.71 96.55 24.94
1.64063 -65.17 -153.7 -286.4 -170.6 -36.21 -110.2 -80.46 -69.19 101.4 -105.4 43.45 -33.79 19.31 -153.7
1.64844 -137.6 -17.7 -150.5 -510.1 -179.4 -136.8 -276.8 -237.4 -3.218 -250.2 -441.7 -7.241 179.4 -322.6
1.65625 -98.16 -259.1 -270.3 -56.32 -247 -159.3 -413.6 -147.2 18.51 -372.5 -751.5 -241.4 -52.3 -439.3
1.66406 -158.5 -141.6 -316.2 -187.5 12.87 -101.4 -365.3 -194.7 6.437 -334.7 -723.3 -139.2 -31.38 -365.3
1.67188 111.8 -175.4 -51.49 -44.25 -89.31 -300.1 -184.3 -91.72 114.3 -123.1 -841.6 -167.4 140 -252.6
1.67969 -5.632 -155.3 14.48 164.9 32.99 -59.54 77.24 15.29 127.9 -361.3 -649.3 -91.72 64.37 -149.7
1.6875 -97.36 -145.6 89.31 136 -262.3 -58.74 80.46 114.3 -226.1 -367.7 -521.4 -27.36 -25.75 18.51
1.69531 45.86 196.3 -21.72 122.3 28.97 76.44 357.2 79.65 -150.5 -248.6 -444.1 48.28 129.5 64.37
1.70313 49.88 268.7 245.4 215.6 251.8 408.7 226.9 186.7 22.53 -39.43 -6.437 133.6 78.85 151.3
1.71094 126.3 436.9 104.6 140 54.71 343.6 397.5 250.2 -112.6 5.632 -38.62 262.3 49.88 123.9
1.71875 138.4 -15.29 27.36 278.4 -252.6 -14.48 145.6 186.7 -71.61 10.46 74.83 97.36 44.25 -6.437
1.72656 -142.4 -93.33 240.6 272 -297.7 6.437 34.6 105.4 -103.8 55.52 -93.33 55.52 47.47 103.8
1.73438 -131.1 38.62 -141.6 91.72 -171.4 -96.55 256.7 32.99 36.21 -34.6 -49.08 71.61 274.4 153.7
1.74219 -49.08 -7.241 70 137.6 402.3 40.23 237.4 -26.55 -43.45 215.6 125.5 158.5 490.8 313
1.75 213.2 86.9 118.3 122.3 379.8 59.54 -29.77 40.23 26.55 347.6 148.8 -30.57 458.6 453
1.75781 133.6 120.7 -68.39 -139.2 170.6 188.3 -100.6 -148 122.3 257.5 -76.44 -214 449.8 103
1.76563 79.65 54.71 -16.09 -323.4 -50.69 -111 -183.4 -171.4 -139.2 232.5 -217.2 -248.6 -53.1 -216.4
1.77344 142.4 -55.52 -12.07 81.26 -138.4 -236.6 -189.1 -103.8 -50.69 -104.6 -471.5 -233.3 -3.218 -418.4
1.78125 54.71 18.51 -88.51 -54.71 -54.71 41.84 -134.4 -23.33 -71.61 3.218 -132.8 -70.8 -155.3 -342.8
1.78906 -138.4 96.55 -24.14 32.99 -372.5 -6.437 148.8 30.57 108.6 151.3 -164.1 -195.5 -223.7 -320.2
1.79688 -230.1 22.53 16.9 184.3 -143.2 -101.4 87.7 107.8 -183.4 -145.6 -136.8 -146.4 -222.1 -159.3
1.80469 -225.3 66.78 75.63 273.6 181.8 74.83 0 77.24 0 126.3 -129.5 -127.1 -36.21 -153.7
1.8125 35.4 -31.38 92.53 -124.7 -79.65 60.34 -1.609 45.86 41.84 -72.41 -189.1 -114.3 24.94 -159.3
1.82031 -9.655 38.62 54.71 157.7 -28.16 79.65 97.36 151.3 -34.6 -75.63 -32.18 75.63 137.6 -65.17
1.82813 -135.2 -103.8 35.4 -15.29 51.49 1.609 219.7 134.4 14.48 148.8 164.9 206 132.8 236.6
1.83594 80.46 -61.15 23.33 7.241 114.3 -70.8 -55.52 -24.14 66.78 185.9 146.4 -19.31 285.6 164.9
1.84375 160.9 -5.632 -114.3 -47.47 38.62 66.78 0.8046 98.96 93.33 149.7 -108.6 -69.19 297.7 264.7
1.85156 -32.18 0.8046 63.56 153.7 -219.7 -49.08 -77.24 59.54 -117.5 75.63 -105.4 -64.37 206.8 112.6
1.85938 -87.7 -33.79 169.8 274.4 -168.2 -100.6 132 -9.655 23.33 -44.25 -203.6 77.24 -39.43 -276.8
1.86719 -80.46 70.8 39.43 284.8 -129.5 -3.218 15.29 -46.67 -164.1 -132.8 -264.7 18.51 -248.6 -541.5
1.875 -30.57 -65.17 60.34 101.4 -3.218 -220.5 -48.28 -41.03 -9.655 -228.5 -276.8 -70.8 -651.7 -696.8
1.88281 -107 -41.03 -56.32 59.54 243.8 -89.31 -98.16 31.38 113.4 18.51 -355.6 -82.07 -428 -523.8
1.89063 -150.5 -79.65 38.62 108.6 149.7 -166.6 -143.2 74.83 232.5 106.2 -314.6 -44.25 -79.65 -343.6
1.89844 -291.3 -31.38 5.632 96.55 -34.6 -83.68 197.9 143.2 -16.09 2.414 -68.39 121.5 118.3 -80.46
1.90625 153.7 136.8 130.3 222.9 -111 278.4 73.22 278.4 -47.47 182.6 535.9 63.56 243 170.6
1.91406 147.2 110.2 264.7 206.8 55.52 35.4 276 268.7 -47.47 406.3 548.7 152.9 375.7 531.8
1.92188 77.24 118.3 248.6 114.3 48.28 87.7 236.6 210 239.8 591.4 470.7 84.48 450.6 639.7
1.92969 46.67 134.4 193.9 -103.8 247.8 -40.23 208.4 -234.1 224.5 587.4 716.9 134.4 396.7 500.5
1.9375 31.38 36.21 -165.7 -215.6 45.86 115.9 274.4 16.9 272 649.3 685.5 -49.08 657.4 549.5
1.94531 -55.52 74.83 -13.68 -159.3 155.3 252.6 129.5 -68.39 185.9 806.2 608.3 107.8 623.6 608.3
1.95313 59.54 103 -8.046 -50.69 -89.31 29.77 -144 -11.26 -112.6 524.6 396.7 -45.06 565.6 459.4
1.96094 -15.29 28.97 -164.1 -87.7 101.4 20.92 -65.17 -69.19 -314.6 239.8 179.4 -110.2 215.6 59.54
1.96875 -279.2 -93.33 -82.07 -356.4 -133.6 -1.609 -226.1 -201.1 -315.4 143.2 55.52 -208.4 -121.5 -243.8
1.97656 -134.4 36.21 -59.54 -181 -508.5 -196.3 -233.3 -132.8 -154.5 -86.09 -274.4 -134.4 -410.3 -524.6
1.98438 -237.4 -35.4 -19.31 -81.26 -616.3 -241.4 -160.1 -63.56 -38.62 -150.5 -279.2 6.437 -253.4 -641.3
1.99219 -111 -73.22 -12.07 -3.218 134.4 -157.7 -91.72 105.4 39.43 51.49 -204.4 10.46 -220.5 -556.8
2 -25.75 -127.1 39.43 -22.53 252.6 210 15.29 79.65 40.23 -60.34 -56.32 39.43 218.8 -124.7
2.00781 18.51 198.7 -13.68 14.48 502.9 126.3 100.6 99.77 81.26 473.9 264.7 15.29 514.9 532.6
2.01563 99.77 -25.75 -112.6 -97.36 70 105.4 77.24 27.36 199.5 598.6 249.4 -76.44 767.6 634.8
2.02344 82.87 -53.1 86.9 -59.54 -89.31 -34.6 38.62 41.84 58.74 416 560.8 169.8 715.3 908.4
2.03125 208.4 -91.72 -224.5 -71.61 -147.2 -169.8 -136.8 -210.8 -40.23 236.6 457.8 -42.64 461.8 641.3
2.03906 90.92 -123.1 -96.55 -279.2 -261.5 -182.6 -334.7 -130.3 -74.02 -160.1 -128.7 -256.7 281.6 355.6
2.04688 52.3 -123.1 -168.2 -174.6 -285.6 -278.4 -125.5 -99.77 -390.2 -277.6 -295.3 -66.78 -61.15 -118.3
2.05469 -89.31 -107 -175.4 -1.609 -273.6 -211.6 -208.4 10.46 -412.8 -292.1 -512.5 -22.53 -548.7 -284
2.0625 -125.5 -125.5 -123.1 51.49 -109.4 -151.3 -134.4 -139.2 -178.6 -451.4 -504.5 -71.61 -688.7 -555.2
2.07031 -49.08 -163.3 -284 53.91 -125.5 -216.4 -225.3 -137.6 -180.2 -462.6 -599.4 89.31 -946.2 -979.2
2.07813 -78.05 62.76 -43.45 34.6 42.64 -124.7 52.3 150.5 12.87 -409.5 -677.5 62.76 -662.2 -645.3
2.08594 -84.48 -111 41.84 -95.75 -332.3 31.38 233.3 129.5 64.37 -287.2 -390.2 233.3 -243.8 -562.4
2.09375 -225.3 -165.7 -35.4 26.55 -47.47 -76.44 -19.31 -105.4 13.68 -25.75 -277.6 181.8 -46.67 -41.03
2.10156 82.87 -39.43 -180.2 22.53 284.8 239.8 192.3 -12.07 -58.74 -68.39 91.72 122.3 444.9 183.4
2.10938 190.7 42.64 14.48 -99.77 594.6 161.7 229.3 220.5 -43.45 176.2 527.8 171.4 719.3 770
2.11719 120.7 116.7 301.7 -4.023 -166.6 396.7 495.6 218.8 243.8 384.6 754.7 38.62 923.7 1031
2.125 -103.8 252.6 269.5 188.3 -170.6 356.4 542.3 61.95 -1.609 687.9 864.9 101.4 694.4 1038
2.13281 -168.2 20.92 39.43 124.7 127.9 221.3 100.6 -55.52 -137.6 427.2 813.4 30.57 548.7 734.6
2.14063 13.68 28.97 165.7 -127.1 153.7 92.53 -117.5 -76.44 6.437 546.3 286.4 94.94 503.7 470.7
2.14844 -60.34 -143.2 -99.77 -115.1 42.64 -181 -47.47 -121.5 -146.4 106.2 43.45 123.9 1.609 291.3
2.15625 -51.49 -103.8 4.828 140 -332.3 -333.1 -282.4 -24.14 -216.4 -188.3 -57.13 47.47 -161.7 -8.046
2.16406 -280.8 -185.1 -186.7 120.7 -103.8 -349.2 -228.5 52.3 -148 -144 -371.7 -136.8 -388.6 -293.7
2.17188 -211.6 -147.2 -155.3 59.54 -135.2 -129.5 -331.5 -120.7 71.61 -403.1 -573.7 -248.6 -627.6 -468.3
2.17969 17.7 -103.8 -150.5 -68.39 224.5 -111 -101.4 -141.6 8.851 -328.3 -211.6 -130.3 -425.6 -331.5
2.1875 -70.8 -39.43 67.59 -36.21 218.8 -41.03 -10.46 -17.7 -130.3 -111 -180.2 15.29 31.38 30.57
2.19531 22.53 -89.31 -135.2 138.4 -109.4 -187.5 -27.36 32.99 81.26 -142.4 64.37 53.91 380.6 315.4
2.20313 29.77 -201.1 -43.45 42.64 -283.2 0 0.8046 149.7 315.4 48.28 158.5 -40.23 557.6 587.4
2.21094 -34.6 -65.17 -98.16 39.43 -213.2 -52.3 222.9 46.67 -13.68 186.7 207.6 158.5 644.5 556.8
2.21875 20.92 40.23 193.9 98.96 146.4 244.6 51.49 6.437 -95.75 84.48 475.5 -36.21 527.8 504.5
2.22656 225.3 350.8 241.4 169 207.6 194.7 144.8 -31.38 -117.5 301.7 422.4 38.62 244.6 222.9
2.23438 224.5 354.8 129.5 -5.632 -13.68 224.5 208.4 -151.3 -56.32 296.9 270.3 -179.4 42.64 174.6
2.24219 154.5 94.94 -228.5 -67.59 -83.68 57.93 246.2 -62.76 86.9 49.88 180.2 -364.5 -30.57 -145.6
2.25 193.9 173 -75.63 -99.77 30.57 20.92 60.34 -106.2 108.6 106.2 -44.25 -359.7 -41.03 -284
2.25781 50.69 122.3 -109.4 -87.7 71.61 100.6 -47.47 -97.36 -47.47 47.47 -103.8 9.655 -263.1 -403.1
2.26563 -92.53 0.8046 33.79 -135.2 27.36 -12.07 187.5 23.33 -119.1 -172.2 55.52 189.9 -216.4 -90.11
2.27344 -113.4 -77.24 50.69 46.67 -190.7 -255.1 -140.8 -5.632 23.33 -5.632 -78.05 94.94 -94.14 144.8
2.28125 -86.09 -9.655 -54.71 60.34 -5.632 -242.2 -7.241 -31.38 -166.6 -267.1 30.57 42.64 20.92 272
2.28906 -56.32 -63.56 -105.4 -14.48 -172.2 -78.05 206.8 31.38 55.52 21.72 192.3 -185.1 192.3 355.6
2.29688 -73.22 -165.7 34.6 141.6 86.9 58.74 -37.01 142.4 -30.57 -104.6 426.4 39.43 389.4 359.7
2.30469 65.98 76.44 -53.1 111.8 -8.046 40.23 -46.67 56.32 187.5 60.34 281.6 -82.07 617.9 520.6
2.3125 -91.72 -93.33 -186.7 -162.5 167.4 106.2 -48.28 -243.8 -80.46 87.7 207.6 -107 521.4 252.6
2.32031 12.87 -1.609 -17.7 -143.2 136.8 -27.36 -199.5 -129.5 -268.7 313.8 125.5 2.414 245.4 255.9
2.32813 108.6 86.9 -86.09 15.29 -15.29 1.609 -28.16 -42.64 -210.8 -79.65 194.7 -150.5 -128.7 -273.6
2.33594 -26.55 -19.31 -88.51 -87.7 16.9 -206.8 -187.5 -178.6 -97.36 -386.2 -340.3 -20.11 -386.2 -436.1
2.34375 -94.14 -223.7 -70.8 -21.72 -454.6 -542.3 -328.3 -165.7 21.72 -491.6 -444.1 -82.07 -702.4 -533.4
2.35156 -203.6 -301.7 -54.71 -39.43 -883.4 -417.6 -274.4 -102.2 48.28 -506.1 -508.5 -109.4 -809.4 -747.5
2.35938 -88.51 -195.5 -123.1 -181 -113.4 -212.4 -45.06 -12.07 -135.2 -492.4 -433.7 30.57 -562.4 -434.5
2.36719 31.38 -37.01 103 -45.06 456.2 128.7 224.5 176.2 91.72 -502.1 -317 50.69 -162.5 -98.16
2.375 8.851 -57.13 -67.59 59.54 125.5 136 19.31 250.2 143.2 -262.3 77.24 177.8 49.88 51.49
2.38281 -60.34 66.78 1.609 -20.11 -28.16 -32.18 44.25 156.9 -19.31 -42.64 14.48 156.9 449.8 576.9
2.39063 -10.46 170.6 77.24 1.609 -139.2 148.8 232.5 169.8 219.7 178.6 436.9 37.82 495.6 853.7
2.39844 132 66.78 138.4 68.39 -193.1 108.6 230.9 167.4 176.2 293.7 407.9 -78.05 587.4 617.9
2.40625 1.609 -23.33 73.22 46.67 110.2 84.48 280 30.57 212.4 299.3 327.5 -16.09 429.7 477.9
2.41406 -49.08 42.64 -72.41 17.7 11.26 37.82 -158.5 44.25 -98.16 63.56 256.7 -95.75 133.6 243.8
2.42188 36.21 170.6 -55.52 65.98 42.64 -83.68 -40.23 31.38 -22.53 -325.1 4.828 -176.2 -72.41 -177
2.42969 90.92 12.87 -26.55 -139.2 -241.4 -228.5 -285.6 -4.023 -293.7 -204.4 -120.7 -109.4 -576.1 -483.6
2.4375 0 -43.45 -284 -11.26 -237.4 -265.5 -87.7 -334.7 -84.48 -507.7 -418.4 -133.6 -877 -958.3
2.44531 -203.6 -29.77 -241.4 -88.51 178.6 -7.241 -251 -252.6 -67.59 -576.1 -554.4 -178.6 -835.2 -1041
2.45313 -56.32 -57.13 -333.1 -256.7 -165.7 -195.5 19.31 -254.3 -253.4 -776.4 -795.7 25.75 -724.1 -1283
2.46094 6.437 -1.609 -60.34 -9.655 -158.5 26.55 -207.6 -30.57 -36.21 -562.4 -394.3 -38.62 -706.4 -815.1
2.46875 221.3 -25.75 165.7 106.2 408.7 9.655 70 114.3 294.5 65.98 -183.4 67.59 -55.52 -110.2
2.47656 197.9 10.46 97.36 -151.3 468.3 105.4 313.8 174.6 310.6 77.24 49.88 229.3 515.7 429.7
2.48438 -16.09 46.67 152.9 121.5 192.3 -83.68 -16.09 177.8 268.7 385.4 269.5 142.4 779.6 1014
2.49219 215.6 6.437 -201.1 -100.6 -86.09 148.8 96.55 -131.1 187.5 204.4 302.5 144.8 910 1081
2.5 179.4 76.44 107.8 165.7 33.79 111.8 147.2 88.51 101.4 483.6 552 78.85 742.6 738.6
2.50781 103.8 156.9 37.82 88.51 -99.77 229.3 128.7 182.6 -102.2 268.7 196.3 -136.8 504.5 451.4
2.51563 -175.4 30.57 -36.21 103.8 -265.5 -57.13 123.9 63.56 -106.2 -109.4 136 -53.1 -62.76 243.8
2.52344 -270.3 -73.22 -228.5 -85.29 127.9 -108.6 -191.5 -121.5 -258.3 -279.2 70.8 -37.01 -511.7 -305.7
2.53125 -147.2 -5.632 -225.3 -277.6 414.4 -138.4 -198.7 -188.3 -269.5 -294.5 -8.046 19.31 -736.2 -766.8
2.53906 87.7 -153.7 -152.1 -82.07 231.7 -170.6 71.61 -25.75 78.85 -229.3 -276.8 96.55 -549.5 -673.4
2.54688 -66.78 54.71 -60.34 230.9 -350.8 -100.6 11.26 150.5 219.7 -154.5 21.72 -52.3 -592.2 -472.3
2.55469 -50.69 84.48 93.33 -69.19 -329.1 -18.51 321.8 43.45 -4.023 -164.1 254.3 145.6 -319.4 -75.63
2.5625 -71.61 -45.06 80.46 140.8 17.7 32.99 237.4 216.4 214.8 199.5 638.8 92.53 258.3 477.9
2.57031 -52.3 120.7 142.4 6.437 335.5 207.6 118.3 -38.62 155.3 360.5 595.4 229.3 689.5 879.4
2.57813 6.437 12.87 -197.1 85.29 342 28.97 134.4 -4.023 127.9 525.4 659 231.7 989.6 1225
2.58594 -42.64 12.87 -326.7 -47.47 118.3 -158.5 169 -70.8 195.5 568.8 716.9 246.2 1142 1647
