    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.17 14.98 0 13.95 5.944 33.95 39.9 49.96 40.92 0.9145 34.98 7.888 -25.03 0.9145 6.973 -8.002 37.95
0.175 0.9145 -18.06 0 -7.087 23.89 31.89 45.95 36.92 3.887 34.98 0 -29.04 -6.059 0.9145 -3.086 25.95
0.18 -21.03 -22.06 -1.029 -9.031 13.95 30.98 38.98 36.92 1.943 10.97 -11.09 -28.01 -5.03 17.95 -11.09 18.98
0.185 -47.1 -32.01 -21.03 -27.09 1.943 18.98 19.89 19.89 -27.09 -13.03 -25.03 -41.04 -41.04 10.97 -29.04 -2.058
0.19 -59.1 -39.1 -37.04 -47.1 -9.031 1.943 1.943 0 -37.04 -26.06 -22.06 -33.04 -50.07 -9.031 -36.01 -23.09
0.195 -53.04 -36.01 -37.04 -55.1 -13.03 -18.06 -2.058 -2.058 -26.06 -26.06 -19.09 -24.01 -33.04 -11.09 -35.09 -28.01
0.2 -47.1 -33.04 -40.01 -58.07 -7.087 -38.07 6.973 -6.059 -4.001 -1.029 -24.01 -22.06 -31.09 -7.087 -22.06 -18.06
0.205 -37.04 -35.09 -39.1 -51.1 -5.03 -41.04 31.89 -1.029 27.89 19.89 -17.03 -1.029 -1.029 0.9145 3.887 -13.03
0.21 -17.03 -20 -27.09 -21.03 0 -20 57.96 17.95 47.9 29.95 -9.031 11.89 23.89 24.92 21.95 -7.087
0.215 -1.029 -4.001 -18.06 -6.059 3.887 -2.058 58.99 29.95 30.98 24.92 -2.058 11.89 13.95 30.98 14.98 -5.03
0.22 14.98 1.943 2.972 -1.029 1.943 4.915 32.92 19.89 -1.029 0 14.98 14.98 11.89 19.89 0.9145 -24.01
0.225 32.92 7.888 40.92 12.92 5.944 5.944 8.916 8.916 -12 -16 25.95 9.945 15.89 15.89 -4.001 -41.04
0.23 34.98 22.98 65.96 19.89 21.95 10.97 8.916 5.944 0 -6.059 33.95 8.916 31.89 14.98 1.943 -34.07
0.235 42.98 32.92 82.99 28.92 41.95 21.95 31.89 16.92 21.95 7.888 44.93 21.95 55.9 22.98 36.92 -19.09
0.24 42.98 27.89 84.94 28.92 57.96 27.89 51.9 36.92 36.92 15.89 48.93 18.98 59.9 31.89 52.93 -8.002
0.245 26.98 11.89 61.96 7.888 61.96 31.89 51.9 35.89 27.89 9.945 47.9 0.9145 57.96 15.89 39.9 -17.03
0.25 20.92 1.943 51.9 1.943 55.9 27.89 41.95 19.89 7.888 -11.09 51.9 -13.03 65.96 7.888 23.89 -37.04
0.255 16.92 -2.058 48.93 6.973 45.95 16.92 25.95 6.973 -1.029 -27.09 49.96 -8.002 70.99 12.92 7.888 -46.07
0.26 4.915 4.915 33.95 6.973 41.95 18.98 23.89 4.915 1.943 -15.09 47.9 2.972 80.93 8.916 0.9145 -38.07
0.265 14.98 25.95 28.92 15.89 44.93 25.95 29.95 19.89 16.92 4.915 45.95 14.98 73.96 20.92 7.888 -13.03
0.27 14.98 21.95 18.98 13.95 40.92 24.92 27.89 31.89 32.92 20.92 31.89 27.89 48.93 32.92 19.89 -3.086
0.275 -1.029 12.92 0.9145 4.915 29.95 29.95 31.89 32.92 26.98 20.92 21.95 29.95 38.98 19.89 25.95 -18.06
0.28 4.915 28.92 1.943 15.89 26.98 24.92 37.95 29.95 17.95 2.972 11.89 11.89 42.98 21.95 29.95 -39.1
0.285 14.98 39.9 7.888 31.89 15.89 17.95 33.95 25.95 12.92 -5.03 3.887 13.95 41.95 21.95 25.95 -41.04
0.29 0.9145 27.89 -2.058 29.95 3.887 25.95 23.89 13.95 0 -1.029 3.887 23.89 27.89 5.944 7.888 -33.04
0.295 -3.086 18.98 -2.058 18.98 5.944 36.92 23.89 22.98 1.943 4.915 0.9145 19.89 2.972 19.89 1.943 -8.002
0.3 -9.031 1.943 -1.029 0 22.98 39.9 47.9 45.95 2.972 18.98 0.9145 22.98 0 34.98 19.89 7.888
0.305 -19.09 -26.06 1.943 -18.06 42.98 39.9 79.91 52.93 6.973 31.89 7.888 20.92 19.89 28.92 27.89 10.97
0.31 -3.086 -11.09 15.89 -19.09 59.9 23.89 95.91 63.9 12.92 29.95 5.944 1.943 29.95 35.89 27.89 15.89
0.315 12.92 5.944 32.92 -3.086 60.93 16.92 83.91 69.96 20.92 26.98 3.887 10.97 31.89 46.98 21.95 25.95
0.32 2.972 5.944 25.95 4.915 33.95 24.92 56.93 52.93 17.95 35.89 17.95 39.9 15.89 46.98 9.945 32.92
0.325 14.98 33.95 30.98 37.95 28.92 48.93 49.96 61.96 27.89 45.95 25.95 53.96 0 70.99 26.98 49.96
0.33 36.92 63.9 54.98 72.93 52.93 70.99 74.99 85.96 59.9 63.9 44.93 61.96 30.98 88.94 62.99 60.93
0.335 48.93 77.96 72.93 95.91 69.96 83.91 96.94 89.96 75.9 78.99 65.96 66.99 69.96 81.96 80.93 63.9
0.34 80.93 104.9 96.94 123.9 93.97 92.94 110 99.91 78.99 74.99 68.93 60.93 83.91 85.96 79.91 64.93
0.345 104.9 126 116.9 138.9 107.9 103 111 106 74.99 61.96 75.9 72.93 106 87.91 76.93 62.99
0.35 103 124.9 111 143.9 91.91 110 95.91 83.91 58.99 52.93 92.94 103 103 86.99 61.96 50.98
0.355 99 131.9 100.9 147.9 76.93 111 71.9 73.96 50.98 35.89 83.91 107 67.9 94.99 48.93 41.95
0.36 86.99 126.9 90.99 127.9 57.96 99.91 42.98 67.9 51.9 27.89 83.91 102 57.96 86.99 49.96 35.89
0.365 66.99 102 74.99 88.94 35.89 83.91 13.95 47.9 48.93 22.98 85.96 88.94 58.99 61.96 37.95 30.98
0.37 50.98 69.96 58.99 47.9 34.98 54.98 -5.03 37.95 40.92 13.95 58.99 56.93 45.95 41.95 28.92 20.92
0.375 44.93 47.9 48.93 18.98 39.9 27.89 0.9145 35.89 42.98 20.92 51.9 58.99 46.98 33.95 33.95 24.92
0.38 38.98 28.92 38.98 15.89 37.95 15.89 12.92 33.95 53.96 33.95 39.9 73.96 61.96 50.98 41.95 33.95
0.385 26.98 13.95 14.98 13.95 30.98 18.98 25.95 27.89 60.93 33.95 9.945 48.93 43.9 60.93 52.93 35.89
0.39 10.97 1.943 -4.001 -1.029 7.888 5.944 23.89 19.89 70.99 34.98 8.916 38.98 32.92 44.93 61.96 30.98
0.395 6.973 -16 -14.06 -16 0.9145 0 28.92 5.944 64.93 29.95 5.944 20.92 33.95 31.89 60.93 26.98
0.4 -1.029 -40.01 -16 -29.04 0 -8.002 21.95 0.9145 38.98 20.92 0.9145 -10.06 21.95 11.89 55.9 16.92
0.405 -3.086 -47.1 -6.059 -23.09 5.944 -17.03 24.92 7.888 25.95 32.92 17.95 -6.059 27.89 7.888 54.98 23.89
0.41 4.915 -33.04 28.92 10.97 42.98 0.9145 54.98 43.9 25.95 51.9 32.92 7.888 46.98 38.98 56.93 40.92
0.415 16.92 -15.09 60.93 39.9 72.93 34.98 79.91 61.96 19.89 49.96 43.9 0 51.9 52.93 54.98 47.9
0.42 26.98 5.944 77.96 54.98 89.96 52.93 92.94 66.99 23.89 41.95 65.96 19.89 55.9 48.93 47.9 34.98
0.425 44.93 33.95 103 75.9 104.9 64.93 102 67.9 32.92 30.98 75.9 30.98 65.96 60.93 47.9 21.95
0.43 52.93 43.9 107.9 79.91 91.91 65.96 89.96 47.9 36.92 23.89 81.96 31.89 73.96 59.9 51.9 17.95
0.435 62.99 64.93 114 92.94 88.94 65.96 94.99 46.98 32.92 37.95 95.91 60.93 81.96 52.93 47.9 26.98
0.44 84.94 89.96 128.9 114 103 79.91 114 69.96 32.92 50.98 95.91 76.93 61.96 66.99 45.95 37.95
0.445 99 96.94 128.9 116.9 102 96.94 114 78.99 32.92 50.98 91.91 83.91 44.93 75.9 35.89 54.98
0.45 108.9 110 111.9 118 97.97 102 107.9 83.91 31.89 39.9 85.96 91.91 39.9 71.9 29.95 55.9
0.455 112.9 119.9 91.91 115.9 79.91 91.91 79.91 75.9 30.98 21.95 69.96 89.96 27.89 74.99 27.89 41.95
0.46 104.9 120.9 71.9 95.91 32.92 60.93 39.9 35.89 25.95 14.98 59.9 87.91 28.92 71.9 25.95 39.9
0.465 100.9 120.9 52.93 78.99 4.915 29.95 23.89 4.915 14.98 6.973 53.96 73.96 36.92 45.95 25.95 26.98
0.47 78.99 91.91 36.92 53.96 1.943 0.9145 13.95 -9.031 12.92 1.943 37.95 51.9 18.98 18.98 25.95 3.887
0.475 44.93 55.9 22.98 33.95 -2.058 -1.029 7.888 -11.09 12.92 -2.058 31.89 44.93 13.95 20.92 19.89 3.887
0.48 20.92 28.92 11.89 26.98 9.945 6.973 27.89 2.972 15.89 -1.029 31.89 26.98 30.98 24.92 27.89 8.916
0.485 -3.086 -2.058 2.972 10.97 25.95 14.98 37.95 14.98 29.95 7.888 29.95 20.92 36.92 18.98 35.89 12.92
0.49 -25.03 -27.09 0 0.9145 19.89 5.944 45.95 15.89 51.9 37.95 33.95 21.95 49.96 21.95 41.95 29.95
0.495 -29.04 -33.04 11.89 0.9145 29.95 5.944 61.96 27.89 59.9 57.96 35.89 -1.029 67.9 31.89 57.96 45.95
0.5 -37.04 -48.01 18.98 1.943 35.89 13.95 58.99 30.98 58.99 59.9 40.92 -6.059 65.96 29.95 64.93 46.98
0.505 -29.04 -40.01 32.92 12.92 37.95 32.92 47.9 34.98 43.9 43.9 52.93 7.888 63.9 32.92 50.98 38.98
0.51 0.9145 -2.058 51.9 39.9 49.96 55.9 48.93 44.93 24.92 30.98 63.9 2.972 63.9 43.9 41.95 31.89
0.515 22.98 10.97 52.93 45.95 51.9 62.99 42.98 42.98 24.92 34.98 69.96 12.92 60.93 28.92 40.92 27.89
0.52 44.93 35.89 48.93 50.98 49.96 60.93 48.93 51.9 48.93 52.93 76.93 40.92 55.9 25.95 44.93 36.92
0.525 68.93 77.96 56.93 67.9 53.96 65.96 67.9 73.96 71.9 71.9 75.9 31.89 60.93 46.98 64.93 60.93
0.53 64.93 79.91 47.9 77.96 49.96 70.99 67.9 67.9 75.9 67.9 69.96 33.95 73.96 44.93 71.9 59.9
0.535 62.99 85.96 47.9 85.96 41.95 59.9 57.96 47.9 63.9 37.95 59.9 55.9 75.9 29.95 51.9 35.89
0.54 78.99 110 74.99 112.9 45.95 58.99 56.93 33.95 42.98 18.98 64.93 54.98 77.96 41.95 38.98 30.98
0.545 82.99 88.94 89.96 115.9 57.96 53.96 60.93 20.92 32.92 12.92 69.96 50.98 79.91 35.89 33.95 29.95
0.55 84.94 63.9 99.91 103 79.91 48.93 67.9 19.89 43.9 13.95 72.93 61.96 70.99 29.95 35.89 22.98
0.555 107 81.96 114 115.9 97.97 58.99 79.91 45.95 59.9 39.9 75.9 61.96 67.9 60.93 51.9 43.9
0.56 103 82.99 106 119.9 91.91 77.96 80.93 64.93 64.93 54.98 61.96 56.93 67.9 69.96 53.96 49.96
0.565 84.94 70.99 81.96 104.9 61.96 75.9 63.9 56.93 59.9 47.9 46.98 65.96 48.93 60.93 41.95 34.98
0.57 86.99 75.9 82.99 108.9 40.92 72.93 56.93 49.96 66.99 50.98 54.98 80.93 46.98 65.96 45.95 36.92
0.575 72.93 57.96 76.93 93.97 35.89 71.9 55.9 39.9 55.9 46.98 57.96 66.99 49.96 56.93 45.95 26.98
0.58 46.98 16.92 58.99 59.9 34.98 45.95 49.96 18.98 45.95 36.92 58.99 55.9 37.95 46.98 46.98 12.92
0.585 42.98 9.945 45.95 48.93 34.98 26.98 45.95 15.89 52.93 48.93 66.99 51.9 47.9 55.9 53.96 21.95
0.59 6.973 -11.09 13.95 20.92 30.98 22.98 46.98 19.89 46.98 48.93 41.95 20.92 51.9 38.98 45.95 19.89
0.595 -47.1 -68.02 -28.01 -34.07 0 -3.086 32.92 0.9145 50.98 48.93 9.945 -1.029 33.95 12.92 37.95 22.98
0.6 -77.05 -95.11 -50.07 -74.08 -12 -40.01 28.92 -7.087 62.99 60.93 -1.029 0 38.98 1.943 45.95 38.98
0.605 -99.11 -116 -63.1 -105.1 -17.03 -58.07 30.98 -14.06 56.93 50.98 -17.03 -22.06 18.98 -3.086 35.89 32.92
0.61 -97.05 -125.1 -54.07 -113.1 -21.03 -89.05 19.89 -23.09 50.98 54.98 -18.06 -23.09 -1.029 10.97 37.95 50.98
0.615 -51.1 -85.05 -7.087 -59.1 -9.031 -77.05 23.89 0.9145 59.9 76.93 9.945 6.973 24.92 49.96 49.96 77.96
0.62 -1.029 -25.03 32.92 11.89 27.89 -19.09 47.9 35.89 60.93 80.93 30.98 29.95 45.95 70.99 49.96 76.93
0.625 40.92 22.98 79.91 75.9 63.9 30.98 74.99 72.93 82.99 99 53.96 48.93 76.93 85.96 73.96 92.94
0.63 76.93 73.96 111 126.9 104.9 80.93 100.9 106 94.99 108.9 74.99 60.93 111 91.91 85.96 94.99
0.635 82.99 94.99 107 150.9 114 114 104.9 116.9 78.99 90.99 63.9 52.93 83.91 76.93 63.9 72.93
0.64 86.99 97.97 111.9 162.9 99 116.9 94.99 119.9 72.93 90.99 61.96 58.99 71.9 90.99 61.96 83.91
0.645 92.94 107.9 114 174.9 84.94 130.9 79.91 119.9 62.99 90.99 62.99 87.91 77.96 107.9 53.96 85.96
0.65 90.99 122.9 99 178 70.99 138 65.96 108.9 55.9 74.99 58.99 115.9 43.9 100.9 44.93 72.93
0.655 104.9 135.9 100.9 179.9 61.96 130 57.96 95.91 69.96 78.99 73.96 130.9 49.96 111 63.9 84.94
0.66 108.9 151.9 100.9 177 62.99 128.9 52.93 83.91 62.99 72.93 82.99 136.9 66.99 111.9 59.9 80.93
0.665 108.9 165 93.97 169 61.96 122 45.95 70.99 45.95 47.9 76.93 134 48.93 99 39.9 62.99
0.67 115 154.9 107.9 159.9 63.9 99.91 54.98 64.93 54.98 50.98 71.9 115 65.96 106 43.9 73.96
0.675 94.99 130 93.97 123.9 53.96 82.99 53.96 57.96 47.9 49.96 53.96 97.97 67.9 88.94 41.95 63.9
0.68 56.93 93.97 55.9 74.99 25.95 56.93 39.9 37.95 47.9 51.9 38.98 81.96 38.98 59.9 43.9 48.93
0.685 24.92 26.98 37.95 29.95 7.888 19.89 34.98 26.98 70.99 68.93 35.89 42.98 57.96 57.96 59.9 57.96
0.69 -11.09 -17.03 18.98 -4.001 3.887 2.972 38.98 15.89 74.99 66.99 24.92 18.98 71.9 45.95 58.99 44.93
0.695 -41.04 -39.1 11.89 -21.03 11.89 -9.031 39.9 7.888 77.96 57.96 23.89 5.944 61.96 35.89 53.96 31.89
0.7 -53.04 -69.05 21.95 -17.03 29.95 -16 47.9 13.95 97.97 63.9 25.95 -19.09 73.96 44.93 67.9 41.95
0.705 -65.04 -81.05 8.916 -23.09 35.89 -9.031 47.9 15.89 103.9 59.9 19.89 -29.04 70.99 25.95 62.99 34.98
0.71 -59.1 -81.05 0 -30.06 21.95 -4.001 32.92 19.89 94.99 54.98 18.98 -28.01 59.9 -2.058 56.93 24.92
0.715 -35.09 -78.08 1.943 -27.09 15.89 0 36.92 30.98 94.99 72.93 7.888 -36.01 66.99 -1.029 52.93 37.95
0.72 -7.087 -44.01 3.887 -18.06 17.95 0 42.98 36.92 76.93 64.93 3.887 -24.01 53.96 1.943 33.95 45.95
0.725 14.98 -8.002 18.98 -4.001 19.89 2.972 35.89 28.92 59.9 49.96 24.92 -7.087 31.89 1.943 24.92 38.98
0.73 42.98 2.972 38.98 18.98 31.89 11.89 26.98 24.92 62.99 47.9 32.92 -1.029 29.95 19.89 26.98 36.92
0.735 66.99 31.89 57.96 49.96 51.9 37.95 25.95 27.89 49.96 27.89 29.95 15.89 27.89 21.95 21.95 25.95
0.74 82.99 55.9 67.9 69.96 53.96 57.96 25.95 37.95 39.9 21.95 31.89 31.89 13.95 21.95 19.89 15.89
0.745 88.94 64.93 71.9 83.91 49.96 75.9 39.9 54.98 43.9 42.98 19.89 46.98 10.97 42.98 19.89 28.92
0.75 90.99 73.96 67.9 89.96 43.9 80.93 51.9 59.9 27.89 33.95 15.89 54.98 8.916 44.93 1.943 34.98
0.755 80.93 60.93 54.98 76.93 24.92 66.99 33.95 46.98 0 12.92 19.89 48.93 -3.086 32.92 -17.03 15.89
0.76 74.99 40.92 48.93 72.93 2.972 59.9 7.888 27.89 -31.09 0.9145 7.888 53.96 -10.06 28.92 -37.04 -2.058
0.765 72.93 52.93 37.95 78.99 -8.002 63.9 -3.086 16.92 -54.07 -16 -9.031 61.96 -29.04 21.95 -55.1 -4.001
0.77 54.98 56.93 20.92 72.93 -26.06 56.93 -19.09 13.95 -56.01 -13.03 -23.09 57.96 -69.05 13.95 -63.1 -2.058
0.775 34.98 43.9 3.887 65.96 -35.09 50.98 -25.03 21.95 -26.06 7.888 -25.03 63.9 -77.05 19.89 -53.04 11.89
0.78 24.92 41.95 0.9145 53.96 -29.04 47.9 -13.03 31.89 -5.03 9.945 -17.03 59.9 -51.1 25.95 -43.1 23.89
0.785 6.973 28.92 -9.031 28.92 -22.06 33.95 -11.09 18.98 -4.001 -4.001 -17.03 25.95 -48.01 15.89 -45.04 4.915
0.79 -1.029 -1.029 -25.03 1.943 -34.07 2.972 -25.03 -8.002 -20 -28.01 -27.09 0.9145 -50.07 -4.001 -57.04 -19.09
0.795 -9.031 -3.086 -40.01 -23.09 -55.1 -26.06 -39.1 -37.04 -35.09 -39.1 -32.01 -2.058 -57.04 -21.03 -61.04 -36.01
0.8 -29.04 -9.031 -57.04 -47.1 -65.04 -47.1 -51.1 -47.1 -42.07 -39.1 -45.04 -25.03 -75.1 -33.04 -67.1 -47.1
0.805 -47.1 -38.07 -58.07 -64.02 -64.02 -60.01 -53.04 -39.1 -36.01 -24.01 -43.1 -46.07 -64.02 -36.01 -69.05 -43.1
0.81 -59.1 -63.1 -58.07 -81.05 -55.1 -67.1 -39.1 -30.06 -21.03 -13.03 -32.01 -71.1 -48.01 -32.01 -53.04 -29.04
0.815 -87.11 -95.11 -76.02 -115.1 -49.04 -67.1 -30.06 -32.01 -20 -30.06 -39.1 -117.1 -52.01 -49.04 -51.1 -38.07
0.82 -111.1 -142.1 -96.02 -165.1 -61.04 -89.05 -39.1 -60.01 -25.03 -47.1 -42.07 -146.1 -49.04 -81.05 -57.04 -57.04
0.825 -105.1 -162.1 -99.11 -180 -76.02 -109.1 -44.01 -78.08 -14.06 -33.04 -23.09 -140 -27.09 -90.08 -37.04 -54.07
0.83 -99.11 -149.1 -92.02 -171 -70.07 -92.02 -34.07 -75.1 -8.002 -20 -25.03 -139 -8.002 -105.1 -29.04 -52.01
0.835 -83.11 -140 -73.05 -147 -57.04 -77.05 -22.06 -63.1 -13.03 -18.06 -36.01 -144 0 -109.1 -33.04 -51.1
0.84 -51.1 -108 -45.04 -102.1 -40.01 -63.1 -7.087 -42.07 -7.087 -7.087 -29.04 -135 -4.001 -86.08 -19.09 -39.1
0.845 -27.09 -71.1 -28.01 -65.04 -21.03 -39.1 -2.058 -30.06 -10.06 -24.01 -29.04 -133.1 -14.06 -79.11 -19.09 -44.01
0.85 -3.086 -40.01 -8.002 -39.1 -13.03 -29.04 -11.09 -29.04 -16 -36.01 -22.06 -109.1 -9.031 -68.02 -37.04 -64.02
0.855 40.92 3.887 17.95 0 -8.002 -21.03 -8.002 -21.03 -20 -23.09 -4.001 -67.1 0 -38.07 -39.1 -56.01
0.86 56.93 33.95 21.95 21.95 -14.06 0.9145 -15.09 -23.09 -34.07 -30.06 -13.03 -53.04 -12 -48.01 -50.07 -56.01
0.865 58.99 31.89 19.89 11.89 -24.01 0 -24.01 -33.04 -46.07 -45.04 -22.06 -55.1 -24.01 -66.07 -71.1 -66.07
0.87 78.99 24.92 32.92 9.945 -21.03 -11.09 -23.09 -35.09 -34.07 -44.01 -12 -53.04 -27.09 -56.01 -61.04 -60.01
0.875 82.99 11.89 36.92 1.943 -17.03 -19.09 -28.01 -40.01 -30.06 -46.07 -9.031 -55.1 -24.01 -53.04 -55.1 -60.01
0.88 72.93 8.916 35.89 0 -8.002 -9.031 -29.04 -34.07 -35.09 -39.1 -5.03 -41.04 -18.06 -50.07 -67.1 -69.05
0.885 72.93 22.98 37.95 1.943 -2.058 -1.029 -20 -17.03 -43.1 -36.01 -8.002 -22.06 -22.06 -37.04 -69.05 -65.04
0.89 34.98 11.89 6.973 -5.03 -16 1.943 -30.06 -17.03 -50.07 -42.07 -29.04 -21.03 -58.07 -43.1 -73.05 -52.01
0.895 -17.03 -10.06 -33.04 -30.06 -50.07 -13.03 -44.01 -36.01 -60.01 -41.04 -43.1 -20 -95.11 -54.07 -83.11 -46.07
0.9 -59.1 -28.01 -66.07 -39.1 -73.05 -29.04 -47.1 -46.07 -55.1 -47.1 -70.07 -18.06 -105.1 -35.09 -83.11 -45.04
0.905 -105.1 -37.04 -102.1 -43.1 -91.11 -41.04 -58.07 -52.01 -64.02 -62.07 -95.11 -25.03 -102.1 -21.03 -85.05 -44.01
0.91 -145.1 -41.04 -130.1 -53.04 -97.05 -49.04 -65.04 -56.01 -77.05 -75.1 -98.08 -31.09 -90.08 -42.07 -99.11 -63.1
0.915 -151 -54.07 -133.1 -68.02 -90.08 -56.01 -61.04 -53.04 -76.02 -88.02 -103.1 -50.07 -76.02 -56.01 -95.11 -77.05
0.92 -153.1 -73.05 -125.1 -87.11 -87.11 -78.08 -61.04 -61.04 -64.02 -81.05 -91.11 -65.04 -71.1 -53.04 -79.11 -57.04
0.925 -143 -93.05 -114.1 -103.1 -85.05 -92.02 -55.1 -65.04 -59.1 -61.04 -68.02 -80.02 -71.1 -55.1 -69.05 -42.07
0.93 -113.1 -118.1 -93.05 -128 -80.02 -102.1 -43.1 -70.07 -48.01 -66.07 -65.04 -104 -58.07 -62.07 -65.04 -47.1
0.935 -83.11 -130.1 -67.1 -148 -60.01 -123 -33.04 -76.02 -42.07 -62.07 -51.1 -119 -44.01 -69.05 -61.04 -38.07
0.94 -55.1 -139 -39.1 -165.1 -35.09 -135 -29.04 -75.1 -49.04 -61.04 -27.09 -139 -29.04 -99.11 -61.04 -47.1
0.945 -27.09 -149.1 -17.03 -175 -21.03 -130.1 -33.04 -85.05 -50.07 -75.1 -33.04 -153.1 -23.09 -123 -65.04 -73.05
0.95 -9.031 -136 -8.002 -154.1 -16 -128 -35.09 -85.05 -52.01 -63.1 -39.1 -137.1 -31.09 -113.1 -65.04 -66.07
0.955 0.9145 -106.1 -7.087 -114.1 -16 -99.11 -37.04 -60.01 -64.02 -54.07 -43.1 -115.1 -35.09 -93.05 -63.1 -62.07
