    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.31 -33.04 -29.05 -37.03 -39.08 -7.054 -25.06 7.982 3.991 13.92 22 -23.02 -15.04 0.9282 -23.02 25.99 -5.012
0.315 -53.09 -44.09 -55.04 -46.04 -21.07 -22.09 10.95 5.94 19.96 27.94 -25.06 -5.012 0.9282 -19.03 33.97 0.9282
0.32 -47.06 -35.09 -40 -23.02 -14.02 -15.04 17.91 22 26.92 39.91 -9.003 12.99 19.96 -1.021 46.97 1.949
0.325 -21.07 -7.054 -5.012 12.99 13.92 11.97 29.98 35.92 29.98 33.97 1.949 23.95 32.95 14.94 54.95 9.932
0.33 -3.063 3.991 12.99 28.96 26.92 35.92 23.95 23.95 12.99 7.982 0.9282 24.97 27.94 19.96 44.92 5.94
0.335 10.95 18.94 25.99 38.98 34.99 38.98 18.94 13.92 1.949 0.9282 -1.021 29.98 31.93 30.91 37.96 1.949
0.34 28.96 29.98 32.95 48.92 36.94 41.95 15.96 9.932 -4.084 0.9282 0 28.96 26.92 37.96 28.96 3.991
0.345 22.93 20.98 20.98 35.92 9.932 36.94 -2.042 -1.021 -18.01 -7.054 -7.054 20.98 5.94 26.92 9.932 -2.042
0.35 22.93 9.932 18.94 31.93 0 22 -9.003 -3.063 -10.02 -1.021 -3.063 18.94 1.949 17.91 6.961 -3.063
0.355 26.92 8.911 24.97 34.99 13.92 26.92 8.911 15.96 0.9282 9.932 1.949 2.97 4.919 9.932 11.97 -5.012
0.36 26.92 3.991 26.92 22 32.95 31.93 23.95 29.98 6.961 13.92 -7.054 -19.03 -1.021 -1.021 7.982 -2.042
0.365 28.96 1.949 25.99 6.961 39.91 23.95 37.96 32.95 22 20.98 1.949 -22.09 -1.021 -12.07 18.94 1.949
0.37 24.97 -7.054 14.94 -3.063 42.98 11.97 35.92 29.98 16.99 22 3.991 -31 0.9282 -23.02 17.91 -2.042
0.375 -1.021 -28.03 -10.02 -38.06 7.982 -6.033 6.961 5.94 -4.084 1.949 -21.07 -46.04 -26.08 -45.02 -1.021 -15.04
0.38 -19.03 -51.05 -38.06 -55.04 -36.01 -43.07 -31 -23.02 -24.04 -9.003 -33.04 -48.08 -41.03 -53.09 -16.06 -25.06
0.385 -29.05 -50.03 -48.08 -53.09 -61.07 -58.01 -50.03 -33.04 -34.06 -15.04 -27.01 -54.02 -47.06 -44.09 -17.08 -27.01
0.39 -33.04 -45.02 -44.09 -36.01 -72.03 -55.04 -57.08 -33.04 -38.06 -15.04 -31 -50.03 -50.03 -33.04 -22.09 -13.09
0.395 -29.05 -38.06 -27.01 -14.02 -64.04 -40 -54.02 -27.01 -23.02 -9.003 -13.09 -31 -31 -20.05 -9.003 -3.063
0.4 -15.04 -19.03 -2.042 -1.021 -28.03 -5.012 -23.02 -2.042 -1.021 1.949 11.97 -14.02 1.949 -7.054 10.95 -2.042
0.405 2.97 -7.054 5.94 4.919 1.949 17.91 7.982 25.99 15.96 17.91 22 -3.063 22.93 0 24.97 3.991
0.41 4.919 -7.054 14.94 9.932 16.99 25.99 19.96 29.98 30.91 13.92 33.97 -1.021 41.95 0 32.95 1.949
0.415 4.919 1.949 9.932 6.961 25.99 26.92 30.91 25.99 23.95 9.932 39.91 -1.021 44.92 -2.042 31.93 0.9282
0.42 2.97 0 0.9282 1.949 17.91 13.92 25.99 15.96 11.97 5.94 23.95 1.949 44 -2.042 27.94 0.9282
0.425 -9.003 1.949 -9.003 -2.042 5.94 3.991 11.97 3.991 0 -1.021 11.97 11.97 47.99 0 25.99 -3.063
0.43 -13.09 10.95 -13.09 -1.021 -2.042 1.949 4.919 3.991 -1.021 -1.021 11.97 11.97 53 1.949 35.92 -3.063
0.435 0.9282 22 -7.054 0 -2.042 -7.054 5.94 9.932 1.949 5.94 11.97 22 63.95 5.94 53.93 0
0.44 8.911 31.93 5.94 13.92 11.97 -3.063 13.92 17.91 7.982 0 5.94 29.98 57.92 7.982 53.93 1.949
0.445 14.94 39.91 22 25.99 25.99 5.94 22 29.98 9.932 3.991 3.991 31.93 33.97 9.932 39.91 5.94
0.45 24.97 49.94 33.97 44 41.95 27.94 33.97 45.95 25.99 25.99 -2.042 51.98 23.95 19.96 31.93 17.91
0.455 22.93 54.95 44 55.97 55.97 56.99 48.92 57.92 35.92 33.97 -13.09 57.92 13.92 27.94 25.99 17.91
0.46 18.94 47.99 39.91 47.99 53.93 61.91 45.95 59.96 39.91 31.93 -13.09 45.95 5.94 22 19.96 9.932
0.465 20.98 41.95 35.92 41.95 51.98 49.94 44 47.99 39.91 22 -11.05 35.92 9.932 9.932 25.99 0.9282
0.47 24.97 29.98 31.93 35.92 47.99 33.97 41.95 31.93 25.99 0 -23.02 15.96 1.949 -1.021 19.96 -17.08
0.475 18.94 13.92 17.91 15.96 27.94 15.96 22 11.97 3.991 -11.05 -21.07 -2.042 -5.012 -17.08 7.982 -25.06
0.48 6.961 0.9282 1.949 0 5.94 3.991 -2.042 0.9282 -7.054 -15.04 -15.04 -5.012 -1.021 -17.08 3.991 -21.07
0.485 -11.05 -21.07 -11.05 -11.05 -15.04 -3.063 -15.04 -11.05 -19.03 -17.08 -21.07 -13.09 -3.063 -11.05 0 -11.05
0.49 -33.04 -43.07 -31 -33.04 -41.03 -23.02 -31 -21.07 -23.02 -17.08 -11.05 -17.08 -7.054 -9.003 -2.042 -1.021
0.495 -33.04 -45.02 -34.06 -35.09 -45.02 -37.03 -27.01 -21.07 -19.03 -9.003 -2.042 -15.04 6.961 -3.063 4.919 -2.042
0.5 -19.03 -31 -19.03 -21.07 -29.05 -43.07 -9.003 -11.05 -11.05 7.982 3.991 -15.04 28.96 1.949 15.96 9.932
0.505 0.9282 -10.02 0 -2.042 -8.075 -37.03 0 0.9282 -1.021 20.98 22 -11.05 44 5.94 20.98 13.92
0.51 8.911 0.9282 11.97 8.911 10.95 -13.09 9.932 1.949 0 18.94 37.96 -15.04 57.92 5.94 19.96 7.982
0.515 12.99 4.919 16.99 11.97 28.96 0 17.91 1.949 3.991 9.932 41.95 -29.05 56.99 0.9282 22.93 -2.042
0.52 10.95 1.949 7.982 -1.021 28.96 6.961 19.96 -1.021 5.94 -2.042 40.93 -35.09 44 -21.07 19.96 -13.09
0.525 12.99 -1.021 5.94 -3.063 25.99 7.982 25.99 -5.012 3.991 -9.003 45.95 -31 47.99 -27.01 15.96 -21.07
0.53 22.93 3.991 19.96 0 35.92 11.97 35.92 0 13.92 9.932 51.98 -17.08 65.99 -15.04 29.98 -9.003
0.535 26.92 14.94 30.91 5.94 48.92 19.96 44 9.932 19.96 22 47.99 -5.012 62.93 -9.003 34.99 -5.012
0.54 22.93 16.99 29.98 10.95 48.92 22 45.95 22 23.95 28.96 37.96 -1.021 55.97 0.9282 32.95 -1.021
0.545 10.95 14.94 17.91 4.919 45.95 18.94 39.91 23.95 25.99 42.98 26.92 0.9282 53 -2.042 37.96 5.94
0.55 -3.063 5.94 -2.042 -7.054 25.99 7.982 25.99 15.96 17.91 35.92 1.949 0 35.92 -9.003 27.94 1.949
0.555 -7.054 8.911 -12.07 -10.02 -1.021 -1.021 3.991 5.94 7.982 34.99 -5.012 5.94 23.95 -17.08 16.99 -2.042
0.56 -11.05 17.91 -22.09 -6.033 -15.04 -4.084 -3.063 2.97 11.97 50.96 -10.02 17.91 16.99 -17.08 15.96 5.94
0.565 -33.04 8.911 -50.03 -17.08 -43.07 -1.021 -7.054 5.94 14.94 45.95 -41.03 11.97 -13.09 -21.07 0.9282 1.949
0.57 -51.05 0 -77.04 -31 -71.01 -7.054 -6.033 8.911 22 44 -61.07 4.919 -48.08 -17.08 -10.02 1.949
0.575 -53.09 0.9282 -74.07 -26.08 -78.06 -11.05 0.9282 12.99 34.99 64.97 -65.07 15.96 -39.08 0 -2.042 16.99
0.58 -33.04 10.95 -57.08 -16.06 -67.02 -14.02 10.95 9.932 36.94 56.99 -62 26.92 -29.05 13.92 6.961 16.99
0.585 -9.003 25.99 -24.04 -2.042 -45.02 -21.07 16.99 1.949 32.95 40.93 -37.03 29.98 -2.042 13.92 16.99 4.919
0.59 6.961 31.93 6.961 7.982 -4.084 -22.09 27.94 -5.012 33.97 26.92 1.949 30.91 33.97 9.932 42.98 6.961
0.595 20.98 26.92 34.99 17.91 31.93 -13.09 39.91 0.9282 24.97 11.97 19.96 19.96 59.96 1.949 54.95 -2.042
0.6 30.91 22 55.97 32.95 61.91 0.9282 40.93 2.97 13.92 9.932 38.98 17.91 75.93 1.949 48.92 -5.012
0.605 46.97 33.97 82.98 61.91 85.95 29.98 38.98 17.91 1.949 20.98 55.97 27.94 95.97 13.92 41.95 3.991
0.61 58.94 37.96 91.98 68.96 86.97 57.92 24.97 22 -12.07 27.94 60.98 24.97 90.96 23.95 19.96 -1.021
0.615 53 25.99 72.96 49.94 73.98 59.96 12.99 23.95 -9.003 32.95 51.98 9.932 73.98 15.96 3.991 -5.012
0.62 36.94 3.991 61.91 24.97 57.92 48.92 20.98 32.95 3.991 44 56.99 -9.003 69.99 -2.042 12.99 0.9282
0.625 40.93 -2.042 53 3.991 53.93 29.98 44 41.95 28.96 59.96 61.91 -21.07 77.97 -5.012 30.91 -1.021
0.63 44.92 0.9282 44.92 -2.042 48.92 20.98 59.96 47.99 51.98 76.95 60.98 -14.02 81.96 -1.021 46.97 6.961
0.635 46.97 5.94 38.98 10.95 37.96 25.99 60.98 46.97 56.99 68.96 63.95 -9.003 84.93 3.991 54.95 14.94
0.64 38.98 6.961 19.96 10.95 17.91 20.98 46.97 35.92 38.98 50.96 58.94 -12.07 65.99 7.982 46.97 2.97
0.645 12.99 -1.021 1.949 2.97 1.949 9.932 32.95 22.93 26.92 36.94 44 -15.04 53.93 7.982 35.92 0.9282
0.65 -1.021 -14.02 -11.05 0.9282 -5.012 0 30.91 18.94 23.95 35.92 44 -18.01 44.92 1.949 34.99 11.97
0.655 -5.012 -20.05 -12.07 -7.054 -1.021 -5.012 35.92 11.97 18.94 47.99 39.91 -23.02 45.95 0.9282 32.95 12.99
0.66 -1.021 -21.07 -2.042 -12.07 5.94 -6.033 44 8.911 33.97 70.91 24.97 -15.04 50.96 -7.054 44 19.96
0.665 -1.021 -18.01 -1.021 -6.033 20.98 0.9282 55.97 25.99 57.92 88.92 15.96 -1.021 47.99 -7.054 56.99 31.93
0.67 -13.09 -9.003 -7.054 -1.021 31.93 15.96 59.96 44 65.99 87.99 0.9282 0 25.99 -7.054 47.99 23.95
0.675 -27.01 0 -17.08 10.95 27.94 32.95 61.91 61.91 69.99 84.93 -32.02 7.982 4.919 -1.021 35.92 25.99
0.68 -27.01 8.911 -17.08 26.92 16.99 47.99 59.96 79.92 67.94 80.94 -45.02 19.96 -5.012 7.982 18.94 25.99
0.685 -21.07 24.97 -14.02 31.93 14.94 65.99 47.99 81.96 47.99 63.95 -49.01 22 -14.02 11.97 -4.084 11.97
0.69 -17.08 33.97 -1.021 39.91 7.982 67.94 37.96 69.99 37.96 59.96 -43.07 19.96 -5.012 11.97 -1.021 11.97
0.695 -5.012 37.96 7.982 47.99 11.97 59.96 33.97 65.99 47.99 61.91 -17.08 31.93 11.97 17.91 19.96 15.96
0.7 4.919 44.92 17.91 53 24.97 68.96 31.93 57.92 44 54.95 1.949 37.96 33.97 22 23.95 1.949
0.705 12.99 46.97 30.91 51.98 32.95 63.95 37.96 44 41.95 39.91 5.94 31.93 53 25.99 30.91 -1.021
0.71 34.99 48.92 47.99 50.96 34.99 53.93 44 44 44 34.99 27.94 31.93 67.94 25.99 44 -1.021
0.715 58.94 48.92 56.99 42.98 50.96 55.97 41.95 41.95 29.98 26.92 44 13.92 73.98 7.982 34.99 -7.054
0.72 10.95 4.919 32.95 44.92 22.93 33.97 25.99 41.95 27.94 39.91 -39.08 33.97 -30.07 25.99 -6.033 51.98
0.725 0.9282 7.982 36.94 42.98 33.97 45.95 28.96 37.96 13.92 22.93 -56.06 25.99 -37.03 22 -15.04 39.91
0.73 -17.08 -7.054 17.91 22 26.92 44.92 11.97 20.98 0.9282 1.949 -69.06 15.96 -41.03 15.96 -16.06 28.96
0.735 -41.03 -23.02 1.949 11.97 18.94 44 -1.021 22 -2.042 0 -76.02 15.96 -28.03 23.95 -12.07 35.92
0.74 -57.08 -34.06 0.9282 6.961 13.92 53 -3.063 26.92 -17.08 1.949 -76.02 9.932 -31 33.97 -17.08 42.98
0.745 -71.01 -46.04 -5.012 1.949 1.949 45.95 -13.09 20.98 -26.08 -6.033 -76.02 0.9282 -47.06 34.99 -26.08 39.91
0.75 -61.07 -31 1.949 10.95 9.932 40.93 0 28.96 -11.05 3.991 -66.09 -2.042 -31 39.91 -12.07 46.97
0.755 -49.01 -11.05 8.911 19.96 23.95 40.93 14.94 37.96 12.99 27.94 -57.08 -1.021 -17.08 39.91 4.919 56.99
0.76 -59.03 -29.05 -7.054 1.949 14.94 32.95 19.96 42.98 29.98 44 -57.08 -15.04 -19.03 23.95 12.99 58.94
0.765 -63.02 -40 -35.09 -16.06 -2.042 16.99 22.93 41.95 35.92 50.96 -62 -23.02 -20.05 9.932 8.911 54.95
0.77 -51.05 -43.07 -53.09 -39.08 -25.06 -3.063 8.911 27.94 23.95 30.91 -53.09 -30.07 -32.02 -6.033 -2.042 37.96
0.775 -41.03 -44.09 -67.02 -64.04 -64.04 -32.02 -23.02 -2.042 -1.021 0.9282 -44.09 -33.04 -47.06 -25.06 -22.09 8.911
0.78 -7.054 -21.07 -71.01 -59.03 -77.04 -57.08 -44.09 -27.01 -21.07 -32.02 -27.01 -16.06 -38.06 -26.08 -28.03 -9.003
0.785 8.911 0 -65.07 -48.08 -83.07 -66.09 -60.05 -47.06 -41.03 -54.02 -6.033 -2.042 -30.07 -21.07 -30.07 -22.09
0.79 22.93 11.97 -57.08 -37.03 -82.05 -62 -63.02 -54.02 -51.05 -57.08 7.982 13.92 -27.01 -13.09 -32.02 -24.04
0.795 53 44 -24.04 -9.003 -49.01 -48.08 -46.04 -43.07 -58.01 -55.04 23.95 27.94 -11.05 -2.042 -36.01 -28.03
0.8 78.99 65.99 9.932 16.99 -17.08 -32.02 -32.02 -34.06 -61.07 -49.01 40.93 29.98 -9.003 1.949 -46.04 -28.03
0.805 86.97 75 41.95 32.95 0 -13.09 -33.04 -28.03 -54.02 -38.06 42.98 26.92 -13.09 1.949 -50.03 -27.01
0.81 88.92 70.91 48.92 36.94 17.91 1.949 -21.07 -14.02 -49.01 -33.04 30.91 11.97 -13.09 -7.054 -53.09 -28.03
0.815 68.96 44 33.97 22 14.94 0.9282 -20.05 -9.003 -44.09 -31 14.94 0.9282 -24.04 -25.06 -62 -33.04
0.82 48.92 29.98 23.95 9.932 6.961 -6.033 -11.05 -2.042 -27.01 -13.09 11.97 -3.063 -21.07 -33.04 -46.04 -28.03
0.825 48.92 37.96 38.98 20.98 25.99 -1.021 12.99 15.96 -3.063 4.919 22.93 0.9282 0.9282 -23.02 -21.07 -11.05
0.83 42.98 32.95 44.92 32.95 34.99 3.991 22 25.99 7.982 13.92 27.94 5.94 8.911 -15.04 -2.042 -1.021
0.835 20.98 25.99 41.95 37.96 37.96 19.96 17.91 27.94 3.991 17.91 11.97 19.96 5.94 0.9282 0.9282 5.94
0.84 12.99 25.99 37.96 46.97 44.92 31.93 14.94 33.97 -5.012 12.99 -9.003 29.98 5.94 22 -1.021 22
0.845 2.97 14.94 22.93 46.97 26.92 35.92 0 25.99 -19.03 5.94 -33.04 44 -2.042 45.95 -12.07 35.92
0.85 -7.054 12.99 16.99 51.98 13.92 37.96 -3.063 23.95 -25.06 1.949 -59.03 47.99 -24.04 63.95 -24.04 47.99
0.855 -15.04 7.982 9.932 51.98 11.97 49.94 -3.063 33.97 -23.02 -2.042 -79.08 37.96 -43.07 69.99 -35.09 57.92
0.86 -33.04 -13.09 -1.021 33.97 -2.042 53.93 -11.05 31.93 -9.003 0 -81.03 25.99 -61.07 57.92 -37.03 53.93
0.865 -49.01 -36.01 -15.04 10.95 -6.033 45.95 -7.054 23.95 0.9282 1.949 -87.06 1.949 -65.07 35.92 -29.05 37.96
0.87 -43.07 -42.05 -20.05 -9.003 -1.021 23.95 11.97 23.95 11.97 5.94 -73.05 -13.09 -48.08 13.92 -12.07 27.94
0.875 -29.05 -42.05 -9.003 -18.01 8.911 1.949 41.95 33.97 49.94 35.92 -37.03 -13.09 -13.09 5.94 24.97 35.92
0.88 -17.08 -40 1.949 -18.01 28.96 5.94 73.98 47.99 75.93 49.94 -23.02 -21.07 4.919 3.991 48.92 44
0.885 -17.08 -43.07 -9.003 -27.01 33.97 13.92 79.92 59.96 71.93 45.95 -21.07 -31 5.94 0.9282 37.96 41.95
0.89 -13.09 -31 -18.01 -23.02 15.96 15.96 57.92 53.93 53.93 33.97 -3.063 -21.07 4.919 0.9282 30.91 35.92
0.895 -1.021 -9.003 -19.03 -7.054 -5.012 9.932 19.96 29.98 13.92 3.991 0.9282 -13.09 3.991 0.9282 11.97 19.96
0.9 22.93 13.92 -19.03 0 -25.06 -3.063 -11.05 3.991 -19.03 -17.08 9.932 -1.021 1.949 -2.042 -5.012 5.94
0.905 50.96 37.96 0.9282 23.95 -29.05 -13.09 -29.05 -7.054 -27.01 -21.07 33.97 13.92 1.949 5.94 -5.012 5.94
0.91 62.93 41.95 11.97 33.97 -27.01 -11.05 -31 -21.07 -33.04 -31 27.94 9.932 0 5.94 -13.09 -2.042
0.915 56.99 33.97 1.949 13.92 -23.02 -22.09 -33.04 -31 -39.08 -43.07 19.96 1.949 -3.063 -1.021 -25.06 -9.003
0.92 53 33.97 -1.021 0.9282 -17.08 -36.01 -28.03 -37.03 -32.02 -49.01 33.97 5.94 -3.063 -13.09 -23.02 -21.07
0.925 48.92 31.93 -5.012 -13.09 -17.08 -47.06 -29.05 -49.01 -39.08 -65.07 35.92 -2.042 0.9282 -27.01 -25.06 -41.03
