    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  Pz 
15.585 -322.4 371.3 -371.3 254 -302.9 410.4 -9.77 97.7 39.08 -293.1 -469 586.2 439.7 566.7 -224.7 -801.2 9.77 39.08 -39.08 -39.08
15.59 -254 322.4 -175.9 214.9 -175.9 302.9 48.85 -48.85 214.9 -293.1 -273.6 752.3 478.7 449.4 -302.9 -967.8 136.8 87.93 -9.77 -9.77
15.595 -410.4 78.16 -273.6 -48.85 -361.5 -39.08 -214.9 -322.4 39.08 -469 -469 664.4 -48.85 283.3 -371.3 -1055 -254 -136.8 -351.7 -351.7
15.6 -361.5 -68.39 -136.8 -185.6 -185.6 -156.3 -127 -342 156.3 -390.8 -19.54 967.3 371.3 254 -146.6 -1016 -234.5 -214.9 -263.8 -263.8
15.605 -771.9 -273.6 -527.6 -517.8 -439.7 -459.2 -439.7 -517.8 -195.4 -635.6 -68.39 224.7 -68.39 -19.54 -302.9 -1114 -723 -615.5 -625.3 -625.3
15.61 -810.9 -302.9 -361.5 -508.1 -205.2 -342 -273.6 -371.3 -117.2 -644.8 97.7 840.3 -205.2 136.8 97.7 -791.4 -547.6 -478.7 -400.6 -400.6
15.615 -1045 -273.6 -596 -547.6 -214.9 -234.5 -205.2 -293.1 -146.6 -635.6 -107.5 439.7 -205.2 -273.6 87.93 -879.8 -576.5 -429.9 -381 -381
15.62 -1006 -127 -439.7 -351.7 0 19.54 -9.77 -48.85 -39.08 -361.5 9.77 742.6 -576.5 -78.16 136.8 -674.6 -361.5 -117.2 -117.2 -117.2
15.625 -655.1 107.5 -420.1 -87.93 39.08 254 156.3 234.5 48.85 -146.6 -107.5 1114 175.9 -87.93 127 -459.2 -195.4 107.5 156.3 156.3
15.63 -703.5 97.7 -498.3 -9.77 19.54 400.6 244.3 342 9.77 58.62 -68.39 928.2 791.4 -214.9 127 -478.7 -293.1 175.9 351.7 351.7
15.635 -517.8 29.31 -615.5 97.7 -97.7 439.7 195.4 644.8 48.85 283.3 566.7 869.6 996.6 -87.93 -254 -400.6 -381 244.3 459.2 459.2
15.64 -302.9 -19.54 -576.5 -29.31 -9.77 410.4 312.7 644.8 146.6 342 263.8 596 1036 -9.77 -136.8 -312.7 -439.7 205.2 576.5 576.5
15.645 -420.1 -322.4 -605.8 -156.3 136.8 420.1 527.6 840.3 439.7 508.1 381 244.3 859.8 117.2 -9.77 -224.7 -478.7 117.2 830.5 830.5
15.65 -156.3 -254 -263.8 -97.7 449.4 508.1 830.5 840.3 713.2 556.9 791.4 439.7 889.1 566.7 449.4 -127 -273.6 195.4 1026 1026
15.655 -429.9 -420.1 -322.4 -195.4 283.3 420.1 683.9 703.5 556.9 654.6 439.7 254 713.2 175.9 644.8 -87.93 -449.4 39.08 810.9 810.9
15.66 -820.7 -683.9 -429.9 -175.9 39.08 498.3 547.1 801.2 527.6 1065 127 283.3 459.2 439.7 596 68.39 -625.3 39.08 723 723
15.665 -1075 -820.7 -420.1 -214.9 -97.7 361.5 381 683.9 390.8 859.8 -39.08 146.6 224.7 -58.62 351.7 -39.08 -723 -166.1 498.3 498.3
15.67 -1231 -850 -478.7 -390.8 -224.7 312.7 342 723 644.8 1270 -459.2 166.1 214.9 -87.93 136.8 39.08 -742.6 -205.2 547.1 547.1
15.675 -1387 -1172 -703.5 -674.6 -517.8 -58.62 87.93 371.3 537.4 781.6 -508.1 -263.8 -244.3 -410.4 -185.6 -410.4 -987.3 -478.7 234.5 234.5
15.68 -1299 -938 -703.5 -644.8 -596 -9.77 97.7 420.1 762.1 928.2 -644.8 39.08 9.77 -117.2 -244.3 -381 -908.6 -517.8 224.7 224.7
15.685 -1211 -957.5 -781.6 -850 -742.6 -224.7 -19.54 185.6 654.6 566.7 -625.3 -400.6 -390.8 -381 -488.5 -703.5 -1085 -615.5 -39.08 -39.08
15.69 -1240 -723 -723 -732.8 -752.3 -127 -97.7 19.54 508.1 527.6 -400.6 -410.4 -332.2 -146.6 -674.6 -771.9 -1085 -517.8 -254 -254
15.695 -1064 -527.6 -547.6 -693.7 -488.5 -175.9 -29.31 -224.7 478.7 400.6 -928.2 -136.8 -322.4 -224.7 -547.6 -889.1 -938 -478.7 -332.2 -332.2
15.7 -889.1 -566.7 -234.5 -566.7 -185.6 39.08 78.16 -371.3 517.8 469 -312.7 -19.54 29.31 -263.8 -439.7 -889.1 -703.5 -273.6 -390.8 -390.8
15.705 -810.9 -615.5 -175.9 -596 -107.5 -312.7 -9.77 -840.3 146.6 87.93 -381 -127 87.93 -283.3 -420.1 -1143 -664.4 -429.9 -605.8 -605.8
15.71 -723 -655.1 -117.2 -429.9 -146.6 -273.6 -117.2 -889.1 -68.39 39.08 -498.3 -254 -263.8 -410.4 -205.2 -1104 -537.4 -371.3 -703.5 -703.5
15.715 -723 -615.5 39.08 -156.3 -29.31 -117.2 -39.08 -635.6 -175.9 283.3 -361.5 -254 -244.3 9.77 -127 -732.8 -517.8 -68.39 -703.5 -703.5
15.72 -820.7 -517.8 39.08 -78.16 -58.62 -97.7 -107.5 -537.4 -469 68.39 -390.8 -185.6 -732.8 -224.7 -244.3 -810.9 -488.5 0 -703.5 -703.5
15.725 -820.7 -478.7 136.8 117.2 214.9 283.3 263.8 -68.39 -224.7 273.6 -342 39.08 -58.62 58.62 -48.85 -547.6 -283.3 195.4 -302.9 -302.9
15.73 -683.9 -332.2 136.8 195.4 234.5 390.8 312.7 117.2 -166.1 214.9 -361.5 -29.31 -224.7 -175.9 78.16 -674.6 -244.3 234.5 -136.8 -136.8
15.735 -586.2 -234.5 68.39 136.8 234.5 312.7 429.9 117.2 -78.16 136.8 -205.2 -29.31 342 -420.1 97.7 -713.2 -205.2 166.1 0 0
15.74 -488.5 -312.7 -9.77 97.7 107.5 224.7 273.6 146.6 -156.3 107.5 -342 -117.2 195.4 -234.5 87.93 -732.8 -302.9 117.2 -39.08 -39.08
15.745 -293.1 -322.4 107.5 -39.08 312.7 39.08 439.7 39.08 -39.08 87.93 -9.77 -263.8 781.6 -449.4 166.1 -615.5 -48.85 -39.08 185.6 185.6
15.75 -214.9 -498.3 9.77 -302.9 185.6 -244.3 205.2 -117.2 -244.3 -78.16 263.8 -439.7 459.2 -605.8 -87.93 -683.9 -127 -273.6 205.2 205.2
15.755 -283.3 -410.4 0 -263.8 146.6 -127 117.2 156.3 -283.3 342 -214.9 -263.8 185.6 -429.9 -351.7 -351.7 -107.5 -48.85 342 342
15.76 -19.54 -390.8 214.9 -293.1 244.3 -127 117.2 273.6 -117.2 508.1 332.2 -68.39 -78.16 -234.5 -312.7 -195.4 205.2 -166.1 713.2 713.2
15.765 19.54 -576.5 156.3 -400.6 -107.5 -254 -58.62 371.3 -87.93 752.3 -605.8 -166.1 -1025 -166.1 -586.2 -39.08 195.4 -302.9 771.9 771.9
15.77 -19.54 -644.8 254 -420.1 -166.1 -244.3 -97.7 508.1 -58.62 898.9 39.08 117.2 -459.2 -58.62 -703.5 175.9 263.8 -361.5 801.2 801.2
15.775 214.9 -810.9 293.1 -537.4 -302.9 -469 -19.54 293.1 214.9 879.3 -302.9 78.16 -400.6 -166.1 -488.5 156.3 361.5 -556.9 810.9 810.9
15.78 195.4 -918.4 302.9 -625.3 -224.7 -605.8 68.39 156.3 224.7 840.3 48.85 87.93 117.2 -146.6 -283.3 78.16 205.2 -635.6 596 596
15.785 488.5 -762.1 459.2 -644.8 68.39 -762.1 351.7 -117.2 371.3 713.2 312.7 -166.1 635.1 -537.4 87.93 -87.93 302.9 -703.5 615.5 615.5
15.79 840.3 -566.7 674.2 -537.4 439.7 -723 635.1 -254 625.3 820.7 332.2 -136.8 576.5 -400.6 449.4 -175.9 361.5 -644.8 517.8 517.8
15.795 996.6 -342 791.4 -381 742.6 -556.9 918.4 -283.3 820.7 742.6 840.3 -68.39 889.1 -400.6 781.6 -224.7 498.3 -566.7 332.2 332.2
15.8 928.2 -263.8 586.2 -625.3 615.5 -1055 859.8 -732.8 830.5 517.8 537.4 -723 469 -429.9 449.4 -517.8 371.3 -957.5 -117.2 -117.2
15.805 547.1 -97.7 273.6 -420.1 332.2 -967.8 556.9 -859.8 547.1 195.4 273.6 -478.7 498.3 -469 312.7 -537.4 29.31 -1025 -703.5 -703.5
15.81 332.2 9.77 -166.1 -586.2 -293.1 -1309 -97.7 -1329 39.08 -293.1 -361.5 -732.8 -459.2 -625.3 -195.4 -908.6 -351.7 -1377 -1456 -1456
15.815 293.1 371.3 -166.1 -205.2 -390.8 -1075 -351.7 -1260 -361.5 -342 -29.31 -97.7 381 -58.62 -293.1 -752.3 -342 -1064 -1681 -1681
15.82 312.7 283.3 -263.8 -175.9 -674.6 -987.3 -674.6 -1299 -517.8 -390.8 -371.3 -224.7 -273.6 19.54 -390.8 -859.8 -322.4 -1055 -1700 -1700
15.825 703.5 459.2 -107.5 -19.54 -469 -762.1 -635.6 -1124 -635.6 -390.8 -175.9 -127 39.08 -117.2 -410.4 -889.1 -127 -938 -1505 -1505
15.83 732.8 381 -283.3 117.2 -635.6 -527.6 -527.6 -771.9 -527.6 9.77 -19.54 -87.93 -107.5 -19.54 -586.2 -771.9 -87.93 -810.9 -1192 -1192
15.835 605.8 283.3 -342 -68.39 -713.2 -498.3 -459.2 -586.2 -635.6 254 -381 -195.4 -361.5 -410.4 -615.5 -879.8 -185.6 -683.9 -947.7 -947.7
15.84 683.9 469 -166.1 205.2 -508.1 -146.6 -195.4 -156.3 -478.7 703.5 -9.77 -117.2 -361.5 -576.5 -547.6 -752.3 -185.6 -293.1 -664.4 -664.4
15.845 293.1 342 -381 175.9 -655.1 -136.8 -175.9 -48.85 -527.6 810.9 -498.3 -166.1 -596 -537.4 -449.4 -732.8 -283.3 -254 -566.7 -566.7
15.85 488.5 527.6 -9.77 361.5 -322.4 -48.85 -58.62 87.93 -439.7 977 9.77 -214.9 -381 -390.8 -449.4 -664.4 -58.62 -136.8 -420.1 -420.1
15.855 390.8 185.6 -449.4 48.85 -781.6 -371.3 -488.5 -78.16 -820.7 752.3 -332.2 -556.9 -596 -674.6 -742.6 -683.9 -371.3 -469 -752.3 -752.3
15.86 478.7 166.1 -273.6 -58.62 -752.3 -537.4 -527.6 -156.3 -938 683.9 0 -586.2 -820.7 -459.2 -957.5 -508.1 -175.9 -586.2 -576.5 -576.5
15.865 381 -78.16 -273.6 -302.9 -791.4 -576.5 -556.9 -146.6 -957.5 810.9 -136.8 -469 -351.7 -302.9 -977.5 -263.8 39.08 -781.6 -244.3 -244.3
15.87 469 -205.2 97.7 -302.9 -644.8 -498.3 -449.4 -9.77 -908.6 908.6 58.62 -556.9 -390.8 -302.9 -967.8 -19.54 351.7 -635.6 195.4 195.4
15.875 654.6 -48.85 293.1 -156.3 -410.4 -293.1 -254 283.3 -752.3 1045 -58.62 -39.08 -146.6 185.6 -1143 224.7 615.5 -459.2 566.7 566.7
15.88 732.8 -117.2 312.7 -214.9 -322.4 -224.7 -136.8 332.2 -605.8 1153 -175.9 -605.8 -127 -87.93 -869.6 371.3 527.6 -498.3 723 723
15.885 713.2 -214.9 351.7 -302.9 -117.2 -312.7 19.54 381 -439.7 1133 -146.6 -400.6 -293.1 -87.93 -869.6 537.4 449.4 -537.4 791.4 791.4
15.89 713.2 -234.5 312.7 -390.8 97.7 -498.3 39.08 166.1 -439.7 869.6 185.6 -879.8 -19.54 -136.8 -342 478.7 293.1 -605.8 674.2 674.2
15.895 361.5 -449.4 117.2 -596 117.2 -820.7 -48.85 -205.2 -596 312.7 -400.6 -1064 -576.5 -322.4 -87.93 342 -48.85 -859.8 283.3 283.3
15.9 195.4 -547.6 136.8 -615.5 175.9 -908.6 -175.9 -517.8 -693.7 -117.2 29.31 -1036 -361.5 -166.1 224.7 322.4 -97.7 -859.8 -39.08 -39.08
15.905 87.93 -517.8 87.93 -556.9 29.31 -967.8 -322.4 -801.2 -742.6 -478.7 -332.2 -967.8 -361.5 -293.1 263.8 107.5 -342 -987.3 -547.6 -547.6
15.91 -29.31 -586.2 -146.6 -683.9 -302.9 -1104 -508.1 -1221 -713.2 -820.7 -488.5 -987.3 -771.9 -283.3 400.6 -78.16 -449.4 -1143 -987.3 -987.3
15.915 -195.4 -674.6 -68.39 -723 -273.6 -1192 -429.9 -1367 -459.2 -566.7 -156.3 -1153 58.62 -508.1 556.9 -107.5 -615.5 -1075 -1290 -1290
15.92 -283.3 -361.5 -283.3 -615.5 -664.4 -1094 -635.6 -1426 -381 -263.8 -508.1 -1339 -205.2 -410.4 576.5 -9.77 -703.5 -977.5 -1524 -1524
15.925 -410.4 -576.5 -302.9 -742.6 -732.8 -1270 -683.9 -1622 -342 -429.9 -655.1 -1759 68.39 -664.4 488.5 -273.6 -762.1 -1114 -1573 -1573
15.93 -586.2 -234.5 -459.2 -400.6 -1016 -1006 -771.9 -1397 -322.4 -214.9 -801.2 -1749 -58.62 -869.6 175.9 -166.1 -781.6 -830.5 -1582 -1582
15.935 -420.1 -263.8 -439.7 -234.5 -938 -850 -683.9 -1163 -156.3 -166.1 -752.3 -1681 -9.77 -439.7 136.8 -214.9 -615.5 -498.3 -1387 -1387
15.94 -254 -29.31 -439.7 97.7 -791.4 -703.5 -596 -1045 -19.54 -185.6 -703.5 -1416 -449.4 -420.1 -214.9 -283.3 -449.4 -254 -1231 -1231
15.945 -273.6 -244.3 -371.3 263.8 -586.2 -586.2 -439.7 -801.2 87.93 -68.39 -420.1 -1240 -439.7 -322.4 -127 -302.9 -361.5 -97.7 -977.5 -977.5
15.95 -117.2 -185.6 -332.2 273.6 -469 -586.2 -400.6 -859.8 58.62 -283.3 -127 -987.3 -605.8 -214.9 -107.5 -478.7 -332.2 -127 -840.3 -840.3
15.955 -420.1 -107.5 -488.5 410.4 -742.6 -390.8 -635.6 -644.8 -293.1 -302.9 -547.6 -527.6 -713.2 -9.77 -410.4 -371.3 -498.3 68.39 -947.7 -947.7
15.96 -58.62 -146.6 19.54 400.6 -586.2 -322.4 -664.4 -655.1 -420.1 -332.2 -68.39 -381 -1064 -78.16 -68.39 -420.1 -234.5 29.31 -713.2 -713.2
15.965 -195.4 29.31 -400.6 410.4 -1114 -166.1 -1211 -537.4 -1016 -244.3 -820.7 -185.6 -908.6 -117.2 -674.6 -390.8 -469 -19.54 -859.8 -859.8
15.97 -9.77 -107.5 -117.2 478.7 -1006 19.54 -1299 -166.1 -1192 146.6 -674.6 -185.6 -967.8 234.5 -938 -87.93 -195.4 136.8 -508.1 -508.1
15.975 -136.8 -87.93 -322.4 654.6 -1114 361.5 -1485 273.6 -1416 625.3 -713.2 342 -566.7 488.5 -1153 400.6 -156.3 263.8 -273.6 -273.6
15.98 -19.54 19.54 -107.5 889.1 -801.2 791.4 -1319 810.9 -1270 1094 -469 48.85 -498.3 273.6 -1290 810.9 136.8 605.8 185.6 185.6
15.985 -97.7 -156.3 58.62 889.1 -537.4 859.8 -1045 1182 -1172 1446 -596 390.8 -596 488.5 -1211 1163 244.3 820.7 566.7 566.7
15.99 234.5 117.2 547.1 1114 166.1 1231 -439.7 1661 -693.7 1856 -39.08 214.9 -527.6 127 -820.7 1387 674.2 1133 1182 1182
15.995 342 195.4 625.3 1065 469 1094 -48.85 1759 -547.6 2081 29.31 -48.85 -566.7 273.6 -664.4 1378 635.1 1290 1270 1270
16 420.1 156.3 605.8 957.5 605.8 1026 224.7 1847 -322.4 2325 48.85 -48.85 -586.2 351.7 -752.3 1387 517.8 1319 1280 1280
16.005 400.6 58.62 459.2 703.5 664.4 820.7 371.3 1534 -175.9 2032 -39.08 -224.7 -771.9 205.2 -576.5 1065 488.5 1055 1104 1104
16.01 478.7 0 508.1 654.6 752.3 693.7 644.8 1221 107.5 1905 136.8 -273.6 -166.1 -29.31 -293.1 918.4 547.1 986.8 1036 1036
16.015 469 -127 605.8 498.3 732.8 420.1 693.7 781.6 234.5 1290 361.5 -517.8 -136.8 -459.2 0 547.1 508.1 830.5 703.5 703.5
16.02 537.4 -68.39 859.8 537.4 938 283.3 879.3 400.6 361.5 840.3 879.3 -283.3 752.3 -469 586.2 478.7 674.2 908.6 547.1 547.1
16.025 498.3 -127 918.4 537.4 1026 97.7 928.2 127 439.7 498.3 879.3 -498.3 889.1 -449.4 742.6 185.6 498.3 889.1 312.7 312.7
16.03 175.9 58.62 459.2 605.8 723 -58.62 596 -195.4 19.54 -9.77 801.2 -244.3 635.1 -97.7 625.3 107.5 136.8 986.8 -293.1 -293.1
16.035 -58.62 9.77 244.3 556.9 644.8 -107.5 449.4 -351.7 -58.62 -185.6 136.8 -556.9 263.8 -381 381 0 -58.62 1055 -596 -596
16.04 -332.2 234.5 -127 771.9 429.9 39.08 312.7 -302.9 -117.2 -107.5 19.54 -429.9 9.77 -156.3 596 97.7 -195.4 1299 -791.4 -791.4
16.045 -214.9 361.5 48.85 810.9 478.7 97.7 420.1 -361.5 146.6 -293.1 214.9 -596 -29.31 -488.5 752.3 -29.31 -78.16 1182 -644.8 -644.8
16.05 -381 605.8 -58.62 947.7 263.8 420.1 342 -19.54 175.9 -117.2 263.8 -390.8 127 -156.3 908.6 78.16 -136.8 1309 -566.7 -566.7
16.055 -166.1 791.4 234.5 1153 283.3 820.7 410.4 312.7 429.9 39.08 478.7 332.2 -156.3 166.1 996.6 127 48.85 1387 -224.7 -224.7
16.06 -224.7 654.6 87.93 977 19.54 537.4 136.8 302.9 263.8 -224.7 127 -127 234.5 166.1 566.7 -127 -146.6 1163 -273.6 -273.6
16.065 -263.8 537.4 117.2 1045 -127 723 -156.3 342 68.39 -420.1 -127 361.5 -459.2 381 205.2 -87.93 -97.7 1075 -224.7 -224.7
16.07 -117.2 488.5 234.5 928.2 -87.93 547.1 -361.5 195.4 -58.62 -655.1 -117.2 254 -117.2 400.6 68.39 -224.7 78.16 967.3 -205.2 -205.2
16.075 -9.77 224.7 332.2 820.7 -156.3 381 -596 -48.85 -390.8 -977.5 -87.93 156.3 -48.85 429.9 -146.6 -312.7 166.1 752.3 -361.5 -361.5
16.08 224.7 342 781.6 928.2 293.1 586.2 -449.4 146.6 -498.3 -908.6 371.3 498.3 -19.54 742.6 19.54 -9.77 625.3 898.9 -166.1 -166.1
16.085 439.7 234.5 869.6 742.6 429.9 478.7 -342 136.8 -674.6 -1036 332.2 254 175.9 654.6 117.2 9.77 898.9 703.5 136.8 136.8
16.09 439.7 283.3 1006 771.9 674.2 635.1 -156.3 498.3 -840.3 -752.3 762.1 439.7 97.7 791.4 107.5 371.3 1036 840.3 283.3 283.3
16.095 390.8 175.9 830.5 498.3 674.2 508.1 -185.6 576.5 -957.5 -752.3 29.31 97.7 -576.5 488.5 107.5 381 977 644.8 342 342
16.1 459.2 48.85 693.7 254 566.7 390.8 -48.85 605.8 -830.5 -674.6 498.3 117.2 -214.9 293.1 107.5 498.3 889.1 459.2 390.8 390.8
16.105 478.7 -175.9 723 39.08 635.1 312.7 117.2 674.2 -508.1 -488.5 302.9 -19.54 -146.6 273.6 263.8 762.1 840.3 146.6 508.1 508.1
16.11 381 -146.6 371.3 -68.39 293.1 185.6 -39.08 576.5 -517.8 -439.7 273.6 9.77 185.6 146.6 244.3 791.4 596 -97.7 342 342
16.115 175.9 -615.5 156.3 -439.7 68.39 -136.8 -97.7 263.8 -361.5 -527.6 97.7 -166.1 -420.1 107.5 205.2 674.2 342 -566.7 185.6 185.6
16.12 -166.1 -488.5 -156.3 -429.9 -87.93 -156.3 -244.3 254 -381 -58.62 -29.31 -117.2 -146.6 29.31 214.9 703.5 87.93 -498.3 -9.77 -9.77
16.125 -429.9 -498.3 -361.5 -517.8 -214.9 -342 -273.6 19.54 -283.3 19.54 -332.2 -195.4 -635.6 0 175.9 478.7 -146.6 -674.6 -136.8 -136.8
16.13 -830.5 -635.6 -693.7 -625.3 -381 -527.6 -400.6 -146.6 -381 39.08 -410.4 -224.7 -674.6 -244.3 136.8 273.6 -537.4 -596 -381 -381
16.135 -938 -469 -801.2 -615.5 -381 -644.8 -351.7 -332.2 -234.5 -68.39 -342 -29.31 -615.5 -244.3 166.1 87.93 -693.7 -478.7 -498.3 -498.3
16.14 -908.6 -498.3 -693.7 -664.4 -293.1 -703.5 -195.4 -586.2 -39.08 -302.9 -19.54 -478.7 -576.5 -693.7 146.6 -166.1 -762.1 -371.3 -586.2 -586.2
16.145 -605.8 -302.9 -234.5 -517.8 205.2 -674.6 146.6 -830.5 332.2 -791.4 654.6 -146.6 -371.3 -508.1 703.5 -429.9 -390.8 -273.6 -342 -342
16.15 -498.3 -195.4 -87.93 -498.3 244.3 -674.6 361.5 -977.5 605.8 -1006 58.62 -556.9 68.39 -723 977 -537.4 -273.6 -185.6 -205.2 -205.2
16.155 -381 117.2 48.85 -146.6 469 -273.6 596 -596 947.7 -771.9 498.3 -214.9 537.4 -234.5 1407 -283.3 -58.62 234.5 97.7 97.7
16.16 -400.6 -58.62 -78.16 -185.6 312.7 -107.5 576.5 -234.5 1065 -547.6 0 -97.7 547.1 -185.6 1466 -117.2 -195.4 371.3 244.3 244.3
16.165 -674.6 -97.7 -420.1 -254 0 97.7 390.8 117.2 889.1 -312.7 -361.5 -605.8 214.9 -48.85 1104 68.39 -488.5 361.5 244.3 244.3
16.17 -771.9 -234.5 -683.9 -459.2 -322.4 78.16 127 390.8 840.3 -107.5 -508.1 -127 -508.1 87.93 683.9 107.5 -703.5 312.7 175.9 175.9
16.175 -752.3 -78.16 -469 -537.4 -332.2 19.54 -78.16 293.1 586.2 -449.4 -302.9 -244.3 -361.5 156.3 469 -29.31 -742.6 195.4 9.77 9.77
16.18 -674.6 68.39 -459.2 -693.7 -429.9 -185.6 -293.1 39.08 527.6 -625.3 -283.3 -97.7 -576.5 146.6 68.39 -39.08 -674.6 39.08 -87.93 -87.93
16.185 -703.5 234.5 -351.7 -547.6 -420.1 -78.16 -556.9 -39.08 175.9 -938 -78.16 254 -244.3 283.3 -302.9 29.31 -625.3 58.62 -302.9 -302.9
16.19 -556.9 302.9 -244.3 -381 -322.4 146.6 -547.6 -48.85 234.5 -840.3 -58.62 244.3 -342 302.9 -361.5 302.9 -234.5 107.5 -107.5 -107.5
16.195 -635.6 332.2 -263.8 -293.1 -351.7 322.4 -625.3 214.9 78.16 -762.1 -175.9 449.4 -293.1 693.7 -615.5 547.1 -224.7 283.3 -127 -127
16.2 -771.9 87.93 -371.3 -302.9 -390.8 342 -655.1 371.3 107.5 -615.5 -674.6 117.2 -898.9 439.7 -850 644.8 -234.5 156.3 0 0
16.205 -586.2 68.39 -127 -214.9 -48.85 586.2 -136.8 830.5 420.1 -390.8 -302.9 312.7 -683.9 527.6 -410.4 898.9 9.77 254 517.8 517.8
16.21 -713.2 234.5 -58.62 58.62 87.93 830.5 39.08 1260 459.2 0 -293.1 527.6 -488.5 820.7 -420.1 1163 29.31 439.7 703.5 703.5
16.215 -850 127 -214.9 127 48.85 928.2 48.85 1387 351.7 -48.85 -371.3 459.2 -293.1 576.5 -263.8 1153 -146.6 469 664.4 664.4
16.22 -850 527.6 -127 469 136.8 1221 195.4 1700 527.6 654.6 -97.7 771.9 58.62 820.7 -117.2 1446 -87.93 791.4 732.8 732.8
16.225 -850 615.5 -244.3 459.2 29.31 1075 19.54 1378 381 371.3 -576.5 742.6 -283.3 986.8 -78.16 1251 -263.8 556.9 361.5 361.5
16.23 -947.7 683.9 -488.5 420.1 -195.4 781.6 -273.6 1036 214.9 439.7 -361.5 625.3 97.7 654.6 -29.31 1065 -410.4 400.6 -29.31 -29.31
16.235 -889.1 566.7 -576.5 185.6 -322.4 361.5 -537.4 449.4 0 107.5 -478.7 586.2 -48.85 576.5 19.54 840.3 -508.1 9.77 -605.8 -605.8
16.24 -918.4 537.4 -810.9 -9.77 -527.6 -29.31 -879.8 -127 -224.7 -29.31 -371.3 615.5 244.3 302.9 127 527.6 -655.1 -312.7 -1085 -1085
16.245 -830.5 469 -781.6 -9.77 -351.7 -68.39 -810.9 -361.5 -48.85 -39.08 -185.6 1124 175.9 361.5 195.4 517.8 -527.6 -400.6 -1124 -1124
16.25 -810.9 224.7 -820.7 -498.3 -469 -742.6 -859.8 -928.2 -19.54 -146.6 -400.6 371.3 127 19.54 107.5 39.08 -664.4 -674.6 -1329 -1329
16.255 -810.9 371.3 -742.6 -420.1 -400.6 -615.5 -771.9 -918.4 195.4 -127 -488.5 556.9 -117.2 -136.8 97.7 19.54 -703.5 -547.6 -1250 -1250
16.26 -967.8 342 -898.9 -596 -556.9 -830.5 -713.2 -996.6 302.9 19.54 -674.6 87.93 -332.2 -175.9 -195.4 -224.7 -879.8 -615.5 -1143 -1143
16.265 -1153 156.3 -1124 -850 -781.6 -908.6 -840.3 -967.8 283.3 -322.4 -1016 -29.31 -732.8 -342 -254 -390.8 -1094 -810.9 -1143 -1143
16.27 -1153 175.9 -1016 -830.5 -644.8 -693.7 -517.8 -683.9 732.8 -39.08 -517.8 175.9 9.77 -381 -146.6 -371.3 -947.7 -693.7 -576.5 -576.5
16.275 -1016 87.93 -957.5 -820.7 -703.5 -547.6 -410.4 -527.6 898.9 -136.8 -674.6 478.7 -117.2 -68.39 175.9 -283.3 -810.9 -586.2 -390.8 -390.8
16.28 -840.3 156.3 -908.6 -957.5 -762.1 -635.6 -351.7 -556.9 1016 -381 -596 420.1 166.1 -312.7 87.93 -459.2 -713.2 -615.5 -254 -254
16.285 -488.5 332.2 -644.8 -810.9 -625.3 -517.8 -293.1 -498.3 908.6 -410.4 -361.5 674.2 -156.3 48.85 -29.31 -342 -596 -429.9 -224.7 -224.7
16.29 -19.54 596 -234.5 -527.6 -254 -302.9 -78.16 -371.3 869.6 -703.5 -283.3 1182 117.2 293.1 -19.54 -332.2 -58.62 -234.5 -9.77 -9.77
16.295 156.3 840.3 -146.6 -224.7 -234.5 -29.31 -185.6 -205.2 381 -859.8 -342 1065 -87.93 390.8 -527.6 -214.9 117.2 136.8 -39.08 -39.08
16.3 605.8 918.4 517.8 244.3 498.3 429.9 244.3 244.3 488.5 -723 -117.2 1622 87.93 654.6 -127 146.6 742.6 556.9 547.1 547.1
16.305 957.5 1036 752.3 508.1 693.7 801.2 381 742.6 342 -410.4 97.7 1534 371.3 869.6 -342 683.9 1006 918.4 947.7 947.7
16.31 1221 1241 820.7 654.6 791.4 1006 400.6 1055 244.3 -97.7 -39.08 1622 361.5 703.5 -332.2 947.7 1065 879.3 1280 1280
16.315 1544 1241 1133 713.2 928.2 1114 527.6 1368 371.3 332.2 127 1524 -175.9 420.1 -390.8 1212 1221 898.9 1690 1690
16.32 1847 1348 1319 918.4 1124 1417 654.6 1612 351.7 498.3 556.9 2071 586.2 840.3 -498.3 1387 1339 869.6 1856 1856
16.325 2100 1270 1495 830.5 1231 1192 830.5 1573 615.5 830.5 547.1 1524 703.5 693.7 -254 1417 1612 635.1 2081 2081
16.33 2129 977 1534 752.3 1299 1055 840.3 1299 508.1 605.8 840.3 1534 889.1 762.1 -156.3 1172 1622 381 1895 1895
16.335 2071 1075 1182 664.4 967.3 752.3 508.1 1055 214.9 732.8 625.3 1075 986.8 693.7 -97.7 1065 1426 224.7 1456 1456
16.34 1788 859.8 996.6 351.7 801.2 244.3 312.7 527.6 -68.39 175.9 400.6 693.7 752.3 205.2 -234.5 644.8 1221 -97.7 928.2 928.2
16.345 1417 977 723 488.5 566.7 312.7 107.5 361.5 -254 68.39 175.9 742.6 635.1 175.9 -195.4 429.9 977 0 498.3 498.3
16.35 1280 1006 762.1 566.7 723 263.8 185.6 205.2 -175.9 -156.3 361.5 371.3 879.3 -254 -146.6 273.6 947.7 78.16 293.1 293.1
