    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  Pz 
14.795 -205.2 -801.2 -517.8 -635.6 -342 -371.3 -459.2 127 -361.5 -107.5 342 -117.2 -273.6 136.8 -97.7 195.4 -361.5 -635.6 -87.93 -87.93
14.8 87.93 -723 -195.4 -361.5 9.77 -107.5 -175.9 293.1 -410.4 29.31 361.5 48.85 -68.39 156.3 -175.9 469 -136.8 -312.7 214.9 214.9
14.805 351.7 -488.5 263.8 -146.6 390.8 87.93 107.5 351.7 -361.5 117.2 293.1 302.9 58.62 244.3 58.62 625.3 205.2 -19.54 478.7 478.7
14.81 488.5 -410.4 214.9 19.54 263.8 68.39 -97.7 39.08 -830.5 -175.9 244.3 332.2 -19.54 -127 -214.9 400.6 234.5 78.16 175.9 175.9
14.815 488.5 -166.1 302.9 273.6 283.3 195.4 -175.9 -58.62 -1055 -283.3 -205.2 664.4 -420.1 97.7 -576.5 361.5 420.1 185.6 -107.5 -107.5
14.82 742.6 87.93 605.8 478.7 576.5 156.3 -29.31 -390.8 -1133 -605.8 195.4 586.2 -566.7 -127 -390.8 -58.62 683.9 293.1 -205.2 -205.2
14.825 498.3 127 488.5 742.6 420.1 332.2 -58.62 -449.4 -1192 -713.2 -127 791.4 -605.8 312.7 -439.7 -39.08 605.8 390.8 -527.6 -527.6
14.83 400.6 195.4 547.1 908.6 371.3 332.2 -39.08 -625.3 -1045 -762.1 517.8 791.4 -97.7 195.4 87.93 -156.3 615.5 527.6 -713.2 -713.2
14.835 -48.85 -9.77 127 713.2 -166.1 78.16 -273.6 -1045 -1075 -1163 78.16 850 58.62 234.5 273.6 -371.3 78.16 195.4 -1240 -1240
14.84 -410.4 -332.2 -195.4 537.4 -556.9 -9.77 -459.2 -1182 -928.2 -1201 156.3 1172 420.1 195.4 439.7 -508.1 -214.9 48.85 -1544 -1544
14.845 -449.4 -361.5 -302.9 312.7 -655.1 -146.6 -332.2 -1280 -469 -1143 29.31 820.7 273.6 -78.16 605.8 -635.6 -371.3 -224.7 -1544 -1544
14.85 -644.8 -703.5 -439.7 -87.93 -615.5 -459.2 -273.6 -1377 -234.5 -1339 -87.93 947.7 127 -224.7 664.4 -859.8 -527.6 -420.1 -1436 -1436
14.855 -410.4 -898.9 -254 -263.8 -332.2 -576.5 136.8 -1201 254 -1211 68.39 693.7 78.16 -449.4 781.6 -1025 -361.5 -527.6 -1064 -1064
14.86 -459.2 -889.1 -224.7 -332.2 -244.3 -556.9 312.7 -850 586.2 -908.6 107.5 898.9 224.7 -293.1 830.5 -781.6 -420.1 -556.9 -693.7 -693.7
14.865 -361.5 -918.4 -78.16 -400.6 -97.7 -439.7 517.8 -655.1 830.5 -791.4 390.8 1270 381 -302.9 967.3 -810.9 -332.2 -732.8 -263.8 -263.8
14.87 -410.4 -449.4 -19.54 -58.62 -117.2 9.77 488.5 -136.8 889.1 -302.9 117.2 1817 410.4 244.3 830.5 -312.7 -293.1 -420.1 -87.93 -87.93
14.875 -683.9 -547.6 -459.2 -283.3 -723 -166.1 -39.08 -214.9 537.4 -254 -29.31 1632 -39.08 -29.31 332.2 -293.1 -605.8 -683.9 -420.1 -420.1
14.88 -547.6 -263.8 -254 -78.16 -762.1 0 -283.3 19.54 312.7 -68.39 -224.7 1681 -117.2 351.7 117.2 39.08 -410.4 -459.2 -556.9 -556.9
14.885 -859.8 -390.8 -742.6 -273.6 -1456 -322.4 -1085 -224.7 -342 -175.9 -859.8 1280 -938 -39.08 -586.2 -136.8 -771.9 -752.3 -1231 -1231
14.89 -498.3 -302.9 -537.4 -371.3 -1387 -429.9 -1211 -312.7 -429.9 -87.93 -703.5 1124 -771.9 -97.7 -605.8 -78.16 -498.3 -752.3 -1172 -1172
14.895 -410.4 -29.31 -342 -175.9 -1201 -273.6 -1192 -166.1 -322.4 351.7 -449.4 1182 -449.4 -58.62 -439.7 97.7 -371.3 -664.4 -977.5 -977.5
14.9 -381 -48.85 -390.8 -322.4 -1104 -410.4 -1153 -185.6 -263.8 459.2 -977.5 898.9 -390.8 -410.4 -469 -78.16 -390.8 -859.8 -732.8 -732.8
14.905 -244.3 97.7 -185.6 -283.3 -703.5 -410.4 -791.4 -19.54 107.5 791.4 -273.6 928.2 -117.2 -293.1 -302.9 9.77 -156.3 -859.8 -156.3 -156.3
14.91 -214.9 -58.62 -9.77 -420.1 -361.5 -478.7 -410.4 195.4 381 1085 -224.7 605.8 156.3 -469 -302.9 68.39 -156.3 -781.6 390.8 390.8
14.915 -351.7 -175.9 -48.85 -332.2 -342 -361.5 -195.4 439.7 469 1231 -263.8 752.3 -58.62 -342 -625.3 214.9 -195.4 -596 674.2 674.2
14.92 -136.8 0 185.6 -117.2 -166.1 -302.9 -58.62 615.5 312.7 1309 107.5 879.3 -68.39 -48.85 -429.9 381 -78.16 -381 771.9 771.9
14.925 -68.39 175.9 302.9 9.77 -97.7 -254 0 605.8 97.7 1192 0 810.9 -117.2 -351.7 -644.8 429.9 0 -273.6 732.8 732.8
14.93 -19.54 390.8 371.3 381 -58.62 -19.54 -97.7 713.2 -205.2 1163 127 1114 -322.4 -107.5 -498.3 517.8 58.62 58.62 478.7 478.7
14.935 78.16 703.5 283.3 576.5 -156.3 19.54 -332.2 459.2 -547.6 674.2 -273.6 840.3 -752.3 -107.5 -713.2 312.7 -9.77 0 -19.54 -19.54
14.94 478.7 674.2 508.1 361.5 127 -234.5 -195.4 19.54 -410.4 322.4 449.4 1016 283.3 19.54 -381 195.4 127 -175.9 -127 -127
14.945 322.4 830.5 371.3 322.4 29.31 -263.8 -312.7 -351.7 -459.2 -58.62 107.5 1055 0 293.1 -410.4 87.93 29.31 -351.7 -527.6 -527.6
14.95 469 693.7 244.3 -19.54 -48.85 -615.5 -302.9 -947.7 -449.4 -469 283.3 762.1 478.7 -19.54 -195.4 -185.6 -39.08 -537.4 -713.2 -713.2
14.955 390.8 644.8 312.7 -29.31 9.77 -655.1 -156.3 -1201 -332.2 -771.9 625.3 713.2 752.3 -58.62 0 -332.2 0 -410.4 -840.3 -840.3
14.96 400.6 664.4 400.6 117.2 87.93 -527.6 -9.77 -1270 -214.9 -938 527.6 742.6 713.2 68.39 175.9 -429.9 136.8 -283.3 -752.3 -752.3
14.965 439.7 586.2 410.4 293.1 87.93 -371.3 185.6 -996.6 -39.08 -859.8 547.1 517.8 703.5 9.77 283.3 -429.9 175.9 -234.5 -508.1 -508.1
14.97 498.3 859.8 654.6 459.2 166.1 -283.3 263.8 -752.3 -19.54 -996.6 889.1 644.8 801.2 29.31 136.8 -469 361.5 -166.1 -332.2 -332.2
14.975 517.8 889.1 683.9 674.2 117.2 0 322.4 -361.5 136.8 -723 400.6 654.6 664.4 273.6 185.6 -234.5 508.1 -19.54 -107.5 -107.5
14.98 293.1 840.3 850 703.5 136.8 156.3 244.3 -195.4 97.7 -840.3 615.5 820.7 -195.4 322.4 19.54 -156.3 625.3 -9.77 -48.85 -48.85
14.985 566.7 898.9 1192 869.6 566.7 293.1 459.2 -97.7 332.2 -723 850 781.6 586.2 420.1 302.9 -136.8 1026 117.2 136.8 136.8
14.99 527.6 1055 1055 1026 351.7 439.7 87.93 -78.16 19.54 -693.7 488.5 1045 78.16 820.7 224.7 -9.77 1006 205.2 -156.3 -156.3
14.995 635.1 1075 1055 1075 400.6 390.8 29.31 -195.4 78.16 -586.2 312.7 879.3 537.4 654.6 107.5 -78.16 1006 117.2 -136.8 -136.8
15 556.9 1212 781.6 1202 175.9 508.1 -107.5 -58.62 -87.93 -342 429.9 801.2 723 938 175.9 29.31 840.3 224.7 -254 -254
15.005 87.93 1104 332.2 1192 -127 586.2 -302.9 166.1 -97.7 -48.85 -293.1 742.6 361.5 781.6 -48.85 205.2 478.7 166.1 -156.3 -156.3
15.01 -29.31 1299 214.9 1368 -87.93 918.4 -224.7 683.9 -78.16 508.1 -87.93 977 322.4 1094 -107.5 605.8 469 469 195.4 195.4
15.015 -498.3 1045 -166.1 1290 -342 1114 -312.7 1104 -9.77 830.5 -527.6 732.8 146.6 889.1 -107.5 859.8 136.8 469 371.3 371.3
15.02 -381 1251 -87.93 1221 -205.2 1045 -87.93 1378 205.2 1045 -429.9 1094 195.4 1075 -29.31 1153 254 586.2 918.4 918.4
15.025 -273.6 1163 273.6 1202 244.3 1163 400.6 1661 713.2 1309 -156.3 1036 566.7 1241 166.1 1339 488.5 781.6 1475 1475
15.03 -107.5 1006 449.4 859.8 469 781.6 810.9 1632 1114 1358 39.08 478.7 68.39 1026 517.8 1319 683.9 840.3 1895 1895
15.035 127 1016 977 918.4 1026 918.4 1260 1622 1387 1299 693.7 683.9 791.4 1065 840.3 1329 1075 1104 2169 2169
15.04 283.3 732.8 977 732.8 938 664.4 1212 1251 1192 996.6 263.8 273.6 244.3 820.7 566.7 1045 1036 986.8 1944 1944
15.045 576.5 869.6 1016 918.4 928.2 723 1006 869.6 654.6 488.5 928.2 586.2 820.7 1153 322.4 986.8 1055 967.3 1436 1436
15.05 596 723 889.1 869.6 723 488.5 625.3 332.2 185.6 322.4 342 234.5 1104 674.2 68.39 810.9 977 742.6 918.4 918.4
15.055 635.1 889.1 732.8 918.4 283.3 361.5 -9.77 -214.9 -683.9 -400.6 293.1 371.3 703.5 1026 -459.2 527.6 635.1 527.6 -87.93 -87.93
15.06 576.5 859.8 644.8 791.4 9.77 39.08 -351.7 -762.1 -947.7 -742.6 185.6 97.7 752.3 400.6 -488.5 195.4 576.5 146.6 -615.5 -615.5
15.065 459.2 703.5 556.9 605.8 -254 -195.4 -664.4 -1172 -1250 -1377 -234.5 -195.4 166.1 302.9 -683.9 -175.9 381 -9.77 -1124 -1124
15.07 390.8 527.6 429.9 420.1 -410.4 -439.7 -840.3 -1485 -1339 -1964 78.16 -342 87.93 224.7 -547.6 -527.6 361.5 -78.16 -1367 -1367
15.075 449.4 527.6 517.8 273.6 -312.7 -498.3 -586.2 -1466 -1016 -2179 -9.77 -556.9 -127 -175.9 -234.5 -683.9 488.5 68.39 -1172 -1172
15.08 527.6 654.6 498.3 498.3 -166.1 -293.1 -478.7 -1094 -918.4 -2003 -48.85 -361.5 -605.8 -175.9 -117.2 -586.2 566.7 469 -1006 -1006
15.085 635.1 625.3 771.9 547.1 205.2 -117.2 68.39 -771.9 -400.6 -1846 381 -29.31 205.2 -185.6 635.1 -527.6 869.6 566.7 -400.6 -400.6
15.09 449.4 635.1 566.7 556.9 185.6 -19.54 97.7 -478.7 -488.5 -1632 302.9 -566.7 273.6 -429.9 615.5 -537.4 664.4 762.1 -254 -254
15.095 449.4 420.1 625.3 508.1 400.6 68.39 312.7 -224.7 -205.2 -1124 488.5 -156.3 869.6 -175.9 771.9 -390.8 635.1 869.6 78.16 78.16
15.1 58.62 302.9 117.2 410.4 68.39 58.62 117.2 -175.9 -244.3 -869.6 195.4 -517.8 615.5 -175.9 381 -381 214.9 723 -9.77 -9.77
15.105 -175.9 166.1 -78.16 195.4 -9.77 -87.93 78.16 -146.6 -87.93 -478.7 -97.7 -683.9 517.8 -214.9 205.2 -332.2 -48.85 654.6 -9.77 -9.77
15.11 -371.3 205.2 -312.7 214.9 -29.31 19.54 -19.54 -29.31 97.7 -117.2 -146.6 -527.6 332.2 -302.9 -127 -263.8 -146.6 674.2 29.31 29.31
15.115 -576.5 68.39 -655.1 19.54 -254 -97.7 -175.9 -68.39 156.3 -58.62 -459.2 -693.7 -87.93 -371.3 -87.93 -332.2 -342 429.9 29.31 29.31
15.12 -693.7 117.2 -683.9 9.77 -234.5 68.39 -175.9 214.9 254 244.3 -322.4 -332.2 -29.31 -195.4 -97.7 -185.6 -351.7 537.4 195.4 195.4
15.125 -596 29.31 -703.5 -136.8 -117.2 117.2 -19.54 410.4 547.1 625.3 -342 -342 -214.9 -234.5 156.3 -68.39 -381 342 693.7 693.7
15.13 -498.3 -117.2 -605.8 -283.3 58.62 97.7 254 586.2 801.2 752.3 175.9 -254 -410.4 -224.7 244.3 0 -283.3 410.4 1172 1172
15.135 -732.8 -166.1 -791.4 -390.8 -107.5 146.6 302.9 781.6 918.4 957.5 -429.9 -234.5 -596 -234.5 68.39 127 -469 273.6 1446 1446
15.14 -683.9 -195.4 -655.1 -302.9 293.1 214.9 615.5 1055 1143 1231 39.08 -322.4 -429.9 -332.2 19.54 361.5 -381 439.7 1759 1759
15.145 -537.4 -166.1 -566.7 -175.9 322.4 254 771.9 1094 1192 1124 -273.6 -254 -469 -459.2 -332.2 478.7 -254 381 1876 1876
15.15 -713.2 -9.77 -664.4 68.39 224.7 371.3 556.9 1163 918.4 1036 -556.9 -127 -293.1 -205.2 -517.8 664.4 -254 674.2 1583 1583
15.155 -322.4 29.31 -322.4 205.2 449.4 322.4 635.1 898.9 879.3 820.7 -117.2 -97.7 371.3 -58.62 -478.7 879.3 87.93 762.1 1553 1553
15.16 9.77 19.54 127 263.8 556.9 254 576.5 488.5 723 498.3 302.9 58.62 918.4 107.5 -234.5 947.7 469 654.6 1378 1378
15.165 439.7 351.7 469 302.9 547.1 263.8 244.3 29.31 332.2 48.85 410.4 185.6 488.5 166.1 -263.8 1026 683.9 469 908.6 908.6
15.17 644.8 469 439.7 39.08 117.2 -127 -205.2 -576.5 -175.9 -146.6 351.7 39.08 254 68.39 -312.7 918.4 605.8 68.39 420.1 420.1
15.175 605.8 429.9 635.1 39.08 -19.54 -19.54 -576.5 -742.6 -674.6 -361.5 410.4 87.93 -58.62 0 -469 801.2 596 -9.77 48.85 48.85
15.18 224.7 381 205.2 -175.9 -508.1 -283.3 -1104 -938 -1172 -429.9 -136.8 -136.8 -517.8 -283.3 -742.6 615.5 263.8 -254 -498.3 -498.3
15.185 58.62 351.7 -48.85 -146.6 -693.7 -136.8 -1348 -820.7 -1524 -420.1 -263.8 19.54 -859.8 -214.9 -908.6 615.5 9.77 -166.1 -703.5 -703.5
15.19 -195.4 244.3 -195.4 -19.54 -537.4 175.9 -1163 -283.3 -1406 -127 -556.9 -48.85 -1133 -156.3 -1006 723 -97.7 166.1 -527.6 -527.6
15.195 -175.9 146.6 -469 9.77 -469 273.6 -1006 9.77 -1280 -58.62 -732.8 -273.6 -703.5 -459.2 -1094 752.3 -351.7 224.7 -478.7 -478.7
15.2 39.08 449.4 -361.5 107.5 -205.2 449.4 -635.6 478.7 -840.3 214.9 -449.4 -127 -576.5 -156.3 -752.3 918.4 -273.6 351.7 -68.39 -68.39
15.205 -136.8 97.7 -371.3 273.6 78.16 488.5 -244.3 742.6 -449.4 234.5 48.85 -449.4 127 -556.9 -605.8 986.8 -283.3 361.5 293.1 293.1
15.21 -9.77 224.7 -332.2 214.9 117.2 429.9 -39.08 762.1 -78.16 254 -420.1 -87.93 68.39 -234.5 -234.5 1085 -175.9 342 576.5 576.5
15.215 -39.08 78.16 -312.7 97.7 185.6 127 97.7 508.1 117.2 205.2 -302.9 -351.7 -683.9 -517.8 -302.9 791.4 -214.9 136.8 586.2 586.2
15.22 0 205.2 -87.93 29.31 361.5 175.9 390.8 517.8 351.7 508.1 -351.7 -332.2 -439.7 -234.5 9.77 830.5 -19.54 254 762.1 762.1
15.225 -68.39 -58.62 -97.7 -302.9 371.3 -78.16 478.7 214.9 420.1 429.9 -664.4 -576.5 -576.5 -420.1 254 449.4 -146.6 29.31 703.5 703.5
15.23 -107.5 -58.62 -78.16 -410.4 302.9 -78.16 537.4 263.8 508.1 889.1 -9.77 -605.8 -87.93 -400.6 400.6 420.1 -244.3 68.39 713.2 713.2
15.235 117.2 78.16 48.85 -361.5 342 0 586.2 302.9 644.8 1055 -19.54 -78.16 107.5 -9.77 596 351.7 -185.6 87.93 703.5 703.5
15.24 146.6 -214.9 87.93 -771.9 332.2 -439.7 683.9 9.77 830.5 1016 254 -1319 723 -674.6 781.6 -68.39 -381 -185.6 703.5 703.5
15.245 195.4 -117.2 117.2 -664.4 254 -293.1 732.8 146.6 1016 1339 214.9 -693.7 136.8 -302.9 625.3 0 -342 -136.8 723 723
15.25 136.8 -351.7 78.16 -850 195.4 -596 625.3 -48.85 977 1221 175.9 -1377 205.2 -615.5 429.9 -214.9 -508.1 -166.1 566.7 566.7
15.255 117.2 -351.7 283.3 -723 332.2 -420.1 742.6 68.39 1094 1202 449.4 -1045 517.8 -429.9 537.4 -19.54 -361.5 48.85 625.3 625.3
15.26 58.62 -214.9 254 -400.6 234.5 -146.6 547.1 205.2 820.7 1114 117.2 -459.2 224.7 -146.6 371.3 117.2 -283.3 214.9 459.2 459.2
15.265 195.4 -87.93 488.5 -195.4 400.6 58.62 410.4 146.6 556.9 752.3 361.5 -302.9 332.2 -166.1 351.7 156.3 -48.85 263.8 351.7 351.7
15.27 322.4 351.7 302.9 -39.08 107.5 68.39 -146.6 -146.6 -205.2 390.8 469 -97.7 615.5 19.54 185.6 78.16 -107.5 214.9 -205.2 -205.2
15.275 175.9 175.9 29.31 -254 -322.4 -254 -820.7 -723 -977.5 -224.7 -117.2 -498.3 244.3 -322.4 -361.5 -244.3 -283.3 -87.93 -850 -850
15.28 146.6 293.1 19.54 -390.8 -635.6 -371.3 -1270 -1104 -1505 -517.8 195.4 -517.8 214.9 -322.4 -713.2 -469 -332.2 -293.1 -1348 -1348
15.285 0 39.08 -78.16 -449.4 -859.8 -429.9 -1514 -1319 -1661 -830.5 -87.93 -508.1 68.39 -117.2 -840.3 -332.2 -322.4 -420.1 -1534 -1534
15.29 29.31 -19.54 127 -381 -781.6 -410.4 -1485 -1377 -1690 -1250 -234.5 -586.2 -713.2 -254 -762.1 -459.2 -185.6 -342 -1553 -1553
15.295 -9.77 -48.85 302.9 -234.5 -683.9 -175.9 -1377 -1280 -1661 -1524 -234.5 -214.9 -371.3 87.93 -703.5 -185.6 -136.8 -185.6 -1593 -1593
15.3 9.77 -48.85 107.5 -146.6 -840.3 -117.2 -1475 -1290 -1876 -1944 0 -332.2 -410.4 -166.1 -830.5 -244.3 -234.5 -166.1 -1817 -1817
15.305 283.3 39.08 420.1 -156.3 -469 -87.93 -1143 -1211 -1729 -2042 273.6 -420.1 -175.9 -175.9 -655.1 -166.1 9.77 -156.3 -1622 -1622
15.31 87.93 -48.85 97.7 -97.7 -556.9 19.54 -1133 -918.4 -1602 -1817 117.2 -420.1 39.08 -214.9 -801.2 127 -29.31 -48.85 -1632 -1632
15.315 68.39 9.77 87.93 -87.93 -351.7 117.2 -879.8 -537.4 -1309 -1339 351.7 -655.1 -459.2 -117.2 -635.6 390.8 97.7 107.5 -1367 -1367
15.32 48.85 -58.62 68.39 -9.77 -224.7 214.9 -508.1 -87.93 -644.8 -625.3 -58.62 -449.4 -224.7 -205.2 -322.4 830.5 97.7 293.1 -928.2 -928.2
15.325 -293.1 -361.5 -205.2 -107.5 -254 107.5 -351.7 166.1 -429.9 -293.1 -224.7 -693.7 -254 -293.1 -156.3 869.6 -97.7 234.5 -713.2 -713.2
15.33 -439.7 -655.1 -224.7 -302.9 -205.2 -19.54 -39.08 312.7 87.93 39.08 -293.1 -791.4 -127 -254 224.7 967.3 -224.7 117.2 -332.2 -332.2
15.335 -693.7 -869.6 -400.6 -381 -293.1 -156.3 87.93 547.1 449.4 283.3 -332.2 -703.5 19.54 -312.7 459.2 918.4 -517.8 19.54 -87.93 -87.93
15.34 -840.3 -1153 -508.1 -732.8 -263.8 -556.9 302.9 410.4 830.5 254 -312.7 -1641 -39.08 -635.6 762.1 713.2 -674.6 -342 185.6 185.6
15.345 -918.4 -1319 -820.7 -1016 -322.4 -830.5 420.1 351.7 1172 293.1 -312.7 -1358 -39.08 -586.2 898.9 683.9 -869.6 -596 420.1 420.1
15.35 -987.3 -1270 -1016 -1025 -371.3 -918.4 517.8 322.4 1378 556.9 -224.7 -1514 78.16 -655.1 1075 654.6 -977.5 -655.1 498.3 498.3
15.355 -1025 -1524 -1163 -1172 -361.5 -1036 556.9 127 1534 693.7 -596 -1192 -234.5 -410.4 1026 752.3 -996.6 -703.5 517.8 517.8
15.36 -762.1 -1563 -1025 -1114 -195.4 -1006 654.6 -19.54 1524 674.2 -39.08 -977.5 254 -283.3 1114 566.7 -859.8 -703.5 439.7 439.7
15.365 -527.6 -1358 -693.7 -781.6 156.3 -771.9 820.7 48.85 1612 908.6 322.4 -664.4 -117.2 -107.5 1192 723 -517.8 -508.1 488.5 488.5
15.37 -381 -1094 -547.6 -566.7 244.3 -625.3 654.6 -117.2 1231 596 478.7 -449.4 -78.16 -39.08 664.4 469 -371.3 -302.9 214.9 214.9
15.375 -146.6 -703.5 -322.4 -342 322.4 -488.5 508.1 -283.3 889.1 332.2 214.9 -537.4 107.5 -224.7 556.9 273.6 -214.9 -97.7 -19.54 -19.54
15.38 117.2 -342 -166.1 -136.8 361.5 -254 342 -332.2 498.3 9.77 732.8 -390.8 127 -166.1 371.3 127 -19.54 78.16 -214.9 -214.9
15.385 342 39.08 224.7 117.2 556.9 19.54 224.7 -439.7 205.2 -420.1 850 -175.9 615.5 29.31 283.3 -58.62 234.5 254 -224.7 -224.7
15.39 517.8 244.3 351.7 312.7 596 302.9 195.4 -371.3 58.62 -781.6 1026 48.85 820.7 302.9 478.7 -117.2 410.4 488.5 -97.7 -97.7
15.395 596 488.5 683.9 566.7 791.4 654.6 205.2 -195.4 -29.31 -1006 1036 371.3 703.5 556.9 302.9 -156.3 664.4 693.7 78.16 78.16
15.4 635.1 556.9 859.8 781.6 1016 840.3 361.5 -29.31 48.85 -1309 810.9 478.7 517.8 723 283.3 -117.2 879.3 889.1 312.7 312.7
15.405 898.9 644.8 1114 967.3 1231 1094 635.1 175.9 166.1 -1563 742.6 654.6 283.3 1026 361.5 29.31 1260 967.3 635.1 635.1
15.41 1016 771.9 1124 1065 1299 1182 693.7 254 39.08 -1817 674.2 605.8 -87.93 1163 381 234.5 1485 1036 693.7 693.7
15.415 1270 781.6 1368 1124 1475 1241 889.1 351.7 127 -1866 986.8 644.8 195.4 1241 625.3 429.9 1710 1065 840.3 840.3
15.42 1270 889.1 1192 1085 1319 1231 752.3 390.8 -39.08 -1749 791.4 713.2 -19.54 1241 478.7 723 1544 947.7 635.1 635.1
15.425 1378 908.6 1260 898.9 1378 1055 869.6 478.7 48.85 -1406 986.8 439.7 244.3 908.6 586.2 908.6 1593 703.5 732.8 732.8
15.43 1006 556.9 957.5 635.1 1085 1045 625.3 654.6 19.54 -938 664.4 351.7 224.7 469 400.6 928.2 1163 596 615.5 615.5
15.435 898.9 371.3 1065 234.5 1143 596 625.3 586.2 87.93 -586.2 889.1 -185.6 556.9 371.3 439.7 879.3 1124 244.3 683.9 683.9
15.44 693.7 361.5 791.4 185.6 879.3 596 459.2 732.8 97.7 -117.2 400.6 -166.1 263.8 429.9 283.3 957.5 928.2 97.7 586.2 586.2
15.445 586.2 224.7 791.4 48.85 840.3 547.1 586.2 1006 527.6 654.6 605.8 -322.4 322.4 302.9 429.9 1133 1045 -48.85 850 850
15.45 742.6 185.6 517.8 -78.16 625.3 254 469 859.8 420.1 791.4 693.7 -449.4 -29.31 556.9 136.8 1075 840.3 -195.4 713.2 713.2
15.455 820.7 205.2 127 -254 166.1 146.6 332.2 859.8 517.8 957.5 156.3 -459.2 -469 39.08 293.1 967.3 556.9 -381 693.7 693.7
15.46 1085 332.2 527.6 -254 664.4 175.9 928.2 947.7 1006 1124 1241 -713.2 -293.1 9.77 752.3 1016 830.5 -185.6 1153 1153
15.465 732.8 234.5 302.9 -351.7 488.5 107.5 1045 879.3 1202 947.7 273.6 -713.2 -615.5 -117.2 859.8 967.3 556.9 -244.3 1182 1182
15.47 889.1 302.9 371.3 -449.4 615.5 117.2 1085 742.6 1348 810.9 508.1 -644.8 -29.31 -39.08 1231 938 576.5 -166.1 1143 1143
15.475 859.8 254 234.5 -488.5 439.7 78.16 928.2 410.4 1348 439.7 107.5 -723 29.31 58.62 1182 830.5 410.4 -263.8 762.1 762.1
15.48 508.1 -107.5 -244.3 -732.8 0 -175.9 390.8 9.77 918.4 195.4 -449.4 -957.5 39.08 68.39 889.1 644.8 -19.54 -469 117.2 117.2
15.485 469 -332.2 -185.6 -889.1 -19.54 -351.7 136.8 -449.4 615.5 -185.6 -166.1 -1064 39.08 -361.5 713.2 224.7 -19.54 -683.9 -302.9 -302.9
15.49 576.5 -420.1 -68.39 -957.5 -39.08 -596 -87.93 -830.5 205.2 -586.2 136.8 -1240 214.9 -508.1 664.4 -136.8 58.62 -752.3 -625.3 -625.3
15.495 342 -498.3 48.85 -889.1 0 -625.3 -273.6 -869.6 -185.6 -762.1 136.8 -1163 371.3 -478.7 586.2 -410.4 166.1 -635.6 -742.6 -742.6
15.5 850 -498.3 400.6 -859.8 195.4 -635.6 -185.6 -938 -332.2 -1036 400.6 -1016 527.6 -537.4 596 -644.8 469 -586.2 -517.8 -517.8
15.505 1182 -234.5 654.6 -781.6 439.7 -674.6 -117.2 -928.2 -498.3 -1211 498.3 -1182 654.6 -566.7 420.1 -830.5 674.2 -537.4 -234.5 -234.5
15.51 1241 -39.08 830.5 -390.8 723 -117.2 224.7 -381 -381 -869.6 58.62 -469 -146.6 -293.1 537.4 -576.5 898.9 19.54 439.7 439.7
15.515 1085 9.77 635.1 -166.1 723 78.16 234.5 -254 -655.1 -898.9 586.2 -1006 185.6 -693.7 205.2 -713.2 771.9 224.7 566.7 566.7
15.52 1085 449.4 390.8 107.5 537.4 273.6 214.9 -48.85 -742.6 -732.8 -68.39 -234.5 -48.85 -87.93 48.85 -879.8 703.5 449.4 615.5 615.5
15.525 850 615.5 166.1 429.9 361.5 498.3 78.16 68.39 -869.6 -781.6 166.1 -48.85 400.6 87.93 -175.9 -1094 605.8 605.8 498.3 498.3
15.53 742.6 635.1 117.2 429.9 205.2 322.4 -39.08 -166.1 -791.4 -859.8 322.4 87.93 957.5 371.3 -205.2 -1475 508.1 517.8 342 342
15.535 488.5 342 -39.08 302.9 -19.54 156.3 -273.6 -371.3 -791.4 -1064 -263.8 263.8 820.7 615.5 -361.5 -1582 302.9 342 166.1 166.1
15.54 312.7 342 87.93 322.4 58.62 195.4 -263.8 -361.5 -566.7 -1006 205.2 195.4 1036 449.4 -234.5 -1397 185.6 371.3 39.08 39.08
15.545 -19.54 -107.5 -195.4 -87.93 -254 -185.6 -537.4 -605.8 -771.9 -1163 -127 -19.54 693.7 273.6 -615.5 -1397 -254 -87.93 -273.6 -273.6
15.55 -361.5 -342 -547.6 -273.6 -547.6 -156.3 -693.7 -469 -713.2 -869.6 -488.5 205.2 400.6 625.3 -644.8 -1124 -586.2 -175.9 -469 -469
15.555 -508.1 -478.7 -586.2 -478.7 -566.7 -312.7 -693.7 -410.4 -713.2 -879.8 -293.1 -58.62 302.9 195.4 -762.1 -1163 -830.5 -400.6 -635.6 -635.6
15.56 -879.8 -703.5 -967.8 -771.9 -898.9 -459.2 -879.8 -410.4 -820.7 -771.9 -908.6 -273.6 -674.6 107.5 -713.2 -1124 -1143 -674.6 -752.3 -752.3
15.565 -781.6 -351.7 -840.3 -527.6 -713.2 -185.6 -586.2 -78.16 -615.5 -439.7 -655.1 -68.39 -175.9 234.5 -478.7 -996.6 -1025 -478.7 -615.5 -615.5
15.57 -869.6 -175.9 -791.4 -283.3 -635.6 39.08 -449.4 136.8 -508.1 -127 -859.8 -283.3 -605.8 19.54 -400.6 -801.2 -830.5 -224.7 -410.4 -410.4
15.575 -674.6 195.4 -810.9 -29.31 -537.4 205.2 -254 273.6 -342 -68.39 -273.6 -166.1 127 234.5 -390.8 -771.9 -556.9 0 -234.5 -234.5
15.58 -498.3 312.7 -459.2 322.4 -254 517.8 19.54 371.3 -39.08 48.85 -322.4 312.7 390.8 439.7 -205.2 -625.3 -107.5 214.9 -19.54 -19.54
