    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz 
25.09 -410.4 -517.8 273.6 39.08 537.4 898.9 879.3 781.6 683.9 185.6 410.4 -127 1045 -87.93 810.9 205.2 -87.93 420.1 1075
25.095 -439.7 -420.1 263.8 -9.77 420.1 918.4 674.2 752.3 488.5 244.3 293.1 -166.1 1172 -78.16 322.4 107.5 -166.1 488.5 859.8
25.1 -664.4 -127 469 224.7 586.2 1124 625.3 947.7 556.9 508.1 449.4 234.5 1563 234.5 469 312.7 0 732.8 820.7
25.105 -810.9 244.3 429.9 566.7 351.7 1309 195.4 918.4 9.77 469 -58.62 977 1358 322.4 39.08 469 -9.77 791.4 390.8
25.11 -1182 361.5 156.3 508.1 -48.85 908.6 -410.4 498.3 -635.6 97.7 -332.2 918.4 928.2 537.4 -410.4 400.6 -254 596 -224.7
25.115 -1280 322.4 146.6 605.8 -166.1 840.3 -742.6 214.9 -996.6 -9.77 -195.4 1182 898.9 361.5 -508.1 390.8 -439.7 498.3 -703.5
25.12 -1367 390.8 -351.7 322.4 -791.4 283.3 -1290 -429.9 -1436 -625.3 -469 1085 312.7 459.2 -781.6 97.7 -801.2 9.77 -1397
25.125 -1475 156.3 -508.1 -78.16 -977.5 -293.1 -1524 -996.6 -1573 -840.3 -136.8 635.1 68.39 -48.85 -879.8 -381 -1006 -332.2 -1817
25.13 -977.5 175.9 -469 87.93 -850 -244.3 -1163 -859.8 -1163 -547.6 -410.4 859.8 58.62 263.8 -195.4 -205.2 -810.9 -302.9 -1602
25.135 -1582 -185.6 -762.1 -254 -1299 -703.5 -1612 -1192 -1563 -928.2 -332.2 302.9 -332.2 -302.9 -1124 -605.8 -1172 -566.7 -1983
25.14 -1367 -166.1 -400.6 -87.93 -830.5 -478.7 -1055 -791.4 -1075 -517.8 -205.2 556.9 254 185.6 -517.8 -342 -889.1 -429.9 -1406
25.145 -1573 -400.6 -420.1 -312.7 -840.3 -586.2 -1085 -771.9 -859.8 -781.6 -87.93 332.2 -9.77 -283.3 -625.3 -420.1 -762.1 -615.5 -1163
25.15 -1250 -175.9 -205.2 -166.1 -488.5 -254 -732.8 -351.7 -410.4 -439.7 -87.93 654.6 -39.08 195.4 -293.1 -107.5 -537.4 -302.9 -801.2
25.155 -1436 -156.3 -469 -166.1 -469 -78.16 -537.4 0 127 -68.39 -58.62 752.3 410.4 273.6 -195.4 117.2 -517.8 -263.8 -361.5
25.16 -1377 -19.54 -371.3 -166.1 -410.4 -19.54 -302.9 185.6 439.7 78.16 -146.6 635.1 19.54 127 -68.39 107.5 -478.7 -283.3 -185.6
25.165 -1768 136.8 -302.9 -19.54 -361.5 214.9 -29.31 459.2 703.5 342 -146.6 810.9 48.85 459.2 -97.7 439.7 -263.8 -78.16 185.6
25.17 -1720 185.6 -205.2 -48.85 -381 97.7 9.77 459.2 713.2 498.3 -58.62 214.9 -39.08 -39.08 214.9 263.8 -146.6 -87.93 254
25.175 -1632 205.2 205.2 107.5 -87.93 263.8 302.9 537.4 781.6 351.7 29.31 273.6 117.2 117.2 361.5 312.7 195.4 224.7 517.8
25.18 -1329 302.9 644.8 263.8 381 469 654.6 723 957.5 615.5 498.3 19.54 732.8 -224.7 850 322.4 596 351.7 869.6
25.185 -1211 312.7 810.9 508.1 723 840.3 869.6 977 1045 713.2 517.8 9.77 723 -136.8 732.8 410.4 820.7 654.6 1133
25.19 -1075 185.6 1016 332.2 1055 664.4 1055 791.4 996.6 361.5 361.5 97.7 713.2 -127 977 302.9 947.7 664.4 1309
25.195 -703.5 478.7 1436 596 1681 1094 1407 1202 1329 791.4 947.7 381 820.7 537.4 762.1 723 1339 1075 1759
25.2 -214.9 449.4 1690 605.8 1915 918.4 1602 1045 1407 615.5 498.3 234.5 547.1 459.2 1309 605.8 1720 1104 1993
25.205 -9.77 713.2 1905 840.3 2228 1153 1827 1192 1466 762.1 957.5 508.1 977 859.8 1319 752.3 1964 1329 2149
25.21 254 879.3 1905 1192 1974 1348 1534 1270 986.8 732.8 869.6 439.7 908.6 723 830.5 723 1993 1593 1778
25.215 -283.3 986.8 1573 1397 1661 1456 1202 1163 527.6 664.4 762.1 693.7 449.4 791.4 635.1 625.3 1729 1632 1378
25.22 -234.5 791.4 1348 1397 1378 1241 908.6 947.7 224.7 488.5 439.7 390.8 78.16 556.9 498.3 429.9 1426 1514 957.5
25.225 -655.1 938 1075 1358 1075 1045 508.1 605.8 -205.2 234.5 605.8 371.3 429.9 508.1 400.6 156.3 1212 1299 498.3
25.23 -361.5 977 1153 1495 967.3 1016 293.1 488.5 -273.6 322.4 752.3 459.2 498.3 410.4 361.5 -29.31 1163 1368 205.2
25.235 -351.7 1124 918.4 1622 683.9 986.8 -9.77 312.7 -547.6 302.9 625.3 556.9 781.6 517.8 156.3 -146.6 1085 1319 -146.6
25.24 -351.7 1124 1133 1602 723 830.5 -58.62 87.93 -478.7 390.8 644.8 293.1 488.5 185.6 195.4 -459.2 1163 1133 -234.5
25.245 -410.4 1251 1339 1690 898.9 898.9 117.2 224.7 -107.5 713.2 791.4 488.5 1065 498.3 400.6 -312.7 1290 1153 -78.16
25.25 -400.6 1085 1319 1475 762.1 703.5 -19.54 68.39 -156.3 420.1 615.5 381 527.6 185.6 214.9 -488.5 1221 947.7 -87.93
25.255 -576.5 1104 1085 1299 615.5 498.3 -117.2 175.9 -97.7 644.8 361.5 87.93 224.7 351.7 9.77 -459.2 928.2 840.3 -58.62
25.26 -1182 801.2 889.1 996.6 420.1 302.9 -302.9 9.77 -224.7 -117.2 517.8 58.62 185.6 224.7 -361.5 -635.6 820.7 508.1 -68.39
25.265 -1240 762.1 576.5 947.7 234.5 293.1 -312.7 263.8 -224.7 224.7 -78.16 39.08 -254 351.7 -293.1 -478.7 537.4 586.2 97.7
25.27 -1406 576.5 537.4 908.6 312.7 185.6 -9.77 381 -58.62 39.08 -254 234.5 117.2 351.7 -97.7 -273.6 459.2 537.4 410.4
25.275 -1729 302.9 195.4 762.1 107.5 97.7 -9.77 410.4 -97.7 19.54 -449.4 97.7 -19.54 175.9 -156.3 -195.4 39.08 644.8 400.6
25.28 -801.2 97.7 -644.8 -312.7 -244.3 166.1 625.3 596 605.8 654.6 107.5 48.85 478.7 107.5 371.3 185.6 -928.2 293.1 664.4
25.285 -342 -29.31 -508.1 -254 -68.39 29.31 703.5 371.3 664.4 469 361.5 97.7 429.9 127 1163 244.3 -664.4 97.7 654.6
25.29 -273.6 39.08 -390.8 -244.3 -263.8 -68.39 234.5 97.7 293.1 175.9 39.08 400.6 576.5 410.4 273.6 156.3 -664.4 -166.1 244.3
25.295 -478.7 48.85 -185.6 -127 -224.7 -58.62 146.6 -136.8 244.3 -19.54 683.9 742.6 508.1 293.1 693.7 -9.77 -371.3 -195.4 127
25.3 -674.6 -68.39 -244.3 -156.3 -361.5 -136.8 -293.1 -293.1 -97.7 -127 312.7 771.9 615.5 175.9 78.16 -48.85 -400.6 -312.7 -214.9
25.305 -928.2 78.16 -371.3 -156.3 -693.7 -175.9 -703.5 -478.7 -556.9 -635.6 293.1 830.5 566.7 127 -273.6 -244.3 -537.4 -488.5 -576.5
25.31 -1114 -78.16 -605.8 -205.2 -771.9 -78.16 -879.8 -498.3 -693.7 -596 -566.7 850 -381 -185.6 -420.1 -332.2 -703.5 -566.7 -752.3
25.315 -781.6 48.85 -390.8 -273.6 -713.2 -185.6 -840.3 -683.9 -762.1 -752.3 -175.9 29.31 -156.3 -342 -420.1 -488.5 -703.5 -556.9 -908.6
25.32 -537.4 117.2 -234.5 -263.8 -596 -39.08 -801.2 -674.6 -840.3 -664.4 -390.8 381 -596 -214.9 -556.9 -449.4 -674.6 -459.2 -977.5
25.325 -810.9 254 -439.7 -332.2 -732.8 -166.1 -918.4 -820.7 -928.2 -713.2 -723 -224.7 -644.8 -752.3 -674.6 -556.9 -752.3 -547.6 -1201
25.33 -762.1 146.6 -166.1 -312.7 -517.8 -127 -703.5 -771.9 -703.5 -771.9 -58.62 -156.3 -214.9 -508.1 97.7 -351.7 -439.7 -488.5 -987.3
25.335 -869.6 390.8 -429.9 0 -810.9 302.9 -918.4 -263.8 -713.2 -302.9 -615.5 361.5 -117.2 -127 -869.6 214.9 -566.7 -234.5 -1025
25.34 -1114 371.3 -498.3 234.5 -810.9 469 -850 39.08 -576.5 -166.1 -644.8 283.3 19.54 -263.8 -596 332.2 -498.3 -107.5 -889.1
25.345 -1143 420.1 -478.7 586.2 -840.3 801.2 -752.3 478.7 -410.4 136.8 -683.9 732.8 -87.93 625.3 -938 566.7 -429.9 97.7 -683.9
25.35 -879.8 429.9 -420.1 596 -537.4 762.1 -283.3 605.8 185.6 254 -683.9 596 -947.7 234.5 -615.5 469 -224.7 58.62 -244.3
25.355 -1064 449.4 -322.4 742.6 -127 869.6 166.1 859.8 508.1 537.4 -205.2 732.8 -420.1 371.3 -273.6 410.4 -175.9 312.7 117.2
25.36 -498.3 400.6 -48.85 703.5 439.7 840.3 840.3 889.1 1114 683.9 175.9 967.3 -283.3 381 136.8 342 166.1 469 762.1
25.365 -449.4 302.9 459.2 576.5 1221 850 1563 1094 1612 938 977 683.9 977 9.77 889.1 342 410.4 674.2 1368
25.37 -498.3 19.54 185.6 371.3 1065 771.9 1553 986.8 1524 977 351.7 781.6 576.5 97.7 674.2 195.4 244.3 615.5 1426
25.375 -400.6 -283.3 390.8 0 1319 488.5 1729 762.1 1739 781.6 781.6 254 1221 -371.3 1114 -39.08 332.2 517.8 1583
25.38 -537.4 -390.8 156.3 -214.9 840.3 342 1319 605.8 1426 605.8 195.4 302.9 39.08 -293.1 810.9 -39.08 48.85 469 1231
25.385 -371.3 -351.7 361.5 -244.3 820.7 205.2 1192 488.5 1309 576.5 508.1 58.62 1075 -488.5 1075 19.54 39.08 342 1026
25.39 -332.2 -410.4 205.2 -439.7 400.6 -78.16 498.3 254 723 371.3 195.4 302.9 771.9 -127 566.7 19.54 -224.7 127 498.3
25.395 -488.5 -263.8 459.2 -361.5 400.6 -185.6 351.7 214.9 566.7 449.4 381 107.5 703.5 -263.8 556.9 -9.77 -293.1 166.1 244.3
25.4 -664.4 -390.8 293.1 -439.7 166.1 -312.7 -87.93 29.31 68.39 488.5 175.9 68.39 703.5 -283.3 0 -234.5 -576.5 19.54 -205.2
25.405 -742.6 -175.9 97.7 -459.2 -87.93 -429.9 -332.2 -175.9 -214.9 166.1 146.6 48.85 332.2 -332.2 -205.2 -400.6 -635.6 -156.3 -429.9
25.41 -801.2 -205.2 39.08 -400.6 -185.6 -410.4 -420.1 -195.4 -361.5 166.1 214.9 -97.7 410.4 -410.4 -146.6 -400.6 -762.1 -156.3 -596
25.415 -869.6 -234.5 29.31 -283.3 -136.8 -293.1 -449.4 -302.9 -517.8 -342 439.7 136.8 742.6 -244.3 -127 -449.4 -566.7 -185.6 -586.2
25.42 -1075 -947.7 39.08 -693.7 -166.1 -752.3 -547.6 -723 -801.2 -840.3 195.4 -537.4 -205.2 -732.8 -234.5 -898.9 -723 -449.4 -820.7
25.425 -1329 -840.3 -39.08 -527.6 -224.7 -527.6 -683.9 -566.7 -1094 -928.2 -185.6 -156.3 263.8 -390.8 -205.2 -732.8 -771.9 -361.5 -1016
25.43 -1367 -1143 97.7 -693.7 -263.8 -703.5 -762.1 -801.2 -1201 -1163 -58.62 -498.3 -655.1 -820.7 273.6 -1055 -635.6 -469 -1124
25.435 -1406 -957.5 -136.8 -449.4 -713.2 -469 -1319 -547.6 -1612 -1006 -655.1 -146.6 -97.7 -361.5 -840.3 -762.1 -928.2 -293.1 -1622
25.44 -1153 -459.2 68.39 136.8 -566.7 19.54 -1192 48.85 -1426 -302.9 -68.39 332.2 78.16 -166.1 -342 -283.3 -547.6 156.3 -1358
25.445 -1085 -498.3 48.85 214.9 -693.7 117.2 -1299 117.2 -1377 -175.9 -224.7 214.9 97.7 -195.4 -938 -58.62 -517.8 97.7 -1426
25.45 -771.9 -371.3 517.8 469 -136.8 449.4 -801.2 449.4 -889.1 273.6 29.31 576.5 146.6 -127 -742.6 205.2 29.31 400.6 -771.9
25.455 -674.6 -693.7 615.5 332.2 87.93 332.2 -361.5 371.3 -439.7 429.9 205.2 400.6 683.9 -527.6 -547.6 -19.54 254 342 -273.6
25.46 -469 -371.3 967.3 703.5 517.8 830.5 156.3 762.1 166.1 820.7 166.1 723 429.9 -410.4 -537.4 224.7 664.4 683.9 410.4
25.465 -429.9 -664.4 918.4 498.3 762.1 527.6 488.5 576.5 342 644.8 361.5 771.9 898.9 -244.3 -410.4 -156.3 683.9 508.1 762.1
25.47 -439.7 -185.6 1124 830.5 996.6 1045 889.1 1036 732.8 1075 166.1 1036 674.2 -127 -420.1 214.9 938 791.4 1231
25.475 -508.1 9.77 1104 898.9 1114 1045 1085 1124 713.2 1055 498.3 859.8 967.3 107.5 -263.8 342 898.9 967.3 1358
25.48 -322.4 -39.08 1407 713.2 1505 977 1417 938 918.4 566.7 293.1 752.3 87.93 29.31 -87.93 234.5 1114 1036 1602
25.485 19.54 234.5 1651 879.3 1817 1133 1935 1182 1426 1016 830.5 781.6 879.3 117.2 928.2 576.5 1485 1163 2081
25.49 87.93 78.16 1514 801.2 1632 918.4 1651 810.9 1290 332.2 625.3 664.4 713.2 244.3 342 420.1 1407 1026 1847
25.495 273.6 78.16 1485 820.7 1671 791.4 1768 742.6 1495 254 762.1 625.3 1016 185.6 908.6 361.5 1466 898.9 1866
25.5 -273.6 39.08 810.9 625.3 947.7 429.9 1114 439.7 1045 87.93 322.4 390.8 1417 29.31 293.1 107.5 889.1 625.3 1299
25.505 -429.9 -127 918.4 771.9 938 478.7 1065 420.1 1192 302.9 185.6 527.6 1260 312.7 361.5 156.3 908.6 527.6 1329
25.51 -596 -332.2 957.5 332.2 947.7 39.08 1016 48.85 1114 39.08 -9.77 39.08 1299 -488.5 644.8 -156.3 850 224.7 1221
25.515 -566.7 -254 918.4 381 918.4 9.77 840.3 -48.85 977 -127 -19.54 195.4 830.5 -166.1 556.9 -117.2 869.6 205.2 1055
25.52 -400.6 -214.9 771.9 195.4 683.9 -78.16 517.8 -244.3 527.6 -263.8 48.85 9.77 771.9 -342 263.8 -9.77 635.1 244.3 664.4
25.525 -371.3 -342 742.6 58.62 635.1 -175.9 283.3 -537.4 322.4 -664.4 420.1 0 674.2 -410.4 214.9 -136.8 605.8 -19.54 361.5
25.53 -156.3 -78.16 615.5 -19.54 469 -166.1 19.54 -664.4 9.77 -781.6 527.6 -107.5 596 -234.5 214.9 -175.9 508.1 -58.62 136.8
25.535 29.31 29.31 635.1 244.3 381 78.16 -78.16 -508.1 -19.54 -361.5 517.8 293.1 752.3 224.7 332.2 214.9 508.1 -9.77 -9.77
25.54 97.7 -625.3 -97.7 244.3 97.7 263.8 -361.5 439.7 -928.2 -283.3 -146.6 625.3 156.3 508.1 -556.9 58.62 58.62 498.3 -214.9
25.545 -214.9 -586.2 -351.7 332.2 -185.6 312.7 -625.3 508.1 -1055 -381 -263.8 596 283.3 312.7 -771.9 244.3 -156.3 596 -420.1
25.55 -68.39 -498.3 -136.8 224.7 -19.54 224.7 -439.7 342 -928.2 -771.9 -429.9 537.4 185.6 332.2 -410.4 146.6 87.93 469 -322.4
25.555 -205.2 -410.4 -214.9 195.4 -185.6 185.6 -605.8 244.3 -1143 -967.8 -381 205.2 68.39 -29.31 -596 107.5 58.62 371.3 -488.5
25.56 -117.2 -107.5 166.1 68.39 68.39 263.8 -371.3 244.3 -987.3 -1006 -205.2 420.1 -439.7 156.3 -332.2 254 293.1 390.8 -293.1
25.565 -97.7 117.2 263.8 195.4 195.4 254 -244.3 244.3 -947.7 -869.6 -683.9 195.4 -683.9 39.08 -283.3 293.1 420.1 488.5 -214.9
25.57 19.54 322.4 517.8 322.4 322.4 263.8 -39.08 234.5 -683.9 -830.5 -29.31 723 -293.1 361.5 -117.2 429.9 635.1 527.6 -29.31
25.575 166.1 439.7 713.2 361.5 478.7 146.6 234.5 244.3 -234.5 -517.8 -283.3 537.4 166.1 214.9 146.6 527.6 771.9 517.8 195.4
25.58 596 635.1 869.6 566.7 644.8 136.8 556.9 263.8 127 -185.6 293.1 703.5 625.3 361.5 820.7 576.5 967.3 615.5 400.6
25.585 820.7 576.5 859.8 469 439.7 136.8 342 244.3 29.31 -273.6 586.2 508.1 986.8 146.6 195.4 449.4 732.8 605.8 224.7
25.59 869.6 742.6 615.5 429.9 342 234.5 351.7 224.7 87.93 -263.8 390.8 742.6 625.3 517.8 547.1 459.2 752.3 517.8 185.6
25.595 762.1 469 644.8 117.2 214.9 58.62 97.7 -9.77 -254 -635.6 889.1 283.3 752.3 -254 58.62 146.6 547.1 244.3 -29.31
25.6 332.2 342 19.54 -146.6 -185.6 -9.77 -322.4 -166.1 -576.5 -810.9 -263.8 293.1 48.85 156.3 -635.6 48.85 214.9 -9.77 -351.7
25.605 9.77 263.8 19.54 -283.3 9.77 -9.77 -283.3 -185.6 -625.3 -771.9 -68.39 48.85 29.31 -58.62 -527.6 39.08 166.1 29.31 -322.4
25.61 0 312.7 -283.3 -302.9 -117.2 58.62 -293.1 -29.31 -635.6 -527.6 -410.4 -185.6 -263.8 -214.9 -576.5 136.8 19.54 -19.54 -342
25.615 -214.9 195.4 -400.6 -420.1 -78.16 214.9 -263.8 78.16 -517.8 -371.3 -234.5 -175.9 -48.85 39.08 -244.3 371.3 97.7 19.54 -175.9
25.62 166.1 342 -449.4 -459.2 9.77 224.7 -136.8 97.7 -410.4 -351.7 -97.7 -429.9 410.4 -156.3 87.93 488.5 175.9 -9.77 -9.77
25.625 146.6 224.7 -234.5 -449.4 205.2 234.5 48.85 97.7 -254 -390.8 -39.08 -351.7 791.4 -39.08 273.6 459.2 302.9 78.16 136.8
25.63 693.7 234.5 -78.16 -371.3 293.1 185.6 195.4 107.5 -19.54 -283.3 312.7 -293.1 605.8 87.93 351.7 469 488.5 87.93 312.7
25.635 781.6 156.3 293.1 -302.9 615.5 263.8 469 68.39 224.7 -322.4 205.2 -293.1 732.8 263.8 361.5 400.6 801.2 136.8 459.2
25.64 957.5 566.7 527.6 127 801.2 517.8 693.7 205.2 342 -234.5 615.5 -312.7 439.7 48.85 644.8 322.4 1104 371.3 517.8
25.645 1085 429.9 654.6 136.8 781.6 351.7 527.6 48.85 254 -429.9 498.3 166.1 332.2 693.7 -29.31 322.4 1212 381 381
25.65 654.6 703.5 713.2 244.3 938 381 596 -97.7 146.6 -635.6 703.5 -29.31 1065 420.1 439.7 97.7 1182 361.5 244.3
25.655 771.9 771.9 644.8 283.3 869.6 332.2 469 -87.93 107.5 -615.5 644.8 273.6 996.6 693.7 263.8 234.5 1133 322.4 224.7
25.66 156.3 683.9 351.7 9.77 586.2 166.1 166.1 -205.2 -107.5 -605.8 263.8 -117.2 996.6 263.8 175.9 127 732.8 234.5 -39.08
25.665 19.54 820.7 127 9.77 400.6 273.6 19.54 -29.31 -283.3 -332.2 312.7 -9.77 664.4 263.8 -19.54 205.2 449.4 371.3 -205.2
25.67 -420.1 644.8 -175.9 -127 78.16 146.6 -283.3 -48.85 -517.8 -214.9 -214.9 -293.1 234.5 166.1 -244.3 283.3 -29.31 224.7 -537.4
25.675 -596 693.7 -254 19.54 -97.7 214.9 -420.1 -19.54 -713.2 -146.6 -19.54 -342 -146.6 459.2 -586.2 342 -244.3 234.5 -732.8
25.68 -742.6 615.5 -488.5 -19.54 -332.2 224.7 -547.6 -9.77 -850 -58.62 -459.2 -234.5 -469 556.9 -771.9 547.1 -556.9 146.6 -869.6
25.685 -1025 517.8 -830.5 19.54 -732.8 293.1 -820.7 -29.31 -1153 -29.31 -791.4 -156.3 -683.9 537.4 -1036 644.8 -898.9 185.6 -1201
25.69 -977.5 596 -928.2 -19.54 -967.8 214.9 -879.8 -146.6 -1211 -136.8 -987.3 -136.8 -655.1 332.2 -957.5 547.1 -928.2 -9.77 -1201
25.695 -723 635.1 -469 146.6 -693.7 371.3 -508.1 0 -801.2 -97.7 -655.1 263.8 -635.6 762.1 -537.4 596 -508.1 68.39 -810.9
25.7 -977.5 654.6 -683.9 68.39 -898.9 361.5 -713.2 -39.08 -977.5 -312.7 -693.7 244.3 -586.2 596 -635.6 439.7 -517.8 19.54 -850
25.705 -879.8 605.8 -205.2 146.6 -429.9 488.5 -195.4 156.3 -312.7 -87.93 -234.5 342 -703.5 674.2 390.8 635.1 9.77 263.8 -205.2
25.71 -947.7 644.8 -283.3 68.39 -566.7 478.7 -420.1 166.1 -508.1 -19.54 -322.4 224.7 -1104 410.4 -644.8 752.3 -166.1 127 -381
25.715 -752.3 566.7 48.85 39.08 -263.8 527.6 -117.2 185.6 -263.8 146.6 19.54 156.3 -615.5 302.9 48.85 986.8 195.4 224.7 -136.8
25.72 -459.2 537.4 205.2 -29.31 -87.93 498.3 -39.08 87.93 -146.6 117.2 254 97.7 68.39 254 -273.6 986.8 332.2 87.93 -39.08
25.725 234.5 635.1 586.2 -78.16 146.6 439.7 87.93 -9.77 -97.7 58.62 703.5 0 117.2 400.6 -58.62 947.7 381 97.7 -39.08
25.73 -302.9 283.3 136.8 -293.1 97.7 234.5 78.16 -175.9 -117.2 127 342 -302.9 127 166.1 29.31 664.4 87.93 -214.9 -87.93
25.735 -166.1 400.6 146.6 -439.7 312.7 68.39 175.9 -273.6 -19.54 -78.16 107.5 -429.9 214.9 -146.6 312.7 342 -39.08 -390.8 -58.62
25.74 -908.6 361.5 -234.5 -439.7 136.8 48.85 156.3 -254 78.16 224.7 -19.54 -615.5 -146.6 -342 283.3 351.7 -390.8 -322.4 -48.85
25.745 -1231 283.3 -469 -576.5 19.54 -195.4 107.5 -439.7 156.3 87.93 -478.7 -302.9 -547.6 -107.5 0 68.39 -498.3 -312.7 -39.08
25.75 -1055 732.8 -97.7 -205.2 322.4 58.62 420.1 -185.6 459.2 342 78.16 -78.16 -146.6 293.1 224.7 107.5 -175.9 117.2 127
25.755 -596 928.2 254 -136.8 517.8 87.93 556.9 -205.2 762.1 342 361.5 -107.5 -322.4 -9.77 244.3 39.08 263.8 214.9 322.4
25.76 -244.3 1270 723 351.7 859.8 527.6 908.6 273.6 1026 850 840.3 488.5 273.6 664.4 654.6 351.7 791.4 683.9 615.5
25.765 146.6 1485 908.6 547.1 938 801.2 938 527.6 986.8 947.7 469 674.2 244.3 381 1075 508.1 869.6 869.6 527.6
25.77 97.7 1446 615.5 537.4 644.8 703.5 683.9 488.5 850 996.6 810.9 674.2 302.9 322.4 850 537.4 791.4 723 410.4
25.775 87.93 996.6 547.1 400.6 644.8 586.2 625.3 410.4 664.4 850 605.8 605.8 410.4 410.4 840.3 537.4 566.7 547.1 293.1
25.78 -381 918.4 107.5 136.8 156.3 273.6 254 78.16 293.1 371.3 175.9 312.7 195.4 224.7 312.7 351.7 195.4 283.3 -78.16
25.785 -889.1 576.5 0 -117.2 58.62 19.54 185.6 68.39 293.1 420.1 127 -68.39 0 146.6 195.4 390.8 -87.93 127 -87.93
25.79 -615.5 517.8 87.93 -244.3 68.39 -214.9 214.9 -48.85 175.9 19.54 87.93 -156.3 -371.3 127 195.4 234.5 -127 87.93 -195.4
25.795 -683.9 488.5 175.9 -400.6 254 -332.2 410.4 -48.85 322.4 97.7 244.3 -283.3 -29.31 48.85 156.3 283.3 0 29.31 9.77
25.8 -97.7 410.4 312.7 -420.1 390.8 -332.2 566.7 -39.08 508.1 195.4 527.6 -547.6 -469 -263.8 283.3 166.1 214.9 107.5 283.3
25.805 -156.3 791.4 273.6 -58.62 390.8 78.16 410.4 214.9 351.7 478.7 556.9 -87.93 -674.6 78.16 439.7 410.4 117.2 488.5 185.6
25.81 -234.5 1016 205.2 214.9 185.6 400.6 244.3 302.9 322.4 498.3 205.2 -185.6 -683.9 224.7 107.5 332.2 117.2 556.9 48.85
25.815 -312.7 1075 68.39 156.3 -9.77 302.9 29.31 263.8 273.6 625.3 39.08 58.62 -517.8 263.8 381 117.2 -68.39 556.9 -48.85
25.82 -205.2 1016 58.62 205.2 -117.2 312.7 -19.54 185.6 322.4 361.5 -48.85 97.7 -517.8 351.7 342 -68.39 -29.31 459.2 0
25.825 -312.7 850 -97.7 9.77 -351.7 -87.93 -136.8 -87.93 390.8 117.2 48.85 -29.31 19.54 -19.54 195.4 -400.6 -146.6 283.3 -146.6
25.83 -205.2 1104 -302.9 146.6 -449.4 -87.93 -146.6 -9.77 469 87.93 390.8 156.3 -39.08 175.9 459.2 -263.8 -107.5 283.3 -48.85
25.835 -312.7 967.3 -185.6 381 -410.4 19.54 -127 146.6 459.2 78.16 9.77 283.3 -312.7 166.1 459.2 -166.1 -146.6 302.9 -68.39
25.84 -127 1192 -312.7 400.6 -273.6 -146.6 -136.8 136.8 478.7 48.85 351.7 -68.39 -283.3 68.39 322.4 -214.9 -166.1 322.4 -136.8
25.845 0 1133 -293.1 488.5 -205.2 9.77 9.77 302.9 566.7 166.1 -244.3 97.7 -566.7 39.08 -136.8 -48.85 -78.16 283.3 -48.85
25.85 566.7 840.3 254 195.4 342 -254 361.5 -78.16 791.4 -449.4 459.2 -498.3 361.5 -244.3 283.3 -439.7 263.8 -29.31 205.2
25.855 400.6 615.5 283.3 19.54 508.1 -254 537.4 -68.39 967.3 -400.6 361.5 -566.7 566.7 -361.5 332.2 -381 273.6 -224.7 302.9
25.86 625.3 478.7 527.6 -175.9 625.3 -263.8 674.2 -224.7 1026 -615.5 371.3 -762.1 -175.9 -371.3 1045 -596 527.6 -283.3 488.5
25.865 107.5 449.4 68.39 -195.4 312.7 -97.7 273.6 -107.5 586.2 -556.9 78.16 -703.5 -175.9 -332.2 214.9 -508.1 0 -175.9 87.93
25.87 -87.93 263.8 -175.9 -234.5 156.3 -87.93 254 -117.2 547.1 -293.1 -48.85 -674.6 -1006 -390.8 605.8 -469 -175.9 -195.4 48.85
25.875 97.7 478.7 -224.7 39.08 87.93 156.3 117.2 87.93 312.7 87.93 9.77 -508.1 -732.8 -312.7 117.2 -195.4 -156.3 -58.62 -19.54
25.88 -166.1 293.1 -136.8 87.93 58.62 97.7 48.85 -107.5 166.1 -107.5 224.7 -810.9 -478.7 -537.4 58.62 -332.2 -195.4 -175.9 -78.16
25.885 48.85 117.2 87.93 97.7 273.6 117.2 68.39 -146.6 234.5 -107.5 -332.2 -781.6 -1036 -390.8 -29.31 -127 -97.7 -214.9 -48.85
25.89 -127 -78.16 87.93 -29.31 293.1 87.93 146.6 -185.6 273.6 29.31 -19.54 -791.4 -351.7 -449.4 273.6 -127 -58.62 -371.3 117.2
25.895 -136.8 -293.1 -146.6 -361.5 185.6 -58.62 -9.77 -459.2 117.2 -537.4 -605.8 -938 -967.8 -449.4 68.39 -273.6 -214.9 -655.1 -58.62
25.9 -166.1 -293.1 -400.6 -596 -48.85 -87.93 9.77 -390.8 156.3 -332.2 -439.7 -771.9 -635.6 -390.8 166.1 -156.3 -302.9 -674.6 58.62
25.905 -244.3 -19.54 -566.7 -283.3 -156.3 439.7 -156.3 39.08 -78.16 -87.93 -97.7 -39.08 -254 214.9 107.5 127 -351.7 -439.7 39.08
25.91 -283.3 -312.7 -840.3 -869.6 -410.4 -283.3 -390.8 -449.4 -390.8 -293.1 9.77 -938 -449.4 -254 -224.7 -302.9 -615.5 -879.8 -166.1
25.915 -19.54 -146.6 -605.8 -615.5 -322.4 39.08 -400.6 -244.3 -361.5 -39.08 -58.62 -615.5 -810.9 -175.9 -97.7 -283.3 -390.8 -732.8 -9.77
25.92 -234.5 -381 -713.2 -859.8 -439.7 -361.5 -488.5 -429.9 -469 -68.39 -214.9 -1075 -1124 -381 -224.7 -488.5 -498.3 -859.8 -127
