    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
18.4067 4.989 7.953 17.93 24.94 12.94 -6.001 1.952 1.952 31.96 68.98 12.94 1.952 8.965 34.99 29.93
18.4133 -1.012 2.964 18.94 28.99 4.989 -5.061 2.964 6.941 35.93 50.97 5.929 11.93 4.989 28.99 27.98
18.42 1.952 1.952 18.94 25.96 3.977 -2.024 0.9399 9.978 32.97 40.99 0 13.95 0 16.99 18.94
18.4267 8.965 1.952 20.97 18.94 12.94 -3.037 -5.061 6.941 26.97 47 0 11.93 1.952 12.94 10.99
18.4333 28.99 6.941 16.99 12.94 30.94 -2.024 0 1.952 19.96 66.95 7.953 9.978 4.989 16.99 13.95
18.44 48.95 24.94 14.97 10.99 47 11.93 6.941 1.952 23.93 76.93 21.98 13.95 12.94 24.94 25.96
18.4467 57.99 37.96 17.93 19.96 51.98 27.98 24.94 5.929 33.98 69.99 29.93 23.93 19.96 26.97 33.98
18.4533 53.94 41.93 25.96 31.96 47.94 37.96 35.93 19.96 45.98 48.95 29.93 31.96 21.98 14.97 31.96
18.46 43.96 37.96 33.98 41.93 35.93 35.93 33.98 33.98 51.98 27.98 21.98 33.98 25.96 -1.012 21.98
18.4667 31.96 31.96 33.98 41.93 25.96 25.96 19.96 35.93 49.96 17.93 9.978 25.96 29.93 -17.06 13.95
18.4733 21.98 31.96 33.98 33.98 15.98 17.93 10.99 28.99 39.98 16.99 3.977 15.98 29.93 -21.04 11.93
18.48 17.93 33.98 31.96 25.96 13.95 17.93 12.94 20.97 29.93 21.98 9.978 9.978 21.98 -11.06 15.98
18.4867 19.96 29.93 25.96 22.99 18.94 21.98 15.98 13.95 24.94 38.97 21.98 11.93 16.99 8.965 23.93
18.4933 18.94 13.95 13.95 20.97 22.99 19.96 16.99 9.978 26.97 59 29.93 15.98 20.97 32.97 33.98
18.5 12.94 -2.024 1.952 20.97 22.99 7.953 2.964 6.941 28.99 71.94 25.96 19.96 30.94 48.95 41.93
18.5067 2.964 -2.024 0.9399 18.94 13.95 -2.024 -13.01 4.989 26.97 62.97 9.978 15.98 31.96 44.97 39.98
18.5133 0 -2.024 3.977 12.94 -1.012 -17.06 -26.03 -1.012 20.97 42.95 -3.037 5.929 18.94 26.97 23.93
18.52 0.9399 12.94 16.99 13.95 1.952 -18 -17.06 -2.024 19.96 26.97 -9.038 -2.024 2.964 6.941 6.941
18.5267 11.93 25.96 27.98 21.98 3.977 -3.037 0 -1.012 27.98 23.93 -3.037 1.952 0 0.9399 0
18.5333 26.97 41.93 32.97 30.94 20.97 14.97 29.93 5.929 39.98 33.98 3.977 11.93 4.989 -1.012 4.989
18.54 30.94 47 37.96 38.97 25.96 30.94 42.95 23.93 43.96 33.98 11.93 21.98 3.977 0.9399 0.9399
18.5467 29.93 51.98 47 41.93 24.94 37.96 32.97 38.97 44.97 24.94 9.978 22.99 0.9399 -11.06 -5.061
18.5533 25.96 51.98 56.97 49.96 20.97 31.96 22.99 40.99 48.95 9.978 3.977 20.97 1.952 -29.06 -19.02
18.56 28.99 47 61.96 53.94 20.97 21.98 18.94 41.93 53.94 6.941 2.964 20.97 1.952 -41.07 -21.04
18.5667 29.93 38.97 50.97 51.98 20.97 19.96 17.93 36.95 54.95 6.941 0.9399 24.94 21.98 -39.04 0.9399
18.5733 23.93 26.97 33.98 39.98 17.93 20.97 23.93 34.99 47 12.94 4.989 26.97 32.97 -23.06 13.95
18.58 22.99 18.94 0 -3.037 10.99 29.93 28.99 11.93 0.9399 -35.07 2.964 15.98 13.95 0.9399 5.929
18.5867 20.97 26.97 15.98 -5.061 2.964 23.93 36.95 9.978 -2.024 -50.03 -5.061 5.929 0.9399 -27.04 -16.05
18.5933 14.97 38.97 32.97 1.952 -2.024 20.97 48.95 13.95 -5.061 -65.07 -18 -2.024 -5.061 -57.05 -42.01
18.6 15.98 55.96 47.94 4.989 1.952 26.97 57.99 27.98 -4.049 -64.06 -14.03 3.977 -12 -65.07 -53.07
18.6067 31.96 67.96 53.94 12.94 10.99 42.95 69.99 36.95 0 -42.01 0.9399 13.95 -8.025 -45.04 -45.04
18.6133 38.97 65 47 12.94 21.98 59 68.98 43.96 0.9399 -21.04 19.96 20.97 -4.049 -15.04 -30
18.62 27.98 42.95 24.94 9.978 13.95 45.98 44.97 33.98 -2.024 -12 22.99 14.97 -5.061 2.964 -20.03
18.6267 -2.024 11.93 -2.024 -2.024 -3.037 11.93 7.953 7.953 -11.06 -21.04 -2.024 -2.024 -7.013 -1.012 -19.02
18.6333 -22.05 -7.013 -15.04 -8.025 -19.02 -14.03 -17.06 -5.061 -12 -26.03 -17.06 -8.025 -2.024 -1.012 -11.06
18.64 -27.04 -15.04 -18 -11.06 -17.06 -23.06 -29.06 -16.05 -9.038 -13.01 -21.04 -7.013 3.977 12.94 -2.024
18.6467 -14.03 -8.025 -20.03 -12 -3.037 -14.03 -22.05 -18 -1.012 3.977 -7.013 0 20.97 34.99 20.97
18.6533 -5.061 -6.001 -20.03 -15.04 5.929 -5.061 -14.03 -11.06 0 19.96 3.977 7.953 29.93 44.97 32.97
18.66 -3.037 -15.04 -26.03 -21.04 7.953 -5.061 -17.06 -10.05 -1.012 19.96 7.953 3.977 29.93 38.97 27.98
18.6667 -3.037 -21.04 -31.02 -29.06 5.929 -7.013 -17.06 -16.05 -15.04 7.953 1.952 -5.061 13.95 26.97 15.98
18.6733 -1.012 -11.06 -29.06 -37.02 5.929 -3.037 -9.038 -20.03 -29.06 0.9399 0 -21.04 -1.012 18.94 1.952
18.68 -2.024 1.952 -21.04 -39.04 1.952 0 -7.013 -25.02 -35.07 -17.06 -1.012 -29.06 -15.04 2.964 -9.038
18.6867 0 17.93 -7.013 -29.06 -3.037 1.952 0.9399 -31.02 -27.04 -41.07 -11.06 -27.04 -19.02 -21.04 -25.02
18.6933 0 21.98 5.929 -9.038 -11.06 0 5.929 -21.04 -7.013 -65.07 -23.06 -13.01 -15.04 -51.04 -35.07
18.7 5.929 25.96 23.93 7.953 -11.06 1.952 23.93 -1.012 7.953 -70.06 -27.04 0 -8.025 -65.07 -37.02
18.7067 15.98 33.98 35.93 19.96 -1.012 17.93 40.99 19.96 17.93 -61.02 -15.04 17.93 -11.06 -61.02 -31.02
18.7133 24.94 43.96 37.96 20.97 6.941 33.98 47 36.95 17.93 -34.05 3.977 27.98 -12 -31.02 -18
18.72 24.94 41.93 27.98 14.97 16.99 37.96 32.97 38.97 18.94 -2.024 25.96 33.98 -4.049 -1.012 -2.024
18.7267 16.99 28.99 12.94 8.965 14.97 27.98 15.98 26.97 20.97 12.94 35.93 33.98 2.964 32.97 12.94
18.7333 2.964 8.965 -1.012 6.941 11.93 12.94 3.977 17.93 16.99 22.99 34.99 27.98 13.95 50.97 22.99
18.74 -4.049 -1.012 -5.061 0.9399 0.9399 0 0 10.99 4.989 14.97 23.93 11.93 12.94 50.97 18.94
18.7467 -10.05 0 -3.037 -7.013 -4.049 0 1.952 0 -3.037 0.9399 10.99 -1.012 5.929 36.95 3.977
18.7533 -21.04 1.952 -3.037 -19.02 -19.02 -7.013 -5.061 -5.061 -19.02 -5.061 0.9399 -15.04 0.9399 18.94 -1.012
18.76 -23.06 -2.024 -10.05 -29.06 -28.05 -19.02 -24 -15.04 -28.05 -8.025 -14.03 -25.02 -1.012 6.941 -1.012
18.7667 -27.04 -22.05 -26.03 -39.04 -35.07 -36.01 -44.03 -26.03 -34.05 -12 -28.05 -33.04 -6.001 -1.012 -3.037
18.7733 -22.05 -37.02 -37.02 -42.01 -28.05 -39.04 -51.04 -35.07 -35.07 -17.06 -33.04 -35.07 -11.06 -7.013 -10.05
18.78 -6.001 -23.06 -35.07 -32.03 -13.01 -27.04 -36.01 -39.04 -25.02 -28.05 -27.04 -27.04 -3.037 -21.04 -16.05
18.7867 6.941 1.952 -18 -13.01 -1.012 -2.024 -4.049 -31.02 0 -35.07 -15.04 -5.061 0 -31.02 -21.04
18.7933 12.94 18.94 1.952 3.977 1.952 15.98 19.96 -3.037 19.96 -36.01 0.9399 14.97 4.989 -39.04 -17.06
18.8 13.95 25.96 17.93 30.94 -1.012 18.94 31.96 21.98 35.93 -29.06 2.964 25.96 4.989 -35.07 -18
18.8067 10.99 18.94 32.97 44.97 0.9399 15.98 28.99 41.93 34.99 -25.02 3.977 25.96 0 -37.02 -25.02
18.8133 7.953 15.98 36.95 38.97 -2.024 7.953 19.96 45.98 22.99 -21.04 0 12.94 -15.04 -39.04 -41.07
18.82 1.952 12.94 24.94 16.99 -3.037 0 -1.012 31.96 2.964 -21.04 -7.013 -3.037 -28.05 -39.04 -51.04
18.8267 -7.013 5.929 5.929 -2.024 -12 -10.05 -11.06 7.953 -9.038 -11.06 -12 -15.04 -32.03 -23.06 -48.01
18.8333 -18 -6.001 -8.025 -15.04 -13.01 -19.02 -19.02 -5.061 -15.04 -1.012 -7.013 -16.05 -28.05 -1.012 -27.04
18.84 -20.03 -14.03 -4.049 -9.038 -9.038 -20.03 -12 -11.06 -12 13.95 -1.012 -11.06 -11.06 24.94 -3.037
18.8467 -14.03 -11.06 3.977 -2.024 -7.013 -15.04 -4.049 -5.061 -5.061 16.99 1.952 -1.012 0.9399 34.99 12.94
18.8533 -10.05 -9.038 5.929 -4.049 -6.001 -7.013 -7.013 -2.024 -1.012 13.95 0 0 3.977 32.97 16.99
18.86 -9.038 -8.025 -6.001 -9.038 -9.038 -10.05 -24 -1.012 0 8.965 -6.001 -2.024 12.94 22.99 15.98
18.8667 -5.061 -14.03 -24 -13.01 -6.001 -21.04 -40.05 -13.01 0 14.97 -14.03 -7.013 21.98 14.97 11.93
18.8733 -7.013 -21.04 -33.04 -9.038 -1.012 -31.02 -39.04 -21.04 0 21.98 -17.06 -11.06 23.93 4.989 5.929
18.88 -4.049 -17.06 -21.04 -2.024 -1.012 -32.03 -32.03 -15.04 11.93 20.97 -16.05 -5.061 25.96 -1.012 -2.024
18.8867 -4.049 -13.01 -7.013 10.99 0 -29.06 -20.03 -6.001 16.99 2.964 -17.06 -1.012 18.94 -19.02 -12
18.8933 -2.024 0 0.9399 18.94 -1.012 -20.03 -9.038 0 16.99 -8.025 -16.05 -3.037 5.929 -37.02 -34.05
18.9 8.965 14.97 16.99 30.94 -1.012 -3.037 -2.024 8.965 20.97 -12 -13.01 -3.037 -1.012 -45.04 -50.03
18.9067 28.99 33.98 35.93 44.97 12.94 17.93 26.97 20.97 30.94 -2.024 -2.024 3.977 0 -39.04 -52.06
18.9133 44.97 49.96 57.99 54.95 26.97 43.96 56.97 40.99 39.98 6.941 19.96 21.98 -2.024 -25.02 -40.05
18.92 43.96 51.98 65.94 53.94 33.98 57.99 71 63.99 39.98 21.98 41.93 37.96 -1.012 -3.037 -21.04
18.9267 33.98 45.98 53.94 37.96 31.96 51.98 61.96 66.95 25.96 28.99 49.96 37.96 -4.049 14.97 -5.061
18.9333 19.96 31.96 29.93 17.93 23.93 35.93 35.93 51.98 5.929 27.98 43.96 21.98 -11.06 26.97 0.9399
18.94 5.929 15.98 5.929 3.977 13.95 17.93 5.929 25.96 -1.012 25.96 31.96 1.952 -13.01 30.94 -2.024
18.9467 0.9399 0 -5.061 0.9399 3.977 0 -9.038 0.9399 -1.012 26.97 17.93 -1.012 -3.037 36.95 9.978
18.9533 -9.038 -15.04 -15.04 0.9399 0.9399 -11.06 -24 -8.025 5.929 29.93 11.93 0.9399 15.98 42.95 31.96
18.96 -12 -31.02 -19.02 0.9399 -2.024 -23.06 -32.03 -13.01 20.97 36.95 9.978 5.929 40.99 48.95 51.98
18.9667 -12 -35.07 -17.06 12.94 0 -25.02 -24 -13.01 34.99 40.99 9.978 19.96 56.97 44.97 61.96
18.9733 -8.025 -21.04 -1.012 34.99 -1.012 -15.04 -6.001 1.952 50.97 37.96 7.953 31.96 65 32.97 59.94
18.98 1.952 2.964 17.93 54.95 1.952 -3.037 5.929 18.94 65 30.94 3.977 45.98 71 20.97 57.99
18.9867 6.941 23.93 39.98 65 2.964 1.952 20.97 37.96 68.98 22.99 -2.024 51.98 68.98 4.989 51.98
18.9933 17.93 32.97 48.95 59.94 2.964 7.953 28.99 45.98 57.99 12.94 -1.012 43.96 53.94 -5.061 33.98
19 25.96 23.93 41.93 49.96 7.953 11.93 27.98 39.98 39.98 9.978 0.9399 27.98 33.98 -23.06 9.978
19.0067 24.94 21.98 34.99 32.97 18.94 18.94 30.94 28.99 26.97 15.98 8.965 13.95 13.95 -23.06 -5.061
19.0133 23.93 24.94 28.99 18.94 27.98 25.96 33.98 27.98 16.99 29.93 23.93 9.978 1.952 -5.061 -13.01
19.02 21.98 29.93 25.96 7.953 34.99 28.99 23.93 21.98 7.953 48.95 38.97 9.978 -4.049 18.94 1.952
19.0267 17.93 21.98 15.98 3.977 32.97 24.94 10.99 10.99 0 54.95 42.95 11.93 -10.05 40.99 10.99
19.0333 9.978 0.9399 0 5.929 18.94 8.965 0 1.952 -1.012 47.94 34.99 9.978 -13.01 47 20.97
19.04 -1.012 -15.04 -7.013 3.977 7.953 -7.013 -17.06 -4.049 1.952 37.96 21.98 2.964 -11.06 38.97 18.94
19.0467 -1.012 -16.05 -5.061 3.977 5.929 -18 -24 -10.05 7.953 30.94 6.941 -2.024 -10.05 26.97 10.99
19.0533 2.964 1.952 4.989 4.989 8.965 -11.06 -20.03 -7.013 10.99 32.97 0 1.952 -14.03 16.99 6.941
19.06 12.94 19.96 16.99 8.965 12.94 -1.012 -10.05 -1.012 10.99 35.93 -3.037 -1.012 -12 12.94 6.941
19.0667 10.99 27.98 20.97 8.965 6.941 0 -6.001 0 10.99 24.94 -7.013 1.952 -8.025 8.965 10.99
19.0733 -2.024 10.99 7.953 3.977 0.9399 -2.024 -8.025 -1.012 9.978 4.989 -20.03 -2.024 1.952 -1.012 12.94
19.08 -4.049 -5.061 -1.012 -2.024 -9.038 -11.06 -15.04 -6.001 7.953 -1.012 -25.02 -4.049 7.953 -19.02 4.989
19.0867 -1.012 -10.05 -5.061 0.9399 -7.013 -14.03 -18 -17.06 6.941 -4.049 -24 -13.01 11.93 -33.04 0
19.0933 5.929 -2.024 1.952 0.9399 2.964 0 -2.024 -20.03 5.929 2.964 -6.001 -9.038 16.99 -31.02 -1.012
19.1 15.98 15.98 13.95 1.952 14.97 10.99 5.929 -11.06 13.95 18.94 8.965 0 24.94 -7.013 10.99
19.1067 10.99 18.94 12.94 12.94 13.95 15.98 7.953 -1.012 28.99 27.98 19.96 15.98 31.96 8.965 27.98
19.1133 -2.024 0.9399 1.952 12.94 6.941 3.977 1.952 0.9399 32.97 25.96 16.99 19.96 29.93 16.99 33.98
19.12 -21.04 -29.06 -15.04 5.929 -3.037 -11.06 -21.04 -1.012 23.93 21.98 1.952 11.93 19.96 16.99 27.98
19.1267 -27.04 -40.05 -22.05 -2.024 -12 -29.06 -32.03 -17.06 7.953 26.97 -7.013 -2.024 5.929 20.97 21.98
19.1333 -16.05 -33.04 -17.06 0 -8.025 -35.07 -30 -23.06 -1.012 32.97 -9.038 -5.061 0 24.94 19.96
19.14 -4.049 -12 -7.013 1.952 0.9399 -27.04 -21.04 -16.05 0.9399 36.95 -5.061 -1.012 -6.001 28.99 21.98
19.1467 0.9399 -2.024 0.9399 4.989 0.9399 -13.01 -4.049 -2.024 10.99 29.93 -1.012 3.977 -8.025 20.97 21.98
19.1533 2.964 0 -1.012 4.989 4.989 -3.037 0 3.977 16.99 14.97 -1.012 11.93 -6.001 2.964 13.95
19.16 0.9399 -5.061 -9.038 -1.012 4.989 -1.012 -4.049 5.929 14.97 4.989 -1.012 11.93 -2.024 -9.038 7.953
19.1667 3.977 -13.01 -11.06 -1.012 7.953 -3.037 -6.001 -4.049 5.929 1.952 -1.012 3.977 -1.012 -17.06 3.977
19.1733 5.929 -13.01 -7.013 -1.012 9.978 -5.061 -3.037 -10.05 0 4.989 -1.012 -1.012 0.9399 -21.04 0
19.18 3.977 -3.037 0.9399 -2.024 1.952 -7.013 -7.013 -7.013 0 1.952 -9.038 -9.038 0.9399 -31.02 -5.061
19.1867 -2.024 1.952 1.952 3.977 -3.037 -9.038 -11.06 -7.013 3.977 -1.012 -17.06 -15.04 0 -39.04 -13.01
19.1933 -3.037 3.977 1.952 7.953 -7.013 -15.04 -15.04 -5.061 7.953 -3.037 -17.06 -13.01 5.929 -35.07 -13.01
19.2 0.9399 0 0 9.978 0.9399 -17.06 -19.02 -12 13.95 3.977 -9.038 -7.013 13.95 -21.04 -3.037
19.2067 1.952 -1.012 1.952 9.978 9.978 -15.04 -15.04 -18 13.95 19.96 0 0.9399 15.98 -3.037 0
19.2133 1.952 -5.061 -4.049 1.952 11.93 -11.06 -13.01 -12 7.953 27.98 3.977 0.9399 7.953 2.964 -1.012
19.22 -1.012 -11.06 -14.03 -2.024 3.977 -11.06 -27.04 -10.05 -2.024 31.96 1.952 -5.061 1.952 -1.012 0
19.2267 -10.05 -16.05 -26.03 -8.025 -2.024 -19.02 -40.05 -23.06 0 39.98 0.9399 -10.05 0.9399 8.965 -1.012
19.2333 -13.01 -23.06 -30 -11.06 0 -29.06 -47.07 -30 -1.012 53.94 -2.024 -9.038 3.977 26.97 14.97
19.24 -6.001 -21.04 -23.06 -3.037 9.978 -30 -38.03 -32.03 0.9399 62.97 3.977 0 10.99 47 31.96
19.2467 0.9399 -21.04 -11.06 0.9399 13.95 -17.06 -21.04 -27.04 3.977 57.99 13.95 1.952 3.977 50.97 33.98
19.2533 3.977 -13.01 0 0.9399 12.94 0 -1.012 -8.025 5.929 36.95 15.98 7.953 -2.024 38.97 22.99
19.26 6.941 -2.024 -1.012 2.964 7.953 8.965 2.964 1.952 6.941 19.96 7.953 6.941 1.952 20.97 4.989
19.2667 3.977 2.964 0.9399 3.977 2.964 9.978 0.9399 3.977 9.978 4.989 -2.024 3.977 -1.012 0.9399 -1.012
19.2733 1.952 2.964 0.9399 3.977 0 3.977 0 0.9399 15.98 -4.049 -9.038 3.977 0.9399 -11.06 -3.037
19.28 0.9399 0 0 8.965 -2.024 -1.012 -7.013 -1.012 22.99 -16.05 -15.04 4.989 6.941 -23.06 0
19.2867 0.9399 1.952 0 20.97 0.9399 0.9399 1.952 -5.061 31.96 -20.03 -9.038 12.94 9.978 -27.04 3.977
19.2933 2.964 1.952 1.952 32.97 4.989 7.953 11.93 2.964 40.99 -5.061 1.952 20.97 21.98 -19.02 9.978
19.3 4.989 0.9399 4.989 33.98 13.95 18.94 21.98 20.97 41.93 11.93 18.94 27.98 26.97 0.9399 16.99
19.3067 0.9399 -1.012 2.964 27.98 13.95 20.97 15.98 29.93 30.94 27.98 24.94 22.99 20.97 16.99 21.98
19.3133 -2.024 -5.061 -1.012 9.978 3.977 10.99 1.952 20.97 9.978 33.98 20.97 13.95 6.941 28.99 20.97
19.32 -8.025 -10.05 -3.037 -4.049 0 -1.012 -11.06 3.977 -6.001 37.96 7.953 1.952 -1.012 32.97 23.93
19.3267 -10.05 -11.06 -11.06 -20.03 -3.037 -13.01 -12 -9.038 -17.06 44.97 0 -6.001 -5.061 36.95 27.98
19.3333 0 -15.04 -21.04 -26.03 8.965 -9.038 -1.012 -13.01 -18 65.94 9.978 -4.049 1.952 44.97 34.99
19.34 11.93 -14.03 -23.06 -21.04 36.95 1.952 -1.012 -8.025 -9.038 86.98 31.96 3.977 6.941 68.98 49.96
19.3467 25.96 -6.001 -17.06 -9.038 59 17.93 6.941 -3.037 -2.024 98.98 51.98 15.98 10.99 86.98 63.99
19.3533 30.94 -1.012 -6.001 -1.012 55.96 22.99 12.94 3.977 8.965 87.99 57.99 22.99 14.97 82.93 62.97
19.36 19.96 5.929 1.952 10.99 36.95 16.99 9.978 8.965 17.93 59 37.96 19.96 19.96 53 47
19.3667 1.952 11.93 0 15.98 9.978 3.977 9.978 9.978 21.98 13.95 7.953 13.95 19.96 12.94 23.93
19.3733 -4.049 9.978 5.929 19.96 -5.061 1.952 8.965 12.94 28.99 -12 -11.06 10.99 16.99 -11.06 1.952
19.38 -13.01 1.952 12.94 19.96 -13.01 -5.061 3.977 14.97 27.98 -29.06 -25.02 9.978 5.929 -25.02 -8.025
19.3867 -16.05 -2.024 12.94 20.97 -21.04 -11.06 -1.012 15.98 24.94 -37.02 -29.06 6.941 0 -31.02 -16.05
19.3933 -19.02 -13.01 4.989 18.94 -25.02 -21.04 -9.038 18.94 17.93 -43.02 -27.04 -2.024 -11.06 -39.04 -22.05
19.4 -21.04 -13.01 -2.024 11.93 -25.02 -29.06 -23.06 12.94 9.978 -47.07 -25.02 -9.038 -13.01 -45.04 -24
19.4067 -15.04 -9.038 -12 0 -17.06 -27.04 -29.06 0 1.952 -37.02 -21.04 -15.04 -9.038 -43.02 -17.06
19.4133 -7.013 -3.037 -15.04 -5.061 -3.037 -21.04 -27.04 -14.03 -3.037 -9.038 -15.04 -21.04 -1.012 -31.02 -1.012
19.42 -5.061 -3.037 -15.04 -19.02 -2.024 -17.06 -29.06 -23.06 -17.06 15.98 -13.01 -29.06 -2.024 -9.038 7.953
19.4267 -11.06 -7.013 -15.04 -27.04 -1.012 -23.06 -33.04 -29.06 -29.06 29.93 -13.01 -37.02 -1.012 0.9399 11.93
19.4333 -21.04 -15.04 -23.06 -31.02 -11.06 -35.07 -41.07 -31.02 -37.02 29.93 -17.06 -43.02 -9.038 8.965 9.978
19.44 -23.06 -21.04 -35.07 -28.05 -13.01 -43.02 -49.02 -35.07 -31.02 28.99 -23.06 -41.07 -11.06 14.97 9.978
19.4467 -13.01 -23.06 -41.07 -21.04 -5.061 -43.02 -48.01 -43.02 -19.02 31.96 -23.06 -35.07 -5.061 20.97 11.93
19.4533 0 -18 -30 -10.05 0.9399 -35.07 -38.03 -36.01 -4.049 34.99 -21.04 -27.04 -1.012 18.94 11.93
19.46 4.989 -12 -12 0 4.989 -25.02 -26.03 -20.03 0.9399 22.99 -21.04 -21.04 0.9399 4.989 3.977
19.4667 6.941 -2.024 1.952 6.941 -1.012 -17.06 -9.038 -2.024 8.965 -1.012 -25.02 -17.06 -4.049 -9.038 -8.025
19.4733 9.978 0.9399 5.929 17.93 -1.012 -9.038 -1.012 9.978 17.93 -17.06 -27.04 -7.013 -11.06 -29.06 -22.05
19.48 12.94 4.989 6.941 32.97 -2.024 -1.012 10.99 22.99 30.94 -18 -19.02 1.952 -6.001 -31.02 -27.04
19.4867 16.99 12.94 14.97 43.96 -1.012 4.989 21.98 34.99 44.97 -9.038 -4.049 20.97 1.952 -19.02 -15.04
19.4933 11.93 13.95 23.93 41.93 3.977 11.93 23.93 43.96 45.98 -5.061 1.952 29.93 7.953 -9.038 -1.012
19.5 1.952 11.93 24.94 39.98 2.964 12.94 16.99 47 37.96 -5.061 4.989 32.97 11.93 -1.012 2.964
19.5067 -3.037 1.952 11.93 28.99 0.9399 1.952 6.941 33.98 27.98 -12 0.9399 26.97 6.941 -3.037 6.941
19.5133 -11.06 -14.03 0.9399 17.93 -3.037 -2.024 1.952 24.94 17.93 -18 -3.037 19.96 7.953 -3.037 11.93
19.52 -5.061 -18 -1.012 9.978 -3.037 -10.05 1.952 19.96 13.95 -15.04 -11.06 11.93 8.965 -3.037 16.99
19.5267 1.952 -6.001 -3.037 0.9399 -1.012 -9.038 -1.012 7.953 3.977 -12 -19.02 1.952 6.941 -5.061 13.95
19.5333 5.929 2.964 -6.001 -13.01 1.952 -4.049 -10.05 -1.012 -7.013 0.9399 -19.02 -5.061 0 -3.037 5.929
19.54 3.977 7.953 -12 -22.05 2.964 0.9399 -20.03 -12 -18 9.978 -13.01 -12 -4.049 4.989 0
19.5467 0.9399 0 -15.04 -22.05 8.965 -1.012 -23.06 -26.03 -22.05 20.97 -7.013 -18 -6.001 14.97 -1.012
19.5533 1.952 -6.001 -12 -12 12.94 -2.024 -14.03 -21.04 -18 22.99 -2.024 -14.03 -1.012 26.97 0.9399
19.56 12.94 1.952 -3.037 1.952 18.94 5.929 0 -4.049 -8.025 20.97 9.978 -2.024 1.952 30.94 3.977
19.5667 19.96 19.96 0.9399 2.964 20.97 23.93 16.99 6.941 -2.024 13.95 21.98 8.965 2.964 32.97 2.964
19.5733 27.98 34.99 8.965 3.977 20.97 34.99 26.97 20.97 0.9399 0.9399 27.98 17.93 1.952 20.97 -3.037
19.58 24.94 36.95 17.93 5.929 17.93 37.96 21.98 23.93 0.9399 -24 19.96 17.93 0.9399 2.964 -13.01
19.5867 19.96 32.97 27.98 11.93 5.929 26.97 20.97 23.93 0 -51.04 3.977 13.95 0.9399 -17.06 -24
19.5933 13.95 30.94 36.95 21.98 -2.024 16.99 25.96 28.99 3.977 -66.01 -1.012 15.98 5.929 -39.04 -25.02
19.6 7.953 31.96 33.98 26.97 0.9399 13.95 34.99 35.93 9.978 -60.01 -4.049 20.97 14.97 -43.02 -20.03
19.6067 -2.024 21.98 24.94 21.98 -2.024 10.99 30.94 38.97 5.929 -53.07 -4.049 20.97 19.96 -31.02 -12
19.6133 -9.038 -1.012 3.977 5.929 -17.06 -2.024 5.929 29.93 -3.037 -55.02 -19.02 5.929 7.953 -29.06 -17.06
19.62 -16.05 -18 -8.025 -5.061 -30 -16.05 -25.02 4.989 -20.03 -65.07 -46.06 -18 -3.037 -35.07 -29.06
19.6267 -16.05 -16.05 -22.05 -22.05 -34.05 -35.07 -40.05 -24 -38.03 -62.03 -63.05 -43.02 -20.03 -33.04 -39.04
19.6333 -7.013 1.952 -27.04 -29.06 -19.02 -31.02 -26.03 -37.02 -45.04 -39.04 -53.07 -47.07 -23.06 -13.01 -24
19.64 0.9399 10.99 -22.05 -22.05 -1.012 -11.06 0.9399 -28.05 -40.05 -6.001 -23.06 -33.04 -16.05 18.94 1.952
19.6467 10.99 6.941 -10.05 -16.05 16.99 3.977 16.99 -10.05 -34.05 8.965 1.952 -13.01 -10.05 48.95 15.98
19.6533 12.94 0.9399 0 -16.05 20.97 9.978 18.94 4.989 -28.05 8.965 15.98 -3.037 -12 56.97 15.98
19.66 13.95 1.952 -3.037 -19.02 19.96 5.929 10.99 7.953 -29.06 5.929 21.98 -3.037 -9.038 54.95 9.978
19.6667 9.978 13.95 -7.013 -20.03 21.98 1.952 11.93 1.952 -27.04 12.94 31.96 0.9399 -3.037 56.97 9.978
19.6733 7.953 19.96 -5.061 -15.04 27.98 7.953 21.98 3.977 -21.04 25.96 47.94 9.978 3.977 71 21.98
19.68 7.953 11.93 -2.024 -3.037 29.93 21.98 31.96 11.93 -13.01 33.98 61.96 27.98 11.93 82.93 29.93
19.6867 7.953 1.952 5.929 1.952 21.98 27.98 37.96 20.97 -5.061 15.98 59.94 33.98 15.98 76.93 29.93
19.6933 5.929 1.952 9.978 1.952 5.929 21.98 32.97 24.94 -3.037 -13.01 37.96 27.98 15.98 47 15.98
19.7 1.952 13.95 11.93 1.952 -4.049 9.978 20.97 21.98 -5.061 -50.03 9.978 15.98 16.99 4.989 0
19.7067 0.9399 23.93 13.95 1.952 -18 0 12.94 11.93 -7.013 -78.01 -15.04 3.977 14.97 -29.06 -9.038
19.7133 -11.06 21.98 15.98 4.989 -36.01 -5.061 13.95 10.99 -6.001 -94.06 -39.04 -2.024 14.97 -53.07 -17.06
19.72 -22.05 5.929 13.95 4.989 -48.01 -15.04 7.953 14.97 -6.001 -95 -59.07 -3.037 13.95 -59.07 -17.06
19.7267 -27.04 -3.037 3.977 -2.024 -52.06 -25.02 2.964 13.95 -11.06 -94.06 -69.05 -9.038 8.965 -57.05 -15.04
19.7333 -20.03 -1.012 -2.024 -9.038 -44.03 -27.04 0 11.93 -23.06 -77 -64.06 -17.06 -2.024 -39.04 -13.01
