    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
2.14667 9.978 36.95 27.98 0 -5.061 10.99 2.964 1.952 -15.04 -50.03 -29.06 -30 -69.05 -79.02 -73.02
2.15333 15.98 39.98 29.93 -1.012 1.952 11.93 3.977 -1.012 -19.02 -25.02 -17.06 -27.04 -63.05 -61.02 -55.02
2.16 26.97 43.96 29.93 0 17.93 16.99 6.941 -2.024 -11.06 5.929 0 -10.05 -47.07 -25.02 -22.05
2.16667 31.96 37.96 22.99 -1.012 29.93 21.98 11.93 1.952 0 31.96 21.98 5.929 -23.06 6.941 5.929
2.17333 32.97 32.97 10.99 2.964 35.93 26.97 16.99 9.978 15.98 47.94 37.96 25.96 0.9399 36.95 32.97
2.18 25.96 26.97 2.964 5.929 33.98 27.98 13.95 17.93 29.93 57.99 41.93 37.96 15.98 56.97 45.98
2.18667 15.98 19.96 0.9399 9.978 27.98 19.96 5.929 16.99 31.96 63.99 35.93 35.93 27.98 59 53.94
2.19333 0.9399 3.977 -4.049 3.977 17.93 -2.024 -17.06 6.941 23.93 59.94 15.98 21.98 31.96 50.97 51.98
2.2 -23.06 -23.06 -25.02 -3.037 0 -27.04 -57.05 -10.05 15.98 41.93 -5.061 0 27.98 28.99 41.93
2.20667 -43.02 -55.02 -51.04 -17.06 -17.06 -53.07 -83 -31.02 7.953 11.93 -29.06 -19.02 19.96 0.9399 23.93
2.21333 -53.07 -73.02 -63.05 -25.02 -35.07 -67.02 -95 -49.02 0.9399 -15.04 -49.02 -39.04 7.953 -29.06 0.9399
2.22 -51.04 -65.07 -57.05 -25.02 -47.07 -67.02 -89 -59.07 -11.06 -35.07 -59.07 -51.04 -5.061 -57.05 -29.06
2.22667 -43.02 -41.07 -39.04 -21.04 -45.04 -57.05 -67.02 -62.03 -19.02 -40.05 -61.02 -57.05 -23.06 -79.02 -51.04
2.23333 -29.06 -19.02 -21.04 -15.04 -33.04 -45.04 -50.03 -57.05 -17.06 -33.04 -57.05 -51.04 -31.02 -87.05 -61.02
2.24 -10.05 -2.024 -6.001 -8.025 -14.03 -29.06 -36.01 -48.01 -8.025 -20.03 -45.04 -41.07 -30 -81.05 -61.02
2.24667 6.941 6.941 2.964 -2.024 0 -11.06 -14.03 -30 0 -12 -29.06 -29.06 -32.03 -71.07 -59.07
2.25333 20.97 24.94 16.99 -1.012 8.965 3.977 1.952 -8.025 -1.012 1.952 -13.01 -19.02 -30 -59.07 -51.04
2.26 27.98 36.95 25.96 9.978 13.95 13.95 6.941 1.952 4.989 8.965 1.952 -7.013 -23.06 -37.02 -34.05
2.26667 18.94 34.99 28.99 16.99 10.99 13.95 8.965 10.99 12.94 18.94 1.952 -2.024 -12 -19.02 -11.06
2.27333 2.964 17.93 20.97 18.94 0 6.941 0.9399 11.93 15.98 12.94 0.9399 3.977 -6.001 -3.037 0.9399
2.28 0.9399 5.929 15.98 17.93 -5.061 -2.024 -1.012 5.929 15.98 3.977 -2.024 9.978 -9.038 0.9399 9.978
2.28667 -1.012 11.93 19.96 22.99 -2.024 0.9399 1.952 7.953 14.97 6.941 6.941 19.96 -14.03 10.99 14.97
2.29333 9.978 25.96 31.96 27.98 7.953 10.99 12.94 18.94 24.94 28.99 24.94 33.98 -11.06 30.94 26.97
2.3 18.94 26.97 33.98 32.97 22.99 17.93 22.99 27.98 35.93 59.94 39.98 53.94 9.978 53 47.94
2.30667 9.978 10.99 16.99 28.99 20.97 13.95 15.98 29.93 43.96 69.99 45.98 61.96 33.98 59 61.96
2.31333 -3.037 -7.013 0.9399 16.99 8.965 1.952 1.952 23.93 37.96 53.94 28.99 51.98 43.96 42.95 53.94
2.32 -14.03 -17.06 -8.025 0 0 -9.038 -19.02 6.941 20.97 32.97 6.941 25.96 34.99 12.94 32.97
2.32667 -12 -14.03 -9.038 -3.037 -1.012 -14.03 -19.02 -2.024 0 21.98 -4.049 1.952 10.99 -15.04 4.989
2.33333 0.9399 -1.012 -4.049 -4.049 9.978 -3.037 -10.05 -7.013 -8.025 19.96 -6.001 -10.05 -5.061 -37.02 -16.05
2.34 14.97 10.99 0.9399 -1.012 17.93 7.953 1.952 -7.013 -14.03 16.99 -3.037 -18 -20.03 -45.04 -33.04
2.34667 27.98 21.98 10.99 0.9399 29.93 23.93 10.99 -1.012 -12 13.95 1.952 -18 -23.06 -43.02 -42.01
2.35333 38.97 38.97 29.93 11.93 33.98 32.97 21.98 0.9399 -1.012 19.96 10.99 -5.061 -18 -27.04 -32.03
2.36 50.97 57.99 42.95 23.93 44.97 41.93 41.93 10.99 14.97 36.95 30.94 13.95 -6.001 -1.012 -10.05
2.36667 53.94 65.94 48.95 36.95 53 49.96 61.96 27.98 31.96 47.94 48.95 39.98 1.952 18.94 5.929
2.37333 43.96 62.97 44.97 44.97 44.97 51.98 61.96 47.94 39.98 43.96 53.94 55.96 7.953 32.97 19.96
2.38 22.99 48.95 41.93 47 24.94 41.93 44.97 57.99 44.97 19.96 33.98 53.94 9.978 26.97 17.93
2.38667 1.952 29.93 37.96 39.98 0 18.94 22.99 54.95 41.93 0 10.99 41.93 1.952 6.941 2.964
2.39333 1.952 7.953 25.96 28.99 -4.049 2.964 1.952 41.93 24.94 -2.024 0 21.98 -6.001 -1.012 -4.049
2.4 0.9399 -3.037 7.953 13.95 0.9399 -3.037 -19.02 15.98 3.977 11.93 0.9399 7.953 -17.06 -3.037 -9.038
2.40667 -1.012 -11.06 -6.001 0.9399 11.93 -8.025 -24 0.9399 -7.013 40.99 12.94 -2.024 -26.03 8.965 0
2.41333 4.989 -8.025 -16.05 -4.049 28.99 -5.061 -20.03 -10.05 -10.05 71 29.93 -1.012 -22.05 30.94 7.953
2.42 15.98 -1.012 -10.05 -3.037 47.94 0.9399 -8.025 -15.04 -4.049 94.93 47 0 -9.038 53 22.99
2.42667 32.97 12.94 1.952 -6.001 62.97 15.98 7.953 -12 -2.024 106.9 59.94 7.953 0 66.95 35.93
2.43333 47 28.99 8.965 -4.049 72.95 29.93 18.94 -2.024 1.952 111 69.99 17.93 2.964 72.95 39.98
2.44 50.97 34.99 16.99 0.9399 72.95 35.93 26.97 0.9399 2.964 100.9 69.99 23.93 14.97 68.98 39.98
2.44667 41.93 35.93 25.96 13.95 57.99 33.98 30.94 11.93 17.93 79.96 57.99 29.93 23.93 50.97 31.96
2.45333 27.98 33.98 33.98 25.96 35.93 23.93 31.96 30.94 31.96 50.97 35.93 29.93 27.98 24.94 17.93
2.46 13.95 27.98 35.93 29.93 9.978 13.95 21.98 39.98 35.93 17.93 9.978 27.98 21.98 -1.012 0
2.46667 1.952 17.93 29.93 27.98 -7.013 -2.024 7.953 39.98 33.98 -7.013 -9.038 21.98 13.95 -23.06 -9.038
2.47333 -7.013 0 11.93 25.96 -19.02 -15.04 -5.061 32.97 31.96 -22.05 -27.04 15.98 15.98 -35.07 -13.01
2.48 -17.06 -13.01 -3.037 19.96 -21.04 -33.04 -22.05 18.94 35.93 -29.06 -31.02 15.98 25.96 -33.04 -5.061
2.48667 -16.05 -19.02 -21.04 12.94 -16.05 -37.02 -22.05 11.93 37.96 -20.03 -21.04 19.96 30.94 -17.06 7.953
2.49333 -4.049 -5.061 -25.02 -1.012 -2.024 -23.06 -12 3.977 25.96 -1.012 -2.024 25.96 26.97 0.9399 27.98
2.5 12.94 5.929 -21.04 -10.05 14.97 0.9399 -1.012 -1.012 6.941 35.93 27.98 25.96 16.99 30.94 47.94
2.50667 28.99 12.94 -15.04 -20.03 33.98 16.99 11.93 -2.024 -6.001 60.95 51.98 21.98 7.953 48.95 53.94
2.51333 28.99 5.929 -15.04 -28.05 36.95 17.93 6.941 -7.013 -19.02 59 51.98 9.978 1.952 48.95 39.98
2.52 11.93 -4.049 -24 -35.07 23.93 4.989 -10.05 -17.06 -27.04 41.93 31.96 -7.013 -10.05 26.97 12.94
2.52667 -5.061 -15.04 -35.07 -39.04 1.952 -15.04 -35.07 -31.02 -35.07 17.93 0 -31.02 -27.04 -1.012 -15.04
2.53333 -15.04 -16.05 -40.05 -34.05 -3.037 -36.01 -52.06 -40.05 -36.01 16.99 -23.06 -49.02 -39.04 -21.04 -34.05
2.54 -17.06 -18 -34.05 -24 -4.049 -46.06 -53.07 -45.04 -28.05 25.96 -35.07 -53.07 -43.02 -27.04 -45.04
2.54667 -16.05 -17.06 -21.04 -7.013 -5.061 -43.02 -41.07 -37.02 -15.04 23.93 -34.05 -41.07 -39.04 -25.02 -46.06
2.55333 -16.05 -19.02 -15.04 1.952 -8.025 -35.07 -32.03 -20.03 0 11.93 -32.03 -23.06 -23.06 -23.06 -42.01
2.56 -21.04 -25.02 -17.06 6.941 -18 -35.07 -28.05 -7.013 8.965 -2.024 -30 -5.061 -8.025 -17.06 -30
2.56667 -33.04 -29.06 -29.06 0 -21.04 -38.03 -27.04 -1.012 11.93 -17.06 -32.03 1.952 1.952 -17.06 -16.05
2.57333 -36.01 -32.03 -37.02 -3.037 -24 -42.01 -34.05 -4.049 7.953 -26.03 -34.05 3.977 5.929 -19.02 -5.061
2.58 -34.05 -25.02 -29.06 -6.001 -22.05 -38.03 -28.05 -8.025 1.952 -43.02 -37.02 3.977 6.941 -29.06 -4.049
2.58667 -26.03 -11.06 -11.06 -5.061 -23.06 -29.06 -14.03 -5.061 -2.024 -62.03 -35.07 0 2.964 -35.07 -6.001
2.59333 -20.03 1.952 0 -9.038 -24 -20.03 -4.049 -1.012 -11.06 -73.02 -31.02 0 0.9399 -43.02 -10.05
2.6 -18 6.941 1.952 -23.06 -22.05 -14.03 -2.024 0 -25.02 -68.04 -24 -5.061 0.9399 -43.02 -13.01
2.60667 -15.04 1.952 -1.012 -37.02 -15.04 -10.05 0.9399 -13.01 -35.07 -47.07 -14.03 -13.01 -1.012 -35.07 -8.025
2.61333 -9.038 -3.037 -9.038 -38.03 0 -1.012 0.9399 -21.04 -34.05 -12 -1.012 -11.06 -2.024 -7.013 -1.012
2.62 -1.012 -5.061 -5.061 -27.04 12.94 5.929 10.99 -18 -25.02 15.98 20.97 -3.037 0.9399 22.99 18.94
2.62667 4.989 -1.012 0.9399 -15.04 23.93 11.93 21.98 0.9399 -23.06 33.98 34.99 3.977 -1.012 54.95 26.97
2.63333 1.952 1.952 2.964 -8.025 20.97 8.965 21.98 15.98 -22.05 33.98 31.96 9.978 -9.038 62.97 17.93
2.64 -3.037 -2.024 4.989 -8.025 9.978 -1.012 12.94 18.94 -22.05 20.97 17.93 3.977 -23.06 48.95 -1.012
2.64667 -9.038 -9.038 0 -7.013 0.9399 -5.061 5.929 9.978 -23.06 5.929 0 -2.024 -29.06 34.99 -15.04
2.65333 -7.013 -10.05 2.964 -5.061 0.9399 -8.025 0.9399 1.952 -21.04 3.977 -3.037 -3.037 -26.03 26.97 -22.05
2.66 0 -9.038 1.952 -8.025 -1.012 -7.013 -1.012 -1.012 -27.04 6.941 -7.013 -7.013 -22.05 26.97 -23.06
2.66667 -2.024 -3.037 -2.024 -16.05 -1.012 -4.049 -2.024 -2.024 -30 0.9399 -9.038 -11.06 -17.06 20.97 -25.02
2.67333 -14.03 -5.061 -7.013 -26.03 -12 -9.038 1.952 -2.024 -28.05 -5.061 -9.038 -7.013 -6.001 8.965 -23.06
2.68 -24 -11.06 -19.02 -28.05 -24 -13.01 0 -9.038 -21.04 -22.05 -9.038 -2.024 4.989 2.964 -11.06
2.68667 -24 -11.06 -25.02 -30 -28.05 -13.01 -1.012 -13.01 -15.04 -34.05 -5.061 9.978 20.97 2.964 3.977
2.69333 -19.02 -7.013 -19.02 -35.07 -21.04 -11.06 -1.012 -18 -23.06 -37.02 0.9399 9.978 21.98 0.9399 15.98
2.7 -15.04 -7.013 -11.06 -39.04 -15.04 -9.038 0.9399 -24 -33.04 -36.01 0 0 15.98 -1.012 15.98
2.70667 -13.01 -15.04 -9.038 -37.02 -9.038 -3.037 0 -25.02 -37.02 -35.07 0 -5.061 7.953 -7.013 7.953
2.71333 -13.01 -17.06 -9.038 -29.06 -5.061 -2.024 5.929 -13.01 -31.02 -27.04 1.952 -3.037 0 -3.037 3.977
2.72 -7.013 -7.013 -7.013 -25.02 -1.012 1.952 7.953 -3.037 -27.04 -19.02 3.977 -1.012 -7.013 4.989 -2.024
2.72667 -1.012 5.929 -1.012 -23.06 -1.012 1.952 7.953 -2.024 -33.04 -21.04 -2.024 -7.013 -27.04 6.941 -13.01
2.73333 0.9399 15.98 2.964 -19.02 -7.013 0.9399 3.977 0 -39.04 -33.04 -17.06 -19.02 -41.07 -1.012 -37.02
2.74 -1.012 15.98 16.99 -9.038 -15.04 -3.037 5.929 -2.024 -39.04 -45.04 -33.04 -27.04 -43.02 -11.06 -50.03
2.74667 -1.012 16.99 24.94 -3.037 -17.06 0.9399 15.98 0 -31.02 -51.04 -37.02 -25.02 -37.02 -13.01 -50.03
2.75333 0.9399 18.94 26.97 0 -11.06 5.929 23.93 8.965 -22.05 -43.02 -27.04 -16.05 -26.03 -3.037 -40.05
2.76 7.953 25.96 20.97 -1.012 -1.012 13.95 23.93 10.99 -17.06 -31.02 -11.06 -9.038 -17.06 2.964 -40.05
2.76667 8.965 27.98 7.953 0 0.9399 18.94 22.99 9.978 -8.025 -24 1.952 1.952 -8.025 -3.037 -43.02
2.77333 3.977 21.98 -2.024 -1.012 1.952 15.98 11.93 5.929 -3.037 -19.02 3.977 7.953 0 -3.037 -39.04
2.78 -2.024 12.94 0 -9.038 2.964 10.99 4.989 3.977 0.9399 -8.025 14.97 19.96 19.96 4.989 -14.03
2.78667 -2.024 0.9399 -2.024 -22.05 2.964 3.977 -1.012 -1.012 -6.001 1.952 21.98 18.94 34.99 18.94 8.965
2.79333 -12 -13.01 -11.06 -34.05 1.952 -2.024 -5.061 -8.025 -17.06 5.929 20.97 11.93 41.93 24.94 27.98
2.8 -26.03 -31.02 -27.04 -40.05 -1.012 -20.03 -25.02 -21.04 -25.02 1.952 4.989 0 37.96 14.97 27.98
2.80667 -42.01 -54.01 -46.06 -43.02 -21.04 -39.04 -45.04 -35.07 -32.03 -13.01 -10.05 -10.05 24.94 0.9399 14.97
2.81333 -52.06 -68.04 -57.05 -46.06 -35.07 -56.03 -61.02 -41.07 -35.07 -31.02 -32.03 -19.02 8.965 -7.013 0
2.82 -47.07 -59.07 -49.02 -41.07 -45.04 -61.02 -63.05 -45.04 -38.03 -45.04 -45.04 -28.05 1.952 -13.01 -9.038
2.82667 -38.03 -38.03 -26.03 -27.04 -47.07 -53.07 -43.02 -35.07 -35.07 -56.03 -55.02 -32.03 -9.038 -21.04 -21.04
2.83333 -24 -11.06 -2.024 -18 -43.02 -40.05 -23.06 -18 -35.07 -66.01 -65.07 -32.03 -18 -31.02 -36.01
2.84 -14.03 0.9399 4.989 -17.06 -39.04 -27.04 -15.04 -7.013 -37.02 -70.06 -71.07 -34.05 -29.06 -39.04 -49.02
2.84667 -9.038 7.953 0 -27.04 -31.02 -19.02 -13.01 -7.013 -44.03 -63.05 -65.07 -36.01 -38.03 -39.04 -59.07
2.85333 -4.049 4.989 -1.012 -32.03 -13.01 -14.03 -13.01 -7.013 -43.02 -37.02 -46.06 -33.04 -34.05 -31.02 -55.02
2.86 -2.024 2.964 -4.049 -29.06 -2.024 -5.061 -13.01 -13.01 -34.05 -15.04 -18 -22.05 -16.05 -13.01 -40.05
2.86667 -1.012 1.952 -5.061 -24 11.93 1.952 -1.012 -13.01 -21.04 -1.012 0.9399 -7.013 0 2.964 -23.06
2.87333 -1.012 -1.012 -5.061 -16.05 13.95 2.964 0.9399 -6.001 -5.061 1.952 16.99 3.977 15.98 4.989 -5.061
2.88 -6.001 -14.03 -4.049 -8.025 10.99 1.952 -2.024 -5.061 -1.012 14.97 23.93 16.99 26.97 16.99 2.964
2.88667 -21.04 -28.05 -12 -11.06 6.941 -2.024 -8.025 0.9399 0.9399 30.94 26.97 21.98 29.93 30.94 12.94
2.89333 -35.07 -43.02 -27.04 -23.06 1.952 -19.02 -21.04 -1.012 -11.06 47.94 23.93 11.93 23.93 44.97 15.98
2.9 -38.03 -47.07 -41.07 -36.01 -1.012 -34.05 -36.01 -13.01 -26.03 50.97 16.99 0.9399 14.97 54.95 15.98
2.90667 -35.07 -47.07 -44.03 -47.07 -5.061 -43.02 -43.02 -30 -39.04 35.93 1.952 -11.06 1.952 53 12.94
2.91333 -26.03 -36.01 -32.03 -44.03 -11.06 -43.02 -43.02 -34.05 -40.05 17.93 -9.038 -20.03 0 40.99 2.964
2.92 -19.02 -18 -16.05 -37.02 -17.06 -35.07 -37.02 -27.04 -35.07 0.9399 -25.02 -25.02 -5.061 22.99 -4.049
2.92667 -11.06 0 -4.049 -25.02 -25.02 -25.02 -23.06 -18 -25.02 -27.04 -43.02 -23.06 -7.013 0.9399 -12
2.93333 -5.061 21.98 4.989 -17.06 -31.02 -13.01 -9.038 -4.049 -19.02 -57.05 -59.07 -21.04 -13.01 -15.04 -21.04
2.94 0.9399 39.98 19.96 -3.037 -29.06 -1.012 1.952 0.9399 -13.01 -75.05 -67.02 -15.04 -17.06 -37.02 -29.06
2.94667 1.952 45.98 31.96 3.977 -21.04 5.929 19.96 13.95 -7.013 -71.07 -59.07 -7.013 -17.06 -45.04 -29.06
2.95333 5.929 39.98 31.96 11.93 -7.013 13.95 23.93 23.93 0.9399 -49.02 -39.04 0 -9.038 -39.04 -25.02
2.96 7.953 27.98 23.93 9.978 1.952 13.95 19.96 25.96 -2.024 -23.06 -17.06 7.953 -5.061 -25.02 -23.06
2.96667 5.929 21.98 13.95 0 9.978 13.95 17.93 24.94 0.9399 -8.025 -1.012 9.978 -10.05 -17.06 -31.02
2.97333 7.953 21.98 11.93 -3.037 13.95 15.98 16.99 19.96 -3.037 -1.012 7.953 9.978 -21.04 -15.04 -43.02
2.98 6.941 22.99 16.99 -4.049 18.94 21.98 24.94 16.99 -6.001 4.989 21.98 11.93 -24 -9.038 -49.02
2.98667 0.9399 14.97 22.99 0 16.99 21.98 34.99 20.97 -6.001 12.94 29.93 13.95 -22.05 -1.012 -44.03
2.99333 -8.025 2.964 20.97 1.952 6.941 11.93 29.93 26.97 -8.025 12.94 23.93 13.95 -16.05 2.964 -36.01
3 -24 -4.049 8.965 -1.012 -3.037 0 8.965 19.96 -11.06 0.9399 7.953 6.941 -17.06 -1.012 -34.05
3.00667 -34.05 -8.025 1.952 -10.05 -16.05 -15.04 0 4.989 -20.03 -16.05 -7.013 -3.037 -22.05 -9.038 -40.05
3.01333 -35.07 -13.01 -10.05 -20.03 -20.03 -18 -14.03 -5.061 -28.05 -23.06 -18 -14.03 -23.06 -15.04 -41.07
3.02 -31.02 -17.06 -13.01 -25.02 -25.02 -21.04 -21.04 -17.06 -33.04 -25.02 -31.02 -21.04 -27.04 -13.01 -35.07
3.02667 -33.04 -22.05 -11.06 -28.05 -32.03 -29.06 -26.03 -15.04 -35.07 -31.02 -46.06 -21.04 -23.06 -11.06 -24
3.03333 -41.07 -28.05 -15.04 -35.07 -41.07 -44.03 -40.05 -18 -35.07 -34.05 -64.06 -26.03 -16.05 -13.01 -18
3.04 -44.03 -33.04 -27.04 -40.05 -37.02 -53.07 -52.06 -33.04 -33.04 -19.02 -59.07 -29.06 -9.038 -7.013 -11.06
3.04667 -30 -29.06 -38.03 -40.05 -19.02 -43.02 -43.02 -50.03 -25.02 1.952 -34.05 -23.06 1.952 8.965 -2.024
3.05333 -11.06 -9.038 -30 -30 0 -14.03 -24 -48.01 -14.03 25.96 1.952 -4.049 9.978 32.97 18.94
3.06 0.9399 1.952 -12 -10.05 10.99 6.941 -1.012 -27.04 1.952 20.97 19.96 12.94 22.99 42.95 37.96
3.06667 0 5.929 0.9399 0.9399 6.941 16.99 14.97 0 11.93 0 19.96 28.99 29.93 22.99 43.96
3.07333 -8.025 1.952 1.952 4.989 1.952 8.965 18.94 15.98 16.99 -23.06 14.97 33.98 28.99 0.9399 30.94
3.08 -12 -4.049 0 3.977 -3.037 1.952 9.978 10.99 15.98 -25.02 3.977 23.93 21.98 -21.04 9.978
3.08667 -10.05 -4.049 1.952 2.964 -4.049 -4.049 3.977 1.952 4.989 -25.02 -1.012 5.929 -1.012 -31.02 -12
3.09333 -4.049 1.952 11.93 3.977 -6.001 -2.024 -2.024 1.952 -1.012 -26.03 -9.038 -10.05 -17.06 -41.07 -37.02
3.1 -1.012 11.93 20.97 8.965 -12 -4.049 -11.06 0.9399 -6.001 -34.05 -19.02 -22.05 -32.03 -47.07 -51.04
3.10667 -1.012 23.93 18.94 10.99 -17.06 -6.001 -10.05 0 -2.024 -37.02 -35.07 -28.05 -39.04 -49.02 -54.01
3.11333 -2.024 25.96 16.99 12.94 -27.04 -13.01 -13.01 -1.012 1.952 -31.02 -48.01 -25.02 -33.04 -47.07 -47.07
3.12 -8.025 21.98 15.98 6.941 -29.06 -21.04 -16.05 1.952 0 -21.04 -57.05 -21.04 -29.06 -41.07 -39.04
3.12667 -19.02 6.941 5.929 0.9399 -31.02 -26.03 -20.03 -4.049 -1.012 -16.05 -62.03 -20.03 -22.05 -37.02 -34.05
3.13333 -29.06 -14.03 -9.038 -14.03 -34.05 -35.07 -34.05 -11.06 -13.01 -9.038 -62.03 -23.06 -19.02 -29.06 -30
3.14 -39.04 -37.02 -31.02 -29.06 -35.07 -47.07 -47.07 -29.06 -21.04 -3.037 -55.02 -29.06 -13.01 -21.04 -21.04
3.14667 -43.02 -45.04 -44.03 -34.05 -36.01 -50.03 -44.03 -41.07 -20.03 0 -42.01 -26.03 -3.037 -7.013 -5.061
3.15333 -40.05 -34.05 -44.03 -28.05 -32.03 -49.02 -36.01 -38.03 -10.05 2.964 -31.02 -15.04 4.989 0.9399 8.965
3.16 -32.03 -24 -36.01 -11.06 -23.06 -40.05 -30 -29.06 0 1.952 -19.02 0 19.96 0.9399 20.97
3.16667 -26.03 -26.03 -30 -4.049 -14.03 -33.04 -23.06 -18 8.965 4.989 -7.013 1.952 28.99 2.964 24.94
3.17333 -20.03 -32.03 -28.05 -2.024 -6.001 -27.04 -28.05 -14.03 8.965 8.965 -2.024 0 28.99 2.964 16.99
3.18 -16.05 -34.05 -22.05 -4.049 0 -23.06 -24 -22.05 0.9399 16.99 3.977 -7.013 18.94 2.964 -2.024
3.18667 -9.038 -17.06 -9.038 -7.013 0.9399 -13.01 -8.025 -25.02 -3.037 15.98 9.978 -17.06 1.952 -1.012 -13.01
3.19333 -2.024 9.978 3.977 0.9399 3.977 1.952 13.95 -12 0.9399 16.99 19.96 -15.04 -4.049 0.9399 -21.04
3.2 13.95 37.96 21.98 13.95 11.93 23.93 29.93 1.952 9.978 17.93 29.93 0.9399 -9.038 8.965 -19.02
3.20667 17.93 45.98 29.93 27.98 9.978 29.93 33.98 25.96 23.93 13.95 27.98 7.953 -11.06 12.94 -17.06
3.21333 5.929 35.93 29.93 27.98 -3.037 13.95 13.95 38.97 23.93 -1.012 3.977 1.952 -19.02 0.9399 -27.04
3.22 -7.013 19.96 21.98 13.95 -25.02 -7.013 -12 24.94 5.929 -19.02 -21.04 -17.06 -33.04 -15.04 -45.04
3.22667 -17.06 9.978 11.93 -2.024 -32.03 -23.06 -24 1.952 -9.038 -28.05 -37.02 -37.02 -46.06 -25.02 -57.05
3.23333 -11.06 11.93 5.929 -3.037 -16.05 -17.06 -14.03 -17.06 -15.04 -12 -21.04 -35.07 -50.03 -15.04 -45.04
3.24 0.9399 17.93 3.977 0.9399 4.989 3.977 3.977 -17.06 -4.049 17.93 9.978 -11.06 -42.01 4.989 -17.06
3.24667 14.97 23.93 11.93 12.94 29.93 25.96 24.94 1.952 12.94 42.95 43.96 15.98 -17.06 34.99 10.99
3.25333 16.99 27.98 15.98 17.93 36.95 33.98 30.94 17.93 31.96 59 63.99 41.93 8.965 53 41.93
3.26 13.95 21.98 11.93 19.96 35.93 27.98 27.98 29.93 47.94 68.98 71.94 57.99 38.97 65 68.98
3.26667 0 7.953 -2.024 9.978 23.93 17.93 17.93 31.96 45.98 65.94 67.96 55.96 53.94 66.95 77.94
3.27333 -12 -6.001 -12 -1.012 8.965 6.941 0 24.94 30.94 51.98 49.96 40.99 47 53 69.99
3.28 -28.05 -25.02 -25.02 -8.025 -7.013 -11.06 -21.04 0 6.941 21.98 17.93 9.978 29.93 26.97 42.95
3.28667 -39.04 -34.05 -32.03 -19.02 -22.05 -32.03 -42.01 -24 -5.061 -1.012 -6.001 -16.05 14.97 0.9399 10.99
3.29333 -37.02 -30 -32.03 -21.04 -26.03 -52.06 -61.02 -44.03 -9.038 -2.024 -28.05 -38.03 6.941 -15.04 -7.013
3.3 -30 -18 -24 -16.05 -24 -54.01 -62.03 -50.03 -4.049 0 -40.05 -44.03 1.952 -21.04 -20.03
3.30667 -25.02 -9.038 -11.06 -6.001 -24 -47.07 -48.01 -47.07 1.952 -5.061 -45.04 -41.07 -1.012 -27.04 -31.02
3.31333 -17.06 -2.024 0 0.9399 -25.02 -34.05 -30 -33.04 2.964 -18 -52.06 -38.03 -9.038 -37.02 -45.04
3.32 -9.038 3.977 5.929 -1.012 -24 -20.03 -14.03 -22.05 3.977 -27.04 -47.07 -33.04 -17.06 -45.04 -52.06
3.32667 -1.012 17.93 17.93 6.941 -15.04 -8.025 0 -11.06 4.989 -30 -41.07 -24 -18 -45.04 -51.04
3.33333 5.929 33.98 33.98 14.97 -8.025 0.9399 10.99 2.964 9.978 -25.02 -27.04 -17.06 -21.04 -39.04 -52.06
3.34 7.953 42.95 48.95 27.98 -5.061 6.941 12.94 17.93 12.94 -22.05 -18 -8.025 -25.02 -37.02 -55.02
3.34667 1.952 33.98 53.94 26.97 -8.025 5.929 10.99 25.96 14.97 -27.04 -13.01 -3.037 -33.04 -47.07 -63.05
3.35333 -6.001 22.99 42.95 20.97 -18 -1.012 1.952 24.94 12.94 -34.05 -18 -8.025 -31.02 -57.05 -64.06
3.36 -11.06 14.97 32.97 11.93 -22.05 -6.001 -9.038 12.94 11.93 -34.05 -22.05 -10.05 -22.05 -57.05 -51.04
3.36667 -17.06 8.965 22.99 5.929 -22.05 -14.03 -10.05 2.964 9.978 -22.05 -18 -10.05 -12 -45.04 -28.05
3.37333 -20.03 0 7.953 -1.012 -19.02 -17.06 -11.06 1.952 4.989 -5.061 -13.01 -7.013 -7.013 -21.04 -6.001
3.38 -26.03 -12 0 -6.001 -18 -20.03 -17.06 -6.001 -1.012 5.929 -9.038 -4.049 -2.024 -1.012 5.929
3.38667 -33.04 -27.04 -15.04 -21.04 -21.04 -27.04 -25.02 -19.02 -3.037 15.98 -5.061 -11.06 0.9399 18.94 11.93
3.39333 -37.02 -31.02 -19.02 -25.02 -22.05 -39.04 -41.07 -29.06 -5.061 24.94 -5.061 -19.02 2.964 30.94 14.97
3.4 -40.05 -27.04 -13.01 -21.04 -26.03 -47.07 -54.01 -39.04 -5.061 32.97 -13.01 -21.04 4.989 38.97 15.98
3.40667 -34.05 -21.04 -7.013 -8.025 -23.06 -51.04 -52.06 -38.03 -1.012 30.94 -21.04 -17.06 3.977 32.97 12.94
3.41333 -24 -13.01 -5.061 -2.024 -20.03 -41.07 -45.04 -30 2.964 21.98 -23.06 -15.04 -1.012 12.94 1.952
3.42 -14.03 -7.013 -5.061 -1.012 -14.03 -27.04 -38.03 -23.06 1.952 2.964 -19.02 -13.01 -4.049 -1.012 -7.013
3.42667 -7.013 0.9399 -1.012 -5.061 -8.025 -13.01 -26.03 -15.04 -2.024 -6.001 -7.013 -13.01 -6.001 -11.06 -15.04
3.43333 -3.037 0 0 -7.013 -7.013 -9.038 -26.03 -10.05 -1.012 -11.06 1.952 -11.06 -11.06 -15.04 -15.04
