    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2 
15.775 3.865 6.112 5.393 3.236 1.933 3.236 6.831 2.562 -1.72 -3.506 -2.579 -6.191 -14.11 -11.42 -11.33
15.78 5.663 7.73 6.067 3.82 1.303 2.831 3.461 1.393 -1.204 -5.483 -4.127 -7.05 -14.02 -12.94 -12.85
15.785 5.573 7.91 7.101 5.169 0.4944 2.472 2.337 2.202 0.5159 -6.562 -4.729 -4.471 -10.25 -11.87 -10.16
15.79 4.854 7.685 9.393 7.191 0.6292 3.146 4.719 4.854 2.751 -6.112 -3.611 0.172 -5.124 -8.629 -4.315
15.795 4.225 7.101 11.69 8.584 1.798 4.449 8.674 7.326 4.127 -4.764 -1.376 4.385 -1.258 -5.124 1.258
15.8 3.146 5.258 11.78 8.045 2.427 4.854 11.01 7.685 4.084 -3.506 0.3439 6.277 0.3596 -3.146 4.584
15.805 0.5393 1.483 8.719 5.213 1.258 3.101 9.753 5.393 2.88 -3.056 0.6878 5.933 0.8989 -2.876 5.303
15.81 -3.685 -3.506 3.236 0.9888 -1.393 -0.4494 5.169 1.079 0.9028 -3.056 -0.2579 4.041 1.528 -2.787 4.404
15.815 -7.551 -7.73 -2.427 -3.281 -4 -4.225 -0.4045 -3.64 -1.247 -2.787 -1.29 1.892 2.697 -1.438 3.596
15.82 -9.079 -8.989 -5.843 -5.978 -5.034 -6.427 -4.09 -6.831 -3.009 -1.978 -1.72 0.7738 4.135 1.169 3.865
15.825 -7.64 -7.056 -5.978 -6.157 -4.449 -6.697 -4.404 -7.146 -3.74 -0.8989 -1.72 0.9458 5.573 3.955 4.854
15.83 -4.494 -3.551 -4.584 -4.809 -3.281 -5.798 -3.011 -5.708 -3.611 -0.08989 -1.806 1.204 6.022 5.213 5.034
15.835 -1.618 -0.9438 -4.494 -3.955 -2.472 -4.809 -2.652 -4.719 -3.31 0.2697 -1.978 0.4299 5.483 4.854 3.506
15.84 -0.3596 -0.3596 -6.427 -4.674 -2.202 -4 -4.135 -5.258 -3.224 0.5393 -1.634 -0.9458 4.674 4.135 1.708
15.845 -0.6292 -1.079 -8.27 -5.888 -1.798 -2.921 -5.528 -6.202 -2.966 1.258 -0.2579 -1.72 4.404 4.494 1.258
15.85 -0.809 -1.393 -7.281 -5.933 -0.3146 -0.9888 -4.674 -6.022 -2.45 2.247 1.892 -1.376 4.404 5.483 1.978
15.855 0.2697 -0.2247 -3.011 -4.045 2.427 1.843 -1.258 -4 -1.763 2.876 4.041 -0.6019 3.685 6.112 2.517
15.86 2.517 2.157 2.337 -0.8539 5.348 4.764 3.146 -0.5843 -0.9028 2.787 5.073 -0.08598 1.888 5.124 1.618
15.865 4.315 4.539 5.798 2.067 6.876 6.562 6.247 2.607 -0.04299 2.067 4.643 -0.6019 -0.7191 2.966 -0.809
15.87 4.404 5.798 5.124 3.191 6.472 6.742 6.202 3.461 0.129 1.169 3.439 -2.579 -4.225 0.5393 -4.674
15.875 3.236 5.708 0.6292 1.888 4.899 5.573 3.281 1.079 -0.7738 0.2697 2.149 -5.417 -7.82 -1.169 -8.27
15.88 2.067 4.854 -4.584 -0.4494 3.011 3.685 0 -2.607 -2.321 -0.5393 0.9458 -7.136 -10.25 -1.978 -9.708
15.885 1.708 3.865 -6.966 -1.798 1.393 1.348 -1.124 -4.674 -3.31 -1.528 -0.4299 -6.277 -10.43 -2.697 -8.09
15.89 2.247 2.966 -5.573 -1.438 0.1798 -0.8539 0.04494 -4 -3.138 -2.427 -2.235 -3.439 -8.809 -3.775 -4.944
15.895 2.876 1.798 -2.472 -0.3146 -0.4944 -2.517 1.573 -1.708 -2.192 -2.966 -3.697 -0.6019 -6.652 -4.764 -2.427
15.9 2.607 0.1348 -0.1348 0.4045 -0.9888 -3.146 2.067 0.4494 -0.9458 -2.966 -3.955 0.8598 -4.944 -4.854 -1.258
15.905 1.169 -1.798 0.6742 0.8539 -1.393 -2.742 2.112 1.888 0.3869 -2.337 -2.751 1.29 -3.775 -3.326 -0.7191
15.91 -0.5393 -3.64 0.809 1.573 -1.528 -1.753 3.011 2.876 1.677 -1.528 -0.6019 1.376 -2.876 -0.8989 -0.3596
15.915 -1.169 -4.674 1.213 2.742 -1.169 -0.7191 5.303 4.045 2.708 -0.5393 1.29 1.892 -1.888 1.258 0.3596
15.92 0 -4.494 2.472 4.09 -0.5393 -0.04494 8.719 6.022 3.74 0.7191 2.235 3.439 -0.08989 2.427 2.157
15.925 1.978 -2.921 4.674 5.079 0.08989 0.3596 12.09 8.494 4.815 2.337 2.064 5.675 2.427 2.607 4.584
15.93 3.955 -0.4045 6.921 5.079 0.809 1.079 14.02 9.933 5.46 3.416 1.376 7.05 4.674 2.157 6.382
15.935 5.213 2.112 8 3.775 1.753 2.292 13.57 9.124 4.944 3.416 0.7738 6.362 5.843 1.438 6.831
15.94 5.573 3.506 7.685 1.978 2.517 3.416 11.55 6.562 3.482 2.157 0.6019 4.557 6.292 0.8989 6.562
15.945 4.944 3.011 6.157 0.6742 2.652 3.551 9.034 4.135 1.849 0.7191 0.7738 3.009 6.921 0.7191 6.472
15.95 3.506 0.764 3.371 -0.04494 2.022 2.247 6.112 2.517 0.5159 0.3596 1.204 2.579 7.551 0.9888 6.202
15.955 2.067 -2.067 -0.9438 -1.393 1.124 0.08989 2.112 1.213 -0.5159 1.528 1.806 2.579 7.64 1.888 5.124
15.96 0.9888 -4.135 -6.067 -3.596 0.3596 -1.753 -2.517 -0.2697 -1.247 3.416 2.407 2.493 6.921 3.146 3.326
15.965 0.3596 -4.494 -9.888 -5.798 -0.04494 -2.697 -6.247 -1.933 -1.29 4.404 2.235 2.064 5.843 4.045 1.618
15.97 0.5393 -3.461 -10.92 -6.876 -0.2247 -2.697 -8.18 -3.685 -0.9028 3.146 0.9458 0.7738 4.225 3.685 -0.08989
15.975 1.169 -2.112 -9.573 -6.562 -0.4045 -2.202 -8.629 -5.573 -0.7738 0.1798 -1.118 -1.548 2.067 1.798 -1.618
15.98 1.978 -1.258 -7.191 -5.169 -0.7191 -1.573 -8.09 -6.966 -1.204 -2.607 -2.923 -4.041 -0.2697 -0.6292 -2.427
15.985 2.427 -0.7191 -4.584 -2.966 -1.034 -0.5843 -6.427 -6.831 -1.806 -3.596 -3.267 -5.675 -2.337 -2.337 -2.427
15.99 2.787 0.4045 -2.022 -0.4045 -0.6742 1.169 -3.416 -4.854 -2.149 -2.607 -1.634 -6.105 -4.135 -2.876 -2.247
15.995 3.775 2.652 0.6742 2.112 0.809 3.64 0.6292 -1.483 -1.634 -0.8989 1.032 -5.503 -5.393 -2.427 -2.517
16 5.483 5.303 4.045 4.674 2.742 5.663 4.854 2.517 0.129 0.1798 3.095 -4.127 -5.753 -1.528 -2.787
16.005 6.742 6.607 7.596 7.191 3.551 5.753 7.371 6.112 3.138 0.08989 3.439 -2.064 -4.944 -0.7191 -2.247
16.01 6.112 5.393 9.753 8.899 2.427 3.281 6.067 7.461 6.019 -0.6292 1.892 -0.172 -3.955 -0.1798 -1.258
16.015 3.326 1.978 8.854 8.809 0 -0.4494 0.8539 5.573 7.179 -1.169 0 0.6019 -3.506 0.08989 -0.08989
16.02 -0.2697 -1.303 5.438 7.236 -2.202 -3.191 -4.809 2.022 6.277 -1.169 -0.6878 0.9458 -3.596 0.5393 1.438
16.025 -2.787 -2.202 2.292 5.393 -2.472 -3.011 -6.202 0 4.385 -0.5393 0.4299 2.064 -3.146 1.258 3.775
16.03 -2.427 0 1.753 4.404 -0.4494 0.1348 -1.303 1.124 2.708 0.2697 2.837 4.127 -1.888 1.888 6.112
16.035 0.2697 3.685 4.09 4.045 2.787 4.584 7.326 4.764 1.806 1.258 5.073 6.277 -0.1798 2.427 7.64
16.04 3.236 5.978 7.685 3.82 5.124 7.685 14.88 8.899 1.849 2.247 5.761 7.824 1.708 2.876 8.18
16.045 3.775 5.124 10.47 3.64 4.899 7.685 17.44 11.51 2.536 2.876 4.299 8.34 3.326 3.506 7.91
16.05 1.258 1.573 10.83 3.326 2.472 4.764 13.62 11.06 3.138 2.876 1.462 7.136 4.045 3.775 6.382
16.055 -2.517 -2.472 7.91 2.607 -0.3146 0.809 4.989 7.326 2.794 1.978 -1.462 4.127 3.596 3.685 3.416
16.06 -5.213 -5.124 2.427 1.213 -2.112 -2.382 -4.854 1.663 1.462 0.7191 -3.267 0.6019 3.056 3.416 0.3596
16.065 -5.933 -5.978 -4 -0.809 -2.697 -4.315 -12.54 -4 -0.172 -0.1798 -3.611 -1.892 3.326 3.326 -1.618
16.07 -5.573 -6.067 -9.888 -3.685 -2.787 -5.393 -16.54 -8.719 -1.849 -0.2697 -3.095 -3.095 4.225 3.416 -2.247
16.075 -5.303 -6.562 -14.11 -6.921 -2.831 -6.292 -17.12 -12.22 -3.439 0.2697 -2.149 -3.353 5.034 3.685 -1.798
16.08 -5.483 -7.191 -15.46 -9.213 -2.831 -6.831 -14.61 -13.66 -4.557 1.169 -1.29 -2.923 5.303 3.955 -0.5393
16.085 -5.213 -6.562 -12.94 -9.169 -2.337 -6.247 -9.528 -12.27 -4.772 2.067 -0.2579 -1.806 4.854 4.135 0.8989
16.09 -3.236 -3.506 -7.371 -6.697 -0.9438 -3.775 -3.551 -8.584 -4.256 2.876 1.032 -0.8598 3.506 4.225 1.528
16.095 0.5393 1.213 -1.213 -3.416 1.124 0.2247 0.9888 -4.27 -3.482 3.416 2.665 -0.5159 1.258 4.045 0.7191
16.1 4.045 5.528 3.191 -0.9438 2.697 4.315 3.146 -0.6742 -2.321 3.506 3.611 -0.4299 -0.7191 3.506 -0.5393
16.105 5.034 7.236 5.124 0.4045 2.787 6.607 3.281 1.843 -0.3869 2.607 3.009 0 -1.798 2.427 -1.079
16.11 2.697 5.888 4.719 1.034 1.528 6.427 2.022 2.921 1.978 0.809 1.032 0.4299 -2.067 0.7191 -1.258
16.115 -0.9888 2.831 2.607 1.213 0.04494 4.539 -0.3146 2.157 3.74 -1.258 -1.376 0.2579 -2.427 -1.169 -1.978
16.12 -3.596 0.08989 -0.3146 1.034 -0.7191 2.247 -3.056 0.3596 4.17 -2.607 -2.751 -0.3439 -3.236 -2.427 -3.146
16.125 -3.955 -1.124 -2.607 0.5843 -0.9438 0.5843 -4.719 -0.809 3.525 -2.427 -2.407 -0.6878 -4.225 -2.787 -4.135
16.13 -2.787 -1.258 -3.101 0.04494 -0.9888 -0.3146 -4.09 -0.4045 2.45 -1.079 -0.6878 -0.2579 -5.483 -2.697 -4.315
16.135 -1.528 -1.393 -1.573 -0.04494 -1.213 -0.764 -1.079 1.483 1.72 0.08989 0.8598 0.6878 -6.562 -2.697 -3.416
16.14 -1.169 -1.798 1.708 1.034 -1.393 -1.169 3.326 4.225 1.935 0.2697 1.29 1.892 -6.742 -3.416 -1.348
16.145 -1.258 -1.753 5.663 3.775 -1.258 -1.438 7.146 6.292 2.665 -0.809 0.3439 2.665 -5.663 -4.404 1.169
16.15 -0.9888 -0.5843 7.955 6.652 -0.4944 -1.213 7.865 5.573 2.278 -2.607 -1.29 1.978 -3.955 -5.303 2.157
16.155 -0.1798 1.303 6.517 7.056 0.6742 -0.6292 4.36 1.213 -0.3439 -3.865 -2.579 -0.2579 -2.697 -5.393 0.8989
16.16 0.08989 2.382 1.618 3.955 1.303 -0.2697 -1.124 -4.809 -4.557 -3.955 -2.923 -2.751 -2.067 -4.494 -1.079
16.165 -1.618 1.213 -3.91 -1.079 0.5393 -1.034 -5.258 -9.169 -7.996 -2.876 -2.579 -3.783 -1.258 -2.517 -1.708
16.17 -5.213 -2.247 -7.146 -5.303 -1.438 -3.101 -6.607 -10.02 -8.856 -1.169 -2.149 -3.009 0.08989 0.08989 -0.3596
16.175 -8.539 -6.337 -7.146 -6.831 -3.775 -5.798 -6.697 -8.225 -7.093 0.4494 -2.064 -1.806 1.888 2.517 1.528
16.18 -9.438 -8.944 -5.124 -5.663 -5.483 -8.18 -7.775 -5.888 -4.084 1.438 -2.407 -1.376 3.955 4.135 2.517
16.185 -7.64 -8.809 -3.281 -3.461 -6.292 -9.438 -10.56 -4.674 -1.462 1.528 -3.009 -2.064 5.663 4.225 1.438
16.19 -4.854 -6.831 -3.506 -2.292 -6.022 -8.989 -13.89 -5.258 -0.5159 0.809 -3.267 -3.697 6.112 2.787 -1.618
16.195 -2.787 -4.899 -6.472 -3.281 -4.719 -6.966 -15.78 -7.191 -1.333 0 -2.579 -5.331 4.764 0.809 -5.213
16.2 -2.247 -4.09 -10.56 -5.169 -2.697 -4 -14.7 -8.674 -2.622 -0.1798 -0.7738 -5.675 2.787 -0.1798 -6.742
16.205 -2.517 -4.09 -12.94 -5.753 -0.6742 -1.213 -10.83 -8.18 -2.923 0.4494 1.29 -4.041 1.528 0.3596 -5.034
16.21 -2.067 -3.73 -12 -4 0.5393 0.2697 -6.247 -5.888 -2.021 1.528 2.407 -1.548 1.348 1.528 -1.618
16.215 -0.3596 -2.337 -8.225 -0.9438 0.6292 0.1798 -3.146 -3.146 -0.9028 1.618 1.462 0.172 1.258 1.348 0.8989
16.22 1.438 -0.4944 -3.236 1.618 -0.5393 -1.213 -1.843 -0.8989 -0.3869 -0.08989 -1.462 0.4299 0.4494 -1.348 1.169
16.225 1.978 0.5843 1.169 2.921 -2.427 -2.921 -1.258 0.7191 -0.5159 -3.326 -4.987 -0.5159 -1.258 -5.573 -0.1798
16.23 0.7191 0.3146 3.551 2.921 -3.775 -3.596 -0.764 1.348 -1.032 -6.472 -7.05 -2.149 -3.685 -8.989 -2.427
16.235 -1.079 -0.9438 3.056 2.202 -3.551 -2.697 -0.7191 0.5393 -1.505 -7.73 -6.534 -3.955 -6.292 -9.798 -4.404
16.24 -2.067 -1.978 0.8539 1.708 -1.933 -0.809 -0.809 -0.8539 -1.376 -6.652 -4.041 -4.987 -8.09 -8 -5.124
16.245 -1.978 -1.798 -0.6742 2.157 -0.04494 0.764 0 -1.169 -0.3439 -4.315 -1.72 -4.557 -8.719 -5.573 -4.854
16.25 -1.348 -0.6292 -0.1348 3.326 0.9888 1.258 2.337 0.3146 0.9028 -2.337 -0.9458 -3.267 -8.989 -4.854 -4.854
16.255 -0.809 0.5393 2.202 4.18 1.124 0.8539 5.438 2.876 1.333 -2.067 -1.72 -2.321 -9.708 -6.292 -5.933
16.26 -0.1798 1.169 5.213 4.27 0.764 0.1348 7.955 5.169 0.6878 -3.146 -2.751 -2.235 -10.34 -8.36 -7.281
16.265 0.8989 1.483 7.775 4.045 0.4494 -0.3146 8.899 6.382 -0.3439 -4.404 -2.837 -2.665 -9.888 -8.989 -7.73
16.27 2.787 2.157 9.258 3.955 0.5843 -0.2697 7.91 6.022 -1.032 -4.674 -1.72 -3.353 -8.27 -7.551 -7.011
16.275 4.854 3.685 9.348 3.955 1.169 0.4944 5.618 4.404 -1.032 -4.045 -0.172 -3.783 -6.022 -4.764 -5.753
16.28 5.933 5.663 8.494 3.865 1.978 2.022 3.685 3.011 -0.2579 -2.787 1.032 -3.009 -3.506 -1.528 -4.045
16.285 5.393 7.281 7.326 3.685 2.697 4.18 3.281 3.101 1.075 -1.348 1.978 -0.4299 -0.3596 1.618 -1.348
16.29 3.596 7.775 5.708 2.921 3.281 6.382 3.685 4.18 2.407 0 3.009 3.267 3.236 4.674 1.798
16.295 2.067 6.742 3.101 1.258 3.775 7.596 3.236 4.629 3.009 1.438 4.213 6.878 7.011 7.101 5.393
16.3 1.618 4.494 -0.08989 -0.9438 3.551 6.472 1.618 3.775 3.095 2.517 4.557 9.458 10.52 8 8.989
16.305 1.708 1.528 -2.337 -2.607 2.067 2.787 0.1348 2.427 3.181 2.876 3.181 10.75 12.85 6.742 12.04
16.31 1.438 -1.393 -2.787 -3.011 -0.3596 -1.933 -0.04494 1.124 3.138 2.427 0.4299 10.15 13.03 3.775 12.85
16.315 0.5393 -3.596 -1.933 -2.876 -2.517 -5.393 0.5843 -0.2247 2.278 1.528 -2.235 7.652 10.88 0.7191 10.79
16.32 -0.2697 -4.404 -0.8989 -3.056 -3.236 -5.978 1.213 -1.798 0.4729 0.7191 -3.439 4.041 8 -0.6292 6.652
16.325 -0.4494 -3.506 -0.2247 -3.82 -2.337 -3.955 1.079 -3.101 -1.505 0.4494 -2.751 0.7738 5.843 -0.1798 2.517
16.33 0 -1.483 -0.08989 -4.899 -0.5393 -1.124 0 -4.09 -2.794 0.6292 -1.376 -1.376 4.764 0.6292 -0.7191
16.335 0.6292 0.4494 -0.5843 -5.888 1.034 0.809 -1.618 -4.494 -2.88 0.8989 -0.3439 -2.321 3.865 0.809 -2.607
16.34 0.809 1.393 -1.258 -5.933 1.753 1.483 -2.517 -3.82 -1.591 1.258 0.2579 -1.978 2.697 0.5393 -2.876
16.345 0.4494 1.483 -1.528 -4.629 1.843 1.753 -1.663 -1.663 0.7308 2.067 1.376 -0.172 1.618 1.079 -1.438
16.35 0.2697 1.438 -1.393 -2.697 2.292 2.876 0.3596 0.9438 2.923 3.506 3.611 1.978 0.8989 2.876 0.3596
16.355 1.348 2.067 -1.258 -1.483 3.91 5.213 2.202 2.607 3.826 5.124 6.362 3.181 0.2697 4.944 1.348
16.36 3.236 3.326 -0.809 -1.303 6.022 7.685 3.416 3.011 3.181 6.202 8.168 2.923 -0.6292 5.483 1.348
16.365 4.584 4.584 0.764 -1.303 7.101 8.539 4.36 3.101 1.849 6.022 7.48 1.548 -1.978 3.685 0.7191
16.37 4.404 4.944 3.416 -0.5843 6.022 7.191 5.258 3.191 0.5159 4.584 4.643 -0.5159 -4.045 0.5393 -0.4494
16.375 3.146 4.18 5.843 0.5843 3.146 4.225 5.393 2.921 -0.5159 2.247 1.29 -2.751 -6.292 -2.067 -1.978
16.38 2.157 2.966 6.921 1.618 -0.08989 1.034 4.584 2.337 -0.9888 -0.08989 -0.9458 -3.869 -7.281 -2.697 -2.787
16.385 2.337 2.382 6.742 2.022 -2.112 -0.9888 3.551 2.022 -0.5589 -2.157 -1.462 -2.923 -6.022 -1.708 -2.247
16.39 3.416 2.787 5.888 1.618 -1.933 -1.169 3.101 2.427 0.4729 -3.236 -0.5159 -0.6019 -3.326 -0.2697 -0.7191
16.395 4.584 3.865 4.809 0.5843 0.3146 0.5843 3.596 3.551 1.591 -2.876 1.29 1.806 -0.9888 0.809 0.7191
16.4 5.034 4.989 4.045 -0.3146 3.371 3.506 4.989 5.438 2.364 -1.169 3.353 3.439 0.08989 1.978 1.978
16.405 4.494 5.888 4.135 -0.3596 5.573 6.157 6.607 7.775 2.88 1.348 5.073 3.955 0.2697 3.326 2.517
16.41 3.775 6.427 4.809 0.3146 5.978 7.146 7.101 9.169 2.923 3.146 5.503 3.095 -0.08989 4.135 1.798
16.415 3.685 6.562 5.213 0.9438 4.899 5.978 5.393 8.225 2.235 3.146 4.213 1.118 -0.7191 3.326 0
16.42 4.045 6.067 4.899 1.079 3.191 3.191 2.607 5.348 1.032 1.708 1.806 -0.6019 -0.6292 1.169 -1.169
16.425 3.506 4.584 3.82 0.8539 1.708 0.1348 0.809 2.292 0 0.4494 -0.08598 -0.6878 0.6292 -0.2697 0.08989
16.43 1.258 2.067 1.663 0.08989 0.809 -1.843 0.9438 0.4045 -0.6878 0.9888 0 0.7738 2.517 0.8989 3.506
16.435 -1.978 -1.303 -1.888 -1.573 0.2697 -2.427 1.708 -0.3146 -1.376 3.056 1.978 2.579 4.135 4.764 6.921
16.44 -5.303 -4.989 -5.933 -3.955 -0.809 -2.921 1.528 -0.4494 -1.978 4.674 3.955 3.611 5.124 8.27 8.449
16.445 -7.461 -8.315 -8.315 -5.663 -3.281 -4.719 -0.1798 -0.1798 -1.978 3.955 3.267 3.697 5.573 8.18 7.371
16.45 -8.18 -10.7 -7.461 -5.169 -6.607 -8.09 -2.652 0.2697 -1.032 0.7191 -0.6019 3.095 5.933 3.416 4.674
16.455 -7.73 -11.73 -3.685 -2.112 -9.124 -11.28 -4.09 1.169 0.9028 -2.697 -5.503 2.837 6.652 -2.966 2.876
16.46 -6.652 -10.92 1.438 2.562 -9.483 -12.09 -2.607 3.326 3.611 -3.955 -8.168 4.213 8.36 -6.742 4.404
16.465 -5.753 -8.18 6.157 6.966 -7.371 -9.438 2.157 7.011 6.491 -2.067 -6.964 7.05 10.97 -5.303 8.899
16.47 -5.213 -4.09 8.629 8.809 -3.596 -4.045 7.73 10.56 8.039 1.258 -2.579 9.372 12.94 -0.2697 12.85
16.475 -4.674 -0.08989 7.685 6.831 0.3596 1.708 10.43 10.97 6.921 3.865 2.149 8.942 12.31 4.404 12.85
16.48 -4.045 2.292 3.685 2.202 3.191 5.483 8.315 7.056 3.181 4.674 5.245 5.417 8.629 6.292 8.449
16.485 -3.416 2.472 -1.618 -2.247 4.18 6.247 2.337 0.1798 -1.419 4.494 6.105 0.5159 3.236 5.483 2.067
16.49 -3.326 0.4944 -6.787 -4.539 3.371 4.494 -4.764 -6.831 -5.245 4.135 5.417 -3.955 -2.157 3.775 -3.506
16.495 -3.506 -2.382 -10.83 -4.494 1.393 1.483 -10.65 -11.51 -7.222 3.596 3.869 -6.964 -6.202 2.427 -6.921
16.5 -3.775 -4.809 -12.63 -3.011 -0.9888 -1.573 -13.35 -12.09 -7.179 2.067 1.462 -8.168 -7.91 1.528 -7.91
16.505 -3.865 -5.528 -11.28 -0.9438 -3.146 -4.135 -12.31 -8.809 -5.417 -0.6292 -1.548 -7.566 -7.371 0.3596 -7.281
16.51 -3.236 -4.18 -7.101 1.034 -4 -5.303 -8.764 -3.955 -3.009 -3.236 -4.041 -6.019 -6.022 -0.7191 -6.202
16.515 -1.528 -1.213 -1.798 2.876 -2.742 -4.36 -4.809 -0.4045 -1.032 -3.775 -4.471 -4.471 -5.213 -0.8989 -5.303
16.52 1.169 2.337 2.787 4.629 0.2697 -1.258 -1.753 0.9438 0.172 -1.798 -2.321 -2.923 -5.124 0.4494 -4.135
16.525 3.955 5.483 5.978 6.517 3.596 2.742 0.2697 1.034 0.9458 1.169 0.9458 -1.462 -5.303 2.247 -2.697
16.53 5.483 7.146 7.416 7.865 5.573 5.933 1.483 0.9438 1.333 2.607 3.267 -0.5159 -5.303 2.697 -1.888
16.535 5.573 7.056 6.787 7.64 5.798 7.101 2.067 1.079 1.247 1.258 3.525 -0.5159 -4.944 1.258 -2.067
16.54 4.584 5.618 4.404 5.708 4.854 6.292 2.472 1.708 0.7738 -1.438 2.665 -0.3439 -3.685 -0.4494 -1.888
16.545 2.966 3.64 1.213 3.101 3.82 4.764 3.326 2.831 0.4729 -2.876 2.579 0.9458 -1.438 -0.1798 -0.08989
16.55 1.708 1.798 -1.933 0.8539 3.326 3.596 4.135 3.551 0.2579 -1.798 3.869 2.665 0.6292 1.978 2.427
16.555 1.079 0.08989 -4.584 -0.3596 2.831 2.831 3.596 2.472 -0.2149 0.2697 4.987 3.095 1.348 3.955 3.596
16.56 0.8989 -1.888 -5.888 -0.4944 1.213 1.213 1.079 -0.6292 -1.161 0.809 3.439 1.204 0.4494 2.876 2.427
16.565 0.08989 -4.404 -5.483 0.4944 -2.112 -2.202 -2.517 -4.809 -2.064 -1.528 -1.29 -2.235 -1.169 -1.618 -0.6292
16.57 -1.438 -6.921 -4.045 1.978 -6.022 -6.607 -6.112 -8.899 -2.751 -5.573 -7.222 -5.847 -2.787 -7.101 -4.045
16.575 -2.697 -8.494 -3.056 2.697 -8.18 -9.393 -8.404 -11.82 -3.353 -8.449 -10.66 -8.254 -3.955 -9.978 -6.382
16.58 -2.337 -7.955 -3.011 2.247 -7.281 -8.584 -8.18 -12.18 -3.74 -8.449 -9.63 -8.426 -4.225 -8.809 -6.562
16.585 -0.3596 -5.169 -3.056 1.169 -3.82 -4.404 -4.944 -9.348 -3.568 -6.022 -5.331 -6.534 -3.596 -5.034 -5.213
16.59 2.427 -1.303 -2.202 0.08989 0 0.6292 -0.3146 -4.449 -2.751 -3.596 -1.118 -4.127 -2.607 -2.067 -4.404
16.595 4.494 1.393 -0.764 -0.8539 2.112 3.416 2.966 -0.04494 -1.548 -2.876 0.08598 -2.665 -1.798 -2.067 -5.213
16.6 4.225 1.438 0.04494 -1.663 1.618 2.292 2.876 2.022 -0.2149 -4.045 -1.892 -1.978 -0.9888 -4.135 -6.472
16.605 1.258 -1.258 -0.4045 -2.067 -0.9888 -1.753 -0.3146 1.573 1.032 -5.393 -5.073 -1.204 0 -5.753 -6.382
16.61 -3.146 -5.034 -2.157 -2.067 -4.045 -5.933 -5.079 -0.8539 1.849 -5.663 -7.05 -0.2579 0.8989 -5.213 -4.584
16.615 -6.202 -7.596 -4.225 -1.708 -5.798 -7.64 -9.034 -4.27 1.763 -4.584 -6.706 0.08598 1.169 -2.787 -2.067
16.62 -6.022 -7.101 -4.944 -0.764 -5.438 -6.202 -9.888 -6.787 1.333 -2.787 -4.815 -0.08598 1.079 -0.1798 0
16.625 -2.607 -3.596 -3.146 0.9888 -3.371 -3.011 -6.966 -7.056 1.419 -1.169 -2.751 -0.2579 1.079 0.9888 1.079
16.63 2.517 1.348 0.2697 3.056 -0.4494 0.2247 -1.843 -5.393 2.235 -0.08989 -1.29 -0.3439 1.258 0.4494 0.7191
16.635 7.281 5.798 3.191 4.045 2.517 2.742 2.652 -3.056 2.966 0.3596 -0.3439 -0.5159 1.079 -0.9888 -0.809
16.64 10.07 8.225 4.449 3.551 4.674 4.404 5.213 -0.809 3.224 0.6292 0.4299 -0.172 0.809 -1.798 -1.888
16.645 10.34 8.719 4.719 2.517 5.303 5.393 6.472 1.753 3.181 0.7191 1.376 1.29 0.7191 -1.258 -0.8989
16.65 8.719 8.045 5.213 2.247 4.629 5.978 7.281 4.584 3.353 0.7191 2.149 3.611 0.9888 0.2697 1.438
16.655 6.831 7.281 5.978 2.966 3.596 6.202 7.73 6.742 3.74 0.5393 2.665 5.503 1.258 1.528 3.506
16.66 5.663 7.011 6.427 4 3.191 6.292 7.551 7.551 4.17 0.1798 2.751 6.105 1.348 1.528 4.045
16.665 5.213 7.371 5.933 4.404 3.416 6.292 6.607 6.876 4.385 -0.1798 2.493 5.159 1.169 0.08989 2.697
16.67 4.944 7.865 4.36 3.191 3.73 6.247 4.989 4.719 3.74 -0.5393 1.72 2.579 0.4494 -2.067 -0.08989
16.675 4.404 7.596 1.978 0.4045 3.101 5.573 2.831 1.528 2.064 -0.7191 0.4299 -0.7738 -0.809 -4.315 -3.056
16.68 2.876 5.663 -0.3596 -2.607 0.6742 3.236 0.5843 -1.393 0.2149 -0.6292 -1.634 -3.181 -2.067 -5.663 -4.404
16.685 -0.08989 1.843 -2.022 -4.135 -3.281 -1.124 -1.573 -2.876 -0.8598 -0.3596 -3.955 -3.525 -2.697 -6.112 -3.596
16.69 -4.045 -3.011 -3.101 -3.82 -7.281 -6.427 -4.18 -3.101 -1.075 -0.1798 -5.847 -2.751 -2.697 -5.933 -2.067
16.695 -7.191 -7.281 -4.09 -2.787 -9.169 -10.29 -7.281 -3.056 -1.118 -0.1798 -6.362 -2.321 -2.697 -5.303 -1.348
16.7 -8.18 -8.944 -4.494 -2.247 -8 -10.7 -9.124 -2.876 -1.29 -0.08989 -4.901 -2.665 -2.427 -3.685 -0.9888
16.705 -6.652 -7.101 -3.146 -2.202 -4.539 -7.506 -7.461 -2.067 -1.29 0.7191 -2.149 -2.837 -1.438 -0.6292 0.2697
16.71 -3.685 -2.787 -0.3596 -2.427 -0.5843 -2.517 -2.247 -1.079 -1.161 2.427 0.9458 -2.579 -0.3596 3.056 2.607
16.715 -0.9888 1.438 1.798 -2.831 2.157 1.663 3.506 -1.258 -1.548 4.404 3.095 -2.235 0.08989 6.202 4.584
