    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
0.205 -2.337 6.562 3.371 -2.472 -8.449 -4.36 -1.303 -2.064 -5.528 -9.802 -7.738 -8.512 -3.685 -14.74 -9.978
0.21 2.337 4.989 -0.3146 -3.64 -8.944 -7.191 -4.315 -4.342 -5.483 -5.847 -5.675 -9.888 -5.303 -10.25 -10.25
0.215 5.573 3.506 -2.607 -3.461 -6.742 -7.91 -5.888 -4.858 -4.764 -0.4299 -2.579 -9.544 -6.112 -4.854 -9.258
0.22 6.112 2.697 -3.775 -2.517 -2.742 -6.831 -6.966 -3.912 -3.416 3.955 0 -8.426 -6.382 -0.6292 -8
0.225 4.494 2.427 -4.584 -1.124 0.8989 -5.393 -7.281 -2.407 -1.708 6.019 1.72 -6.792 -5.573 1.798 -6.382
0.23 1.348 2.382 -5.483 0.08989 2.921 -5.348 -6.652 -1.419 0.04494 6.105 2.579 -4.815 -3.775 3.596 -4.315
0.235 -1.438 2.067 -7.146 1.169 2.876 -7.73 -7.101 -2.149 0.9888 4.729 2.321 -3.439 -2.067 4.764 -2.337
0.24 -2.157 0.9888 -9.753 1.483 1.483 -11.24 -9.978 -4.6 0.764 2.837 1.462 -2.493 -1.258 5.573 -0.6292
0.245 -0.8989 -0.5843 -11.64 1.258 -0.08989 -12.63 -12.04 -6.835 0.2247 1.634 1.118 -1.032 -0.6292 5.933 1.438
0.25 -0.08989 -2.022 -11.33 0.809 -0.8989 -10.29 -9.978 -6.964 0.5393 1.548 1.978 1.204 0.2697 6.112 4.135
0.255 -1.258 -3.371 -9.753 -0.1348 -1.303 -6.292 -5.438 -5.202 1.843 1.462 3.267 3.353 1.079 5.933 6.202
0.26 -2.966 -4.944 -8.854 -1.573 -2.067 -3.371 -1.843 -2.794 3.191 1.118 4.299 4.471 1.528 6.202 7.191
0.265 -3.056 -5.798 -8.135 -2.337 -1.888 -2.022 0.764 -0.2579 4.449 1.806 5.503 5.503 2.697 7.91 8.18
0.27 -1.348 -4.449 -5.528 -0.6742 0.5393 -0.2697 4.225 2.493 5.798 4.385 6.878 6.878 4.854 10.61 9.348
0.275 1.079 -0.8989 -0.9438 2.562 4.584 2.742 7.685 4.385 6.562 7.136 7.566 7.652 6.472 12.04 9.438
0.28 3.056 2.787 3.461 4.899 7.73 6.202 8.629 4.213 5.978 7.394 6.362 6.534 5.843 10.61 7.371
0.285 3.236 4.944 6.157 4.539 7.955 8.944 7.775 2.622 3.64 4.729 3.783 3.955 3.685 6.742 3.955
0.29 0.8989 5.528 7.101 2.292 5.663 10.52 7.416 1.247 0.3596 0.5159 1.032 1.634 1.528 2.337 0.3596
0.295 -2.337 5.483 6.787 -0.1798 3.101 11.15 7.82 1.032 -2.966 -3.095 -0.6878 0.8598 0.4494 -1.348 -2.337
0.3 -2.966 5.933 6.202 -0.809 2.427 11.51 8.584 2.536 -5.124 -4.643 -0.8598 2.149 0.9888 -3.596 -3.506
0.305 0.809 7.82 7.101 1.303 4.764 12.99 10.97 5.503 -4.584 -3.095 1.118 5.331 3.146 -3.685 -2.337
0.31 7.281 11.19 10.02 5.483 9.348 14.83 15.42 8.899 -0.9438 0.6019 4.815 8.856 5.483 -1.528 0.2697
0.315 12.4 14.43 12.67 9.079 13.35 14.65 18.29 10.45 3.191 3.783 8.426 10.32 5.933 1.708 2.247
0.32 14.02 15.1 12.27 9.663 14.11 10.92 16.31 9.028 5.483 4.987 10.4 9.114 4.135 4.854 2.966
0.325 11.69 12.85 9.303 7.236 12.18 5.798 11.37 6.319 5.393 4.987 11.52 7.566 2.517 7.73 3.775
0.33 6.921 9.438 6.562 4.36 9.708 3.236 8.225 4.6 4.764 5.589 12.9 7.652 2.966 10.16 5.843
0.335 2.427 6.607 5.438 2.831 8.404 4.494 7.281 4.342 5.258 7.05 14.62 9.2 4.674 11.78 8.539
0.34 0.9888 4.989 4.809 2.966 8.225 7.191 6.517 4.385 7.326 8.426 16.08 10.66 5.843 12.58 10.7
0.345 2.697 4.494 3.73 4.27 8.494 8.989 5.618 4.256 10.16 9.372 16.77 11.44 6.112 13.57 12.04
0.35 4.135 4.629 2.427 5.753 8.584 8.854 5.933 3.955 11.73 9.802 16.34 11.78 6.022 14.56 12.49
0.355 2.697 4.225 1.213 6.292 7.865 6.921 6.652 3.783 9.753 8.856 13.67 11.35 5.483 14.02 11.69
0.36 -0.7191 2.157 0.2247 4.809 5.528 4.674 5.933 3.482 4.449 6.191 8.942 9.716 4.584 10.7 9.708
0.365 -4.225 -1.303 0.1348 1.663 1.978 3.326 4.629 2.794 -0.9888 2.493 3.353 6.964 3.326 5.663 7.371
0.37 -6.921 -4.944 0.5843 -1.933 -1.978 2.831 3.326 1.333 -3.236 -0.9458 -1.634 3.009 1.079 0.8989 4.764
0.375 -9.798 -8.584 -0.764 -5.438 -5.933 0.5843 0.3146 -2.064 -1.843 -4.213 -5.933 -2.149 -2.787 -2.607 1.438
0.38 -13.12 -13.08 -5.933 -9.034 -9.933 -4.494 -5.933 -6.921 0.2697 -7.136 -9.716 -7.222 -7.551 -4.764 -2.247
0.385 -16.54 -18.47 -12.9 -11.91 -13.35 -10.11 -11.73 -11.18 0.5843 -8.942 -12.47 -9.716 -10.43 -5.843 -4.854
0.39 -19.33 -23.01 -17.21 -12.9 -14.74 -12.67 -13.17 -12.25 -1.978 -8.942 -13.41 -8.942 -10.07 -6.382 -5.483
0.395 -19.78 -24.67 -16.9 -11.82 -13.84 -11.1 -11.01 -10.62 -5.978 -7.824 -12.81 -6.534 -8 -7.371 -5.124
0.4 -16.36 -22.74 -13.39 -9.483 -11.19 -7.596 -8.944 -8.211 -8.674 -6.448 -11.35 -4.729 -6.292 -8.629 -5.124
0.405 -10.16 -17.62 -8.854 -6.607 -7.865 -4.18 -7.82 -6.277 -7.82 -4.557 -9.028 -3.783 -5.303 -8.989 -5.034
0.41 -4.674 -10.79 -4.854 -3.775 -4.494 -2.022 -6.112 -4.686 -3.685 -2.149 -5.933 -2.665 -4.315 -7.73 -4.045
0.415 -2.067 -4.674 -2.562 -1.978 -1.843 -1.528 -4.045 -3.396 -0.04494 -0.08598 -2.923 -1.29 -3.056 -5.933 -2.607
0.42 -0.7191 -1.034 -2.337 -1.573 -0.764 -2.022 -2.876 -2.235 -0.04494 0.5159 -0.5159 0.172 -1.708 -4.674 -1.528
0.425 1.708 0.8989 -2.517 -1.663 -0.2697 -1.843 -1.438 -0.5159 -2.921 0.5159 1.892 1.978 0.08989 -3.506 -0.3596
0.43 5.393 3.64 -1.169 -0.2247 1.438 0.2697 1.933 1.978 -5.258 1.29 4.901 4.299 2.427 -1.618 0.8989
0.435 9.258 8.27 1.573 3.326 5.079 3.865 5.663 4.471 -3.865 3.525 7.824 6.62 4.494 0.809 2.247
0.44 12.58 13.48 4.494 8.27 9.663 7.101 7.775 6.191 1.348 7.05 9.974 8.512 6.202 3.596 3.955
0.445 15.46 17.44 7.416 13.17 13.84 9.753 9.124 7.781 8.18 11.61 11.69 10.4 8.36 6.652 6.562
0.45 17.44 19.19 10.88 16.67 16.85 11.64 11.46 9.759 13.39 16.25 13.41 11.78 10.52 9.978 9.079
0.455 18.07 18.65 13.57 17.71 17.66 11.91 12.72 11.13 14.56 18.92 14.27 11.26 10.61 12.22 9.258
0.46 17.17 16.09 13.53 15.87 15.73 10.11 10.16 10.53 11.78 17.97 13.24 8.426 7.91 12.49 6.022
0.465 14.38 12.58 11.06 11.91 12.13 7.416 5.528 8.125 7.775 14.27 10.23 4.815 4.135 10.79 1.348
0.47 8.989 9.303 8.36 7.865 8.27 5.933 1.978 5.374 5.213 9.63 5.761 1.978 1.438 7.281 -2.337
0.475 2.697 6.247 6.607 4.584 4.764 5.393 -0.08989 2.751 4.27 4.815 0.2579 -0.3439 0 2.157 -4.674
0.48 -1.348 2.562 5.124 1.843 1.169 4.27 -2.831 0.6019 3.281 0.172 -5.589 -3.009 -0.8989 -3.865 -6.382
0.485 -1.798 -1.843 3.326 -0.6292 -2.247 1.708 -5.888 -0.6448 1.258 -3.525 -10.06 -5.675 -1.978 -8.719 -7.82
0.49 -1.169 -6.067 1.169 -2.607 -5.348 -1.618 -7.461 -1.376 -1.438 -6.105 -12.21 -7.652 -3.685 -10.97 -9.258
0.495 -2.427 -9.393 -1.573 -4 -7.955 -5.438 -8.674 -2.665 -4.315 -7.91 -12.9 -9.286 -6.382 -11.24 -10.88
0.5 -5.753 -12 -4.989 -5.573 -10.2 -8.989 -11.46 -5.46 -6.742 -9.63 -13.33 -11.26 -9.438 -10.7 -11.96
0.505 -8.989 -13.62 -7.191 -6.921 -11.82 -10.74 -14.11 -8.899 -7.596 -10.49 -13.67 -13.33 -11.15 -9.978 -11.15
0.51 -10.79 -13.71 -6.562 -7.416 -11.96 -9.978 -13.89 -10.83 -6.472 -10.15 -13.41 -15.22 -10.52 -9.348 -8.449
0.515 -11.06 -12.31 -4.09 -7.236 -10.79 -7.551 -11.46 -10.4 -4.27 -9.2 -12.64 -16.85 -8.719 -8.989 -5.483
0.52 -9.978 -10.25 -2.292 -7.011 -9.258 -5.303 -8.764 -7.781 -2.831 -8.77 -11.35 -17.45 -6.652 -8.719 -3.416
0.525 -8 -7.551 -1.843 -6.337 -7.506 -3.506 -4.944 -3.525 -2.517 -8.426 -8.598 -15.65 -3.955 -7.461 -1.888
0.53 -5.933 -3.551 -1.393 -4.36 -5.303 -1.978 0.6742 1.204 -2.742 -7.308 -4.041 -11.35 -0.5393 -4.674 -0.08989
0.535 -3.236 1.348 -0.3596 -1.483 -2.472 -0.9888 5.303 4.557 -3.236 -5.675 1.204 -6.448 2.247 -1.438 1.438
0.54 0.7191 5.708 0.7191 1.079 0.04494 -1.079 5.843 5.03 -3.64 -4.041 5.331 -2.751 3.416 0.6292 2.337
0.545 4.854 8.045 2.202 2.607 1.798 -1.258 3.73 3.697 -3.596 -2.665 7.222 -0.3439 3.326 1.169 3.236
0.55 6.112 8.27 4.539 2.787 2.831 -0.1348 2.247 2.45 -2.787 -1.548 6.792 1.29 2.787 0.1798 4.135
0.555 3.416 6.966 6.697 1.843 2.921 1.483 1.708 1.677 -2.247 -1.204 4.557 1.892 1.528 -1.438 4.135
0.56 -0.1798 4.809 6.831 -0.1348 1.888 1.753 0.04494 0.6878 -2.652 -1.72 1.548 0.9458 0 -2.607 2.876
0.565 -1.258 2.966 4.764 -2.427 0.4494 0.2697 -2.517 -0.2149 -3.461 -1.892 0.08598 -0.2579 -0.8989 -1.438 1.708
0.57 0.5393 2.157 1.888 -3.596 -0.6292 -1.933 -3.506 -0.7308 -3.461 -1.118 0.6878 -0.7738 -0.5393 1.708 1.798
0.575 2.876 1.753 -0.9438 -3.775 -1.528 -4 -3.236 -1.032 -2.876 -0.4299 1.634 -0.4299 0.08989 4.674 2.697
0.58 3.596 0.1798 -3.461 -3.82 -3.011 -5.483 -3.191 -1.548 -2.517 -1.204 0.6878 -0.08598 0.1798 4.584 3.236
0.585 2.337 -2.337 -4.674 -4 -5.169 -5.798 -2.966 -2.064 -2.876 -3.009 -2.321 -0.08598 0 1.348 2.607
0.59 0.5393 -4.18 -3.82 -3.685 -6.607 -5.663 -1.798 -2.235 -3.461 -4.471 -5.933 -1.032 -0.1798 -3.146 0.08989
0.595 0.1798 -4.225 -2.607 -2.921 -7.011 -6.831 -1.933 -2.493 -3.91 -5.245 -8.856 -3.267 -0.809 -7.101 -4.494
0.6 2.247 -3.236 -3.326 -2.787 -6.966 -10.07 -5.213 -3.138 -4.09 -5.675 -10.66 -5.847 -1.798 -9.528 -9.708
0.605 4.584 -2.607 -5.528 -3.371 -7.326 -13.66 -8.18 -3.267 -3.506 -5.933 -11.09 -6.448 -1.888 -10.25 -12.58
0.61 3.416 -3.146 -6.921 -4.225 -7.865 -14.61 -6.876 -1.978 -1.978 -5.847 -10.49 -4.127 -0.8989 -9.978 -11.78
0.615 -2.337 -4.854 -6.292 -4.764 -7.955 -12.31 -2.472 -0.4299 -0.2247 -5.675 -9.888 -0.8598 -0.3596 -9.798 -9.079
0.62 -8.989 -7.056 -4.809 -4.854 -7.191 -8.404 0.3146 -0.4729 0.809 -5.159 -9.028 0.7738 -1.798 -9.348 -6.382
0.625 -12.04 -8.449 -3.596 -4.18 -4.584 -4.539 0.1348 -2.751 1.753 -3.095 -6.706 0.6019 -4.674 -7.011 -4.045
0.63 -11.06 -8 -3.011 -2.562 -0.5393 -1.213 -1.483 -5.804 2.831 0.4299 -2.493 -0.08598 -7.461 -2.157 -1.528
0.635 -8.719 -6.472 -3.73 -0.9888 3.056 0.809 -3.551 -8.469 3.101 3.439 1.978 -0.2579 -9.258 2.966 1.079
0.64 -7.191 -5.393 -5.843 -0.4944 3.955 1.483 -5.258 -9.759 1.573 3.697 4.643 0.5159 -9.438 5.753 3.146
0.645 -6.742 -5.124 -7.371 -1.169 2.292 1.618 -4.27 -8.383 -1.124 1.634 5.245 2.751 -7.191 5.393 4.764
0.65 -5.933 -4.18 -6.202 -1.303 0 2.517 0.5393 -4.256 -3.236 -1.204 4.471 5.847 -2.966 2.876 5.573
0.655 -2.966 -1.978 -2.742 -0.764 -1.438 3.416 6.067 0.5589 -3.82 -3.783 2.493 8.168 1.258 -0.5393 5.034
0.66 2.787 0.3596 0.7191 -0.2697 -2.247 3.326 7.91 3.826 -3.82 -6.191 -0.6019 8.77 4.045 -3.685 3.685
0.665 8.809 1.438 3.056 -0.5393 -3.371 2.337 6.831 4.987 -4.045 -8.082 -4.385 7.996 5.663 -5.573 2.876
0.67 10.43 0.809 4.225 -1.348 -5.034 1.573 5.663 4.858 -4.719 -8.942 -7.566 6.277 6.292 -5.753 2.427
0.675 6.202 -0.9888 3.551 -2.337 -6.472 0.809 4.449 3.74 -5.573 -8.598 -9.544 2.923 5.213 -5.034 0.6292
0.68 -0.2697 -3.101 0.2247 -2.876 -7.011 -0.4944 1.124 1.29 -5.663 -7.136 -9.888 -2.149 2.247 -3.955 -3.506
0.685 -4.045 -4 -4.494 -2.247 -5.528 -2.157 -3.416 -1.806 -3.596 -4.213 -8.082 -7.566 -1.438 -2.337 -8.18
0.69 -3.685 -2.966 -8.135 0.04494 -2.247 -3.236 -6.562 -4.686 0.3146 -0.6019 -4.901 -11.09 -4.404 -0.1798 -10.7
0.695 -1.258 -1.213 -9.393 2.517 1.258 -3.82 -7.775 -6.835 3.865 2.235 -1.978 -11.95 -6.112 1.618 -9.978
0.7 0.6292 -0.9438 -8.854 3.551 3.461 -4.135 -7.955 -7.996 5.034 3.439 0.172 -9.802 -6.112 3.236 -5.933
0.705 0.5393 -2.427 -6.876 3.191 4.404 -2.966 -5.663 -6.577 4.539 4.729 3.095 -4.471 -3.685 5.933 0.7191
0.71 -1.348 -3.91 -3.461 2.876 5.933 0.8539 0.6742 -2.064 4.449 7.824 7.996 3.095 0.809 10.25 8.36
0.715 -3.056 -3.685 -0.04494 3.685 8.674 6.607 7.865 3.74 5.753 11.87 13.67 10.4 5.663 15.01 14.29
0.72 -1.978 -1.798 1.798 5.034 11.1 11.78 11.91 7.824 7.281 14.62 17.54 15.13 8.989 18.16 17.53
0.725 1.978 0.6742 2.607 5.933 11.69 15.15 12.81 9.372 7.73 14.96 18.57 17.2 10.97 19.24 19.06
0.73 5.483 3.146 3.91 5.888 10.83 16.72 13.39 9.458 6.966 13.5 17.63 17.71 12.22 19.06 20.04
0.735 5.933 4.764 5.978 4.854 9.079 16.76 14.16 9.501 5.708 11.61 16.25 17.45 12.67 18.52 20.67
0.74 4.045 5.169 7.685 3.191 7.596 15.69 13.75 9.716 5.079 10.15 15.39 16.77 12.13 17.71 20.31
0.745 1.978 5.034 8.719 1.888 6.697 14.07 12.63 10.45 5.618 9.458 15.22 15.65 11.15 16.63 18.79
0.75 0.8989 5.528 9.303 1.933 6.112 12.49 11.78 10.58 6.292 8.684 14.36 12.98 9.258 14.11 15.28
0.755 1.258 6.742 8.539 2.382 4.764 9.483 8.944 8.254 4.944 6.019 10.58 7.05 5.303 9.169 8.09
0.76 3.685 7.64 5.348 2.022 2.157 4 1.843 2.708 0.9438 1.29 3.869 -2.321 -0.8989 2.517 -2.337
0.765 7.82 7.955 1.258 0.8539 -0.1348 -2.472 -6.831 -3.783 -3.371 -2.923 -3.009 -12.3 -7.551 -3.146 -13.21
0.77 11.78 8.449 -0.809 0.2697 -0.3596 -7.236 -12.76 -8.34 -4.629 -4.299 -7.394 -19.6 -12.49 -6.292 -21.39
0.775 13.39 9.079 0 0.8539 1.528 -9.213 -15.19 -9.974 -2.427 -3.009 -9.2 -23.47 -15.28 -7.551 -26.07
0.78 12.04 9.079 2.157 1.618 3.461 -9.438 -15.87 -9.974 0.8539 -1.462 -9.888 -24.5 -16.36 -8.629 -27.69
0.785 8.36 8.135 3.865 2.067 3.685 -8.449 -15.01 -8.942 2.517 -0.6878 -10.49 -23.3 -15.73 -9.978 -26.88
0.79 3.326 7.326 4.449 2.202 2.697 -6.787 -11.46 -6.921 1.798 -0.5159 -10.49 -19.95 -13.3 -10.52 -24.45
0.795 -0.8989 7.416 3.64 2.157 1.798 -5.303 -6.787 -4.084 -0.08989 -0.3439 -9.458 -14.87 -9.708 -9.798 -21.12
0.8 -1.708 8.045 2.112 2.202 1.438 -4.449 -2.966 -0.3439 -1.483 0 -7.136 -8.168 -4.854 -8 -16.63
0.805 0.5393 8.404 2.337 2.472 1.663 -3.461 1.258 4.987 -0.5843 1.118 -3.525 0.6019 1.888 -5.303 -9.348
0.81 2.427 8 5.978 3.146 1.978 -0.6292 8.225 11.82 2.382 2.751 0.8598 10.75 10.16 -2.337 0.7191
0.815 1.079 6.382 11.33 3.461 1.663 4.18 16.22 17.8 5.258 3.955 4.901 19.95 17.35 0.4494 11.42
0.82 -2.157 3.506 14.47 2.562 0.5843 9.573 21.35 20.76 5.978 4.729 8.426 26.05 21.39 3.146 19.96
0.825 -3.775 0.809 13.89 0.9888 0 14.43 23.28 20.29 4.899 6.105 11.95 28.98 22.29 6.652 25.44
0.83 -2.337 -0.08989 10.79 0.08989 1.169 17.53 23.55 17.93 3.685 8.684 15.73 29.58 21.3 10.61 27.96
0.835 0.3596 0.04494 6.652 0.04494 2.966 16.81 21.71 14.32 3.056 10.92 17.88 27.43 19.06 13.21 27.33
0.84 1.348 -0.9438 1.978 -0.6292 3.191 11.64 16.18 9.802 2.202 10.66 16.51 22.53 15.55 13.21 24.45
0.845 -1.798 -4.494 -2.202 -2.517 1.034 4.135 8.719 5.159 0.9438 7.91 12.38 15.73 11.15 11.51 21.03
0.85 -9.079 -9.169 -5.034 -4.854 -1.843 -1.573 2.067 0.8168 -0.1798 4.471 7.824 8.082 5.843 10.16 17.71
0.855 -16 -12.45 -6.787 -6.607 -3.371 -4.135 -4 -4.256 -1.213 1.892 4.643 0 -1.079 9.798 13.57
0.86 -16.63 -12.85 -8.449 -7.146 -2.876 -4.494 -11.28 -10.58 -2.427 0.3439 3.611 -8.168 -8.989 10.16 8.09
0.865 -9.348 -10.2 -9.663 -6.292 -0.809 -4.404 -18.02 -16.77 -3.236 0.172 4.385 -14.87 -15.64 10.52 2.157
0.87 0.8989 -5.888 -9.708 -4.135 1.663 -4.854 -21.21 -20.68 -3.236 0.8598 5.847 -18.92 -19.15 10.52 -3.146
0.875 7.91 -2.292 -9.483 -1.708 3.101 -6.607 -21.12 -21.62 -2.876 1.376 6.019 -20.72 -20.04 9.528 -7.73
0.88 9.348 -1.169 -10.52 -0.08989 2.787 -9.303 -20.18 -20.03 -2.697 0.7738 4.127 -21.06 -18.97 7.461 -11.33
0.885 7.551 -1.528 -12 0.7191 1.843 -10.92 -18.29 -16.12 -2.517 -0.08598 1.204 -19.43 -16 4.764 -13.12
0.89 5.753 -0.7191 -11.24 2.202 1.483 -9.933 -13.62 -10.53 -1.753 -0.8598 -1.634 -15.91 -11.06 1.438 -12.94
0.895 6.112 2.517 -7.236 4.09 1.438 -7.236 -7.461 -4.557 -1.124 -2.665 -4.557 -11.44 -5.393 -3.506 -12.49
0.9 8.809 7.191 -1.124 4.944 0.3596 -5.258 -2.562 0.4729 -1.753 -6.706 -7.996 -7.48 -0.4494 -10.7 -12.85
0.905 11.87 11.28 5.438 4.18 -2.607 -4.539 1.124 4.428 -3.461 -12.47 -11.61 -4.385 3.506 -18.43 -13.66
0.91 12.4 13.71 11.15 2.067 -6.472 -4.449 4.944 7.652 -5.663 -17.8 -14.62 -1.978 6.112 -24.45 -14.11
0.915 9.618 13.84 13.62 -0.3146 -9.843 -5.124 7.371 9.415 -8.135 -21.41 -16.85 -0.8598 6.742 -27.78 -14.2
0.92 5.843 11.69 11.42 -2.607 -12 -6.652 6.337 8.856 -10.65 -22.44 -18.31 -1.032 5.573 -28.49 -13.84
0.925 2.966 8.315 6.202 -3.461 -11.96 -7.91 3.101 6.534 -11.6 -20.38 -18.66 -1.634 3.865 -26.88 -12.76
0.93 0.8989 5.438 1.528 -2.382 -9.303 -7.371 0.8539 3.654 -9.303 -15.48 -17.88 -2.407 2.427 -23.82 -11.06
0.935 -0.7191 3.775 -0.809 0.3146 -5.169 -5.124 -0.4045 0.6878 -4.315 -9.544 -16.42 -3.783 0.5393 -20.4 -9.888
0.94 -0.9888 2.607 -1.348 3.281 -1.348 -2.292 -2.697 -2.021 1.348 -4.643 -14.44 -5.761 -2.067 -17.44 -9.528
