    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
24.47 1.978 2.382 9.438 3.056 1.933 11.87 5.528 4.772 2.876 5.159 2.579 6.534 3.775 3.955 9.888
24.475 -0.3596 0.5393 7.685 0.9888 -2.607 6.831 5.303 2.966 1.124 1.118 -2.064 3.267 1.528 0.4494 5.393
24.48 -3.955 -2.292 5.303 -1.888 -6.742 1.348 2.607 -0.08598 0.4045 -2.751 -7.222 -0.3439 -1.258 -3.685 0.4494
24.485 -7.551 -5.393 3.056 -5.124 -9.034 -2.337 -1.708 -2.708 0.1798 -4.901 -10.4 -3.267 -3.506 -6.562 -3.326
24.49 -10.61 -7.101 1.933 -7.146 -8.674 -3.236 -4.135 -3.697 -0.1798 -4.557 -10.06 -4.815 -4.315 -7.011 -5.573
24.495 -12.67 -6.607 1.573 -7.371 -6.517 -2.742 -4.27 -3.525 -1.528 -2.837 -7.308 -5.589 -4.494 -5.573 -7.73
24.5 -12.67 -4.494 0.6292 -6.247 -4.36 -3.281 -4.584 -3.783 -4.09 -2.149 -4.901 -6.706 -4.854 -4.494 -10.52
24.505 -9.798 -2.067 -0.764 -4.674 -3.326 -5.124 -5.213 -4.385 -6.742 -3.095 -3.955 -7.652 -5.124 -4.494 -12.76
24.51 -5.483 0.04494 -1.573 -3.056 -2.966 -5.978 -4.045 -4.256 -7.685 -4.557 -3.955 -7.136 -4.225 -5.213 -12.76
24.515 -2.517 1.393 -1.573 -1.708 -2.247 -5.213 -1.438 -2.88 -6.742 -5.503 -3.955 -5.331 -2.517 -6.022 -10.7
24.52 -1.708 1.348 -2.157 -1.348 -1.393 -3.91 -0.4944 -1.591 -5.079 -6.191 -3.869 -3.525 -1.348 -6.742 -8.27
24.525 -1.978 0.08989 -3.685 -1.753 -0.5843 -3.326 -1.798 -0.9028 -3.865 -6.534 -3.869 -2.321 -0.809 -7.281 -6.652
24.53 -2.517 -0.9438 -4.449 -2.067 -0.08989 -3.461 -2.112 -0.5159 -2.697 -6.277 -3.525 -1.29 -0.08989 -6.831 -5.303
24.535 -2.787 -0.764 -3.64 -1.708 0.3146 -3.82 -0.8989 -0.08598 -1.348 -5.675 -3.009 -0.2579 0.809 -5.753 -3.865
24.54 -2.517 0.4494 -2.382 -1.169 0.1348 -4.449 -0.1348 -0.04299 -0.2247 -5.331 -2.235 0.5159 1.438 -4.045 -1.978
24.545 -1.618 1.618 -1.978 -0.9888 -0.5393 -4.315 -0.4494 -0.3439 0.764 -4.987 -0.7738 1.462 1.528 -1.708 0.7191
24.55 -1.888 1.663 -2.427 -1.213 -1.258 -2.472 0.2247 -0.08598 1.978 -3.869 1.806 3.095 1.798 1.258 4.225
24.555 -4.225 -0.1798 -3.056 -1.888 -1.573 0.5393 2.022 0.6019 2.921 -2.665 4.213 5.245 2.157 3.775 7.64
24.56 -7.461 -4.045 -3.281 -2.966 -2.247 3.371 2.876 1.462 2.292 -2.407 4.729 6.792 2.607 4.584 10.07
24.565 -9.079 -8.27 -1.978 -4.315 -2.742 5.169 2.921 2.45 0.1798 -2.837 3.181 7.738 3.685 4.135 11.6
24.57 -8.899 -10.29 1.573 -4.584 -2.337 6.607 3.91 3.654 -1.618 -2.665 1.29 7.824 5.213 3.685 12.22
24.575 -7.82 -8.809 5.663 -3.146 -0.4045 7.101 4.899 4.041 -2.067 -1.462 0.172 6.105 5.393 3.865 10.97
24.58 -6.202 -4.944 7.056 -0.5393 1.978 5.753 2.652 2.45 -0.809 0 0 2.235 2.787 4.315 6.921
24.585 -3.326 -1.034 4.764 1.978 4.09 2.876 -1.933 -0.5589 1.663 1.204 0.5159 -2.064 -1.528 4.854 1.798
24.59 0.5393 1.663 1.169 4.36 5.573 0.4045 -4.539 -2.579 4.225 2.321 2.235 -3.955 -4.315 5.573 -1.528
24.595 4.225 3.461 -1.034 5.843 6.652 -0.5843 -3.326 -2.064 5.753 2.837 4.557 -2.493 -3.955 5.933 -1.978
24.6 7.101 4.809 -1.258 6.337 7.146 -0.8539 -0.4045 0.2579 5.213 2.149 6.534 0.6878 -1.258 5.483 -0.5393
24.605 8.809 6.472 0.1348 6.022 6.966 -0.809 2.427 3.181 3.371 0.7738 7.91 3.869 2.247 4.135 1.079
24.61 8.629 8.539 2.607 5.933 6.472 -0.2247 5.753 5.847 1.888 -0.08598 8.856 5.847 5.034 2.966 1.978
24.615 6.472 10.2 4.719 6.382 6.022 0.3146 8.404 7.265 1.978 0.08598 9.286 6.277 5.753 2.337 1.978
24.62 4.135 10.11 4.674 6.831 5.618 0.1798 8.045 6.749 2.876 1.204 9.028 5.503 4.584 2.427 1.798
24.625 3.955 8.539 2.787 7.236 5.348 -0.1348 5.618 5.159 4.18 3.009 8.856 4.901 3.236 3.955 2.966
24.63 5.573 7.371 1.124 7.955 6.337 0.2697 4.719 4.385 5.843 5.675 9.802 5.417 3.326 6.831 5.573
24.635 7.101 7.955 0.9438 9.034 8 1.843 6.022 4.557 7.191 7.91 11.26 6.191 4.315 9.348 7.82
24.64 7.371 9.438 1.663 9.079 8.944 3.056 6.787 4.643 6.876 7.996 11.26 5.761 4.584 9.438 7.82
24.645 6.742 9.798 2.472 7.596 7.775 3.775 5.618 4.17 3.91 6.105 8.942 4.299 3.685 6.921 5.843
24.65 5.573 7.91 3.461 4.989 5.258 4.674 4.27 3.181 -0.2247 3.955 5.159 2.837 2.427 3.236 3.596
24.655 4.135 4.36 4.135 2.787 2.787 5.618 2.697 1.849 -3.73 2.751 0.9458 1.548 0.809 -0.1798 1.798
24.66 3.865 0.6742 3.551 1.843 1.573 5.124 -0.5843 -0.5159 -4.944 2.235 -3.009 -0.6019 -1.438 -2.787 -0.4494
24.665 5.753 -1.213 1.933 2.067 1.213 3.101 -4.899 -3.31 -3.101 1.978 -6.019 -3.611 -3.955 -4.584 -3.506
24.67 8.27 -0.6742 0.9888 3.056 0.9888 0.4045 -6.607 -5.159 0.3146 1.462 -7.652 -6.362 -5.663 -5.753 -6.831
24.675 8.719 1.034 1.348 3.146 -0.04494 -2.067 -5.663 -5.589 2.607 0.3439 -8.598 -8.168 -6.742 -6.921 -9.798
24.68 6.382 1.438 1.888 1.483 -2.966 -4.18 -4.944 -5.675 1.483 -1.892 -9.974 -8.942 -7.64 -8.629 -11.69
24.685 2.517 -0.6742 1.933 -1.528 -6.202 -4.944 -5.663 -5.546 -2.112 -4.041 -11.61 -8.684 -8.27 -10.07 -11.69
24.69 -0.9888 -3.865 2.112 -3.551 -7.775 -3.236 -5.528 -4.772 -4.494 -4.385 -12.38 -7.48 -8.09 -10.34 -9.798
24.695 -3.146 -5.708 2.607 -3.371 -6.876 0.08989 -4.404 -3.525 -3.326 -3.009 -11.61 -5.933 -7.281 -9.169 -7.281
24.7 -2.607 -5.348 2.427 -2.112 -5.034 2.472 -4.315 -2.536 -0.04494 -1.204 -9.716 -4.987 -6.382 -7.281 -5.483
24.705 0 -3.416 1.438 -1.708 -3.73 2.337 -5.124 -1.935 2.202 0.172 -6.792 -3.869 -5.213 -4.854 -4.225
24.71 2.067 -0.8539 0.6292 -2.382 -3.73 0.764 -4.404 -1.075 1.663 1.376 -3.095 -1.978 -3.326 -1.888 -2.787
24.715 1.438 1.303 0.6742 -3.416 -3.955 -0.9888 -1.933 0 -1.034 2.493 0.172 0.172 -1.528 1.079 -1.348
24.72 -1.169 2.247 0.8989 -3.91 -3.551 -1.843 -0.2697 0.7738 -3.82 3.181 1.978 1.376 -0.6292 2.966 -0.5393
24.725 -2.876 1.663 0.9888 -3.416 -2.022 -1.393 0.4494 1.247 -3.955 3.869 2.407 1.806 0 4.045 0.5393
24.73 -2.427 0.1348 1.079 -1.843 0.4494 0.4944 2.337 1.72 -0.8989 5.331 3.095 3.009 1.528 5.663 3.236
24.735 -0.9888 -1.708 0.5393 -0.3596 2.831 2.382 4.494 2.106 2.966 7.222 4.643 4.987 4.135 7.91 6.831
24.74 0.08989 -3.685 -1.618 0.04494 3.73 1.978 4.225 1.419 4.36 8.082 6.191 6.792 6.292 9.438 9.618
24.745 0 -5.124 -4.629 -0.6292 2.831 -0.4494 1.618 0.172 2.876 7.222 6.448 7.136 7.281 8.989 9.978
24.75 -1.348 -5.034 -5.978 -1.034 1.438 -2.562 0.1798 -0.129 1.079 5.331 5.073 6.191 7.461 6.202 7.91
24.755 -3.596 -3.416 -4.539 -0.9438 0.764 -3.011 1.663 0.7738 1.079 2.665 2.235 4.127 7.011 1.528 4.225
24.76 -4.494 -2.022 -2.112 -0.764 0.4494 -2.202 3.64 1.892 2.787 -0.2579 -1.032 1.634 6.022 -3.326 0.2697
24.765 -2.876 -2.202 -0.6742 -1.169 0.2697 -1.348 4.899 2.278 4.629 -2.665 -2.923 0.08598 5.213 -6.202 -2.337
24.77 -0.1798 -3.506 -0.7191 -1.438 0.2247 -0.809 6.292 1.935 4.944 -3.611 -2.665 0 4.584 -6.472 -3.416
24.775 1.169 -4.18 -1.708 -0.8989 0.2247 -1.258 7.011 0.8598 3.146 -4.041 -1.806 0 3.236 -5.933 -4.494
24.78 0.8989 -3.236 -3.191 0 -0.2697 -3.056 4.719 -0.9458 -0.6742 -5.503 -2.493 -1.634 0.2697 -7.101 -7.101
24.785 0.4494 -0.9438 -4.045 0.3596 -1.438 -4.809 0.08989 -2.708 -5.124 -8.082 -5.245 -4.557 -3.146 -9.978 -10.16
24.79 0.3596 1.483 -3.371 -0.1348 -2.787 -5.079 -2.697 -3.525 -8 -10.23 -7.738 -6.62 -5.124 -12.22 -11.15
24.795 0.1798 2.517 -1.978 -1.663 -4.09 -3.73 -2.966 -3.267 -8.899 -10.92 -8.168 -6.792 -5.034 -11.96 -9.169
24.8 -0.1798 1.079 -1.888 -3.91 -5.528 -2.607 -3.101 -2.88 -8.719 -10.66 -6.792 -5.417 -3.685 -9.438 -5.393
24.805 -0.1798 -2.067 -3.326 -6.067 -7.011 -2.337 -3.865 -2.579 -7.685 -9.544 -4.643 -3.181 -1.798 -5.933 -1.258
24.81 -0.1798 -4.629 -4.27 -6.876 -7.64 -2.157 -3.281 -1.204 -5.618 -7.308 -2.665 -0.3439 0.6292 -2.607 2.427
24.815 -0.809 -4.809 -3.506 -5.978 -6.652 -1.169 -1.528 0.8598 -2.787 -4.041 -1.118 1.978 2.697 0.08989 4.764
24.82 -1.348 -3.191 -2.022 -4.135 -4.135 0.08989 -0.8539 2.321 -0.08989 -0.2579 0.4299 2.837 3.326 2.607 5.483
24.825 -1.348 -1.213 -1.303 -2.022 -0.5393 1.888 -1.573 2.579 1.978 3.869 2.751 2.321 2.517 5.933 5.124
24.83 -1.708 0 -1.348 0.08989 3.326 4.629 -1.258 2.407 3.955 8.426 5.933 1.72 1.348 9.978 4.944
24.835 -4.225 0.1798 -1.843 1.888 6.382 7.371 0.6742 2.407 5.663 11.95 8.082 1.72 0.7191 12.94 5.034
24.84 -8.27 -0.9888 -2.652 2.202 6.876 8.944 1.753 2.493 6.337 12.9 7.48 2.149 0.809 13.03 5.303
24.845 -12.13 -3.191 -2.966 0.8539 4.809 8.899 1.618 2.837 5.618 11.52 4.729 3.525 2.337 10.97 6.202
24.85 -14.38 -4.989 -1.753 -0.764 1.528 8.045 2.337 3.482 4.09 9.372 2.579 5.503 4.764 8.899 7.73
24.855 -14.74 -5.303 0.08989 -1.483 -0.809 6.067 3.64 3.568 2.157 7.394 2.407 6.534 6.022 7.82 8.18
24.86 -12.67 -4.36 0.4944 -1.258 -1.753 2.247 2.742 1.849 0.04494 4.901 3.181 4.987 4.045 6.562 5.843
24.865 -8.18 -2.921 -1.213 -0.4944 -2.022 -2.652 -0.3146 -1.118 -1.753 1.72 3.181 1.29 0 3.865 1.708
24.87 -2.876 -1.438 -3.191 0.04494 -1.843 -6.652 -2.382 -3.353 -2.742 -1.29 1.806 -1.892 -3.236 0.08989 -1.348
24.875 1.169 -0.2247 -3.685 0.1798 -2.067 -7.955 -2.292 -3.826 -2.921 -3.869 -0.5159 -3.267 -3.955 -3.775 -2.067
24.88 3.955 0.2247 -2.652 -0.2697 -2.697 -7.191 -2.157 -3.224 -3.326 -6.277 -2.837 -3.095 -2.876 -6.652 -0.8989
24.885 6.562 0.3146 -0.7191 -0.8989 -3.551 -5.169 -2.652 -2.45 -3.91 -7.996 -3.955 -2.493 -1.708 -7.64 0.6292
24.89 8.899 0.8539 1.798 -0.4494 -3.506 -2.472 -2.517 -1.677 -3.91 -8.34 -3.267 -2.321 -1.618 -6.831 1.348
24.895 9.888 2.292 4.315 0.8989 -1.933 -0.4045 -1.573 -1.462 -2.742 -7.394 -1.72 -3.009 -3.416 -5.393 0.3596
24.9 9.258 3.775 5.618 2.607 0.2697 0.2247 -2.112 -2.235 -1.169 -5.847 -0.6019 -4.471 -6.292 -4.494 -1.888
24.905 8.36 4.539 5.978 3.865 2.742 0.2697 -3.596 -3.224 0.6292 -4.041 0.08598 -5.159 -7.91 -3.685 -3.685
24.91 7.91 5.169 6.876 5.258 4.944 1.528 -2.966 -3.009 2.517 -1.806 1.204 -4.041 -6.652 -2.157 -3.865
24.915 7.91 6.427 8.584 6.607 6.652 3.865 -0.4045 -1.462 4 0 2.407 -2.149 -3.685 -0.8989 -3.596
24.92 8.539 8 9.483 6.921 6.831 5.438 0.8539 0.04299 3.775 -0.172 1.978 -1.72 -2.067 -1.258 -4.764
24.925 8.899 8.809 8.629 5.528 5.303 4.854 0.04494 0.4729 1.798 -2.149 -0.6019 -3.353 -2.697 -3.506 -7.461
24.93 6.831 8.27 6.966 2.787 2.562 3.056 -0.6292 0.129 -0.5843 -4.127 -4.127 -5.589 -4.674 -5.843 -9.978
24.935 1.169 6.067 5.303 0.04494 -0.5393 0.6742 -0.4944 -0.7738 -2.427 -5.073 -6.878 -7.308 -6.562 -6.921 -10.88
24.94 -5.483 2.247 3.281 -2.157 -3.506 -1.843 -2.067 -2.493 -3.236 -5.073 -8.168 -7.996 -7.461 -6.292 -9.888
24.945 -9.169 -2.292 0.4494 -3.461 -5.843 -4.315 -5.213 -4.385 -3.236 -4.385 -7.91 -7.308 -6.472 -4.404 -6.742
24.95 -8.36 -6.112 -2.472 -3.955 -7.191 -5.798 -7.146 -5.245 -2.562 -2.923 -6.534 -5.331 -3.955 -2.337 -2.067
24.955 -5.483 -8.404 -5.348 -4.09 -7.461 -6.966 -6.966 -4.858 -2.292 -1.634 -5.589 -3.095 -1.348 -1.169 1.798
24.96 -3.775 -9.933 -8.629 -5.124 -7.82 -9.124 -6.517 -4.299 -3.596 -1.892 -6.277 -2.407 -0.809 -1.888 2.876
24.965 -5.124 -11.51 -11.87 -7.056 -9.034 -12.13 -6.787 -4.213 -5.888 -3.783 -8.082 -3.525 -2.067 -3.506 0.9888
24.97 -9.258 -12.85 -13.66 -8.899 -10.74 -14.11 -6.517 -4.213 -7.596 -5.933 -8.856 -5.073 -3.416 -4.135 -1.708
24.975 -14.02 -13.03 -13.8 -9.663 -11.64 -13.98 -6.247 -4.557 -7.64 -6.964 -7.222 -5.933 -3.775 -2.966 -3.416
24.98 -15.91 -12 -13.53 -9.393 -10.79 -12 -7.73 -5.46 -5.978 -6.191 -3.353 -5.331 -2.787 0 -2.697
24.985 -13.03 -9.843 -13.08 -8.135 -7.371 -8.449 -8.989 -5.933 -3.326 -3.009 2.149 -2.407 -0.2697 4.584 0.809
24.99 -7.82 -6.697 -11.15 -5.169 -1.798 -2.921 -5.933 -4.127 0.2697 2.149 8.254 2.837 3.506 9.798 6.292
24.995 -3.865 -3.101 -7.281 -0.8989 4.36 3.101 1.438 0 4.27 7.394 13.24 8.77 7.371 13.48 11.24
25 -2.427 -0.2697 -3.236 3.371 8.539 7.461 8.135 4.514 7.326 9.802 15.13 12.64 9.528 13.75 13.21
25.005 -1.708 1.034 -0.8539 5.888 9.438 9.393 10.52 7.351 8.764 8.942 13.84 13.41 9.798 10.61 12.13
25.01 -0.4494 1.348 -0.4045 6.247 8.315 9.348 9.843 8.039 8.539 6.706 11.01 11.95 9.079 6.202 9.708
25.015 1.079 1.438 -1.169 4.899 6.607 8.584 8.09 6.792 6.787 4.643 7.824 9.2 7.551 2.337 6.652
25.02 2.607 1.258 -2.427 2.472 5.258 6.831 5.798 4.471 3.281 2.837 4.385 5.675 5.124 -0.2697 3.146
25.025 3.685 0.764 -2.652 0.08989 3.865 4.854 4.27 2.493 -0.5843 1.462 1.118 2.235 2.517 -1.438 -0.2697
25.03 3.416 0.3596 -0.4944 -1.079 2.742 3.506 4.944 2.149 -2.562 1.118 -0.9458 0 0.8989 -0.9888 -2.427
25.035 1.169 0.4045 3.191 -0.764 1.753 2.472 5.978 2.579 -1.843 1.72 -1.29 -1.72 0 0.6292 -3.685
25.04 -1.798 0.4944 5.798 -0.1348 1.034 0.764 3.326 1.849 0.4045 2.579 -0.5159 -4.041 -1.618 2.517 -5.034
25.045 -3.596 0.3596 6.022 -0.08989 0.5393 -1.483 -2.202 -0.6448 2.292 3.009 0.172 -7.136 -4.674 3.775 -6.921
25.05 -3.596 0.4045 4.989 -0.3596 0.3596 -2.697 -6.202 -3.697 2.517 2.579 0 -9.888 -8 3.506 -8.719
25.055 -2.247 0.809 3.82 -0.6292 -0.3596 -2.562 -6.652 -5.976 0.9438 0.2579 -2.064 -11.35 -10.79 1.079 -9.978
25.06 0.3596 1.034 2.112 -1.303 -2.472 -2.607 -6.022 -7.265 -1.888 -3.783 -5.675 -11.18 -12.04 -3.146 -9.888
25.065 3.955 0.7191 -0.4944 -2.337 -5.843 -3.416 -5.933 -7.48 -4.494 -7.652 -8.254 -8.684 -10.61 -6.652 -7.461
25.07 6.472 0.4494 -3.056 -3.011 -8.27 -4.315 -5.124 -5.976 -5.438 -8.426 -6.878 -3.611 -6.292 -6.831 -2.337
25.075 5.573 0.8539 -4.36 -3.191 -8.315 -4.27 -2.607 -3.181 -5.034 -5.589 -1.72 2.579 -0.7191 -3.416 3.685
25.08 1.798 1.618 -4.18 -3.236 -6.337 -2.921 0 -0.172 -4.674 -1.462 4.471 8.168 3.955 1.258 8.719
25.085 -2.067 2.202 -2.607 -3.326 -3.506 0.2247 2.787 2.751 -4.584 2.235 9.028 12.55 7.461 5.303 12.58
25.09 -3.955 2.697 0.04494 -2.876 -0.1348 5.169 7.101 6.062 -3.64 5.245 11.87 16.25 10.88 8.36 16
25.095 -3.146 3.506 2.382 -1.213 3.596 9.573 11.6 9.2 -0.764 8.168 13.5 19 13.93 10.7 18.34
25.1 -0.08989 4.584 2.427 1.079 7.461 10.56 12.54 10.88 3.101 10.83 14.36 19 15.19 12.31 17.89
25.105 4.315 5.888 0.4944 3.685 10.79 7.955 9.528 10.4 6.697 12.9 14.27 15.73 13.84 12.58 14.11
25.11 8 7.596 -0.6742 6.247 13.08 4.449 5.888 8.512 8.719 13.93 12.64 10.23 10.7 10.88 8.36
25.115 9.079 9.393 0.4045 8.225 13.71 2.697 2.831 5.417 8.989 13.07 9.028 3.955 6.472 6.921 2.517
25.12 8.449 10.16 2.607 8.854 12.27 2.876 -1.169 1.333 7.551 9.974 3.611 -1.892 2.247 1.258 -2.157
25.125 7.91 9.124 3.82 7.91 9.393 3.326 -5.888 -2.794 5.483 5.761 -1.548 -6.105 -1.169 -3.865 -5.483
25.13 7.64 6.921 3.685 6.157 6.067 2.607 -8.809 -5.331 4 1.548 -4.987 -8.426 -3.236 -7.371 -8.09
25.135 6.382 4.494 2.562 3.73 1.978 -0.8539 -9.528 -5.761 2.292 -3.267 -7.738 -10.49 -5.034 -10.34 -11.96
25.14 3.865 1.978 0.9438 0.1348 -3.82 -7.236 -10.56 -5.46 -1.438 -10.32 -12.04 -13.76 -7.64 -14.56 -17.53
25.145 0.7191 -0.3596 0 -4.225 -11.6 -13.8 -12.36 -5.417 -7.011 -18.57 -18.06 -17.71 -10.43 -19.69 -22.47
25.15 -2.337 -1.618 1.079 -7.685 -18.43 -16.67 -12.49 -5.03 -12 -24.68 -22.53 -19.78 -11.33 -22.56 -23.73
25.155 -5.034 -0.9888 3.865 -8.899 -20.99 -14.61 -9.618 -3.869 -14.2 -25.54 -22.53 -18.66 -10.16 -20.85 -20.85
25.16 -5.663 0.9888 6.382 -7.64 -18.16 -9.528 -5.933 -2.149 -13.17 -21.32 -17.63 -14.79 -8 -14.92 -15.82
25.165 -3.056 3.236 7.596 -5.213 -11.37 -3.865 -2.112 0.129 -10.2 -14.19 -9.974 -9.286 -5.573 -7.281 -10.43
25.17 1.618 4.809 8.135 -2.517 -3.865 1.034 2.517 2.794 -6.742 -6.792 -2.665 -3.009 -2.876 -0.4494 -4.854
25.175 5.483 4.989 8.36 -0.4494 1.528 3.73 6.787 4.686 -3.775 -1.634 1.72 2.665 -0.08989 3.685 0.4494
25.18 6.831 3.551 7.281 0.6292 3.596 3.64 7.371 4.514 -1.663 0.8598 3.181 6.706 1.798 5.483 4.854
25.185 6.112 1.169 4.764 1.663 3.955 2.022 4.854 3.138 0.6292 2.579 3.783 9.286 3.326 7.011 8.539
25.19 4.315 -0.4494 2.337 3.73 5.618 1.888 3.506 2.407 4.494 5.761 6.191 11.78 4.944 9.798 11.6
25.195 2.517 -0.5393 1.079 7.056 9.348 4.809 4.854 3.31 9.303 10.06 9.974 14.19 6.921 12.58 13.93
25.2 2.337 -0.08989 0.5843 9.843 13.48 9.258 6.787 4.557 12.13 12.98 12.38 15.3 8.27 13.21 14.83
25.205 4.045 -0.7191 0.1348 10.25 15.06 12.99 7.101 4.643 11.64 13.07 11.78 14.36 8.899 10.97 14.47
25.21 5.213 -2.742 0 8.27 12.94 13.8 6.787 3.654 8.36 10.83 8.77 11.35 8.629 7.101 12.58
25.215 2.787 -5.303 -0.08989 4.719 8.27 10.74 5.798 1.72 4.135 7.566 4.643 6.277 6.742 3.146 8.449
25.22 -2.787 -7.281 -0.5393 0.764 2.787 4.27 2.831 -0.3009 0.4944 4.127 0.2579 -0.08598 2.787 -0.2697 2.157
25.225 -8 -7.596 -0.8539 -2.112 -1.303 -2.292 -0.4494 -1.29 -1.348 1.204 -3.267 -5.331 -1.618 -2.876 -4.045
25.23 -9.618 -5.438 0.3596 -2.517 -2.831 -5.438 -0.4944 -0.129 -0.8989 -0.4299 -5.331 -7.136 -4.045 -4.584 -7.191
25.235 -6.921 -1.213 3.101 -0.6292 -2.382 -4.584 2.697 1.978 0.764 -1.634 -6.277 -5.675 -4.045 -5.933 -7.101
25.24 -1.079 2.966 5.393 1.393 -2.427 -2.921 4.989 3.138 1.483 -3.869 -7.308 -3.697 -3.416 -8.27 -6.292
25.245 5.034 5.393 6.247 1.348 -4.36 -2.921 4 2.149 -0.08989 -7.308 -9.028 -3.439 -3.685 -11.6 -7.011
25.25 8.449 5.798 6.607 -0.5393 -8 -4.449 1.258 0 -3.281 -10.92 -10.92 -5.159 -5.124 -14.92 -9.348
25.255 7.64 5.079 7.506 -3.011 -11.15 -5.888 -1.528 -1.849 -6.652 -13.33 -12.55 -7.91 -7.281 -17.17 -12.04
25.26 5.034 4.135 8.27 -4.225 -11.87 -6.157 -4.36 -3.31 -8.36 -13.76 -13.33 -10.4 -9.528 -17.17 -13.48
25.265 4.225 3.506 7.955 -2.787 -8.854 -4.539 -5.933 -3.654 -6.787 -11.44 -12.21 -10.75 -10.25 -14.2 -12.13
25.27 5.843 3.506 6.517 1.258 -2.472 -1.213 -3.596 -2.321 -1.528 -6.019 -8.082 -8.082 -8.27 -8.36 -7.91
25.275 7.191 3.416 3.73 5.663 4.719 2.247 1.303 -0.08598 5.258 0.6878 -2.321 -3.611 -4.494 -1.528 -2.517
25.28 6.202 1.753 -0.1798 7.191 8.944 4.315 4.449 1.591 9.663 5.675 2.407 0.5159 -0.7191 3.506 1.888
25.285 2.966 -2.067 -3.82 4.539 8.494 5.124 4.404 2.192 9.393 7.566 4.729 3.525 2.337 6.202 5.573
25.29 -1.348 -6.742 -4.629 -0.2247 4.989 6.427 4.36 2.579 5.888 7.652 5.417 6.019 5.124 7.91 9.079
25.295 -4.944 -10.07 -2.292 -3.82 1.798 8.629 5.573 3.482 1.978 7.48 5.589 7.996 7.101 9.528 11.78
25.3 -6.112 -11.33 0.4045 -4.764 0.809 10.34 6.697 3.912 0.2247 7.824 5.761 8.942 7.551 11.15 12.67
25.305 -4.494 -10.97 1.034 -3.506 2.022 10.52 6.517 3.74 0.8989 8.77 6.277 9.114 7.101 12.49 12.13
25.31 -2.517 -9.663 -0.764 -1.393 3.775 9.618 6.427 3.052 2.742 9.888 7.394 9.458 7.101 13.39 11.51
25.315 -2.697 -8.045 -3.91 -0.3596 4.225 7.955 6.337 1.849 3.281 9.802 8.34 10.06 7.64 13.3 11.33
25.32 -4.494 -6.517 -6.966 -0.9438 2.607 5.124 4.539 -0.172 1.124 7.308 8.512 9.888 7.461 11.87 10.52
25.325 -4.674 -4.764 -8.36 -2.427 -0.1798 1.843 1.618 -2.235 -2.067 3.353 7.738 8.512 6.112 9.079 8.18
25.33 -1.888 -1.798 -6.652 -2.787 -1.753 -0.4494 0.5393 -2.923 -3.281 0 7.05 6.191 3.955 6.022 4.854
25.335 2.427 2.292 -2.742 -1.258 -1.438 -0.9438 1.258 -1.849 -1.618 -1.462 6.277 3.267 1.258 3.146 1.258
25.34 6.292 6.067 0.4944 0.6292 -0.04494 -0.7191 0.6742 -0.6878 0.9438 -1.548 4.815 -0.08598 -1.258 0.4494 -1.438
25.345 8 8.135 1.438 1.753 0.809 -0.08989 -2.157 -0.08598 2.112 -0.7738 3.439 -2.579 -2.697 -0.7191 -2.247
25.35 7.011 8.674 0.809 2.067 1.528 0.764 -4.09 0 1.258 0.7738 3.439 -3.009 -2.067 0.1798 -1.079
25.355 4.315 8.809 0 2.652 3.146 1.753 -3.82 -0.3439 0 2.923 4.987 -1.72 -0.6292 2.697 0.3596
25.36 2.607 8.989 -0.809 3.82 5.933 2.247 -3.236 -1.161 -0.3596 4.729 6.534 -0.4299 -0.08989 4.854 0.6292
25.365 4.135 9.213 -1.124 5.663 8.989 2.742 -2.742 -2.064 1.258 6.105 7.05 0.2579 -0.6292 5.663 0.3596
25.37 7.191 9.483 0 8 11.64 4.449 -0.9438 -1.72 4.719 7.394 6.534 1.032 -0.8989 5.573 1.528
25.375 7.82 9.573 2.337 10.2 12.76 6.966 2.247 0 8.09 8.426 5.245 1.634 -0.5393 5.124 3.685
25.38 4.494 8.629 4.045 10.74 12.18 8.09 4.315 1.849 9.753 8.254 3.439 1.548 -0.2697 4.225 4.494
25.385 -0.9888 6.292 3.955 9.258 10.25 6.921 4.719 3.095 9.753 6.964 1.978 0.7738 -0.2697 3.146 2.876
25.39 -5.843 3.281 2.427 6.607 8.584 4.764 5.034 3.955 9.528 5.675 1.376 0.2579 -0.08989 2.427 -0.1798
25.395 -8 0.4944 0.1798 3.955 7.281 2.607 5.348 4.041 9.933 4.729 1.548 0.2579 0 2.067 -2.966
25.4 -6.382 -1.618 -2.607 1.663 5.573 0.7191 3.191 2.708 9.528 3.181 1.376 0.172 -0.4494 1.438 -4.225
25.405 -1.798 -2.921 -5.483 0.04494 2.787 -1.034 -1.169 0.04299 7.236 0.8598 0.7738 -0.172 -1.169 0.3596 -4.135
25.41 2.517 -2.742 -7.011 -0.5843 -0.3146 -2.921 -4.27 -2.364 3.191 -1.806 0.3439 -0.6878 -1.618 -1.258 -3.685
25.415 3.685 -1.034 -7.056 -0.4944 -2.921 -5.393 -5.079 -4.041 -1.618 -4.815 -0.7738 -1.806 -2.337 -4.225 -4.854
25.42 1.888 0.764 -6.876 -1.079 -5.079 -9.169 -6.157 -5.374 -6.292 -8.168 -3.525 -3.869 -3.685 -8.809 -7.91
