    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
12.425 8.09 7.236 10.02 7.551 6.831 7.82 25.26 25.85 -1.258 8.793 11.96 21.37 16.09 6.112 12.76
12.43 3.056 0.4045 -1.079 5.079 1.843 -1.798 16.18 18.33 9.528 16.18 17.15 18.99 12.4 16.27 10.97
12.435 -2.787 -6.292 -9.573 3.461 -1.483 -9.528 5.393 7.342 16.67 20.58 19.35 13.1 6.112 24.54 8.18
12.44 -5.303 -8.989 -12.72 2.337 -2.157 -12.72 -3.64 -3.869 17.12 19.79 16.88 5.452 0 28.58 6.472
12.445 -3.955 -7.596 -11.15 1.393 0.08989 -10.47 -8.944 -12.75 13.21 15.74 11.78 -0.5276 -3.416 28.67 8.09
12.45 -1.708 -4.764 -6.157 1.124 4.449 -3.101 -8.899 -16.71 10.52 13.28 8.354 -1.847 -2.607 27.6 13.3
12.455 -1.169 -3.056 0.04494 2.022 9.213 6.472 -4.494 -14.29 12.45 15.21 9.233 1.407 1.708 28.13 18.88
12.46 -2.876 -2.876 4.18 3.64 12.09 13.44 0.2697 -7.65 17.21 19.26 12.22 5.188 6.652 29.57 19.87
12.465 -4.045 -2.157 3.685 5.708 12.18 13.89 1.618 -1.671 20.36 20.75 13.37 6.067 9.258 28.49 14.92
12.47 -0.9888 1.528 -0.5843 8.18 10.25 8.225 -0.7191 0.2638 18.56 16.8 9.849 3.869 8.629 22.2 7.551
12.475 6.382 7.685 -5.843 10.11 7.191 -0.6742 -4.989 -0.7474 11.73 8.266 2.374 0.1759 6.202 11.24 1.618
12.48 13.48 12.4 -9.573 9.258 3.011 -10.07 -9.079 -1.451 2.831 -1.231 -5.54 -3.341 3.685 0.2697 -1.618
12.485 15.55 11.78 -9.708 5.213 -2.562 -17.57 -10.74 -0.1319 -4.674 -8.09 -10.02 -5.804 1.528 -5.753 -2.876
12.49 11.69 5.888 -5.124 -0.5843 -8.539 -20.9 -8.764 1.759 -9.034 -10.99 -10.2 -6.683 -0.5393 -6.831 -3.865
12.495 4.045 -2.067 2.112 -6.697 -13.35 -19.87 -4.719 2.022 -11.91 -12.22 -9.409 -7.298 -3.326 -8.719 -6.562
12.5 -4.404 -8.809 7.326 -11.73 -15.91 -16.27 -2.067 -0.2638 -15.33 -14.68 -11.43 -8.793 -6.742 -17.8 -11.6
12.505 -11.24 -12.09 7.326 -14.34 -14.43 -11.51 -1.663 -2.858 -19.06 -17.76 -15.83 -9.849 -9.708 -33.35 -16.09
12.51 -13.84 -11.06 4.27 -12.54 -8.225 -4.629 -0.5843 -1.847 -20.94 -18.38 -18.64 -7.826 -10.61 -47.55 -16.45
12.515 -10.79 -6.157 2.337 -6.427 0.9888 3.775 3.191 4.265 -20.58 -15.65 -17.41 -2.726 -9.258 -51.6 -13.21
12.52 -3.685 0.2697 2.517 0.5843 8.449 10.34 7.685 10.64 -20.09 -12.05 -13.89 1.495 -7.82 -43.33 -10.61
12.525 4.045 5.303 2.112 4.674 9.618 10.65 8.09 10.46 -21.75 -10.64 -11.61 0.8793 -8.629 -27.42 -11.33
12.53 8.539 6.427 -1.843 4 3.73 3.056 2.202 1.319 -24.31 -11.43 -11.61 -4.309 -11.42 -11.42 -14.11
12.535 6.742 2.382 -10.25 -1.213 -6.831 -9.798 -8.719 -11.08 -24.81 -12.05 -12.49 -11.08 -13.3 -0.2697 -16.36
12.54 -1.708 -6.517 -21.26 -9.303 -17.71 -23.55 -20.54 -18.82 -20.9 -9.936 -11.7 -15.83 -12.04 5.843 -16.72
12.545 -13.3 -17.12 -29.89 -16.81 -24.22 -32.09 -27.78 -18.16 -12.85 -4.924 -7.65 -15.65 -7.281 10.43 -14.2
12.55 -21.66 -24.09 -30.34 -19.96 -23.24 -30.56 -25.93 -12.18 -3.551 1.143 -0.9673 -9.936 -0.809 15.82 -8.18
12.555 -22.92 -23.37 -20.81 -17.66 -14.43 -18.79 -15.91 -5.979 3.506 6.155 5.804 -0.7035 5.483 21.48 0.9888
12.56 -18.16 -15.51 -6.157 -11.64 -1.348 -2.742 -3.371 -2.99 7.73 9.585 11.26 8.09 10.25 24.99 11.51
12.565 -11.42 -4.719 6.382 -4.27 11.15 10.29 5.663 -2.594 11.28 13.01 16.09 14.33 13.12 26.07 21.75
12.57 -5.124 4.135 12.72 2.787 18.38 15.73 9.573 -2.374 16 17.15 20.14 17.41 14.2 25.71 29.66
12.575 0.08989 7.955 12.22 7.73 16.72 12.72 7.91 -1.847 20.27 18.47 20.05 16.27 12.94 24 30.92
12.58 3.775 6.022 5.978 8.045 5.933 2.247 1.169 -3.693 19.28 12.05 11.34 9.057 8 19.6 22.65
12.585 5.034 0.3146 -3.326 3.326 -9.483 -11.19 -8.674 -10.02 11.37 -2.462 -5.628 -2.814 -0.08989 11.6 8.27
12.59 2.966 -5.258 -11.1 -2.921 -21.71 -21.57 -17.21 -17.89 0.08989 -18.64 -23.92 -14.42 -8.09 1.618 -3.955
12.595 -2.247 -8.18 -13.75 -7.461 -24.94 -24.4 -20.76 -21.19 -8.27 -28.67 -35.26 -21.28 -12.22 -8 -8.719
12.6 -9.348 -8.539 -11.69 -8.944 -19.82 -20.81 -19.51 -16.97 -10.47 -29.46 -36.32 -23.04 -11.87 -15.73 -8.09
12.605 -15.28 -8.404 -7.865 -8.674 -12.36 -14.65 -16 -9.233 -8.315 -24.27 -30.25 -22.6 -10.52 -21.57 -7.82
12.61 -16.63 -9.169 -4.36 -8.719 -8.629 -8.764 -12 -4.924 -6.652 -19.17 -23.13 -22.6 -11.33 -26.07 -11.69
12.615 -13.3 -10.83 -1.978 -11.06 -10.47 -3.91 -8.494 -6.551 -9.034 -18.11 -19.61 -23.21 -14.74 -29.12 -19.24
12.62 -8.449 -12.45 -0.6742 -15.78 -15.37 0.4944 -5.393 -9.936 -15.01 -19.7 -19.08 -22.77 -17.8 -29.93 -25.98
12.625 -4.854 -12.09 0.809 -20.4 -17.75 5.753 -1.798 -8.749 -20.22 -18.99 -17.32 -18.29 -17.26 -26.61 -26.16
12.63 -1.708 -7.596 4.404 -20.27 -14.25 12.63 3.326 -0.3517 -20.4 -12.84 -11.52 -8.705 -11.87 -19.51 -18.34
12.635 3.326 0.8989 9.708 -13.93 -6.292 18.16 8.315 11.08 -15.51 -3.517 -4.221 1.935 -4.584 -12.04 -8.09
12.64 10.16 9.888 13.17 -4.225 0.5843 17.53 9.393 17.63 -9.483 3.693 0 7.65 -0.2697 -7.64 -2.517
12.645 15.37 14.47 11.82 4.404 2.202 8.854 5.888 14.25 -4.989 6.243 0.08793 6.595 -1.079 -6.022 -3.236
12.65 15.1 11.91 7.596 9.079 -0.8539 -3.461 1.528 4.221 -1.528 6.331 -0.7914 2.55 -4.584 -3.775 -5.213
12.655 8 3.416 4.404 8.854 -5.753 -12.63 0.5393 -4.441 2.517 7.035 0.4397 0.5276 -6.112 1.348 -3.775
12.66 -3.236 -7.191 3.775 3.955 -9.753 -15.19 2.697 -6.683 7.011 8.442 3.341 1.231 -3.775 7.73 0
12.665 -12.58 -14.97 3.91 -2.202 -11.6 -12.22 4.404 -3.561 10.7 8.793 5.1 2.374 0.809 11.51 2.876
12.67 -14.38 -16.04 2.607 -5.618 -9.708 -6.607 3.506 0.5276 12.67 7.035 4.309 2.198 4.944 10.61 2.876
12.675 -8.27 -10.7 -1.213 -3.955 -3.64 -1.303 -0.1798 3.473 13.35 4.221 2.11 0.5276 7.101 7.011 0.9888
12.68 -0.08989 -3.236 -7.461 1.438 4.494 1.933 -5.169 5.1 13.57 2.638 1.055 -1.319 7.73 4.944 -0.2697
12.685 4.225 1.663 -14.29 6.831 11.46 3.461 -9.618 5.408 14.38 3.605 2.638 -1.671 7.64 7.551 1.438
12.69 3.146 2.742 -19.01 9.303 13.66 4.135 -11.78 3.122 15.28 5.804 5.012 -0.1759 7.371 13.21 5.483
12.695 -0.3596 1.798 -20.72 7.146 9.258 3.551 -13.03 -2.594 13.53 5.276 4.045 0.7035 6.112 16 7.101
12.7 -3.326 0.809 -21.26 0.8539 -0.04494 -0.3146 -15.73 -10.38 7.236 -0.2638 -1.759 -1.759 2.787 10.97 2.337
12.705 -4.315 0.2247 -21.39 -6.742 -9.618 -6.921 -19.24 -15.78 -2.247 -8.442 -8.793 -6.595 -1.888 -0.6292 -6.562
12.71 -3.775 -0.6742 -18.74 -12.18 -14.11 -11.55 -18.88 -14.55 -10.29 -13.54 -10.64 -9.145 -5.663 -11.96 -13.03
12.715 -3.146 -3.101 -11.24 -14.52 -12.45 -10.47 -12.22 -5.848 -13.84 -12.66 -5.276 -7.123 -6.382 -16.81 -13.21
12.72 -3.775 -7.101 -1.303 -15.24 -8.584 -4.989 -2.607 4.089 -13.12 -7.65 2.814 -3.078 -4.764 -14.29 -9.528
12.725 -4.674 -10.34 5.843 -15.01 -6.382 0.2697 4.315 7.518 -10.25 -2.902 7.211 -1.407 -3.685 -8.449 -6.472
12.73 -3.596 -9.034 7.91 -12 -5.393 3.011 6.562 2.11 -6.787 -0.8793 5.364 -3.429 -5.213 -4.225 -6.112
12.735 0.7191 -1.663 7.101 -4.539 -2.157 4.449 6.112 -5.848 -3.281 -1.231 -0.3517 -7.035 -8.809 -4.225 -7.64
12.74 6.292 8.764 7.371 5.798 5.079 7.416 6.742 -8.53 -0.2697 -1.935 -5.188 -8.969 -12.4 -7.371 -8.809
12.745 10.25 16.99 11.46 15.33 14.38 13.71 10.65 -3.254 2.292 -1.055 -5.012 -6.595 -13.66 -10.07 -7.461
12.75 11.15 19.15 18.88 20.31 21.39 22.11 16.9 5.672 4.315 1.671 0.2638 0.3517 -11.06 -9.438 -2.787
12.755 8.989 14.83 25.03 19.37 22.11 27.87 21.75 11.34 5.438 4.748 6.771 8.705 -4.674 -5.303 2.966
12.76 4.404 6.742 24.63 13.8 16.54 26.16 20.99 11.17 5.708 6.331 10.46 14.42 3.236 0.3596 7.191
12.765 -0.3596 -0.3146 17.66 7.865 9.483 17.98 15.51 8.442 6.292 6.947 11.43 16.36 10.43 6.652 9.978
12.77 -1.708 -1.483 10.65 5.933 6.607 10.2 11.1 9.365 8.629 8.002 12.57 16.88 15.28 13.21 13.39
12.775 3.146 5.079 10.07 8.629 9.888 8.539 11.78 16.36 11.33 9.761 15.56 17.76 17.26 19.06 16.72
12.78 13.03 16.54 15.15 12.45 15.73 11.78 14.97 24.27 11.78 10.38 18.91 17.76 16 21.48 16.81
12.785 23.28 26.7 19.24 14.29 19.51 13.84 15.15 24.31 9.034 8.969 20.22 15.39 11.87 19.06 12.49
12.79 28.4 29.93 16.67 14.47 19.87 10.83 10.38 13.59 5.663 7.211 18.47 11.08 6.921 12.49 6.652
12.795 24.99 23.91 7.146 14.61 18.43 3.685 2.652 -1.627 5.393 7.298 14.51 6.507 3.236 4.944 2.876
12.8 13.57 10.61 -5.169 14.83 16.36 -3.326 -4.449 -11.43 9.169 9.585 9.673 2.286 1.798 -0.3596 2.517
12.805 -0.4494 -3.865 -14.74 14.2 13.62 -6.697 -8.674 -10.9 14.25 12.49 5.452 -1.143 1.798 -1.169 4.764
12.81 -9.258 -12.4 -17.8 11.64 9.258 -6.472 -10.11 -3.649 16.18 12.75 1.935 -3.957 2.067 1.528 7.551
12.815 -8.899 -11.91 -15.28 5.933 2.472 -6.787 -11.73 1.275 11.46 7.211 -2.726 -7.211 1.348 3.865 7.551
12.82 -2.337 -5.798 -11.91 -2.607 -6.427 -12.67 -16.72 -2.154 0.2247 -4.309 -10.29 -12.4 -1.258 1.258 2.607
12.825 3.416 -0.8539 -11.01 -12.09 -15.55 -23.55 -23.6 -12.88 -12.36 -17.94 -19.08 -18.64 -5.573 -6.742 -5.303
12.83 3.416 -1.663 -11.46 -19.42 -21.84 -31.96 -26.7 -22.86 -19.91 -27.08 -24.8 -22.42 -9.708 -16.72 -12.04
12.835 -2.427 -7.865 -10.56 -22.74 -24.04 -31.28 -22.02 -24.01 -19.73 -28.05 -24.09 -21.1 -11.33 -23.46 -15.01
12.84 -10.79 -15.51 -8.629 -22.83 -23.73 -21.39 -11.91 -15.48 -14.43 -21.72 -17.32 -14.86 -9.169 -23.73 -14.2
12.845 -16.63 -19.73 -7.685 -20.54 -21.75 -8.135 -1.888 -3.21 -8.494 -11.96 -7.562 -5.188 -3.506 -17.53 -9.888
12.85 -16.81 -17.53 -7.865 -15.37 -17.21 2.022 5.348 6.419 -4.27 -2.55 1.495 6.419 4.404 -7.461 -1.618
12.855 -11.69 -9.618 -7.011 -6.921 -9.528 6.607 9.573 12.09 -1.393 4.397 7.562 17.32 12.49 1.888 8.449
12.86 -4.584 0.4494 -3.371 2.787 0.4494 6.652 12.13 15.21 1.438 8.969 10.46 23.92 17.53 7.461 15.82
12.865 1.888 9.528 3.416 11.42 10.56 6.022 14.38 16.66 5.124 12.93 12.84 24.36 16.72 9.348 17.08
12.87 8.09 16.63 12.58 17.71 18.79 9.034 17.44 15.04 9.213 18.2 17.15 20.05 9.978 10.61 12.67
12.875 14.56 21.71 21.57 20.9 24.27 16.09 20.09 9.717 11.73 24.27 22.77 13.89 0.1798 13.39 5.303
12.88 19.06 23.91 26.02 20.67 26.25 23.6 20.22 2.374 11.51 28.67 26.56 8.881 -8.36 17.35 -1.169
12.885 18.43 21.84 23.42 18.29 25.39 27.06 17.75 -2.814 9.573 29.46 26.56 7.562 -11.42 20.67 -2.427
12.89 11.51 15.82 15.42 15.6 22.74 25.89 15.19 -2.022 8.045 26.64 23.39 11.43 -7.011 21.66 3.416
12.895 1.169 7.91 5.933 12.81 19.1 21.3 14.25 4.397 7.101 20.66 18.55 18.29 3.056 19.6 12.94
12.9 -7.64 0.6292 -1.888 8.36 13.8 14.7 13.21 11.17 4.809 12.05 12.75 22.77 13.39 15.28 19.15
12.905 -9.978 -3.64 -5.888 1.528 6.966 6.787 10.34 12.75 -0.1348 2.11 6.683 21.02 18.25 10.97 17.89
12.91 -4.225 -3.685 -4.315 -6.382 -0.2247 -0.8989 6.247 9.365 -6.247 -6.771 1.055 13.63 16.09 8.719 10.97
12.915 6.022 -0.6292 1.978 -13.48 -7.236 -7.82 2.337 6.419 -10.65 -13.01 -3.605 3.693 9.708 8.36 2.427
12.92 13.3 1.888 7.865 -18.92 -14.43 -15.24 -1.888 8.002 -11.78 -16.44 -7.386 -5.188 3.416 8.09 -3.685
12.925 12.4 0.6292 7.685 -22.52 -21.84 -23.37 -7.64 10.9 -9.663 -17.5 -10.02 -10.73 0 6.652 -5.124
12.93 4.315 -4.809 0.7191 -23.64 -27.82 -28.81 -14.29 8.398 -6.742 -17.06 -11.61 -12.4 -0.809 4.045 -1.798
12.935 -5.124 -12 -8.539 -21.8 -30.02 -27.91 -19.82 -2.902 -5.034 -15.83 -13.45 -12.22 -1.258 0.3596 2.337
12.94 -10.88 -17.57 -14.43 -17.93 -26.92 -19.87 -22.38 -18.25 -5.169 -14.51 -16.09 -13.54 -3.685 -4.225 2.427
12.945 -10.97 -18.79 -13.26 -12 -18.83 -7.371 -19.6 -28.31 -5.348 -11.96 -17.67 -16.97 -8.09 -9.438 -2.247
12.95 -6.742 -14.52 -5.303 -3.82 -6.876 5.798 -10.7 -26.2 -3.236 -6.859 -15.04 -19.52 -11.78 -13.93 -7.73
12.955 -1.528 -6.517 4.539 5.393 5.888 15.87 1.348 -13.81 0.6292 0.08793 -7.562 -18.03 -11.6 -16.36 -9.528
12.96 1.169 1.169 9.393 12.85 15.78 19.96 10.56 -0.4397 3.191 5.804 1.847 -12.31 -7.371 -16 -6.472
12.965 0.7191 5.483 6.202 16.31 20.31 18.56 12.99 5.276 1.933 8.002 9.409 -4.221 -1.618 -12.4 0
12.97 -0.4494 6.337 -0.8989 15.6 19.73 14.65 10.43 3.385 -1.933 6.507 12.75 3.869 2.607 -6.742 6.472
12.975 0.1798 5.663 -5.303 11.91 14.79 10.11 6.966 1.231 -5.618 2.286 11.08 9.145 3.865 -2.247 8.36
12.98 2.427 4.854 -4.584 5.933 6.427 3.685 3.91 5.056 -7.326 -3.429 4.748 9.057 1.708 -2.247 2.697
12.985 4.225 4.09 -1.303 -0.4045 -3.551 -4.989 1.034 12.49 -7.011 -9.409 -4.221 3.869 -2.697 -7.011 -8.18
12.99 4.315 3.101 1.079 -4.36 -11.42 -12.99 -1.843 15.87 -5.393 -13.45 -12.49 -2.902 -7.371 -12.76 -17.8
12.995 2.337 1.663 1.169 -3.91 -13.44 -15.15 -4 9.98 -2.921 -13.37 -17.06 -7.738 -10.43 -14.56 -21.12
13 -0.8989 -0.2697 -0.6292 0.7191 -9.034 -10.02 -4.989 -2.814 0.7191 -8.09 -15.74 -9.321 -11.33 -9.528 -18.25
13.005 -3.955 -2.292 -2.472 7.865 -0.5843 -0.764 -4.09 -14.82 6.966 2.022 -8.442 -7.826 -10.52 1.528 -11.6
13.01 -4.854 -3.506 -2.247 14.97 7.326 7.236 -0.6742 -19.08 15.24 13.98 1.759 -3.957 -8.539 13.75 -3.865
13.015 -3.146 -3.73 -0.2697 19.24 10.25 9.348 3.236 -14.55 21.84 21.98 8.969 0.4397 -5.573 20.85 2.157
13.02 -1.258 -4 0.1798 18.47 6.562 4.404 4.494 -7.342 22.25 21.19 8.178 2.902 -2.247 19.06 5.034
13.025 -1.528 -4.719 -2.966 13.62 -0.3146 -3.416 1.978 -4.221 15.69 12.75 0.5276 2.55 0.9888 10.52 5.753
13.03 -3.326 -4.494 -7.685 8.674 -4.18 -7.326 -1.438 -6.375 6.831 3.429 -6.771 1.319 3.865 2.067 6.742
13.035 -4.225 -1.798 -10.25 6.697 -0.9888 -4.404 -2.427 -9.101 2.382 0 -6.947 0.7035 5.933 -0.5393 8.27
13.04 -2.607 2.382 -9.798 6.921 6.742 1.708 -1.079 -7.035 4.494 4.045 0.7914 0.5276 6.652 3.775 8.629
13.045 0.7191 5.303 -7.82 6.831 12.85 5.483 0.6742 0.1319 10.56 11.61 11.26 0.7914 6.112 11.78 8
13.05 3.865 4.629 -5.124 4.764 12.9 5.393 2.472 8.31 15.19 16.71 17.76 2.814 6.022 18.16 8.719
13.055 4.225 0.4494 -1.708 1.258 7.146 4.225 4.584 12.71 14.2 15.21 16.27 7.123 8.09 18.61 11.96
13.06 0.7191 -4.584 1.753 -1.573 0.3146 4.539 6.562 11.26 7.236 8.002 8.354 11.87 11.6 12.31 15.55
13.065 -4.225 -6.831 4.18 -1.393 -2.202 6.427 7.371 5.408 -1.573 -0.08793 -0.2638 14.25 13.39 2.697 16.63
13.07 -5.933 -3.73 5.438 2.966 1.348 8.18 6.831 -1.231 -7.146 -4.309 -4.66 12.66 11.15 -5.213 13.84
13.075 -2.247 3.281 5.933 8.764 7.281 7.101 4.27 -5.144 -8.135 -4.133 -4.748 6.683 4.764 -8.809 6.831
13.08 4.135 9.483 5.753 10.52 8.989 1.798 -1.079 -6.199 -7.146 -3.166 -3.957 -2.638 -2.966 -9.169 -3.416
13.085 8.539 10.7 5.663 6.067 3.775 -5.708 -7.685 -6.727 -7.371 -4.573 -5.188 -11.96 -8.809 -9.528 -13.48
13.09 9.169 7.551 7.506 -1.483 -4.18 -10.47 -11.78 -8.53 -9.438 -8.354 -7.738 -17.06 -10.88 -12.67 -19.51
13.095 7.91 4.18 11.24 -6.562 -8.629 -9.483 -10.92 -9.893 -12.36 -12.49 -9.673 -16.53 -10.16 -19.42 -21.12
13.1 7.281 3.596 13.39 -6.742 -6.382 -4.629 -6.427 -8.046 -15.33 -15.3 -10.02 -12.75 -9.348 -27.33 -20.85
13.105 8 5.258 11.01 -3.775 -0.1348 0 -0.9888 -2.198 -17.3 -15.48 -8.266 -8.53 -10.07 -31.46 -19.87
13.11 8.449 5.978 5.348 -1.483 4.315 2.472 4 5.848 -17.53 -12.84 -4.221 -4.748 -10.88 -27.42 -16.99
13.115 6.022 2.787 0.2247 -3.281 3.371 2.517 7.281 12 -15.55 -8.53 1.055 -1.671 -9.169 -16.09 -12.13
13.12 -0.1798 -4.27 -2.921 -8.764 -2.876 -0.3146 6.562 12.57 -12.22 -4.66 5.364 -0.2638 -4.494 -3.416 -7.011
13.125 -7.461 -11.37 -5.753 -13.71 -9.528 -6.022 0.8539 6.903 -8 -2.814 6.507 -0.7914 0.6292 3.955 -3.146
13.13 -10.61 -13.48 -9.348 -13.48 -11.64 -11.6 -6.517 -1.055 -3.416 -2.814 3.957 -1.495 4.225 4.135 -0.1798
13.135 -8.09 -9.438 -12.67 -7.955 -8.719 -13.17 -10.88 -4.968 0.9888 -3.517 -0.8793 -0.3517 5.843 0.4494 2.607
13.14 -3.865 -3.461 -13.35 -2.921 -4.674 -9.124 -8.854 -2.198 4.404 -3.078 -5.1 2.902 7.191 -0.4494 5.483
13.145 -3.326 -1.393 -9.169 -3.146 -3.551 -0.2247 -1.169 4.353 7.461 0.4397 -4.836 7.738 9.348 5.843 9.079
13.15 -7.461 -4.809 -0.2247 -7.371 -5.034 9.798 9.034 9.453 11.51 7.738 1.319 12.66 11.87 17.8 13.66
13.155 -12.58 -10.29 8.899 -10.79 -5.438 16.18 15.87 10.6 16.04 16 9.673 14.95 12.58 27.6 16.9
13.16 -14.65 -13.39 11.19 -9.034 -2.652 14.61 14.11 9.453 18.29 20.58 13.89 12.22 9.438 27.42 15.1
13.165 -12.49 -12.09 3.955 -2.427 2.742 5.933 4.719 8.749 16.18 18.99 10.55 5.188 2.966 16.54 8.27
13.17 -8.09 -7.775 -6.876 5.438 7.461 -2.831 -5.528 9.541 10.11 13.19 2.198 -1.759 -3.506 1.978 -0.2697
13.175 -5.034 -3.551 -12.36 9.438 8.854 -5.978 -10.29 9.849 2.382 6.771 -6.067 -5.716 -6.652 -7.551 -7.101
13.18 -4.944 -1.663 -9.213 7.865 6.022 -3.685 -9.483 6.111 -4.764 1.935 -10.73 -7.386 -6.472 -8.18 -11.42
13.185 -5.843 -1.303 -1.753 3.056 1.663 -0.8989 -7.011 -3.122 -9.483 -1.407 -11.26 -8.53 -5.124 -3.056 -13.03
13.19 -3.955 0.2697 3.596 0.2697 -0.809 -1.798 -5.708 -13.59 -11.46 -4.66 -9.409 -9.321 -4.045 1.258 -11.51
13.195 1.438 4 3.775 0.809 -0.809 -6.337 -5.483 -17.76 -11.69 -9.057 -7.65 -8.354 -2.247 -0.6292 -7.64
13.2 6.562 7.506 0.4045 1.079 -1.124 -12.31 -4.36 -11.34 -11.78 -14.77 -6.771 -4.924 1.978 -8.809 -3.416
13.205 7.281 7.64 -1.618 -2.607 -5.034 -15.78 -0.4494 2.726 -12.13 -19.7 -5.804 0.7914 8.539 -17.98 0.08989
13.21 3.596 4.674 1.708 -10.34 -11.28 -14.47 6.787 17.1 -11.87 -21.54 -3.341 7.474 14.56 -21.75 3.056
13.215 -0.5393 1.888 9.393 -17.93 -16.36 -8.539 14.29 24.75 -11.01 -20.49 -0.7914 11.61 16.09 -18.07 4.315
13.22 -1.438 2.337 15.28 -21.84 -16.63 -1.618 16.9 22.69 -10.47 -18.73 -1.143 9.936 11.06 -9.978 2.157
13.225 1.438 6.067 14.65 -20.58 -11.55 3.82 12.31 11.96 -10.29 -17.32 -4.748 2.638 1.348 -1.978 -2.247
13.23 5.933 10.56 8.719 -15.46 -3.461 7.73 3.551 -2.99 -9.169 -15.04 -8.969 -5.364 -7.64 3.326 -4.944
13.235 7.91 11.96 2.157 -10.07 2.652 10.65 -5.258 -16.88 -5.933 -10.55 -10.82 -10.02 -11.42 5.933 -3.416
13.24 3.865 7.281 -3.146 -8.09 2.787 10.29 -12.67 -25.76 -0.8989 -4.133 -9.409 -10.73 -9.978 7.191 1.079
13.245 -6.202 -3.146 -8.719 -10.02 -3.461 4.809 -18.79 -28.62 4.809 2.638 -5.892 -9.233 -7.461 9.258 5.483
13.25 -18.7 -15.19 -15.73 -12.76 -12 -4 -22.61 -26.29 10.16 8.617 -1.495 -7.298 -7.191 13.12 7.101
13.255 -28.4 -23.55 -23.01 -12.58 -17.17 -11.96 -23.24 -20.53 14.47 13.01 2.462 -5.716 -9.348 17.35 4.315
13.26 -31.82 -24.94 -28.09 -8.404 -16.04 -15.96 -20.45 -13.63 16.58 15.48 5.364 -4.397 -11.06 18.97 -2.067
13.265 -27.96 -19.37 -28.49 -1.169 -9.393 -15.6 -14.7 -6.683 16.18 16.8 7.826 -1.671 -9.258 16.72 -7.461
13.27 -17.98 -9.303 -22.34 6.787 -0.5843 -11.69 -5.798 0.8793 13.89 17.32 10.46 4.66 -2.607 11.87 -6.112
13.275 -5.663 0.8989 -10.7 11.6 5.483 -6.292 4.944 10.9 9.258 16.09 12.13 13.45 6.472 6.831 2.337
13.28 3.685 6.966 1.933 9.618 5.438 -2.472 14.34 22.07 2.067 10.99 10.82 19.7 13.57 3.236 11.96
13.285 7.73 7.371 11.33 1.303 -0.3146 -1.393 18.97 29.33 -6.921 2.11 6.067 18.82 14.92 0.6292 15.73
13.29 8.719 5.124 16.09 -8.135 -6.966 -2.112 18.61 27.74 -15.1 -8.09 -0.6155 10.29 10.34 -2.697 11.06
13.295 10.61 4.674 16.58 -12.4 -9.348 -3.506 13.8 17.19 -19.78 -16.53 -7.386 -2.374 2.876 -9.348 -0.1798
13.3 14.29 7.416 12.36 -9.258 -6.112 -5.708 5.124 2.462 -20 -21.54 -13.1 -14.95 -4.045 -19.42 -12.85
13.305 16.72 10.7 3.955 -1.483 0.3146 -8.584 -5.034 -9.849 -16.18 -22.25 -16.27 -22.69 -8.449 -29.48 -20.76
13.31 14.56 10.74 -4.854 5.798 5.933 -9.438 -12.54 -15.83 -9.528 -18.91 -15.83 -23.13 -9.798 -34.16 -19.96
13.315 7.73 6.337 -9.258 8.315 7.73 -5.843 -14.56 -15.39 -2.337 -13.19 -12.13 -17.59 -8.539 -30.74 -12.22
13.32 -0.5393 -0.2247 -7.551 5.258 5.213 0.764 -11.73 -11.61 2.607 -7.562 -7.474 -10.55 -6.112 -21.66 -3.506
13.325 -5.393 -4.764 -1.933 0.08989 0.9888 7.236 -6.921 -7.738 4.36 -3.517 -3.341 -5.188 -3.596 -11.42 2.157
13.33 -4.135 -4.225 4.18 -2.067 -1.303 11.37 -1.528 -4.133 4.045 -0.1759 0.1759 -0.8793 -1.438 -3.506 5.303
13.335 0.3596 0.08989 7.82 0.2697 -0.1798 13.17 3.101 -0.3078 3.82 3.429 3.781 3.429 0.809 0.8989 7.64
13.34 2.427 3.865 7.371 4.27 3.056 13.66 5.393 2.77 4.404 7.298 7.123 7.386 3.056 2.697 9.708
13.345 -0.2697 3.955 4.404 6.517 6.112 14.11 5.258 2.33 5.708 10.55 9.585 10.02 4.854 3.685 11.96
13.35 -3.865 2.112 3.461 6.921 8.27 16.18 5.169 -1.319 6.966 12.4 10.38 12.05 6.562 4.854 15.01
13.355 -2.517 2.202 8 7.416 9.708 19.42 7.685 -3.298 7.506 12.05 8.705 14.07 8.719 6.472 18.43
13.36 4.494 5.483 16.31 8.539 10.16 21.03 12.85 1.803 7.236 10.2 5.716 16.36 11.33 8.899 20.58
13.365 12.04 9.034 23.19 9.933 9.573 19.19 18.61 13.81 7.82 9.936 4.924 18.82 13.39 14.29 21.57
13.37 14.38 9.573 24.4 11.33 9.438 15.15 22.25 25.5 11.82 14.42 10.2 21.81 13.93 24.09 22.74
13.375 10.25 6.742 18.83 12.9 11.82 11.51 21.08 27.96 18.97 23.48 20.75 23.65 12.49 35.78 23.46
13.38 3.955 3.506 7.64 14.79 16.94 8.944 13.53 17.37 25.35 31.66 30.16 21.9 8.809 42.88 21.03
13.385 1.258 3.461 -5.124 16.9 23.28 6.427 1.933 -1.275 26.2 32.71 31.74 15.74 3.326 39.73 13.93
