    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
0.965 2.157 0.2247 -6.966 7.056 1.888 -8.18 -12.31 -0.9233 8.989 12.22 2.374 2.726 0.6292 17.53 11.24
0.97 -1.348 -5.303 -11.78 6.157 0.4494 -0.809 -9.079 6.771 8 9.321 -2.022 7.826 2.607 18.25 14.02
0.975 -2.697 -8.18 -13.93 4 -0.4045 7.056 -5.528 8.925 8.09 8.53 -4.221 9.673 3.506 19.15 12.49
0.98 -4.135 -9.843 -12.54 -0.9888 -2.697 9.933 -4.449 3.298 8.719 7.211 -5.892 4.221 0.2697 14.2 4.854
0.985 -6.652 -10.83 -7.236 -7.461 -6.247 6.157 -5.438 -5.76 9.034 2.814 -9.057 -6.419 -5.933 1.348 -5.573
0.99 -8.629 -10.43 0.1798 -12.54 -9.933 -2.157 -6.831 -11.91 6.831 -5.804 -13.98 -17.23 -11.87 -15.73 -14.56
0.995 -7.73 -7.685 5.124 -14.83 -12.67 -11.78 -8.404 -13.1 0.2247 -17.15 -19.61 -24.71 -14.74 -30.38 -20.4
1 -3.506 -2.831 4 -13.93 -13.26 -18.7 -10.74 -12.31 -10.29 -27.52 -23.21 -28.05 -14.92 -37.66 -24
1.005 2.337 2.517 -1.438 -9.753 -10.56 -18.83 -12.63 -13.1 -21.03 -32.27 -22.42 -27.52 -14.11 -37.21 -25.89
1.01 5.843 6.022 -6.022 -3.73 -4.27 -10.65 -12.54 -14.95 -26.88 -29.63 -17.41 -24.45 -13.3 -32.9 -26.7
1.015 3.326 5.034 -6.157 1.393 3.326 2.787 -10.43 -14.11 -25.62 -21.02 -10.11 -20.58 -13.03 -28.67 -26.88
1.02 -5.213 -0.5843 -2.337 3.91 9.348 15.6 -6.742 -9.013 -18.29 -9.497 -2.374 -16.36 -12.76 -24.45 -25.17
1.025 -14.56 -7.191 2.292 4.584 12.22 22.97 -2.202 -1.627 -8.27 2.11 4.66 -11.61 -12.22 -17.98 -20.04
1.03 -18.34 -9.798 4.09 5.663 12.18 22.74 1.483 3.517 0.4944 11.26 9.673 -6.947 -11.15 -7.82 -12.76
1.035 -13.84 -6.517 0.4045 8.315 10.16 15.24 1.573 3.737 6.022 16.44 10.9 -4.133 -9.978 4.315 -6.292
1.04 -4.135 0.3146 -7.326 11.51 7.461 3.416 -2.247 -0.7914 9.393 18.29 9.233 -3.078 -8.539 16.36 -1.079
1.045 5.483 6.112 -13.3 13.08 4.27 -7.236 -6.337 -5.628 12.85 18.73 7.298 -1.495 -5.933 26.88 5.034
1.05 9.888 6.607 -12 10.11 -0.6292 -12.76 -6.337 -6.287 16 18.11 6.683 2.462 -0.9888 34.7 12.85
1.055 6.831 0.8539 -3.73 1.393 -8.539 -13.12 -1.169 -1.847 15.96 14.6 5.892 8.178 5.573 37.84 20.13
1.06 -1.438 -7.955 6.157 -9.348 -17.3 -10.38 7.281 5.276 10.52 7.035 2.99 14.25 11.6 34.79 24.9
1.065 -9.348 -13.53 12.94 -14.61 -21.08 -5.438 16.58 11.78 2.427 -1.847 -1.319 20.31 15.73 26.88 27.6
1.07 -11.78 -11.42 14.92 -9.393 -15.19 1.933 24 16.58 -2.966 -7.211 -3.957 26.29 17.89 17.62 29.3
1.075 -8.18 -2.607 12.85 3.91 -0.7191 9.753 26.92 19.26 -2.067 -5.54 -1.935 30.16 18.34 10.97 29.84
1.08 -1.618 7.236 9.034 17.71 15.15 15.01 24 18.77 4 2.198 5.276 29.46 17.26 8.719 27.96
1.085 4.315 13.03 6.112 24.99 24.49 15.64 17.35 14.2 10.11 10.55 13.72 23.65 14.29 8.899 23.01
1.09 7.91 12.9 4.584 23.55 23.82 11.24 9.393 6.463 11.1 13.01 16.71 13.54 9.978 6.742 14.56
1.095 8.809 8.674 1.978 16.22 15.82 2.876 0.5843 -2.198 5.708 6.683 10.64 1.231 4.674 -0.4494 3.146
1.1 8.18 3.955 -3.775 8.854 7.146 -6.427 -8.449 -9.541 -1.708 -3.957 -0.4397 -9.849 -0.8989 -10.16 -7.551
1.105 7.91 1.708 -10.47 5.888 3.416 -12.45 -15.19 -14.11 -5.393 -11.26 -8.266 -16.27 -5.303 -16.81 -13.03
1.11 8.27 1.753 -13.48 5.978 4.584 -12.58 -17.17 -15.08 -4 -11.7 -8.09 -17.5 -7.371 -17.71 -13.12
1.115 7.281 1.079 -11.01 4.09 5.034 -8.629 -14.34 -12.71 -2.472 -8.881 -3.166 -16.44 -7.101 -15.55 -12.31
1.12 3.236 -2.921 -4.944 -3.191 -0.1348 -4.27 -8.135 -8.354 -5.753 -9.321 -0.2638 -15.48 -5.843 -14.65 -14.2
1.125 -2.607 -9.303 1.708 -13.39 -10.47 -1.618 0.2697 -3.078 -14.02 -14.95 -3.078 -14.16 -4.674 -16.45 -18.25
1.13 -6.742 -14.43 7.056 -21.08 -21.03 -0.7191 9.528 2.99 -22.38 -21.98 -9.233 -10.99 -4.045 -18.61 -22.02
1.135 -7.011 -15.6 10.02 -23.15 -26.83 -1.798 16.76 9.409 -25.44 -24.71 -12.93 -6.419 -3.955 -17.89 -23.64
1.14 -3.506 -12.99 10.97 -19.82 -26.47 -4.899 19.91 14.64 -21.12 -20.22 -10.29 -1.495 -3.775 -13.39 -21.57
1.145 2.067 -8.27 11.78 -13.57 -21.3 -8.629 19.42 17.41 -11.87 -10.64 -2.638 3.341 -1.798 -7.281 -14.74
1.15 7.101 -3.685 12.76 -6.966 -14.38 -11.24 16.13 17.37 -2.382 -1.143 4.397 7.65 3.056 -2.427 -4.135
1.155 8.989 -0.809 11.37 -1.888 -8.494 -12.18 9.933 14.16 4 4.397 6.243 10.29 9.438 0.1798 7.101
1.16 6.562 -0.08989 5.079 2.067 -4.584 -11.96 1.258 7.43 7.596 7.035 3.957 10.73 13.84 3.056 16.81
1.165 1.348 -0.809 -3.865 5.798 -2.112 -9.753 -5.933 -1.495 10.43 10.29 2.902 10.38 13.84 8.629 24.18
1.17 -4.404 -2.382 -10.43 8.629 -0.8989 -5.258 -8.18 -8.793 13.12 15.12 5.979 10.82 9.978 15.73 29.03
1.175 -9.169 -5.079 -11.28 8.494 -1.708 0.2697 -5.034 -10.86 13.53 18.64 10.55 12.31 5.843 19.96 30.92
1.18 -11.24 -8.18 -7.146 4.944 -4.315 5.124 1.034 -7.782 10.52 17.67 11.87 14.68 4.944 18.88 31.64
1.185 -8.27 -8.899 -0.5393 1.483 -6.112 9.034 6.742 -2.55 6.112 12.57 7.914 17.5 8.539 14.29 33.71
1.19 0.809 -4.36 5.348 1.393 -4.09 11.46 9.258 2.066 3.326 6.507 0.5276 18.82 13.93 10.07 36.04
1.195 13.12 4.674 7.82 4.719 1.573 10.83 7.011 4.968 2.787 2.198 -6.331 16 16.45 8.09 34.43
1.2 22.2 13.57 6.157 8.135 8.045 5.933 1.483 6.815 2.966 -0.08793 -9.585 8.705 12.94 7.91 25.62
1.205 22.74 17.12 2.562 8.629 12.04 -1.169 -3.191 8.749 2.427 -1.583 -8.53 0.3517 5.034 7.73 11.69
1.21 13.48 13.21 -0.2247 5.618 11.96 -7.371 -4.494 10.68 0.9888 -3.429 -5.979 -5.54 -2.607 6.292 -3.056
1.215 -1.708 3.955 -2.292 1.169 8.135 -11.37 -3.73 10.55 0 -5.979 -5.628 -8.793 -6.831 3.236 -15.55
1.22 -15.46 -5.034 -4.719 -0.764 3.146 -13.39 -3.73 6.947 1.034 -7.914 -8.705 -10.99 -8.09 -1.079 -24.09
1.225 -20.4 -8.315 -6.697 1.708 0 -13.03 -4.225 1.935 3.506 -8.354 -13.37 -12.57 -8.27 -6.921 -28.22
1.23 -14.29 -4.36 -6.067 6.787 -0.3146 -9.753 -3.056 0.08793 4.18 -8.09 -16.97 -12.93 -8.899 -14.92 -29.39
1.235 -1.978 3.461 -2.787 8.989 0.3596 -4.135 0.2247 3.21 -0.4494 -9.233 -17.67 -11.7 -9.798 -23.91 -29.39
1.24 9.079 10.7 0.9438 5.573 0.9438 3.146 4.135 6.771 -9.258 -10.9 -14.25 -8.881 -10.25 -29.48 -28.13
1.245 15.19 15.69 3.64 -0.08989 2.831 11.28 6.652 4.485 -16.09 -9.233 -5.892 -5.54 -9.978 -26.61 -23.64
1.25 16.72 19.51 4.764 -2.157 8.36 18.02 6.067 -5.056 -14.92 -1.583 5.54 -3.693 -9.348 -15.19 -16.54
1.255 15.55 22.52 3.955 1.708 17.03 20.13 1.573 -16.53 -5.483 9.936 15.92 -4.924 -8.989 -1.348 -9.708
1.26 12.49 22.47 1.798 8.539 24.58 16.49 -4.719 -21.72 6.292 19.7 21.02 -7.298 -8.09 7.551 -4.494
1.265 7.191 17.03 0.2697 12.45 26.38 10.34 -8.315 -16.53 12.99 22.34 19.7 -5.716 -4.584 8.539 1.348
1.27 -0.08989 6.427 0.764 8.944 19.69 7.146 -6.517 -4.089 10.2 16.62 13.1 2.55 3.506 4.854 10.16
1.275 -8.18 -5.483 1.483 -1.213 7.056 8.449 -1.124 7.474 0.04494 5.804 4.573 14.95 14.65 2.787 21.03
1.28 -13.84 -13.35 -0.4045 -11.69 -5.169 11.91 3.551 12.18 -9.393 -3.166 -1.583 26.12 24.9 7.011 31.28
1.285 -14.11 -13.75 -5.213 -14.52 -10.07 13.53 5.978 10.86 -10.07 -4.573 -2.022 32.27 30.83 17.44 38.65
1.29 -9.618 -8.494 -10.56 -7.865 -6.202 10.83 6.067 9.145 -0.4494 1.583 2.814 32.45 31.19 28.49 40.54
1.295 -5.573 -4.045 -14.47 2.562 0.8989 3.281 3.101 10.07 12.99 9.321 8.53 26.64 26.61 33.35 35.51
1.3 -6.562 -5.393 -16.36 8.719 3.955 -6.427 -2.831 9.761 20.76 12.05 10.29 16.27 18.16 29.21 24.81
1.305 -11.69 -11.1 -15.55 7.281 0.6742 -13.53 -10.38 2.462 18.11 7.474 6.859 3.693 7.191 18.61 12.22
1.31 -15.28 -14.61 -11.82 1.258 -5.213 -14.34 -16.81 -11.56 7.371 -1.143 0.2638 -8.705 -3.955 6.562 0.2697
1.315 -12.67 -10.7 -6.831 -3.91 -7.371 -9.843 -20.13 -25.72 -3.64 -8.09 -4.924 -19.26 -12.85 -2.517 -10.25
1.32 -3.685 0.5393 -2.022 -3.775 -1.663 -2.742 -18.74 -31.39 -7.551 -7.826 -4.485 -25.59 -17.62 -6.022 -18.25
1.325 8.18 14.83 3.191 3.191 11.19 5.753 -11.73 -25.46 -1.169 0.9673 3.166 -25.41 -17.26 -3.596 -21.57
1.33 18.43 26.88 10.02 13.98 25.98 15.42 -0.2697 -12.27 10.79 13.98 14.33 -19.52 -12.94 1.528 -20.31
1.335 24 33.35 16.72 22.74 36.04 23.69 11.1 0.2638 19.91 23.21 22.07 -12.22 -7.91 4.404 -18.07
1.34 24.81 33.44 20.18 25.03 36.9 27.19 17.84 7.255 19.91 23.48 21.81 -7.211 -5.034 1.348 -17.98
1.345 22.92 28.36 19.28 20.04 28.58 23.78 19.6 10.07 11.42 15.48 14.51 -4.836 -4.674 -7.461 -20.76
1.35 19.15 19.37 15.91 9.798 14.29 13.84 18.47 13.76 0 4.221 4.748 -3.254 -5.124 -18.79 -24.99
1.355 13.21 7.91 12.36 -2.876 -2.112 -0.08989 15.78 19.83 -8.944 -5.364 -3.341 -2.022 -5.483 -28.4 -29.3
1.36 5.933 -2.966 9.933 -13.89 -16.22 -14.25 11.96 23.48 -13.12 -10.99 -7.826 -1.759 -6.472 -33.26 -31.19
1.365 0.809 -8.809 9.213 -19.51 -23.64 -23.96 7.955 18.77 -13.03 -13.45 -9.409 -2.11 -8.899 -32.9 -28.49
1.37 0.7191 -7.506 8.584 -18.97 -23.33 -26.83 4.045 5.496 -11.73 -15.48 -10.38 -2.814 -11.87 -29.84 -21.57
1.375 3.326 -2.787 4.584 -15.78 -19.15 -25.53 -0.5393 -9.321 -12.31 -19.35 -13.01 -3.517 -13.3 -27.24 -13.57
1.38 2.966 -1.843 -4.449 -14.97 -16.72 -23.82 -6.562 -17.76 -14.88 -24.27 -16.8 -3.957 -11.42 -25.17 -6.112
1.385 -4.045 -8.315 -14.83 -17.66 -18.56 -22.7 -12.09 -16.22 -17.35 -26.73 -18.99 -3.254 -6.202 -20.94 1.618
1.39 -14.92 -18.92 -20.13 -21.12 -22.65 -20.45 -15.33 -8.486 -16.94 -24.18 -17.94 -1.935 0.4494 -12.31 9.798
1.395 -23.1 -26.43 -17.93 -22.11 -24.58 -16 -16.99 -2.462 -13.53 -17.59 -14.42 -2.462 5.034 -0.4494 16.36
1.4 -22.83 -25.57 -11.24 -19.24 -21.98 -10.29 -18.56 -4.485 -8.18 -9.761 -10.02 -5.452 5.573 10.79 19.42
1.405 -14.65 -17.48 -5.303 -13.84 -16.04 -4.764 -20.09 -13.98 -2.337 -3.078 -5.804 -8.09 2.966 17.89 19.15
1.41 -4.944 -8.719 -3.73 -9.348 -11.6 -1.034 -20.36 -23.39 2.337 0.8793 -2.462 -7.562 0.3596 19.78 16.81
1.415 -1.438 -6.022 -7.281 -8.944 -12.45 -1.034 -18.83 -24.93 4.27 2.11 -1.143 -3.605 -0.08989 18.07 12.85
1.42 -5.843 -10.29 -12.76 -11.69 -17.75 -4.18 -14.97 -16.31 3.685 1.847 -1.847 1.847 1.348 16.9 9.079
1.425 -12.04 -15.46 -14.56 -13.12 -21.53 -6.966 -7.91 -1.495 2.921 2.726 -2.814 7.562 3.236 19.51 7.461
1.43 -12.22 -14.7 -9.079 -9.798 -18.2 -6.112 1.663 13.63 4.18 6.067 -1.847 11.7 4.584 25.17 7.551
1.435 -5.034 -6.652 1.393 -2.517 -7.596 -1.213 10.25 23.7 7.91 11.26 1.583 12.75 4.764 29.39 6.382
1.44 3.955 4 11.6 5.663 6.427 5.258 15.33 25.68 13.21 16.88 7.298 10.38 3.416 27.87 2.247
1.445 9.079 12.13 18.16 13.12 19.6 12.36 17.17 20.93 17.89 21.72 13.81 6.243 0.7191 19.78 -3.865
1.45 8.629 15.73 21.12 19.1 29.39 19.15 18.47 13.72 19.42 23.48 17.94 2.11 -3.146 7.011 -10.79
1.455 5.573 15.78 21.17 22.2 33.8 24 19.37 7.958 15.51 19.96 16.44 -2.198 -7.91 -6.472 -18.25
1.46 3.596 13.93 18.43 20.63 31.19 24.49 18.2 4.66 6.427 10.82 9.233 -6.947 -13.21 -16.27 -24.63
1.465 4.315 10.74 13.98 13.57 21.53 20.18 13.3 2.418 -4.404 -0.7035 0 -11.61 -17.89 -19.33 -27.15
1.47 5.393 5.798 9.079 2.787 6.742 12.54 4.584 -1.143 -13.03 -10.55 -6.595 -15.65 -20.85 -16.09 -24.81
1.475 2.876 -1.393 3.775 -8.719 -8.225 3.506 -7.146 -7.386 -17.39 -16 -9.057 -19.79 -21.75 -10.7 -20.13
1.48 -4.045 -9.348 -2.112 -16.72 -17.98 -4.449 -18.47 -15.52 -18.2 -17.06 -8.178 -23.3 -20.94 -7.73 -16
1.485 -11.6 -14.61 -7.281 -18.47 -18.56 -9.169 -23.87 -22.03 -17.12 -15.56 -6.243 -23.21 -17.89 -9.348 -12.13
1.49 -14.83 -14.83 -9.933 -15.06 -12.36 -9.978 -20.76 -21.85 -15.91 -14.51 -5.364 -16.88 -10.88 -13.93 -6.831
1.495 -12.76 -11.01 -10.11 -10.97 -5.888 -9.798 -12.27 -13.45 -15.37 -15.56 -6.331 -5.452 0.08989 -17.35 1.528
1.5 -8.18 -6.337 -9.573 -9.124 -4.674 -11.37 -4.719 -0.5716 -14.07 -17.32 -7.474 7.386 12.58 -15.01 13.84
1.505 -4.404 -3.236 -9.169 -8.674 -8.18 -14.29 -1.573 10.07 -9.978 -16.27 -6.067 17.85 22.38 -5.393 28.04
1.51 -2.607 -2.022 -8.989 -6.607 -11.82 -15.37 -2.472 13.89 -2.562 -10.73 -2.11 23.04 26.43 7.191 38.56
1.515 -2.427 -2.067 -9.798 -2.157 -11.69 -13.03 -5.393 11.21 5.169 -3.078 1.847 22.07 24.27 16.09 39.1
1.52 -2.517 -2.472 -11.82 3.056 -6.787 -7.775 -7.146 5.364 10.2 3.429 4.045 17.5 18.97 17.62 30.38
1.525 -1.438 -2.157 -12.72 7.865 1.213 -0.5393 -5.124 0.9233 12.09 7.914 5.452 14.68 15.1 14.56 20.49
1.53 0.5393 -0.4944 -9.978 11.69 9.573 7.146 1.034 0.3517 12.67 11.43 8.09 16.09 15.28 12.85 17.17
1.535 1.258 1.303 -4.494 14.2 15.46 12.45 7.416 2.55 13.71 15.3 11.78 19.08 17.71 15.46 20.31
1.54 -1.079 1.483 0.04494 14.88 16.72 13.17 10.29 4.177 15.06 18.82 14.25 19.08 17.8 20.49 23.64
1.545 -4.494 -0.4494 1.528 13.3 12.94 9.978 9.618 3.429 15.51 20.31 13.1 13.98 12.49 22.92 20.49
1.55 -4.944 -2.876 0.8989 9.303 5.258 5.618 7.73 2.022 13.39 17.85 7.738 5.628 3.775 19.15 9.348
1.555 -0.08989 -3.281 0.4494 3.506 -3.011 2.337 5.843 1.803 8.494 11.61 0.3517 -2.902 -3.865 10.25 -5.483
1.56 8.899 0.1348 1.843 -0.5843 -7.191 1.753 4.045 1.979 3.236 5.1 -4.397 -9.145 -7.551 1.258 -16.72
1.565 17.8 7.236 5.618 0.764 -2.831 4.629 2.202 -0.3078 1.348 2.55 -3.254 -11.7 -7.82 -3.506 -19.78
1.57 21.12 14.79 9.618 8.135 8.404 9.528 -0.08989 -6.595 2.787 4.221 1.319 -12.84 -8.449 -5.483 -18.16
1.575 15.82 17.84 9.888 15.82 19.01 11.78 -4 -15.08 3.865 5.54 3.166 -16 -12.67 -9.348 -19.96
1.58 3.955 13.57 4.404 17.39 20.76 7.955 -8.899 -21.9 0.764 1.935 -1.671 -21.37 -20.22 -17.26 -27.51
1.585 -6.831 4.539 -2.742 10.97 12.4 -0.2697 -11.33 -22.25 -6.022 -5.716 -10.11 -24.27 -25.89 -24.99 -33.98
1.59 -9.618 -3.281 -5.213 1.303 0.08989 -6.742 -8.135 -14.33 -11.82 -11.7 -15.21 -20.31 -24.27 -26.07 -31.01
1.595 -3.596 -5.618 -0.5393 -5.079 -7.371 -6.607 -0.5843 -1.011 -12.04 -10.64 -12.22 -9.936 -14.92 -17.98 -18.07
1.6 5.483 -2.562 7.416 -4.09 -5.124 0.2697 7.191 10.55 -5.483 -1.583 -2.286 1.847 -2.787 -5.034 -1.888
1.605 11.06 2.472 13.08 3.371 4.989 10.79 12.04 14.95 4.09 10.64 8.705 10.38 5.843 5.483 9.798
1.61 10.16 5.843 12.81 11.78 16.13 19.87 12.76 11.96 10.79 18.99 14.68 13.72 9.079 8.809 13.93
1.615 4.135 5.573 6.787 14.56 21.3 23.1 10.02 5.716 10.52 18.73 13.45 13.63 9.438 6.292 14.02
1.62 -2.966 2.112 -1.258 9.258 18.47 19.96 6.112 1.275 4.674 11.96 8.617 13.72 11.15 4.944 16.9
1.625 -7.461 -2.247 -5.843 -0.1348 10.52 13.98 4.899 1.011 -0.9888 5.1 5.804 16.88 15.82 10.16 25.71
1.63 -8.719 -6.067 -4.315 -8.719 1.663 8.629 7.011 3.825 -2.067 2.638 6.331 21.02 20.49 20.76 34.97
1.635 -9.618 -9.708 -0.1348 -13.89 -7.011 3.416 8.854 5.76 0.5843 3.078 6.155 20.4 20.4 29.21 34.61
1.64 -12.13 -13.84 0.5843 -16.67 -15.69 -4.315 5.798 2.902 2.876 2.022 1.231 11.96 13.57 29.3 22.02
1.645 -14.83 -17.12 -4.27 -17.89 -23.37 -14.61 -2.022 -4.397 2.022 -2.726 -7.211 0.08793 3.685 21.21 5.843
1.65 -14.11 -16.99 -11.46 -17.89 -27.06 -23.78 -10.07 -10.68 -1.888 -9.321 -14.33 -7.65 -2.427 10.16 -2.787
1.655 -8.899 -12.81 -15.82 -16.85 -25.26 -27.82 -13.35 -10.2 -6.337 -14.16 -15.83 -7.035 -1.438 1.618 -0.1798
1.66 -1.708 -6.517 -14.52 -15.01 -19.01 -24.81 -10.11 -1.759 -8.719 -14.86 -11.34 -0.08793 3.775 -2.427 7.73
1.665 3.865 -1.079 -7.82 -11.78 -11.46 -15.51 -1.798 9.761 -7.64 -11.52 -4.66 7.298 7.101 -3.506 11.6
1.67 5.753 1.753 0.6742 -7.326 -5.753 -4.315 6.517 17.67 -4.315 -7.211 -0.8793 9.057 4.854 -4.404 5.753
1.675 3.596 2.292 5.618 -2.831 -3.506 3.281 8.18 17.23 -1.079 -5.54 -3.078 2.55 -2.067 -7.64 -8
1.68 -0.1798 2.337 4.135 1.573 -3.146 3.82 0.9888 8.617 0.9438 -6.771 -9.233 -9.145 -9.438 -12.76 -21.66
1.685 -1.618 4.584 -0.5393 7.101 -1.124 -0.2247 -10.11 -2.77 2.697 -8.442 -13.98 -19.43 -13.21 -18.34 -27.33
1.69 1.618 9.888 -2.831 13.89 4.09 -3.865 -17.44 -10.46 4.674 -8.266 -14.16 -23.92 -12.94 -23.55 -25.35
1.695 8.18 15.87 -0.5393 19.06 10.02 -4.539 -17.08 -10.77 5.573 -6.859 -10.73 -23.48 -11.51 -28.13 -22.38
1.7 14.02 18.74 3.551 19.73 12.67 -3.326 -10.29 -5.628 3.685 -5.979 -6.331 -20.49 -11.24 -30.83 -22.56
1.705 16.63 17.03 6.382 15.15 10.11 -1.708 -0.9438 0.9673 -0.5393 -6.067 -2.198 -15.48 -11.33 -29.12 -23.19
1.71 15.73 12.4 7.281 7.685 3.865 -0.7191 7.281 6.595 -5.573 -6.067 1.847 -8.178 -8.809 -22.29 -19.06
1.715 12.4 7.775 7.775 0.1348 -2.427 -1.079 11.64 10.16 -9.483 -5.1 5.716 0 -3.146 -12.67 -9.798
1.72 7.82 5.348 9.393 -4.944 -5.483 -2.022 11.91 10.99 -11.24 -2.638 9.145 6.243 2.787 -3.506 0.4494
1.725 3.596 6.022 12.81 -5.978 -3.371 -1.843 10.61 9.057 -10.16 1.407 12.22 9.233 5.843 3.326 7.371
1.73 0.4494 8.584 15.78 -3.461 2.202 -0.08989 10.38 5.672 -6.742 6.243 14.68 9.497 5.753 7.82 8.989
1.735 -2.517 9.843 13.8 -0.4494 6.742 1.213 10.34 2.726 -2.966 9.233 15.21 8.617 5.124 10.16 6.831
1.74 -6.652 6.921 4.584 0.3146 6.742 -0.764 8.36 1.143 -0.5843 8.793 13.45 8.09 6.382 10.61 5.034
1.745 -10.79 0 -8.045 -1.213 2.202 -5.124 4.18 0.4397 -0.3146 5.364 9.761 8.53 8.899 8.719 6.202
1.75 -13.21 -7.955 -17.3 -3.551 -3.461 -8 -1.169 -0.7914 -1.708 0.5276 4.748 8.002 9.169 4.764 8.27
1.755 -13.21 -13.48 -19.78 -5.213 -6.517 -7.416 -7.011 -4.045 -3.73 -3.869 -1.055 3.254 4.135 0.3596 6.652
1.76 -11.6 -14.7 -17.8 -4.629 -5.213 -4.09 -12.4 -8.793 -4.494 -5.628 -5.804 -5.1 -4.854 -0.8989 0.809
1.765 -9.079 -11.73 -14.97 -1.258 -0.764 -0.4045 -15.01 -12.13 -1.438 -3.341 -7.386 -11.7 -12.13 3.146 -4.225
1.77 -6.562 -7.146 -13.21 4 2.517 0.6742 -13.12 -10.16 4.809 1.143 -6.067 -11.61 -12.13 10.34 -4.045
1.775 -5.483 -4.809 -12.49 7.011 0.6292 -2.921 -7.955 -2.594 10.56 3.781 -4.924 -5.628 -5.213 14.83 -0.8989
1.78 -6.831 -7.146 -11.37 4.539 -7.011 -9.978 -2.337 5.76 11.82 1.407 -6.067 0.7914 2.157 12.04 0.08989
1.785 -9.079 -12.31 -7.551 -2.742 -15.55 -15.06 3.101 9.497 8.18 -4.485 -8.53 3.429 3.865 3.236 -3.685
1.79 -9.348 -15.33 0.3146 -10.74 -18.25 -12.81 8.899 7.562 2.607 -9.673 -9.145 1.583 -0.4494 -6.292 -10.61
1.795 -6.112 -12.54 10.34 -15.01 -12.31 -3.011 14.97 3.781 -1.618 -10.64 -6.243 -2.11 -5.933 -12.13 -16.36
1.8 0.1798 -4.045 18.74 -13.17 -0.3146 9.618 19.78 2.462 -2.787 -7.123 -0.7035 -4.133 -7.551 -13.3 -17.08
1.805 7.82 6.652 23.24 -5.528 12 19.78 22.25 4.529 -1.573 -0.9673 5.276 -2.462 -4.404 -12.04 -12.13
1.81 14.11 14.88 22.92 4.449 19.96 24.31 20.81 7.167 0 4.836 9.233 1.231 -0.1798 -10.79 -5.753
1.815 16 16.72 16.9 11.91 21.75 22.38 13.8 5.716 0.4045 8.705 10.73 2.902 0.7191 -9.708 -3.416
1.82 12.13 11.87 5.708 14.2 19.01 16.18 1.843 -1.495 0.4045 11.52 11.43 1.231 -2.427 -6.382 -5.303
1.825 5.213 3.955 -6.022 13.35 15.42 9.933 -10.34 -11.61 1.798 14.86 13.37 -1.055 -6.202 0.6292 -6.022
1.83 -0.4494 -2.112 -12.4 12.45 13.71 6.472 -17.8 -18.69 4.809 18.11 15.56 -1.055 -6.652 8.719 -1.708
1.835 -2.157 -4 -11.46 12.58 13.21 5.348 -19.51 -19.26 6.472 18.11 14.42 0.7035 -3.506 12.4 5.663
1.84 -0.1798 -2.652 -6.607 12.67 12.45 3.506 -17.8 -15.34 4.989 12.93 8.705 2.022 0 9.348 11.42
1.845 3.416 -0.6292 -2.472 11.06 10.07 -0.08989 -14.2 -10.77 0.809 4.924 1.407 2.55 1.348 2.697 13.66
1.85 6.292 -0.5843 -1.483 5.888 5.124 -5.034 -9.438 -7.386 -3.191 -2.11 -3.166 3.781 2.157 -1.618 13.84
1.855 5.663 -4.225 -3.73 -4.135 -4.18 -11.15 -5.034 -3.869 -5.888 -6.947 -4.397 6.419 4.944 -0.9888 13.84
1.86 1.348 -11.19 -7.236 -17.48 -18.97 -18.52 -2.742 0.4397 -7.685 -10.99 -5.628 9.321 9.978 2.697 14.83
1.865 -3.955 -18.2 -9.169 -29.48 -35.69 -25.44 -3.056 4.617 -9.483 -16.36 -10.29 10.64 14.38 5.303 16.54
1.87 -6.472 -21.08 -8.315 -34.34 -47.55 -29.21 -4.944 6.419 -11.06 -22.77 -18.82 8.53 14.2 4.135 16.54
1.875 -4.674 -17.89 -6.427 -29.62 -48.36 -28.04 -7.685 4.529 -10.88 -27.08 -27.26 2.462 8.36 0 12.58
1.88 0.1798 -10.02 -5.303 -17.48 -36.58 -21.3 -9.213 -0.04397 -7.371 -25.5 -29.9 -4.573 -0.1798 -3.506 5.933
1.885 6.022 -0.4494 -3.191 -2.517 -16.45 -9.169 -6.337 -3.473 -0.4494 -16.53 -23.04 -8.178 -6.292 -3.416 1.079
1.89 11.24 8.045 3.056 10.02 4 6.382 2.022 -1.495 6.831 -3.605 -9.673 -6.243 -7.011 -0.6292 0
1.895 14.2 13.75 13.08 16.67 17.57 20.81 12.27 6.023 10.92 6.947 3.429 -2.022 -3.955 1.438 -0.08989
1.9 14.02 16.31 22.02 18.16 22.83 29.3 19.24 14.11 10.74 12.13 11.61 0.08793 -1.888 1.169 -2.247
1.905 11.24 16.49 25.17 18.7 23.73 30.7 20.58 16.36 9.213 13.98 15.39 -0.9673 -3.506 0.08989 -6.202
1.91 6.382 14.97 21.03 21.3 24.94 26.38 16.72 10.29 9.483 16.18 17.41 -4.045 -7.64 0.2697 -9.978
1.915 -0.08989 11.69 11.15 24.63 26.34 18.02 8.854 -1.451 11.1 19.35 18.29 -7.826 -11.42 1.348 -13.3
1.92 -6.921 7.056 -0.4494 24.81 25.17 7.281 -0.9888 -13.5 10.79 20.58 16.53 -11.52 -12.94 1.258 -16
1.925 -10.7 3.82 -8.404 20.4 20.04 -2.697 -8.989 -20.05 6.607 17.59 11.26 -13.81 -11.78 -1.169 -16.99
