    T[sec] F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
0.945 4.225 -9.348 -9.483 12.22 5.663 0.7191 -3.551 -0.4836 14.07 16.09 10.9 5.364 9.438 30.2 20.31
0.95 -1.438 -5.978 -4.315 8.809 4.135 1.708 -2.112 -0.08793 14.83 13.98 9.409 3.605 4.135 31.37 20.22
0.955 -11.51 -3.146 0.08989 -0.4494 -1.843 0.9438 -1.843 -1.055 12.18 9.321 7.123 1.495 -1.079 29.03 17.89
0.96 -20.31 -1.573 2.112 -11.01 -9.798 -1.888 -2.921 -2.858 7.955 3.957 3.957 -1.935 -6.921 24.72 11.69
0.965 -21.39 -0.1798 2.921 -16.36 -14.38 -5.124 -4.494 -4.88 5.393 0 0.2638 -6.683 -13.48 19.51 2.247
0.97 -12.94 2.337 3.685 -12.72 -12.67 -6.697 -5.393 -6.595 5.393 -1.759 -3.781 -11.52 -18.97 13.21 -7.73
0.975 0.4494 5.438 4.629 -3.371 -6.292 -5.843 -4.764 -6.683 5.888 -2.638 -7.474 -14.16 -20.76 5.483 -15.1
0.98 11.42 8.449 5.303 4.989 0.1348 -3.056 -2.247 -3.825 3.506 -4.573 -9.936 -13.19 -17.53 -3.146 -18.34
0.985 14.92 10.56 5.888 7.955 3.551 0 1.483 1.407 -1.483 -7.738 -9.849 -9.145 -10.7 -10.88 -18.79
0.99 12.4 11.42 6.022 5.663 4.225 1.933 4.629 6.903 -6.787 -10.29 -7.211 -4.836 -4.315 -16.09 -19.06
0.995 8.719 11.15 6.382 2.337 4.719 2.022 5.978 9.541 -9.708 -10.2 -2.902 -2.374 -1.708 -18.43 -20.49
1 8.27 11.06 8.18 2.247 7.326 1.933 6.067 8.442 -8.944 -6.859 1.935 -1.583 -2.247 -17.62 -20.85
1.005 11.69 12.22 11.01 6.337 12.36 4 6.472 5.716 -6.202 -1.583 6.595 -0.3517 -2.337 -14.2 -16.81
1.01 16 14.02 11.78 10.97 16.94 8.674 8.135 3.341 -4 3.254 9.585 3.254 1.169 -10.16 -7.73
1.015 16.9 14.02 8 12 17.39 13.48 9.528 2.11 -3.461 5.716 9.761 8.178 7.64 -7.101 2.966
1.02 12.67 11.28 1.258 8.404 12.81 14.92 8.674 1.539 -2.382 5.628 6.947 11.78 13.84 -5.213 11.24
1.025 5.213 6.472 -3.955 3.551 6.022 11.82 4.989 0.4397 1.708 5.188 3.078 11.78 16.09 -2.876 14.56
1.03 -2.517 1.169 -5.124 0.9438 0.6292 5.393 -0.2247 -1.671 7.865 6.155 0.1759 7.738 13.3 0.809 13.39
1.035 -9.438 -4.09 -3.955 0.3596 -2.921 -1.438 -5.213 -4.001 11.6 7.474 -1.407 1.407 7.011 5.483 10.16
1.04 -16.09 -8.989 -4.045 -0.2247 -5.843 -6.831 -8.629 -5.76 9.483 7.035 -2.462 -4.397 0.9888 9.888 7.64
1.045 -22.2 -12.67 -7.371 -2.742 -8.899 -10.11 -10.74 -6.199 3.056 3.693 -3.781 -7.65 -2.337 12.94 6.562
1.05 -25.71 -15.06 -13.08 -6.382 -11.69 -12.22 -12.67 -6.595 -2.562 -1.055 -6.243 -8.266 -3.056 13.57 5.843
1.055 -24.36 -16.54 -18.16 -9.213 -13.21 -13.89 -14.74 -7.65 -3.506 -4.66 -9.321 -7.65 -2.787 11.96 4.315
1.06 -18.97 -17.12 -18.29 -10.07 -12.45 -14.79 -15.33 -8.749 0.5393 -5.452 -11.52 -6.771 -2.966 9.258 1.888
1.065 -12.76 -16.22 -12.85 -8.809 -9.708 -13.39 -12.58 -8.31 4.989 -3.869 -11.61 -5.892 -3.865 6.292 -1.169
1.07 -9.798 -14.47 -5.483 -7.73 -7.011 -10.02 -6.607 -5.716 4.584 -2.55 -10.64 -5.54 -5.483 2.607 -5.303
1.075 -12.13 -12.9 -1.573 -8.584 -6.697 -6.966 -1.213 -2.594 -2.517 -4.221 -10.55 -6.419 -7.73 -3.056 -10.79
1.08 -16.99 -12.04 -2.517 -10.29 -8.809 -6.292 0.5843 -1.055 -12.22 -9.057 -11.87 -7.914 -9.528 -9.258 -16
1.085 -18.97 -11.1 -5.618 -9.573 -9.933 -6.876 -1.438 -1.099 -17.3 -13.54 -12.57 -8.354 -9.528 -13.48 -18.07
1.09 -13.3 -9.079 -7.461 -4.225 -6.697 -5.843 -3.506 -1.539 -14.38 -13.01 -9.936 -6.243 -6.742 -13.93 -15.55
1.095 -1.079 -5.438 -5.708 3.551 0.9888 -0.4494 -1.708 -0.3957 -5.528 -6.419 -3.166 -1.671 -2.157 -11.06 -9.978
1.1 11.96 0.08989 0.2697 9.258 9.888 8.36 5.258 3.693 3.281 3.429 5.628 3.781 2.157 -7.281 -4.584
1.105 19.33 7.191 9.258 9.888 15.6 16.9 14.43 9.717 7.056 11.17 12.84 7.826 4.315 -5.034 -2.427
1.11 18.7 13.62 17.17 5.393 15.33 20.4 20.58 14.11 3.955 13.01 15.12 8.881 3.596 -5.753 -3.506
1.115 12.67 15.96 19.82 -1.213 9.438 17.08 20.18 13.41 -3.281 8.617 11.7 7.035 1.169 -9.258 -5.213
1.12 6.382 13.12 15.91 -5.618 2.472 10.16 13.84 7.65 -9.798 1.231 5.276 4.133 -0.8989 -12.94 -4.854
1.125 4.225 7.191 8.18 -4.584 -0.5843 4.809 6.112 -0.4836 -10.92 -3.957 0.3517 2.022 -1.169 -14.74 -1.978
1.13 6.472 1.618 0.4045 0.4494 1.348 3.596 1.034 -7.738 -6.876 -4.66 -1.407 0.6155 -0.7191 -14.11 0.809
1.135 8.809 -1.348 -4.539 4.315 4.494 4.629 -0.9888 -11.61 -1.618 -2.374 -1.143 -0.7035 -0.6292 -11.42 1.618
1.14 6.112 -1.438 -4.944 2.742 3.596 3.73 -1.483 -11.04 0.5843 -0.9673 -0.8793 -1.495 -0.3596 -6.382 2.157
1.145 -2.517 0.1348 -1.618 -3.371 -2.202 -0.04494 -1.348 -6.155 -1.124 -1.671 -0.9673 0.2638 2.337 2.247 6.382
1.15 -12.67 1.573 2.292 -9.258 -9.079 -4.404 -0.764 1.011 -3.371 -2.286 -0.2638 5.364 8.27 14.11 15.46
1.155 -17.98 1.573 3.461 -9.708 -11.1 -5.528 0.5843 6.859 -1.483 0.3517 2.462 11.78 15.01 26.79 25.71
1.16 -15.01 0.6742 1.978 -3.236 -5.528 -2.472 1.798 8.354 7.011 7.65 6.595 15.56 18.16 36.22 30.74
1.165 -5.663 0.04494 0 6.652 5.079 2.112 1.483 4.353 18.97 16.53 10.29 13.81 14.92 39.19 26.7
1.17 4.045 -0.3146 -1.843 13.57 13.75 4.584 -1.573 -3.166 27.01 21.63 10.64 7.035 6.562 33.98 15.37
1.175 8.719 -1.438 -4.315 12.99 14.47 3.281 -6.562 -9.673 24.4 18.82 6.419 -0.7035 -2.247 22.11 3.506
1.18 7.191 -3.416 -7.191 6.697 7.955 0.1798 -9.663 -10.16 12.4 9.321 -0.08793 -4.748 -6.562 7.91 -3.056
1.185 3.775 -4.315 -8.854 1.528 0.764 -0.4045 -7.461 -3.298 -0.9888 -0.7914 -4.573 -3.254 -5.483 -3.596 -3.685
1.19 3.326 -2.382 -8.27 2.337 -0.7191 2.652 -0.4494 6.991 -7.461 -5.716 -4.309 0.7914 -2.607 -10.52 -2.876
1.195 6.742 1.348 -5.348 7.236 3.551 6.427 7.011 13.72 -5.348 -4.748 -0.7914 2.726 -2.427 -13.75 -4.764
1.2 9.978 5.258 -0.4494 10.25 8.135 6.787 9.798 13.06 -0.2247 -2.198 2.462 0.8793 -5.843 -15.46 -8.809
1.205 9.888 7.506 5.798 7.461 8.045 2.966 7.191 6.155 1.124 -2.638 2.99 -2.374 -9.798 -16.81 -10.79
1.21 7.281 7.865 11.46 0.4494 2.921 -1.483 1.888 -1.627 -3.685 -7.035 0.8793 -4.133 -10.7 -18.34 -7.91
1.215 6.112 7.056 14.65 -5.169 -2.787 -2.966 -1.573 -5.892 -10.97 -12.05 -2.11 -3.517 -8.449 -19.42 -2.337
1.22 8.899 6.787 14.92 -4.629 -4.225 0 -1.528 -5.188 -14.52 -13.72 -3.693 -2.11 -5.573 -18.97 1.348
1.225 13.75 7.73 12.45 1.528 -0.3596 4.494 0.9888 -1.363 -11.55 -10.55 -2.902 -2.286 -4.764 -16.09 0.2697
1.23 15.19 8.539 6.742 7.461 4.449 6.292 2.966 1.715 -5.348 -5.188 -1.231 -4.221 -5.573 -11.51 -3.955
1.235 8.899 6.337 -1.483 7.146 4.449 2.607 1.843 2.022 -1.753 -1.759 -0.4397 -5.979 -5.213 -6.652 -6.562
1.24 -2.966 0.5393 -9.393 0.1348 -1.618 -5.124 -2.157 0.5276 -2.787 -2.374 -0.9673 -5.188 -0.809 -2.337 -4.135
1.245 -13.21 -6.292 -12.99 -8.09 -9.303 -12.94 -6.742 -0.7474 -5.213 -4.748 -1.847 -2.022 6.562 1.618 1.798
1.25 -15.28 -11.19 -11.55 -11.42 -13.44 -17.62 -9.933 -1.583 -4.899 -6.155 -2.55 0.4397 12.13 4.494 6.112
1.255 -9.708 -12.81 -7.416 -9.843 -13.26 -18.38 -11.78 -2.506 -2.292 -5.716 -4.485 -0.8793 11.42 5.663 4.584
1.26 -3.596 -11.33 -3.191 -7.91 -12.09 -16.76 -12.13 -4.133 -0.1348 -5.188 -8.178 -5.452 4.764 5.843 -1.348
1.265 -3.236 -7.506 -0.2697 -9.034 -12.9 -13.75 -10.92 -5.408 -0.7191 -5.364 -12.22 -9.761 -2.876 6.562 -7.101
1.27 -7.461 -3.416 1.438 -12.54 -15.24 -9.618 -8 -5.628 -2.562 -5.452 -13.81 -10.38 -6.292 8.18 -9.079
1.275 -10.34 -0.5843 1.933 -14.34 -15.73 -5.213 -4.09 -4.529 -3.011 -3.693 -11.61 -7.474 -4.494 9.798 -7.82
1.28 -6.562 1.124 2.067 -10.83 -11.42 -1.348 -0.4494 -2.77 -0.08989 -0.08793 -6.595 -3.341 -0.5393 9.169 -6.112
1.285 2.697 2.427 2.697 -2.652 -2.831 1.528 2.427 -1.055 4.719 3.517 -1.671 -0.5276 1.978 5.034 -5.753
1.29 10.61 4.09 3.281 5.888 5.663 3.775 4.404 0.6595 6.742 4.748 0.6155 0.7914 1.438 -2.067 -6.022
1.295 10.88 5.528 2.831 9.708 9.573 5.888 5.933 1.671 3.506 2.902 0.3517 1.847 -0.809 -9.169 -4.944
1.3 4.225 6.112 1.843 9.213 8.899 7.955 6.876 2.242 -2.112 0.4397 0.4397 3.429 -2.337 -12.22 -1.888
1.305 -1.348 6.247 1.663 8.36 8.539 9.933 7.281 2.198 -4.629 1.055 4.485 4.836 -2.607 -9.888 0.9888
1.31 1.978 5.798 1.663 10.97 12.67 10.61 6.697 1.627 -1.978 5.628 11.96 4.133 -2.876 -5.303 0.5393
1.315 14.2 4.449 0.8989 15.64 19.64 9.213 5.169 1.099 2.472 10.64 18.73 0.7914 -4.494 -3.056 -3.865
1.32 26.79 2.112 -0.1798 17.8 23.82 5.888 3.91 2.506 3.596 11.34 20.84 -2.286 -5.933 -5.034 -8.18
1.325 30.29 -0.6742 -0.5393 14.11 20.99 2.247 4.36 6.507 -0.3146 6.859 17.76 -1.935 -4.584 -8.36 -7.551
1.33 21.93 -3.955 -0.3596 5.798 11.06 -0.3146 5.708 10.95 -6.382 0.2638 12.31 2.286 0.1798 -8.449 -0.8989
1.335 6.292 -7.64 -1.213 -3.416 -0.8539 -2.067 5.708 11.48 -9.978 -4.221 6.771 6.859 5.483 -3.685 7.91
1.34 -8.809 -10.43 -4.045 -9.303 -9.708 -3.64 2.337 5.804 -8.764 -4.924 2.286 7.65 7.64 4.404 14.11
1.345 -18.43 -10.52 -7.326 -10.79 -12.54 -4.719 -3.551 -3.825 -3.91 -2.99 -1.495 3.869 6.292 12.49 15.82
1.35 -22.56 -7.551 -9.753 -9.528 -11.33 -4.315 -8.854 -12.49 1.933 -0.2638 -4.924 -0.5276 4.674 18.7 15.64
1.355 -24.27 -3.596 -10.25 -8.494 -9.978 -1.843 -10.2 -15.12 6.652 2.286 -7.211 -0.7914 6.921 23.46 17.53
1.36 -25.08 -1.169 -8.18 -8.36 -9.708 2.112 -6.472 -9.98 11.37 5.364 -6.507 5.012 13.93 28.49 22.47
1.365 -23.37 -0.3596 -4 -6.921 -8.404 6.652 1.213 0.5716 16.67 9.409 -2.11 13.63 21.57 33.26 26.7
1.37 -17.08 0.08989 0.5843 -2.652 -4.045 10.61 9.303 11.3 20.99 13.37 3.078 18.99 23.37 33.71 24.9
1.375 -8 1.753 4.18 2.382 2.202 12.94 14.34 16.97 20.9 14.25 5.012 17.15 16.18 26.43 15.19
1.38 -0.8989 4.989 6.876 5.843 6.921 13.26 14.47 16 15.6 10.9 2.638 9.849 4.045 13.12 2.517
1.385 0.5393 8.674 9.393 6.697 8.225 12.18 11.06 10.11 8.854 5.716 -0.7914 2.814 -5.303 0.1798 -6.022
1.39 -2.876 10.52 11.1 6.337 6.831 10.83 6.652 2.946 5.079 2.638 -1.231 0.3517 -7.461 -6.921 -6.652
1.395 -6.742 9.438 10.56 6.202 5.573 10.11 4.045 -2.11 5.124 2.726 2.286 2.286 -4.315 -8 -2.517
1.4 -6.562 7.416 8.135 6.876 6.337 10.47 4.989 -2.55 5.798 3.781 7.211 5.012 -1.618 -7.64 0.1798
1.405 -1.079 7.64 6.337 7.191 8.584 11.96 9.169 1.847 3.056 2.638 9.673 5.364 -3.236 -9.978 -2.517
1.41 6.831 10.34 6.022 5.303 8.809 12.81 13.53 7.342 -4.045 -1.759 7.826 2.814 -7.91 -15.46 -9.348
1.415 12.49 11.87 6.247 0.4045 4.629 10.16 13.48 8.837 -12.18 -7.298 2.726 -1.319 -11.24 -20.58 -15.82
1.42 13.03 8.899 5.753 -5.573 -3.236 2.921 6.966 3.913 -16.49 -11.17 -2.462 -4.924 -10.34 -21.3 -17.8
1.425 9.708 2.067 4.449 -8.404 -9.169 -6.652 -3.775 -4.924 -14.56 -11.34 -5.188 -7.298 -6.292 -17.35 -15.82
1.43 6.112 -4.36 2.921 -6.247 -8.989 -13.8 -12.99 -12.05 -8.809 -8.793 -5.716 -9.233 -3.596 -12.49 -13.48
1.435 4.584 -6.742 1.258 -1.169 -3.236 -15.55 -16.18 -12.71 -4.539 -5.979 -5.628 -11.08 -5.034 -10.52 -13.21
1.44 3.955 -4.809 -0.2247 2.787 3.281 -12.22 -12.58 -6.419 -4.135 -4.045 -5.364 -11.43 -8.09 -10.43 -13.48
1.445 2.427 -1.663 -1.933 3.506 5.843 -7.236 -5.618 2.286 -5.348 -2.11 -3.693 -8.617 -8.09 -8.27 -10.34
1.45 -1.079 -1.618 -4.854 1.169 3.326 -4.404 -0.6292 7.342 -5.348 0.7914 -0.6155 -2.99 -2.697 -2.337 -3.056
1.455 -5.573 -5.753 -8.899 -2.067 -2.202 -5.393 -0.4494 4.968 -3.326 3.429 1.671 1.935 4.764 4.584 4.944
1.46 -8.809 -10.52 -11.87 -4.045 -7.056 -8.494 -4.404 -2.902 -0.4944 3.166 0.2638 2.726 8.719 8 8.809
1.465 -8.719 -10.92 -11.55 -3.865 -8.584 -10.74 -9.034 -10.73 1.528 -0.6155 -5.276 -1.143 6.472 6.382 6.742
1.47 -5.213 -6.742 -9.303 -2.652 -7.685 -10.47 -11.73 -14.55 2.652 -5.628 -11.96 -7.035 0.08989 2.607 1.348
1.475 -1.169 -2.112 -8.315 -2.697 -7.101 -8.629 -11.82 -13.85 3.371 -8.442 -15.74 -10.9 -5.393 0.8989 -2.517
1.48 0.5393 -1.034 -9.573 -4.09 -7.91 -6.337 -9.978 -10.38 4.629 -7.123 -13.72 -9.761 -6.382 3.596 -1.798
1.485 -0.6292 -2.472 -10.11 -4.719 -7.64 -3.64 -6.337 -5.672 6.427 -2.374 -6.507 -4.221 -3.326 8.09 2.337
1.49 -1.888 -2.022 -6.966 -2.472 -3.82 0.4944 -1.213 -1.231 7.326 2.814 1.671 1.935 -0.3596 9.169 4.944
1.495 -0.4494 3.101 0 2.067 2.921 5.124 3.551 1.979 5.978 5.276 6.507 4.573 -1.169 3.775 2.337
1.5 3.865 11.37 8.045 6.382 8.899 8.045 5.933 3.385 2.562 4.221 6.683 2.726 -4.764 -5.483 -3.955
1.505 8.809 17.8 13.35 8 11.06 7.011 4.854 3.298 -0.9438 1.319 4.836 -0.9673 -7.191 -12.49 -9.348
1.51 11.06 17.44 13.39 6.472 8.539 2.517 1.393 2.638 -3.326 -0.8793 4.045 -3.078 -5.213 -13.84 -10.16
1.515 9.169 9.393 8.899 3.191 3.91 -2.382 -1.978 2.11 -4.494 -1.671 5.188 -2.022 0.4494 -10.97 -6.472
1.52 4.674 -1.798 3.551 0.7191 0.8989 -5.213 -3.191 2.33 -4.719 -2.11 6.507 1.055 6.382 -7.64 -1.618
1.525 1.348 -9.573 0.1348 0.764 1.169 -4.629 -2.022 2.726 -4.09 -3.254 5.628 3.781 9.258 -6.831 1.258
1.53 2.157 -11.33 -1.528 1.978 2.876 -2.921 -0.7191 2.11 -3.685 -5.452 1.495 4.221 8.449 -8.629 0.8989
1.535 5.663 -9.169 -3.685 1.438 1.798 -3.281 -1.303 -0.2638 -4.899 -8.617 -4.748 2.55 5.753 -10.79 -0.9888
1.54 7.82 -6.697 -6.157 -2.247 -3.236 -6.112 -3.506 -2.33 -8.09 -11.17 -9.585 1.143 4.404 -9.888 -1.258
1.545 6.112 -5.348 -7.056 -6.517 -8.854 -8.225 -4.674 -2.594 -10.47 -10.73 -9.057 2.11 6.022 -4.225 2.247
1.55 1.798 -5.348 -5.843 -7.371 -9.753 -6.697 -3.011 -1.055 -8.809 -5.452 -2.638 5.1 9.079 5.303 8.27
1.555 -1.888 -6.742 -4.629 -3.416 -4.719 -1.573 -0.3596 -0.6155 -1.708 3.341 5.892 6.683 9.978 14.74 13.21
1.56 -2.337 -8.719 -4.539 2.607 2.697 3.146 0.9438 -2.682 8.36 11.52 11.34 4.045 5.933 20.76 14.02
1.565 0.4494 -9.978 -4.315 6.247 6.742 4.36 -0.4045 -5.979 16.04 15.04 10.82 -2.638 -2.427 21.48 9.708
1.57 4.135 -9.483 -1.573 4.449 4.629 1.348 -3.011 -6.859 16.85 12.13 4.924 -10.46 -11.78 17.26 1.978
1.575 6.202 -7.461 3.461 -1.528 -2.202 -3.326 -5.034 -3.693 10.34 5.276 -2.55 -15.21 -18.07 10.7 -5.663
1.58 5.124 -4.629 8 -6.562 -8.18 -6.607 -5.483 1.803 1.708 -0.8793 -7.298 -14.95 -18.61 5.483 -9.708
1.585 2.697 -2.607 8.539 -5.708 -8.09 -6.787 -4.809 5.276 -2.382 -2.198 -7.123 -10.29 -13.57 4.225 -8.899
1.59 0.8989 -2.112 3.73 0.7191 -2.247 -4.629 -4.539 4.177 -0.04494 1.143 -4.045 -4.924 -6.562 5.213 -5.213
1.595 0.4494 -2.876 -3.101 7.371 4.135 -2.247 -4.674 -0.4836 4.539 4.66 -2.11 -2.022 -1.888 4.494 -2.787
1.6 0.1798 -2.607 -5.169 8.36 5.933 -0.764 -3.551 -3.693 5.303 3.781 -3.429 -1.935 -1.348 -0.3596 -3.596
1.605 -0.6292 0.3146 1.303 2.876 2.562 0 -0.4944 -1.847 0.2247 -1.935 -6.771 -2.814 -3.146 -8.18 -7.011
1.61 -1.528 4.135 11.15 -4.899 -3.191 0.1798 2.921 3.473 -8.18 -9.321 -9.585 -2.99 -4.404 -15.46 -10.34
1.615 -2.787 4.449 14.88 -10.65 -8.36 -1.303 3.371 6.903 -15.42 -14.86 -11.17 -2.55 -3.236 -19.6 -11.69
1.62 -5.034 -0.4045 7.82 -12.4 -11.51 -5.079 -0.5843 5.672 -18.38 -17.23 -12.13 -2.11 -0.1798 -20.13 -10.7
1.625 -8.539 -7.326 -4.449 -11.01 -12.63 -9.258 -5.573 1.891 -16.4 -16.62 -12.57 -2.022 3.326 -18.52 -8.449
1.63 -11.78 -10.79 -12.36 -8.989 -11.91 -10.29 -6.652 0.1319 -11.51 -13.98 -11.78 -1.319 5.393 -16.18 -6.112
1.635 -12.58 -7.775 -11.15 -7.551 -8.764 -6.382 -2.067 1.891 -5.753 -9.321 -8.266 0.6155 5.753 -13.03 -3.506
1.64 -9.169 -0.3146 -3.596 -5.663 -3.146 0.809 5.169 4.529 -0.04494 -2.462 -0.8793 3.869 5.393 -6.831 1.348
1.645 -1.978 6.831 2.382 -1.843 4.135 7.326 9.573 4.177 5.393 5.979 9.321 7.035 5.663 3.326 9.079
1.65 5.573 9.573 1.079 3.191 10.11 9.348 7.775 -0.4397 8.989 13.45 18.03 7.914 5.843 14.56 17.17
1.655 9.169 6.966 -5.528 6.247 11.15 6.562 1.483 -5.892 8.539 16.27 20.84 5.628 4.225 21.12 20.94
1.66 6.742 2.921 -9.888 5.303 7.281 2.112 -4 -7.079 4.225 13.28 16.88 1.231 0.08989 19.42 17.62
1.665 1.258 1.798 -6.022 2.382 2.652 0.04494 -4.404 -2.726 -0.7191 7.211 9.321 -2.726 -5.393 10.7 8.629
1.67 -1.708 4.449 3.82 0.8989 1.393 1.618 -0.3146 3.034 -2.787 2.022 2.55 -4.748 -9.798 -0.1798 -1.798
1.675 0.9888 8.18 11.69 2.337 3.865 4.854 3.955 4.133 -1.483 -0.08793 -0.9673 -4.924 -11.42 -8.18 -9.438
1.68 7.011 10.74 13.08 4.899 7.011 6.337 4.944 -0.2638 1.079 0.1759 -1.319 -3.869 -9.438 -10.34 -12.31
1.685 11.33 12.31 9.933 5.528 7.685 5.438 3.236 -5.32 2.921 0.7914 0.3517 -1.583 -4.494 -7.371 -11.33
1.69 9.528 13.98 6.382 2.921 4.764 3.865 2.247 -5.672 2.787 0.6155 2.286 1.935 1.528 -2.607 -9.348
1.695 2.067 14.7 4.09 -1.888 0.1348 3.416 3.73 -0.7474 1.079 -0.3517 2.99 6.155 6.921 0.4494 -7.91
1.7 -6.742 12.67 1.393 -5.438 -3.461 4.135 6.607 5.892 -0.4045 -1.319 1.847 9.936 10.61 1.169 -6.112
1.705 -11.24 7.416 -3.146 -4.854 -3.865 5.124 8.539 10.07 -0.809 -1.231 -0.08793 12.13 12.67 0.809 -2.247
1.71 -8.539 0.6742 -8.719 -0.5393 -1.528 5.528 8.629 10.38 -0.4045 0.08793 -1.935 12.22 13.3 1.258 3.506
1.715 -1.258 -4.494 -12.18 3.685 1.169 5.169 7.236 9.101 -0.4944 2.286 -2.55 10.29 12.22 3.326 8.989
1.72 4.494 -4.989 -10.16 4.584 2.337 5.034 6.022 8.398 -0.8989 4.397 -1.231 7.562 9.528 6.652 12.31
1.725 4.494 -1.258 -2.292 2.337 2.157 5.528 5.843 7.562 0.04494 6.419 2.022 5.364 5.753 10.43 13.21
1.73 -1.618 3.551 6.517 -0.4045 1.618 5.978 5.303 3.913 2.652 8.09 5.804 3.693 1.708 12.85 13.03
1.735 -10.25 5.528 11.19 -1.393 1.079 5.169 3.236 -3.737 5.528 8.442 7.826 2.462 -1.438 12.76 13.75
1.74 -16.09 4.449 10.79 0.2247 0.9438 3.73 0.6742 -11.39 7.191 7.474 7.65 2.11 -2.427 10.79 16.45
1.745 -15.37 3.73 8.539 4.494 2.427 4.27 0.5843 -13.19 7.775 6.419 7.298 4.045 -0.5393 8.629 20.49
1.75 -7.64 5.663 6.697 9.618 6.112 8.404 4.629 -6.771 7.685 6.771 8.002 8.09 3.236 7.281 23.28
1.755 2.966 9.034 4.809 12.72 10.47 14.07 10.47 3.649 6.966 8.266 9.585 12.05 6.382 6.472 22.2
1.76 10.88 9.978 2.697 11.51 12.18 16.72 13.8 11.12 5.258 8.53 9.849 12.93 6.652 5.213 16.45
1.765 12.4 6.787 1.348 6.292 9.258 13.35 11.51 12.18 2.607 5.804 7.298 9.233 4.045 2.966 7.551
1.77 8.36 0.3596 1.573 -1.034 2.652 4.225 4.584 8.178 -0.4045 0.3517 2.198 2.11 0.08989 -0.3596 -2.247
1.775 2.427 -5.933 2.517 -7.64 -5.079 -6.247 -3.371 3.737 -3.191 -5.452 -3.957 -5.452 -3.326 -3.775 -10.7
1.78 -1.528 -9.258 2.202 -10.56 -9.708 -13.26 -8.225 1.759 -4.539 -8.881 -8.354 -10.11 -4.404 -6.022 -15.91
1.785 -1.888 -8.225 -0.6742 -8.494 -8.584 -14.11 -8.539 1.627 -3.82 -8.178 -9.233 -10.38 -3.326 -5.753 -16.99
1.79 0.4494 -5.213 -5.753 -2.876 -3.416 -10.29 -6.112 0.1319 -2.337 -4.573 -7.211 -7.738 -1.258 -3.685 -14.92
1.795 2.427 -3.236 -10.34 2.157 1.753 -6.067 -4.494 -4.397 -1.933 -0.9673 -4.66 -5.188 -0.08989 -1.438 -11.87
1.8 2.337 -3.326 -10.16 3.865 3.551 -4.18 -5.169 -9.189 -2.921 0.3517 -3.254 -4.221 -0.1798 0.08989 -9.528
1.805 0.7191 -3.685 -3.91 2.742 2.337 -4.315 -6.607 -10.64 -3.461 -0.2638 -2.814 -4.397 -0.7191 0.6292 -8.449
1.81 -0.7191 -2.921 3.91 0.9438 0.6742 -4.18 -6.966 -7.65 -1.933 -1.143 -2.814 -4.748 -1.438 0.1798 -8.449
1.815 -1.348 -1.753 6.831 0.5843 -0.1348 -3.056 -5.978 -3.298 0.764 -1.319 -3.693 -4.836 -2.607 -1.708 -8.539
1.82 -2.607 -1.528 2.517 1.393 -0.5393 -1.528 -4.719 -1.363 2.966 -1.583 -5.364 -5.012 -4.494 -4.494 -7.551
1.825 -5.483 -1.753 -4.764 2.382 -1.124 -0.809 -4.09 -2.99 3.82 -2.198 -6.683 -5.364 -6.292 -6.652 -4.494
1.83 -8.36 -1.843 -9.573 2.382 -2.247 -0.8989 -4.27 -6.067 3.191 -2.902 -6.419 -5.716 -7.191 -6.831 0
1.835 -8.719 -1.124 -8.989 0.7191 -3.416 -1.303 -4.27 -7.826 1.618 -2.99 -3.957 -5.54 -6.652 -4.494 4.764
1.84 -5.034 0.1348 -4.135 -1.663 -3.64 -1.169 -2.921 -6.859 -0.04494 -2.198 0.08793 -3.957 -4.944 -0.6292 8.629
1.845 1.438 1.438 1.708 -2.876 -2.652 -0.08989 -0.3596 -3.561 -1.708 -0.5276 3.957 -1.319 -2.966 3.236 10.7
1.85 6.831 1.438 4.584 -2.112 -1.303 0.8539 1.888 -0.3957 -3.191 0.8793 5.364 0.5276 -2.067 4.944 9.528
1.855 6.921 -1.303 3.191 -1.079 -1.528 -0.1798 1.843 1.627 -5.124 0.7035 2.726 0.1759 -2.876 3.056 4.674
1.86 0.7191 -6.202 -0.7191 -1.303 -3.955 -3.056 -0.7191 2.638 -6.067 -1.319 -2.814 -2.11 -4.315 -0.9888 -2.067
1.865 -8.27 -10.79 -3.281 -3.101 -7.101 -5.798 -3.596 4.309 -5.034 -4.045 -8.266 -4.045 -4.225 -4.854 -7.64
1.87 -14.56 -13.12 -3.596 -5.708 -8.944 -6.247 -4.18 6.243 -2.157 -5.979 -11.17 -3.166 -1.528 -6.652 -9.618
1.875 -15.37 -13.75 -2.742 -8.36 -9.708 -4.404 -2.157 6.727 0.08989 -6.947 -11.7 0.2638 2.697 -6.921 -8.09
1.88 -12.13 -13.35 -2.472 -10.34 -10.2 -2.382 0.4944 4.133 0.08989 -7.474 -11.34 4.133 6.112 -7.101 -5.213
1.885 -8.36 -12.81 -3.371 -10.43 -10.7 -2.876 0.6292 -1.099 -1.528 -7.738 -11.17 4.66 6.202 -7.91 -4.764
1.89 -6.022 -13.12 -6.067 -8 -10.11 -6.966 -3.191 -7.65 -2.562 -7.123 -11.52 -0.2638 1.708 -8.809 -8.539
