    T[sec] F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
22.6 -5.933 -18.56 -16.49 -9.708 -13.35 -18.7 -17.62 -15.52 5.169 -1.759 -8.266 -11.96 -7.64 16.54 4.494
22.605 -2.427 -16.85 -13.98 -6.607 -9.124 -14.29 -13.93 -16.53 0.3146 -2.638 -5.804 -8.705 -6.742 12.4 7.371
22.61 -0.4494 -10.38 -8 -4.989 -6.157 -7.506 -7.011 -12.4 -4.764 -3.517 -3.781 -4.133 -4.854 5.393 7.191
22.615 -0.809 -1.169 -0.3146 -3.506 -3.281 0.5393 1.618 -4.748 -6.921 -2.99 -1.759 0.8793 -3.236 -0.9888 5.124
22.62 -1.888 8.225 6.427 0.1798 1.303 8.494 9.483 2.902 -5.213 -0.1759 0.9673 5.276 -2.517 -4.674 3.146
22.625 -0.8989 14.56 9.438 5.393 7.281 14.16 13.89 7.167 -2.112 3.605 4.133 7.65 -1.888 -6.202 2.157
22.63 2.337 16.18 8.404 8.404 11.6 16 14.07 7.035 -0.764 6.155 6.067 8.09 -0.1798 -7.82 2.157
22.635 6.292 13.89 5.888 6.921 11.64 14.61 11.28 4.968 -2.247 5.892 6.243 7.298 3.146 -10.25 2.247
22.64 8.899 9.843 4.449 3.011 8.629 12.04 8.135 3.473 -4.494 3.957 5.1 5.979 6.382 -13.03 0.8989
22.645 9.438 5.798 4.27 0.7191 5.753 10.11 5.843 3.298 -5.843 1.935 3.517 3.605 6.562 -15.19 -2.876
22.65 8.27 2.921 3.64 2.517 5.303 8.315 3.775 3.122 -6.292 0 1.935 0.1759 2.697 -16.27 -8.27
22.655 6.562 1.798 2.067 7.101 6.876 5.978 1.258 2.154 -6.787 -2.11 0.9673 -2.902 -2.427 -15.64 -11.6
22.66 4.944 2.157 0.2247 10.74 8.225 3.011 -1.169 0.9233 -7.416 -4.485 1.319 -3.166 -3.955 -12.4 -9.258
22.665 3.146 2.202 -2.067 10.07 7.011 0.4045 -2.202 0.5716 -6.966 -5.54 3.166 0.6155 0.4494 -6.472 -0.809
22.67 -0.3596 -0.4494 -4.674 5.169 3.146 -0.7191 -1.438 1.715 -4.045 -3.957 5.628 6.859 8.36 1.618 10.43
22.675 -6.921 -5.798 -6.652 -0.7191 -1.708 -0.6742 0.08989 3.341 1.618 -0.08793 7.474 11.87 14.65 10.16 19.24
22.68 -15.37 -12 -7.91 -4.494 -5.438 -1.034 0.08989 3.517 7.551 3.341 7.211 12.13 14.83 16.36 21.75
22.685 -23.19 -17.08 -9.573 -6.382 -8.404 -3.865 -3.281 0.3078 9.393 2.99 3.341 6.243 8.18 17.62 17.62
22.69 -28.67 -19.73 -12.27 -8.404 -12.13 -9.258 -9.258 -5.936 5.213 -2.198 -3.869 -2.99 -1.348 14.2 10.43
22.695 -30.74 -19.96 -14.11 -11.24 -16.13 -14.74 -14.29 -11.52 -1.438 -9.145 -11.26 -10.46 -8.36 10.43 5.663
22.7 -29.03 -18.34 -13.62 -12.4 -18.07 -16.54 -15.01 -12.75 -4.404 -12.13 -14.86 -12.49 -9.618 10.7 5.753
22.705 -23.64 -16.13 -11.69 -10.2 -15.96 -13.57 -11.1 -9.453 -0.6742 -8.617 -13.37 -9.409 -6.472 15.37 8.449
22.71 -15.82 -14.79 -9.798 -6.247 -11.51 -8 -5.753 -4.397 6.562 -1.231 -9.145 -5.012 -3.146 19.96 9.348
22.715 -7.551 -13.66 -8.539 -4.315 -8.09 -3.551 -2.202 -0.9673 11.28 3.517 -5.452 -2.638 -2.067 19.51 6.022
22.72 -0.5393 -11.42 -7.146 -6.382 -7.64 -1.708 -1.303 0.3517 8.944 2.286 -4.309 -2.638 -2.787 12.31 -0.3596
22.725 4.225 -7.775 -5.348 -10.79 -9.213 -1.393 -1.213 0.6155 0.6742 -3.166 -5.276 -3.078 -2.787 1.169 -6.112
22.73 5.663 -3.865 -2.517 -12.94 -9.753 -0.7191 0.1348 1.979 -7.91 -7.826 -6.331 -2.198 -0.8989 -8.899 -8.719
22.735 3.056 -0.1798 1.798 -9.393 -6.787 1.169 3.191 4.88 -10.43 -7.826 -5.716 -0.08793 1.978 -14.02 -8.629
22.74 -1.798 3.371 7.191 -1.169 -0.8989 3.326 6.202 7.694 -5.708 -4.133 -3.693 0.9673 3.236 -15.01 -9.169
22.745 -5.393 6.067 11.06 6.562 4.404 3.64 6.831 7.386 0.8989 -1.055 -2.374 -1.055 0.7191 -16.18 -13.3
22.75 -4.494 7.371 11.6 8.584 6.157 1.348 4.539 3.341 2.966 -2.462 -3.166 -5.452 -4.225 -19.96 -19.96
22.755 1.978 7.281 10.02 4.944 4.674 -1.124 1.618 -1.275 -1.528 -7.562 -4.485 -8.09 -7.191 -24.18 -23.91
22.76 12.76 6.697 8.36 0.4944 3.775 -1.213 1.258 -2.198 -8.854 -11.78 -3.429 -5.1 -4.135 -24.72 -20.58
22.765 23.73 5.528 7.596 -0.809 5.393 1.438 3.955 1.847 -13.62 -10.99 0.5276 2.99 3.775 -19.96 -11.06
22.77 29.3 3.91 7.236 0.9888 7.551 4.225 6.831 7.87 -12.76 -5.979 4.748 10.82 11.33 -12.67 -1.169
22.775 26.52 2.517 7.416 2.921 7.371 3.91 7.011 11.08 -6.966 -0.7035 6.419 13.37 12.85 -6.831 3.326
22.78 17.35 2.382 7.955 2.697 4.404 0.5843 4 9.101 0.3146 2.198 4.924 9.321 7.461 -4.045 1.528
22.785 7.73 3.596 7.82 1.169 1.348 -2.337 0.2697 2.902 5.798 3.693 3.166 2.638 -0.4494 -2.337 -1.978
22.79 2.247 5.618 6.742 0.5843 1.573 -0.8989 -0.4494 -2.726 8.27 6.683 5.188 -0.1759 -4.494 1.618 -0.8989
22.795 1.978 8.225 6.292 2.562 6.202 6.022 3.685 -3.122 9.303 12.31 12.31 4.045 -1.169 9.258 7.191
22.8 4.854 11.15 7.775 5.888 12.76 15.55 11.51 2.946 10.07 18.55 21.54 13.1 6.831 18.16 17.89
22.805 7.64 13.48 10.07 7.506 16.67 21.93 18.29 11.34 10.47 21.19 26.82 20.14 12.58 22.92 23.28
22.81 8.18 13.12 11.15 5.303 14.43 20.76 18.97 16.18 8.809 17.32 23.48 19.17 10.97 20.49 18.97
22.815 6.292 9.843 9.573 0.8539 7.191 12.13 12.45 13.81 5.169 8.442 12.4 10.11 2.876 12.76 7.191
22.82 3.596 4.764 5.213 -2.697 -0.764 0.6292 1.438 5.276 0.8989 -0.7914 -0.9673 -2.462 -6.292 4.045 -5.213
22.825 0.6292 -0.5843 -1.618 -3.775 -6.787 -9.124 -9.708 -5.584 -2.697 -6.683 -11.87 -13.37 -11.6 -2.876 -13.48
22.83 -3.326 -5.213 -9.258 -4.135 -10.97 -15.37 -17.3 -14.33 -5.393 -9.409 -18.73 -19.96 -12.49 -8 -17.17
22.835 -8.989 -7.955 -14.56 -6.562 -14.74 -18.56 -20.36 -17.59 -7.416 -11.43 -22.25 -22.25 -11.51 -12.49 -18.79
22.84 -14.38 -8.809 -15.46 -10.88 -17.66 -20.13 -19.42 -15.39 -8.854 -14.25 -23.65 -21.81 -11.33 -16.18 -20.13
22.845 -16.18 -8.36 -12.99 -14.56 -18.29 -20.04 -16.18 -10.77 -9.933 -16.71 -22.95 -19.43 -12.04 -18.07 -20.58
22.85 -12.4 -7.146 -9.528 -14.47 -15.01 -17.35 -11.87 -7.211 -10.7 -16.71 -19.79 -15.04 -11.78 -17.44 -18.25
22.855 -4.135 -4.584 -5.348 -9.303 -7.685 -10.88 -6.742 -5.1 -10.25 -13.37 -13.72 -8.442 -8.539 -14.38 -12.22
22.86 5.303 0.6292 0.1348 -0.8989 1.303 -1.618 -0.4045 -2.77 -7.865 -7.738 -5.979 -0.7035 -3.056 -10.52 -4.674
22.865 12.58 7.506 6.157 6.742 8.27 7.236 6.247 1.055 -4.674 -2.286 0.8793 5.804 1.708 -7.64 0.9888
22.87 15.55 12.9 10.7 9.708 10.47 11.73 10.83 5.892 -1.573 0.9673 5.188 9.057 3.416 -6.022 3.326
22.875 14.29 14.29 12.27 7.91 8.449 10.79 11.69 9.673 0.9438 2.374 7.474 9.057 2.427 -3.056 4.584
22.88 10.88 11.69 10.16 4.629 5.708 7.011 9.258 9.98 3.281 3.869 9.497 7.386 1.079 2.697 7.371
22.885 7.73 6.697 5.303 3.685 5.393 4.36 5.618 5.628 5.079 6.771 11.78 5.276 0.809 10.16 11.69
22.89 5.753 2.112 0.3146 6.427 8.27 4.584 2.831 -0.8793 5.573 10.11 12.93 3.166 1.169 16 15.28
22.895 4.764 0.4944 -1.348 11.1 12.13 7.056 2.157 -5.54 4.764 12.05 11.96 1.759 1.258 18.52 16.18
22.9 4.764 1.708 1.528 14.38 14.38 8.989 3.236 -5.452 3.685 12.05 9.233 1.671 1.258 18.43 14.74
22.905 5.483 3.596 5.303 13.3 12.76 8.584 4.135 -1.847 3.371 11.08 6.507 2.99 1.888 18.07 13.39
22.91 5.303 3.461 5.888 7.281 7.236 5.573 3.236 1.495 4.36 10.38 5.012 5.012 3.955 18.7 13.84
22.915 2.337 1.258 2.472 -0.809 0.04494 2.202 1.034 2.242 6.876 10.38 4.836 6.683 6.742 19.78 15.55
22.92 -4.045 -0.6742 -2.067 -6.697 -5.169 0.8539 -0.5843 0.7914 9.843 10.38 4.836 6.859 8.719 19.51 16
22.925 -11.42 -1.169 -4.719 -7.775 -6.607 1.528 -0.809 -0.6595 10.97 9.145 3.166 5.1 8 16 12.76
22.93 -16.54 -0.7191 -5.034 -5.034 -5.393 1.978 -0.6292 -1.363 9.124 5.892 -0.4397 1.847 4.764 9.708 6.022
22.935 -16 -1.438 -4.18 -1.169 -3.281 -0.3146 -1.933 -1.715 5.213 1.847 -3.957 -1.935 0.6292 3.506 -1.798
22.94 -8.629 -4.494 -4.36 2.202 -1.079 -5.618 -5.663 -3.737 2.517 -0.9673 -4.924 -5.452 -2.607 0 -8.989
22.945 3.236 -9.708 -7.146 4.629 1.348 -12.27 -10.79 -8.354 2.921 -1.143 -2.902 -9.497 -5.303 -1.258 -15.55
22.95 14.02 -14.92 -11.55 6.472 3.775 -17.98 -15.46 -13.23 5.079 -0.08793 -0.5276 -14.07 -8.539 -2.876 -22.47
22.955 17.98 -17.17 -14.34 7.73 5.258 -20.49 -17.03 -14.29 6.382 0 -0.6155 -17.94 -12.13 -7.011 -28.67
22.96 12.85 -14.65 -13.08 7.775 4.494 -18.88 -14.79 -9.189 4.539 -2.638 -4.221 -18.64 -14.29 -13.39 -31.19
22.965 0.9888 -8.629 -9.528 4.809 0.8539 -13.93 -10.16 -0.4836 -0.8989 -7.65 -9.849 -15.3 -13.48 -19.69 -27.51
22.97 -12.94 -2.292 -6.831 -1.213 -5.348 -8 -5.438 6.111 -7.82 -12.75 -14.95 -9.497 -10.07 -23.28 -18.79
22.975 -23.55 2.067 -5.843 -7.955 -11.51 -3.056 -2.562 6.507 -12.27 -15.65 -16.8 -4.045 -6.112 -22.47 -8.449
22.98 -26.97 4.449 -5.124 -11.87 -14.29 -0.1348 -1.618 1.627 -12.13 -14.6 -14.25 -0.7914 -3.596 -17.26 -0.809
22.985 -22.29 4.539 -3.73 -11.19 -13.3 0.3146 -1.708 -4.748 -8.404 -10.2 -8.617 0 -2.876 -9.888 2.966
22.99 -12.67 2.427 -1.888 -8.36 -10.65 -1.034 -2.202 -7.914 -4.989 -4.836 -2.638 0.3517 -1.798 -2.427 4.854
22.995 -3.326 -1.034 0.08989 -6.472 -8.764 -2.517 -2.157 -5.584 -3.91 -0.7035 2.462 2.814 1.888 4.404 8.809
23 2.067 -4 1.663 -6.831 -7.73 -2.022 -0.3596 0.4836 -4.944 1.759 6.771 7.914 8.539 11.24 16
23.005 3.146 -4.719 2.112 -7.82 -5.483 0.8539 3.011 6.331 -5.978 3.517 10.46 13.28 14.92 17.44 24
23.01 2.157 -2.112 2.157 -6.337 -0.7191 5.348 6.831 8.881 -5.258 5.54 13.37 16.27 17.35 21.3 28.4
23.015 2.697 3.506 4.27 -0.5393 6.607 9.888 10.38 8.222 -1.843 8.002 15.04 16 15.28 21.66 27.6
23.02 6.652 10.83 9.034 8.629 14.34 14.07 13.3 6.727 3.685 10.64 15.39 14.25 11.42 18.43 23.1
23.025 12.67 16.54 14.34 16.72 19.64 17.35 15.42 6.287 9.438 12.75 14.16 13.01 9.169 12.67 17.44
23.03 15.82 18.29 16.9 18.88 19.78 19.19 16.27 7.255 13.44 13.45 11.17 12.4 9.258 6.292 12.58
23.035 12.67 15.73 15.82 13.89 15.1 18.43 15.6 8.837 14.65 12.13 7.123 11.43 9.798 1.438 8.809
23.04 4.045 10.97 12.18 5.348 7.955 15.15 12.9 9.277 13.62 9.321 2.99 8.617 7.64 -0.809 4.854
23.045 -4.584 5.798 7.101 -1.393 1.303 9.753 7.91 6.991 10.25 5.54 -1.231 3.341 1.708 -2.157 -0.2697
23.05 -8.449 0.6292 1.843 -3.551 -3.596 3.236 1.169 1.363 4.989 0.7914 -6.331 -3.517 -6.652 -4.944 -7.011
23.055 -7.191 -3.865 -1.933 -2.382 -6.517 -2.517 -5.708 -5.408 -0.8989 -4.748 -11.96 -9.849 -13.3 -9.978 -14.11
23.06 -4.584 -6.697 -3.506 -1.303 -8.36 -6.472 -10.61 -10.6 -5.753 -10.29 -17.06 -13.98 -15.82 -15.91 -20.22
23.065 -5.483 -8 -3.91 -4.045 -10.43 -9.169 -12.4 -12.27 -8.899 -14.42 -20.14 -15.74 -14.56 -20.04 -24.54
23.07 -11.69 -8.045 -5.169 -11.01 -13.89 -11.78 -11.69 -10.64 -10.61 -16.36 -19.79 -15.48 -11.51 -19.96 -25.53
23.075 -19.87 -7.461 -6.876 -18.16 -17.8 -13.98 -9.573 -6.815 -10.7 -15.65 -15.21 -12.75 -7.73 -14.2 -21.03
23.08 -24 -6.157 -7.685 -20 -18.61 -13.57 -6.067 -2.418 -9.079 -12.05 -6.771 -6.947 -2.427 -3.685 -10.07
23.085 -19.87 -4.629 -6.607 -14.29 -14.07 -8.674 -1.124 1.319 -6.337 -6.507 3.254 1.671 4.854 7.551 5.124
23.09 -9.169 -3.191 -3.775 -4.135 -5.034 -0.5393 4.449 4.529 -3.955 -0.9673 11.52 10.82 13.03 15.19 19.69
23.095 2.787 -1.438 0.4494 4.36 4.584 7.64 9.528 7.518 -2.697 2.638 16.18 18.11 19.87 16.99 28.76
23.1 11.51 0.9888 4.674 7.056 10.79 12.13 12.31 10.77 -2.742 3.869 17.15 21.19 22.47 13.57 29.84
23.105 15.28 3.236 6.517 4.09 11.51 11.42 11.64 12.93 -3.281 3.517 15.65 19.43 19.78 7.191 23.46
23.11 14.38 4.135 4.944 -1.079 7.91 7.101 7.551 12.44 -3.371 2.638 12.4 13.63 12.67 0.2697 12.94
23.115 9.798 3.64 2.067 -3.596 3.82 2.562 2.427 9.057 -1.618 2.11 8.442 5.804 3.596 -5.393 2.517
23.12 3.326 2.966 0.5393 -1.303 2.652 0.809 -1.393 3.957 1.888 2.11 4.133 -1.847 -4.764 -9.348 -5.303
23.125 -2.427 2.921 0.3146 4.045 4.36 1.798 -3.416 -1.495 5.348 2.11 -0.8793 -8.002 -10.88 -12.49 -9.978
23.13 -4.584 2.831 -0.6742 8.494 5.888 3.236 -4.539 -6.067 5.978 0.7914 -6.771 -11.87 -14.29 -15.46 -12.22
23.135 -1.798 2.337 -2.652 9.528 4.764 3.236 -5.843 -8.222 3.596 -1.847 -12.22 -12.75 -14.47 -17.35 -12.58
23.14 4.404 1.528 -4.36 8.09 1.573 2.022 -6.697 -7.474 0.5843 -4.397 -15.04 -10.99 -11.6 -16.36 -11.78
23.145 9.888 0.7191 -4.494 6.427 -1.124 0.7191 -6.517 -4.485 -0.8989 -4.924 -14.42 -8.09 -7.64 -12.67 -10.97
23.15 10.07 -0.1348 -2.427 5.393 -1.933 -0.04494 -5.348 -1.583 0 -2.814 -11.26 -6.507 -5.124 -7.551 -11.6
23.155 4.315 -0.809 0.9438 5.034 -0.809 -0.809 -4 -0.7474 2.831 0.5276 -7.123 -6.771 -5.124 -2.787 -13.57
23.16 -3.326 -0.4944 3.865 4.36 0.809 -1.573 -3.146 -2.594 5.663 3.341 -3.517 -7.826 -6.382 0.6292 -15.28
23.165 -7.281 -0.04494 4.539 2.382 1.258 -2.652 -2.876 -5.848 6.472 4.221 -1.583 -7.386 -6.022 2.337 -15.01
23.17 -6.112 0.08989 3.011 -1.303 -0.4494 -3.281 -2.472 -7.826 4.09 2.814 -1.055 -4.221 -2.157 3.236 -11.42
23.175 -2.966 0.04494 1.843 -5.708 -3.326 -2.562 -0.9438 -5.672 -0.3596 0.2638 -0.6155 1.319 4.404 5.034 -4.315
23.18 -1.079 0.08989 2.562 -8.494 -5.213 -0.6742 1.843 0.04397 -4.18 -0.9673 1.671 6.947 10.88 8.989 4.584
23.185 -0.809 -0.4045 3.056 -8.18 -4.584 1.034 4.09 5.54 -5.753 0.4397 6.243 10.11 13.75 14.29 12.85
23.19 0.1798 -2.697 0.3596 -5.169 -2.202 1.034 3.685 6.507 -4.539 3.869 11.61 9.936 11.96 19.06 18.61
23.195 3.236 -5.933 -4.674 -1.348 0.4045 -1.169 1.303 2.902 -1.258 7.474 16.09 8.09 7.82 21.75 21.75
23.2 7.101 -7.685 -8.225 1.573 2.157 -3.281 -0.4494 -1.099 2.966 9.673 18.64 6.947 5.124 21.93 23.19
23.205 8.449 -6.382 -6.697 1.978 2.742 -3.64 0.9438 -1.319 6.247 9.673 18.73 7.474 4.944 19.33 23.19
23.21 5.213 -2.607 -0.8539 -0.08989 1.843 -1.798 4.809 3.166 6.427 7.474 16.36 8.09 5.753 14.2 21.39
23.215 -0.1798 1.528 5.483 -2.472 0.4045 1.079 8.315 8.793 3.955 3.869 12.22 7.123 4.854 7.461 17.08
23.22 -2.067 4 8.27 -2.562 0.3146 3.551 8.404 10.33 0.9888 0.2638 7.474 3.781 1.258 0.6292 10.25
23.225 2.697 3.685 5.124 0.5393 2.202 4.449 4.539 5.452 -0.3146 -2.286 2.198 -0.9673 -4.045 -5.573 1.079
23.23 10.79 1.618 -1.169 4.989 4.584 3.416 -1.169 -2.418 0 -3.517 -3.605 -5.804 -8.719 -10.97 -9.169
23.235 14.92 0.2247 -4.764 7.73 5.663 1.303 -4.899 -7.562 1.124 -4.045 -8.793 -8.969 -10.79 -14.47 -18.07
23.24 11.69 0.5843 -2.472 8.09 4.764 -0.764 -4.809 -5.76 1.483 -3.869 -11.7 -9.409 -9.618 -15.55 -23.46
23.245 4.135 1.843 2.517 6.562 2.382 -2.202 -1.933 0.6595 -0.6292 -3.517 -11.96 -7.826 -6.112 -14.74 -24.81
23.25 -1.169 1.079 4.899 4.36 -0.4494 -3.056 0.6292 5.936 -5.169 -3.781 -10.64 -5.54 -1.798 -13.84 -23.28
23.255 -0.5393 -1.798 2.742 1.978 -2.517 -3.551 1.348 6.595 -9.708 -5.1 -9.233 -3.341 2.247 -13.57 -20.4
23.26 4.494 -4.764 -0.8989 0.1798 -2.517 -3.596 0.8539 3.781 -10.92 -6.419 -8.09 -1.671 5.034 -13.21 -17.8
23.265 8.36 -5.663 -2.022 -1.213 -0.9438 -3.236 0.6742 1.407 -8 -6.595 -7.298 -1.231 5.663 -11.96 -16.18
23.27 6.742 -3.91 0.5843 -2.337 0.4494 -3.146 1.169 1.759 -2.742 -5.276 -5.892 -1.935 3.685 -8.539 -14.38
23.275 0.4494 -0.9438 4.764 -2.607 0.8989 -3.685 1.843 4.397 1.798 -2.99 -2.902 -2.638 0.5393 -2.247 -9.978
23.28 -5.663 1.438 7.101 -1.528 0.5393 -3.955 1.483 5.936 3.955 -0.5276 1.759 -1.759 -1.438 6.292 -1.528
23.285 -7.91 2.247 4.809 0.04494 -0.1348 -3.146 0.04494 3.385 3.82 1.583 6.419 1.055 -1.169 14.29 9.438
23.29 -6.921 1.438 -1.034 0.08989 -1.258 -1.258 -2.112 -2.638 2.607 2.814 8.705 4.045 0 18.97 18.88
23.295 -6.112 0.5843 -6.112 -1.888 -2.247 0.764 -3.865 -8.574 2.247 2.902 8.002 5.188 -0.5393 18.97 23.1
23.3 -6.472 0.764 -6.427 -4.135 -2.247 1.933 -4.315 -11.04 3.101 2.462 5.452 3.078 -4.494 15.28 20.49
23.305 -6.112 1.933 -3.101 -4.494 -0.9438 1.843 -3.685 -9.541 3.371 1.319 2.198 -1.407 -10.79 9.258 12.76
23.31 -3.236 2.787 0.2697 -2.247 0.7191 0.8539 -2.427 -6.199 1.303 -0.8793 -1.055 -5.628 -16 2.157 3.955
23.315 1.079 3.011 1.798 1.708 2.337 0.764 -0.3596 -2.77 -2.067 -3.693 -3.605 -6.331 -16.27 -4.404 -1.618
23.32 4.315 3.236 1.798 6.382 4.135 3.101 2.966 0.1319 -3.506 -5.276 -4.66 -2.638 -10.43 -8.899 -2.697
23.325 4.315 3.64 1.079 10.61 6.652 7.191 6.697 2.242 -0.6292 -3.605 -3.869 2.99 -1.618 -10.52 -1.079
23.33 1.888 3.101 -0.08989 13.03 9.258 10.29 8.315 2.946 5.169 0.8793 -1.759 6.947 5.843 -9.258 0
23.335 0.08989 1.303 -0.9888 13.26 11.01 9.483 6.382 1.891 10.34 5.804 1.055 7.123 9.079 -6.022 -1.258
23.34 1.258 -0.8989 -1.124 11.15 10.74 4.404 1.843 -0.5276 11.42 8.617 3.693 4.573 9.079 -1.978 -3.955
23.345 3.955 -2.607 -1.753 7.056 7.506 -2.112 -3.011 -2.858 7.596 7.914 4.836 1.759 8.27 0.8989 -6.202
23.35 4.045 -3.506 -3.461 1.213 1.483 -7.146 -5.663 -3.605 1.393 4.573 3.605 0.7035 8 1.708 -6.652
23.355 -1.258 -3.685 -5.618 -4.899 -5.348 -8.719 -5.258 -1.627 -2.652 0.8793 0.9673 1.143 8.27 1.169 -4.944
23.36 -9.258 -3.281 -6.831 -9.169 -10.16 -6.966 -3.011 1.671 -2.157 -1.055 -1.847 1.583 7.461 1.258 -2.427
23.365 -13.66 -3.236 -6.876 -10.65 -11.24 -4.494 -1.618 3.605 1.034 -1.143 -3.869 0.2638 4.584 2.517 -0.5393
23.37 -10.88 -3.371 -6.382 -10.34 -9.843 -3.82 -2.382 2.286 2.652 -0.8793 -5.1 -3.166 0.1798 4.315 0.4494
23.375 -2.876 -3.281 -4.899 -8.989 -7.236 -4.764 -4.36 -1.187 0.8539 -1.495 -4.748 -6.243 -3.865 6.292 2.157
23.38 4.584 -1.753 -2.472 -6.517 -4 -4.674 -4.719 -4.177 -2.292 -1.759 -1.847 -6.243 -5.303 8.09 6.292
23.385 6.562 0.9888 -0.08989 -2.921 0.08989 -1.124 -2.202 -4.88 -3.775 0 3.429 -2.374 -4.404 9.438 12.58
23.39 2.337 4 1.303 0.5843 4.494 5.124 1.978 -4.001 -2.292 3.693 9.409 3.166 -2.787 9.528 18.43
23.395 -3.775 6.966 2.517 2.697 7.82 11.19 5.798 -2.638 0.4045 7.298 13.63 7.035 -2.067 7.91 20.58
23.4 -6.202 10.02 4.629 2.921 9.169 13.84 7.101 -1.407 1.573 8.617 14.16 7.123 -2.966 4.584 17.08
23.405 -2.427 12.31 6.562 1.393 7.73 11.55 5.753 -0.5716 -0.1348 6.507 10.64 2.902 -5.034 -0.2697 8.18
23.41 4.404 11.28 5.843 -1.124 3.82 5.258 2.247 -0.2638 -4 2.198 4.573 -3.517 -7.551 -5.483 -3.146
23.415 9.258 5.348 1.438 -3.236 -0.809 -1.798 -1.978 -0.3078 -6.966 -1.759 -0.7035 -8.705 -8.989 -8.629 -12.04
23.42 8.989 -4.18 -5.169 -3.551 -3.91 -6.427 -5.348 -1.583 -6.787 -3.341 -3.078 -10.11 -8 -8.18 -15.1
23.425 4.584 -13.62 -11.28 -1.978 -4.404 -7.416 -7.461 -4.66 -3.91 -2.198 -2.902 -7.65 -4.674 -5.483 -12.49
23.43 -0.6292 -18.79 -14.02 0.4944 -3.236 -6.157 -8.045 -8.222 -1.124 -0.6155 -2.55 -3.341 -0.08989 -3.326 -7.371
23.435 -4.225 -16.9 -10.88 2.921 -1.978 -4.494 -7.011 -9.189 0.4045 -0.3517 -3.781 0.3517 4.135 -3.596 -3.596
23.44 -5.213 -8.989 -2.787 4.27 -1.528 -3.281 -3.865 -5.276 1.034 -1.935 -6.683 2.286 6.742 -6.202 -3.416
23.445 -4.674 -0.08989 5.618 3.236 -2.382 -3.056 -0.04494 1.891 1.258 -4.133 -9.761 2.198 7.191 -9.258 -6.742
23.45 -4.854 4.404 9.079 -0.9888 -5.213 -4 2.112 7.474 0.6742 -6.243 -12.13 0.4397 5.843 -10.88 -11.06
23.455 -6.831 2.202 6.427 -7.326 -8.629 -6.382 0.6742 7.87 -1.079 -8.002 -13.28 -2.022 4.135 -9.528 -13.03
23.46 -9.169 -4.045 0.2247 -11.96 -10.56 -9.303 -3.73 2.55 -3.011 -8.969 -12.93 -4.133 3.416 -5.124 -10.61
23.465 -9.708 -9.843 -6.247 -11.64 -9.438 -11.42 -8.809 -4.485 -3.73 -8.354 -11.26 -5.276 3.685 0.4494 -4.135
23.47 -7.551 -11.87 -9.798 -7.056 -6.202 -10.92 -10.79 -8.134 -2.787 -6.331 -8.354 -4.221 4.225 5.393 4.494
23.475 -3.416 -8.315 -7.91 -1.573 -2.652 -6.697 -6.966 -5.452 -0.6742 -3.429 -3.869 -0.3517 4.764 8.989 13.48
23.48 1.528 -0.3596 -0.6742 1.528 -0.4045 1.213 2.067 2.462 0.2697 -0.7035 1.935 6.243 5.483 11.42 20.94
23.485 6.112 9.124 8.18 1.618 0.4494 10.25 12.31 10.11 -1.438 1.143 7.211 12.66 5.843 11.87 25.08
23.49 9.079 15.51 14.02 0.1348 0.3596 16.49 18.2 12.75 -5.933 1.143 9.233 15.21 4.854 8.989 24.09
23.495 8.989 16.36 15.15 -0.4494 0.4494 17.03 16.85 9.761 -9.663 -0.4397 6.595 12.05 1.708 2.697 17.53
23.5 5.213 12.67 12.13 1.124 0.809 12.54 9.888 4.748 -9.124 -2.374 0.5276 4.836 -2.787 -5.843 7.191
23.505 -0.8989 6.652 7.506 2.517 0.2247 5.438 1.933 1.539 -4.494 -4.133 -6.331 -2.726 -7.101 -14.65 -4.494
23.51 -7.101 1.303 3.191 1.618 -2.337 -1.079 -3.191 1.231 0.7191 -5.892 -11.78 -7.826 -9.528 -21.3 -15.01
23.515 -9.888 -1.528 0.809 -1.079 -5.573 -5.528 -4.854 2.506 3.011 -7.738 -13.89 -9.673 -9.798 -23.73 -22.74
23.52 -6.652 -1.978 0.04494 -1.843 -5.483 -8.09 -4.719 2.594 1.978 -8.266 -12.13 -10.11 -8.899 -21.21 -27.87
23.525 1.708 -2.517 -1.753 1.438 -0.5393 -9.888 -5.888 -0.5276 0.6292 -5.628 -7.211 -11.78 -9.169 -14.74 -31.28
23.53 10.16 -5.528 -6.247 6.697 7.101 -11.96 -9.213 -6.155 1.124 0.1759 -0.7914 -15.04 -11.33 -6.831 -32.9
23.535 13.03 -10.29 -11.42 9.079 12.4 -13.75 -12.45 -11.04 3.64 7.298 5.54 -17.06 -13.21 1.169 -30.56
23.54 8.719 -13.44 -13.62 6.427 12.36 -13.08 -11.91 -12.31 6.202 12.93 10.2 -14.33 -11.33 8.36 -22.38
23.545 1.348 -12 -11.1 0.5393 7.461 -8.764 -6.607 -9.541 6.292 14.86 11.7 -6.331 -4.315 13.57 -8.899
23.55 -3.146 -6.202 -5.393 -4.404 1.169 -1.888 1.079 -4.88 3.191 12.22 8.881 3.781 5.393 15.82 6.472
23.555 -2.067 1.169 1.348 -5.618 -3.236 4.854 7.416 -0.3078 -0.764 6.771 2.99 11.61 13.57 15.37 19.33
