    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.07 50.91 57.92 59.95 74.99 58.94 56.9 67.98 64.93 46.94 36.99 4.979 26.93 26.93 47.96 32.92 40.95
0.075 58.94 64.93 66.96 85.96 67.98 68.99 65.95 61.98 23.98 26.93 15.95 25 17.99 59.95 17.99 60.97
0.08 68.99 72.96 77.94 96.94 71.94 74.99 63 53.96 9.958 17.99 13.92 25.91 32.92 71.94 13.92 61.98
0.085 84.95 86.98 86.98 103.9 72.96 69.91 60.97 47.96 6.91 20.93 30.99 17.99 37.9 58.94 13.92 47.96
0.09 90.94 88.91 86.98 100.9 73.97 69.91 63.91 55.99 7.926 21.95 36.99 5.995 26.93 52.94 5.995 41.97
0.095 70.93 69.91 63.91 75.9 47.96 63 46.94 42.98 9.958 8.942 22.96 0 20.93 42.98 1.931 31.91
0.1 34.95 45.93 29.98 47.96 16.97 39.93 25 22.96 1.931 4.979 2.947 -11.08 0 12.9 -3.048 28.96
0.105 0.9145 12.9 -6.097 9.958 -2.032 12.9 14.94 9.958 -19 -1.016 -17.07 -24.08 -23.07 -2.032 -17.07 14.94
0.11 -37.09 -30.08 -52.03 -36.07 -26.01 -19 -1.016 -13.01 -25.1 -13.01 -43.08 -33.02 -19 -17.07 -25.1 -21.03
0.115 -71.03 -78.04 -91.04 -86.07 -45.01 -55.07 -5.081 -36.07 -29.06 -22.05 -52.03 -34.04 -25.1 -34.04 -20.02 -44.1
0.12 -81.09 -107.1 -109 -110 -49.08 -80.07 -7.011 -44.1 -35.06 -24.08 -57 -42.07 -37.09 -44.1 -25.1 -50.09
0.125 -99.07 -126.1 -113.1 -122 -67.06 -89.01 -29.06 -56.09 -43.08 -36.07 -62.09 -44.1 -37.09 -42.07 -34.04 -52.03
0.13 -89.01 -102 -96.02 -94.09 -62.09 -83.02 -42.07 -53.04 -47.05 -33.02 -51.01 -37.09 -39.02 -31.09 -41.05 -27.03
0.135 -41.05 -44.1 -50.09 -35.06 -31.09 -50.09 -28.04 -29.06 -45.01 -22.05 -33.02 -30.08 -43.08 -16.05 -49.08 -2.032
0.14 -13.01 -7.011 -17.07 1.931 -20.02 -19 -22.05 -20.02 -30.08 -26.01 -18.09 -23.07 -27.03 -2.032 -45.01 -1.016
0.145 -1.016 1.931 -1.016 9.958 -7.011 -4.064 -18.09 -20.02 -23.07 -26.01 -12.09 -22.05 -18.09 1.931 -36.07 9.958
0.15 16.97 20.93 10.97 28.96 1.931 0 -3.048 -12.09 -21.03 -15.04 -10.06 -31.09 -16.05 1.931 -23.07 25.91
0.155 12.9 20.93 10.97 25.91 -2.032 -7.011 -8.027 -15.04 -8.027 -2.032 -2.032 -23.07 -11.08 0 -15.04 27.94
0.16 8.942 26.93 15.95 28.96 3.963 -6.097 -2.032 -3.048 3.963 13.92 -5.081 -3.048 0 3.963 0.9145 27.94
0.165 26.93 54.97 26.93 47.96 25.91 6.91 20.93 19.92 11.99 22.96 -15.04 -2.032 0.9145 8.942 0.9145 25
0.17 20.93 53.96 21.95 50.91 20.93 12.9 17.99 18.9 8.942 16.97 -20.02 -2.032 -6.097 5.995 -6.097 18.9
0.175 16.97 49.99 19.92 51.92 20.93 22.96 20.93 13.92 -1.016 17.99 -22.05 -1.016 -4.064 14.94 0 21.95
0.18 26.93 67.98 27.94 68.99 41.97 37.9 42.98 27.94 0 21.95 -19 0 -2.032 27.94 7.926 46.94
0.185 28.96 68.99 34.95 73.97 39.93 41.97 45.93 36.99 9.958 25 1.931 9.958 0.9145 36.99 12.9 57.92
0.19 36.99 67.98 47.96 75.9 48.98 50.91 48.98 41.97 18.9 33.94 10.97 21.95 16.97 46.94 25.91 55.99
0.195 48.98 74.99 60.97 79.97 73.97 60.97 59.95 54.97 18.9 26.93 11.99 12.9 29.98 47.96 16.97 55.99
0.2 46.94 49.99 55.99 59.95 57.92 47.96 41.97 39.93 3.963 7.926 23.98 0.9145 23.98 15.95 5.995 25.91
0.205 40.95 15.95 44 26.93 39.93 23.98 28.96 15.95 -3.048 7.926 31.91 -5.081 29.98 2.947 17.99 1.931
0.21 36.99 -2.032 32.92 4.979 47.96 7.926 36.99 15.95 0 9.958 28.96 -4.064 44.91 -2.032 23.98 -3.048
0.215 12.9 -36.07 4.979 -17.07 27.94 -3.048 21.95 10.97 0 -1.016 19.92 -9.043 27.94 -3.048 4.979 -9.043
0.22 -7.011 -59.04 -21.03 -37.09 2.947 -20.02 -2.032 -3.048 -21.03 -1.016 10.97 -24.08 8.942 -1.016 -17.07 -20.02
0.225 -27.03 -61.07 -39.02 -47.05 -2.032 -29.06 -10.06 -11.08 -36.07 -14.02 -10.06 -39.02 2.947 -16.05 -35.06 -29.06
0.23 -53.04 -74.08 -64.02 -60.05 -28.04 -44.1 -30.08 -26.01 -49.08 -31.09 -27.03 -48.06 -13.01 -34.04 -44.1 -49.08
0.235 -65.03 -70.01 -74.08 -57 -44.1 -52.03 -35.06 -40.04 -48.06 -22.05 -31.09 -44.1 -19 -28.04 -26.01 -50.09
0.24 -61.07 -53.04 -69.1 -41.05 -35.06 -45.01 -23.07 -39.02 -27.03 -17.07 -33.02 -33.02 -2.032 -17.07 -1.016 -25.1
0.245 -47.05 -29.06 -59.04 -21.03 -27.03 -35.06 -21.03 -29.06 -15.04 -21.03 -17.07 -21.03 -1.016 0.9145 0.9145 0.9145
0.25 -17.07 2.947 -38 -2.032 -20.02 -19 -18.09 -21.03 -14.02 -12.09 -3.048 -19 -9.043 10.97 -6.097 12.9
0.255 -7.011 13.92 -24.08 1.931 -15.04 -17.07 -14.02 -23.07 -16.05 -18.09 -5.081 -30.08 -2.032 -10.06 -6.097 1.931
0.26 -13.01 8.942 -25.1 -6.097 -11.08 -25.1 -21.03 -24.08 -25.1 -27.03 -4.064 -35.06 -1.016 -30.08 -16.05 -15.04
0.265 -19 7.926 -27.03 -4.064 -7.011 -26.01 -14.02 -26.01 -28.04 -19 -4.064 -36.07 2.947 -22.05 -11.08 -23.07
0.27 -25.1 4.979 -22.05 1.931 1.931 -25.1 0 -24.08 -16.05 -2.032 -3.048 -25.1 19.92 -11.08 7.926 -13.01
0.275 -17.07 21.95 -10.06 19.92 11.99 -6.097 8.942 -2.032 -12.09 0.9145 6.91 -1.016 22.96 11.99 17.99 0.9145
0.28 2.947 41.97 0 33.94 23.98 13.92 17.99 9.958 -15.04 3.963 1.931 -2.032 11.99 25.91 11.99 10.97
0.285 -1.016 33.94 -1.016 29.98 11.99 15.95 3.963 0 -31.09 -5.081 -5.081 -19 1.931 3.963 -2.032 -9.043
0.29 -1.016 26.93 -12.09 23.98 1.931 3.963 -8.027 -7.011 -54.06 -26.01 -11.08 -25.1 -7.011 1.931 -23.07 -19
0.295 0.9145 14.94 -13.01 4.979 -5.081 -3.048 -15.04 -16.05 -59.04 -31.09 -16.05 -23.07 -6.097 1.931 -34.04 -19
0.3 -19 -13.01 -24.08 -21.03 -18.09 -18.09 -21.03 -40.04 -48.06 -26.01 -22.05 -21.03 -4.064 -10.06 -20.02 -37.09
0.305 -17.07 -29.06 -19 -35.06 -9.043 -29.06 -15.04 -35.06 -43.08 -25.1 -17.07 -18.09 -1.016 -9.043 -17.07 -40.04
0.31 -5.081 -38 -7.011 -46.03 5.995 -43.08 -1.016 -26.01 -27.03 -17.07 1.931 -21.03 12.9 -16.05 -8.027 -43.08
0.315 -21.03 -63.1 -19 -60.05 2.947 -56.09 -1.016 -35.06 -11.08 -9.043 6.91 -24.08 18.9 -34.04 0 -55.07
0.32 -31.09 -65.03 -33.02 -53.04 4.979 -60.05 -1.016 -26.01 -17.07 -16.05 8.942 -9.043 15.95 -16.05 -1.016 -45.01
0.325 -27.03 -52.03 -32.01 -39.02 0 -53.04 -2.032 -20.02 -11.08 -19 15.95 0 22.96 -1.016 4.979 -28.04
0.33 -27.03 -41.05 -25.1 -22.05 -5.081 -37.09 0 -21.03 -3.048 -10.06 19.92 8.942 20.93 5.995 6.91 -12.09
0.335 -3.048 -3.048 -6.097 11.99 -2.032 -15.04 0.9145 -10.06 -12.09 -12.09 15.95 17.99 13.92 31.91 -5.081 18.9
0.34 20.93 23.98 12.9 37.9 1.931 -5.081 -1.016 1.931 -18.09 -11.08 28.96 22.96 25 49.99 -2.032 50.91
0.345 18.9 29.98 13.92 40.95 0 0 0 0 -14.02 -2.032 30.99 36.99 30.99 44.91 3.963 50.91
0.35 14.94 33.94 5.995 37.9 1.931 8.942 0 1.931 -26.01 -4.064 10.97 45.93 11.99 46.94 -1.016 47.96
0.355 22.96 42.98 10.97 34.95 0.9145 8.942 -2.032 0.9145 -24.08 -14.02 5.995 39.93 5.995 38.92 -3.048 44
0.36 28.96 48.98 18.9 29.98 3.963 7.926 1.931 0 -12.09 -8.027 9.958 36.99 6.91 21.95 -8.027 36.99
0.365 38.92 50.91 22.96 29.98 8.942 2.947 4.979 -5.081 -11.08 -10.06 5.995 31.91 2.947 17.99 -20.02 42.98
0.37 42.98 46.94 18.9 15.95 3.963 -5.081 3.963 -6.097 -18.09 -18.09 3.963 25 12.9 19.92 -14.02 44.91
0.375 22.96 26.93 -1.016 0.9145 0 -16.05 4.979 -9.043 -14.02 -14.02 7.926 23.98 17.99 12.9 0 25.91
0.38 2.947 3.963 -15.04 -11.08 -6.097 -24.08 -2.032 -12.09 -12.09 -10.06 1.931 27.94 0 4.979 -7.011 3.963
0.385 2.947 0.9145 -21.03 -18.09 -13.01 -33.02 -11.08 -10.06 -20.02 -19 -14.02 22.96 -8.027 6.91 -25.1 -6.097
0.39 -9.043 -15.04 -24.08 -27.03 -12.09 -41.05 -6.097 -7.011 -20.02 -13.01 -18.09 25 -10.06 9.958 -28.04 -18.09
0.395 -17.07 -33.02 -26.01 -35.06 -6.097 -45.01 0 -12.09 -10.06 -2.032 -27.03 27.94 -5.081 7.926 -17.07 -10.06
0.4 -17.07 -37.09 -25.1 -32.01 -3.048 -41.05 8.942 -9.043 -1.016 -8.027 -37.09 34.95 -6.097 11.99 -6.097 1.931
0.405 -25.1 -34.04 -36.07 -33.02 0.9145 -35.06 13.92 -4.064 0 -9.043 -31.09 30.99 -6.097 2.947 0.9145 -2.032
0.41 -25.1 -35.06 -45.01 -39.02 1.931 -30.08 14.94 -8.027 1.931 -4.064 -20.02 21.95 -11.08 -12.09 -2.032 -3.048
0.415 -35.06 -49.08 -67.06 -48.06 -14.02 -38 -3.048 -17.07 -13.01 -17.07 -28.04 10.97 -18.09 -20.02 -17.07 -9.043
0.42 -59.04 -72.04 -89.01 -70.01 -35.06 -63.1 -21.03 -38 -39.02 -43.08 -34.04 1.931 -28.04 -20.02 -32.01 -37.09
0.425 -57 -85.05 -81.09 -73.06 -47.05 -83.02 -23.07 -49.08 -37.09 -47.05 -27.03 0 -27.03 -15.04 -27.03 -44.1
0.43 -31.09 -73.06 -54.06 -59.04 -38 -80.07 -17.07 -44.1 -22.05 -44.1 -20.02 1.931 -14.02 -6.097 -20.02 -37.09
0.435 0.9145 -38 -15.04 -36.07 -17.07 -67.06 -3.048 -34.04 -11.08 -33.02 -2.032 17.99 -2.032 0 -8.027 -29.06
0.44 46.94 10.97 25 3.963 12.9 -35.06 18.9 -11.08 0 -10.06 23.98 27.94 17.99 15.95 13.92 1.931
0.445 68.99 47.96 37.9 39.93 27.94 -7.011 23.98 1.931 0.9145 -5.081 31.91 39.93 37.9 33.94 13.92 25.91
0.45 60.97 71.94 33.94 63.91 25.91 13.92 19.92 9.958 -3.048 -11.08 23.98 63 21.95 59.95 3.963 44.91
0.455 64.93 106 40.95 99.99 29.98 38.92 26.93 38.92 0 0 12.9 69.91 12.9 99.99 7.926 68.99
0.46 56.9 114.9 30.99 106 30.99 53.96 16.97 50.91 2.947 8.942 -2.032 73.97 7.926 95.92 0 79.97
0.465 40.95 103.9 17.99 86.98 13.92 52.94 0.9145 36.99 1.931 7.926 -4.064 72.96 -2.032 63 -7.011 57.92
0.47 44.91 94.91 29.98 80.98 11.99 44 0.9145 30.99 -13.01 1.931 -8.027 44 -4.064 48.98 -4.064 35.97
0.475 50.91 79.97 36.99 64.93 21.95 27.94 0.9145 15.95 -16.05 -10.06 0.9145 28.96 0.9145 26.93 -4.064 25.91
0.48 54.97 63 44.91 52.94 28.96 17.99 14.94 7.926 -16.05 -18.09 13.92 37.9 -5.081 18.9 -4.064 10.97
0.485 78.95 65.95 65.95 57.92 39.93 19.92 23.98 21.95 -15.04 -17.07 21.95 29.98 3.963 37.9 1.931 19.92
0.49 90.94 67.98 77.94 59.95 49.99 23.98 31.91 29.98 0.9145 0.9145 35.97 41.97 25.91 44 11.99 37.9
0.495 80.98 49.99 65.95 48.98 40.95 36.99 30.99 25.91 -2.032 1.931 33.94 50.91 27.94 34.95 6.91 27.94
0.5 60.97 19.92 35.97 28.96 20.93 30.99 12.9 19.92 -7.011 -3.048 3.963 23.98 17.99 32.92 0.9145 2.947
0.505 25 -5.081 -1.016 -1.016 11.99 9.958 4.979 14.94 4.979 0 -3.048 28.96 5.995 31.91 -6.097 -6.097
0.51 -5.081 -31.09 -28.04 -21.03 1.931 -3.048 14.94 16.97 14.94 8.942 -11.08 44 -5.081 35.97 -8.027 -17.07
0.515 -31.09 -55.07 -43.08 -36.07 -8.027 -22.05 1.931 7.926 15.95 13.92 -27.03 30.99 -7.011 40.95 -2.032 -13.01
0.52 -29.06 -49.08 -24.08 -35.06 -1.016 -30.08 11.99 10.97 40.95 26.93 -9.043 39.93 7.926 41.97 11.99 2.947
0.525 -9.043 -39.02 0.9145 -21.03 31.91 -15.04 37.9 15.95 51.92 31.91 15.95 44 27.94 33.94 29.98 6.91
0.53 10.97 -35.06 11.99 -11.08 45.93 -5.081 45.93 13.92 49.99 27.94 25.91 31.91 39.93 19.92 41.97 5.995
0.535 28.96 -19 27.94 1.931 64.93 -1.016 61.98 23.98 55.99 29.98 41.97 38.92 44 25 54.97 17.99
0.54 40.95 -1.016 28.96 9.958 69.91 17.99 74.99 32.92 48.98 34.95 41.97 36.99 37.9 29.98 50.91 17.99
0.545 34.95 -3.048 12.9 7.926 28.96 6.91 38.92 6.91 32.92 22.96 17.99 11.99 27.94 12.9 33.94 13.92
0.55 26.93 1.931 3.963 9.958 3.963 -7.011 7.926 -5.081 21.95 0 13.92 3.963 21.95 11.99 17.99 12.9
0.555 26.93 15.95 4.979 19.92 1.931 -7.011 2.947 -8.027 8.942 -6.097 21.95 6.91 15.95 21.95 16.97 17.99
0.56 30.99 25.91 0.9145 25 -10.06 -8.027 -4.064 -13.01 0.9145 -10.06 17.99 12.9 7.926 25 15.95 18.9
0.565 32.92 46.94 5.995 32.92 -2.032 0 1.931 0 0.9145 -5.081 10.97 18.9 6.91 41.97 8.942 16.97
0.57 42.98 61.98 15.95 53.96 0.9145 10.97 15.95 6.91 6.91 2.947 6.91 25 18.9 60.97 11.99 32.92
0.575 52.94 68.99 30.99 60.97 4.979 22.96 23.98 5.995 32.92 18.9 1.931 26.93 26.93 51.92 25 46.94
0.58 50.91 61.98 36.99 49.99 19.92 18.9 30.99 12.9 30.99 11.99 -3.048 12.9 15.95 33.94 20.93 44
0.585 48.98 46.94 46.94 32.92 29.98 3.963 35.97 15.95 30.99 14.94 8.942 7.926 20.93 22.96 34.95 32.92
0.59 50.91 26.93 49.99 10.97 40.95 1.931 47.96 10.97 39.93 32.92 19.92 15.95 35.97 7.926 54.97 8.942
0.595 34.95 1.931 31.91 -16.05 38.92 -8.027 42.98 2.947 17.99 21.95 14.94 4.979 32.92 -1.016 48.98 -20.02
0.6 22.96 -24.08 14.94 -21.03 22.96 -24.08 28.96 -7.011 17.99 19.92 25.91 13.92 44 1.931 58.94 -14.02
0.605 16.97 -29.06 6.91 -23.07 18.9 -23.07 27.94 -5.081 28.96 14.94 29.98 17.99 44 5.995 63 -7.011
0.61 -1.016 -42.07 -14.02 -38 13.92 -26.01 18.9 -4.064 3.963 -6.097 19.92 1.931 12.9 0 35.97 -19
0.615 -13.01 -49.08 -22.05 -33.02 3.963 -39.02 17.99 -3.048 4.979 -1.016 21.95 11.99 15.95 9.958 25 0.9145
0.62 -13.01 -32.01 -16.05 -11.08 14.94 -18.09 34.95 9.958 25.91 21.95 17.99 29.98 31.91 29.98 30.99 6.91
0.625 -29.06 -34.04 -33.02 -14.02 10.97 -2.032 30.99 20.93 13.92 13.92 -1.016 25 26.93 39.93 28.96 4.979
0.63 -21.03 -24.08 -29.06 0.9145 4.979 3.963 31.91 26.93 21.95 28.96 3.963 35.97 35.97 47.96 44.91 26.93
0.635 -1.016 -1.016 -6.097 23.98 19.92 21.95 41.97 45.93 32.92 34.95 0 44 28.96 63 46.94 38.92
0.64 -1.016 -2.032 -10.06 21.95 19.92 28.96 40.95 42.98 16.97 19.92 -15.04 40.95 0 65.95 26.93 27.94
0.645 2.947 -1.016 0 30.99 16.97 22.96 41.97 31.91 14.94 32.92 1.931 54.97 6.91 61.98 28.96 32.92
0.65 26.93 17.99 19.92 45.93 32.92 30.99 55.99 40.95 25 46.94 12.9 63 30.99 63 39.93 34.95
0.655 22.96 20.93 29.98 40.95 42.98 32.92 63 38.92 19.92 39.93 25 58.94 46.94 63.91 50.91 26.93
0.66 32.92 23.98 38.92 44.91 52.94 31.91 74.99 37.9 28.96 48.98 47.96 58.94 63.91 54.97 67.98 26.93
0.665 48.98 41.97 50.91 53.96 63.91 35.97 86.98 46.94 38.92 50.91 41.97 50.91 63.91 55.99 63 25.91
0.67 34.95 41.97 35.97 49.99 55.99 35.97 83.93 47.96 31.91 39.93 25.91 33.94 45.93 57.92 49.99 30.99
0.675 26.93 39.93 28.96 55.99 48.98 32.92 76.92 40.95 34.95 40.95 27.94 21.95 44 46.94 55.99 44
0.68 36.99 45.93 34.95 59.95 45.93 33.94 64.93 38.92 36.99 32.92 29.98 8.942 49.99 33.94 48.98 44
0.685 25 37.9 21.95 36.99 30.99 26.93 41.97 19.92 15.95 9.958 23.98 -1.016 41.97 14.94 26.93 29.98
0.69 10.97 11.99 5.995 7.926 11.99 9.958 13.92 -3.048 0.9145 0.9145 17.99 3.963 23.98 0.9145 7.926 7.926
0.695 12.9 -2.032 0 -3.048 3.963 -2.032 1.931 -11.08 -15.04 -2.032 3.963 13.92 9.958 0.9145 0.9145 -6.097
0.7 2.947 -5.081 -4.064 -11.08 0 -2.032 0.9145 -6.097 -38 1.931 -15.04 11.99 -7.011 -2.032 -15.04 -22.05
0.705 -5.081 -25.1 -17.07 -18.09 -10.06 -12.09 0 -4.064 -39.02 1.931 -33.02 0.9145 -11.08 -2.032 -8.027 -41.05
0.71 -7.011 -35.06 -22.05 -23.07 -13.01 -25.1 8.942 0 -12.09 22.96 -37.09 15.95 -3.048 1.931 4.979 -47.05
0.715 -23.07 -53.04 -42.07 -40.04 -21.03 -21.03 4.979 1.931 0 30.99 -43.08 18.9 -17.07 1.931 0.9145 -42.07
0.72 -43.08 -73.06 -59.04 -50.09 -24.08 -22.05 0.9145 -3.048 -2.032 33.94 -39.02 17.99 -17.07 -4.064 7.926 -40.04
0.725 -31.09 -65.03 -45.01 -34.04 -8.027 -24.08 10.97 -2.032 5.995 41.97 -21.03 28.96 0.9145 14.94 20.93 -19
0.73 -13.01 -41.05 -21.03 -11.08 1.931 -1.016 11.99 15.95 -1.016 33.94 -7.011 25.91 -1.016 31.91 0 -5.081
0.735 -1.016 -19 -2.032 3.963 7.926 11.99 11.99 23.98 -17.07 21.95 -3.048 13.92 -2.032 23.98 -3.048 0.9145
0.74 14.94 -5.081 18.9 18.9 7.926 19.92 8.942 21.95 -22.05 14.94 0.9145 25 3.963 26.93 -2.032 11.99
0.745 14.94 -1.016 17.99 19.92 -3.048 27.94 -11.08 11.99 -36.07 0.9145 -2.032 20.93 -3.048 19.92 -20.02 6.91
0.75 12.9 -2.032 14.94 26.93 -14.02 21.95 -26.01 -1.016 -53.04 -16.05 0 8.942 -2.032 12.9 -23.07 -1.016
0.755 20.93 9.958 7.926 30.99 -16.05 11.99 -32.01 -13.01 -69.1 -28.04 0 8.942 -2.032 20.93 -24.08 7.926
0.76 14.94 11.99 0 25 -21.03 5.995 -38 -21.03 -80.07 -38 -7.011 1.931 -17.07 12.9 -32.01 -1.016
0.765 16.97 9.958 -1.016 11.99 -26.01 -2.032 -33.02 -29.06 -91.04 -35.06 -16.05 -19 -15.04 -12.09 -24.08 -18.09
0.77 8.942 0 -5.081 -1.016 -25.1 -21.03 -25.1 -39.02 -93.08 -37.09 -33.02 -29.06 -23.07 -33.02 -21.03 -22.05
0.775 -5.081 -5.081 -9.043 -7.011 -23.07 -31.09 -21.03 -33.02 -79.05 -37.09 -45.01 -33.02 -41.05 -27.03 -23.07 -27.03
0.78 0.9145 0.9145 -2.032 1.931 -25.1 -31.09 -22.05 -25.1 -60.05 -22.05 -41.05 -23.07 -37.09 -8.027 -18.09 -7.011
0.785 4.979 0 -8.027 -1.016 -30.08 -19 -30.08 -25.1 -53.04 -18.09 -30.08 -12.09 -47.05 1.931 -33.02 4.979
0.79 10.97 5.995 -7.011 7.926 -28.04 -4.064 -25.1 -13.01 -48.06 -13.01 -20.02 -9.043 -47.05 1.931 -29.06 14.94
0.795 28.96 23.98 5.995 19.92 -13.01 0.9145 -13.01 -2.032 -43.08 -3.048 -5.081 -2.032 -19 7.926 -17.07 30.99
0.8 36.99 31.91 14.94 26.93 2.947 7.926 0 9.958 -53.04 -10.06 -2.032 8.942 -9.043 4.979 -25.1 30.99
0.805 28.96 38.92 11.99 29.98 18.9 14.94 3.963 33.94 -50.09 -19 -6.097 6.91 -9.043 19.92 -22.05 39.93
0.81 16.97 31.91 2.947 28.96 13.92 9.958 2.947 42.98 -29.06 2.947 1.931 21.95 -2.032 41.97 -9.043 58.94
0.815 -5.081 2.947 -22.05 11.99 -2.032 11.99 0 38.92 -21.03 21.95 0.9145 30.99 2.947 32.92 -2.032 49.99
0.82 -31.09 -7.011 -47.05 3.963 0.9145 15.95 17.99 46.94 -17.07 23.98 -18.09 26.93 3.963 32.92 9.958 45.93
0.825 -63.1 -21.03 -64.02 -3.048 -2.032 9.958 21.95 41.97 -9.043 32.92 -38 26.93 -2.032 38.92 14.94 39.93
0.83 -83.02 -44.1 -80.07 -22.05 -18.09 1.931 12.9 23.98 -24.08 30.99 -50.09 18.9 -25.1 7.926 0.9145 9.958
0.835 -75.09 -45.01 -72.04 -28.04 -19 -7.011 8.942 17.99 -29.06 11.99 -55.07 3.963 -30.08 1.931 -2.032 -1.016
0.84 -57 -45.01 -52.03 -26.01 -21.03 -23.07 0.9145 4.979 -21.03 16.97 -37.09 5.995 -27.03 5.995 -1.016 7.926
0.845 -23.07 -38 -22.05 -22.05 -13.01 -26.01 0.9145 0 -21.03 36.99 -13.01 14.94 -5.081 -2.032 0 0
0.85 16.97 -5.081 11.99 -2.032 17.99 -9.043 25.91 27.94 -15.04 29.98 -7.011 20.93 21.95 14.94 17.99 19.92
0.855 30.99 2.947 19.92 14.94 26.93 2.947 27.94 34.95 -13.01 23.98 -6.097 14.94 23.98 38.92 13.92 40.95
0.86 20.93 -3.048 7.926 3.963 9.958 3.963 7.926 11.99 -25.1 15.95 -1.016 -2.032 11.99 12.9 -1.016 9.958
0.865 12.9 -2.032 -6.097 0.9145 0.9145 -2.032 -8.027 -9.043 -41.05 -12.09 -7.011 -22.05 5.995 0 -7.011 -11.08
0.87 0.9145 1.931 -32.01 0.9145 -23.07 -15.04 -24.08 -26.01 -53.04 -24.08 -19 -25.1 -7.011 -7.011 -13.01 -7.011
0.875 -3.048 -3.048 -44.1 0 -43.08 -27.03 -40.04 -39.02 -49.08 -9.043 -21.03 -17.07 -6.097 -21.03 -8.027 -2.032
0.88 -1.016 -1.016 -34.04 2.947 -34.04 -25.1 -36.07 -33.02 -28.04 -4.064 -12.09 -6.097 1.931 -9.043 5.995 13.92
0.885 -1.016 1.931 -28.04 13.92 -22.05 -15.04 -19 -17.07 -19 2.947 -14.02 -4.064 4.979 8.942 12.9 31.91
0.89 -17.07 -12.09 -29.06 5.995 -20.02 -9.043 -9.043 -18.09 -17.07 7.926 -12.09 -8.027 0 0 15.95 27.94
0.895 -23.07 -22.05 -24.08 -3.048 -17.07 -9.043 -7.011 -16.05 -23.07 0.9145 -17.07 -8.027 -2.032 -18.09 10.97 3.963
0.9 -9.043 -17.07 -16.05 -4.064 -3.048 -7.011 0 -8.027 -39.02 -2.032 -29.06 -13.01 -15.04 -17.07 -2.032 -1.016
0.905 -11.08 -34.04 -23.07 -19 -14.02 -8.027 -23.07 -19 -42.07 -7.011 -38 -22.05 -23.07 -21.03 -15.04 -9.043
0.91 -19 -47.05 -24.08 -32.01 -30.08 -17.07 -50.09 -33.02 -39.02 -16.05 -30.08 -18.09 -31.09 -30.08 -25.1 -18.09
0.915 0.9145 -31.09 -13.01 -23.07 -25.1 -23.07 -41.05 -21.03 -39.02 -5.081 -29.06 -15.04 -21.03 -9.043 -19 -6.097
0.92 -3.048 -44.1 -27.03 -37.09 -28.04 -26.01 -35.06 -23.07 -44.1 -5.081 -28.04 -13.01 -21.03 -13.01 -13.01 -6.097
0.925 -31.09 -79.05 -50.09 -76.01 -44.1 -43.08 -50.09 -41.05 -43.08 -20.02 -22.05 -22.05 -19 -48.06 -17.07 -34.04
0.93 -35.06 -93.08 -58.02 -90.03 -35.06 -63.1 -26.01 -39.02 -36.07 -14.02 -25.1 -32.01 -3.048 -46.03 -2.032 -43.08
