    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.18 -71.07 -57 -71.07 -66.05 -62.03 -66.05 -60.02 -91.08 -101 -121 -72.08 -90.07 -75 -79.02 -65.04 -122
0.185 -65.04 -47.05 -72.08 -58.01 -56.09 -68.06 -57 -81.03 -96.01 -122 -77.01 -89.07 -73.08 -68.06 -53.08 -103
0.19 -57 -34.07 -69.06 -46.04 -47.05 -64.04 -50.06 -65.04 -94 -118 -76.01 -82.04 -67.05 -51.07 -49.06 -85.05
0.195 -57 -29.05 -63.03 -39.01 -43.03 -55.09 -47.05 -51.07 -93.09 -109.1 -71.07 -71.07 -61.02 -31.06 -45.04 -83.04
0.2 -61.02 -35.08 -61.02 -41.02 -42.02 -42.02 -44.03 -39.01 -93.09 -103 -62.03 -59.01 -59.01 -21.01 -47.05 -89.07
0.205 -77.01 -47.05 -68.06 -53.08 -49.06 -38 -48.05 -39.01 -92.08 -99.03 -57 -57 -66.05 -25.03 -47.05 -97.02
0.21 -93.09 -61.02 -83.04 -71.07 -61.02 -49.06 -57 -51.07 -97.02 -113 -65.04 -67.05 -77.01 -47.05 -49.06 -115
0.215 -99.03 -67.05 -94 -83.04 -69.06 -64.04 -65.04 -61.02 -98.02 -126.1 -76.01 -85.05 -84.04 -70.07 -51.07 -123.1
0.22 -103 -62.03 -99.03 -83.04 -69.06 -80.03 -74.09 -70.07 -102 -141 -87.06 -96.01 -88.06 -85.05 -57 -126.1
0.225 -101 -61.02 -91.08 -79.02 -67.05 -87.06 -75 -71.07 -103 -149.1 -91.08 -101 -85.05 -91.08 -65.04 -127.1
0.23 -95.01 -60.02 -77.01 -70.07 -58.01 -81.03 -68.06 -65.04 -97.02 -142.1 -77.01 -92.08 -76.01 -82.04 -71.07 -123.1
0.235 -93.09 -61.02 -66.05 -59.01 -50.06 -61.02 -56.09 -49.06 -89.07 -130.1 -66.05 -81.03 -67.05 -70.07 -71.07 -118
0.24 -87.06 -57 -53.08 -45.04 -39.01 -45.04 -39.01 -31.06 -81.03 -113 -51.07 -63.03 -55.09 -55.09 -67.05 -111.1
0.245 -71.07 -39.01 -36.08 -23.02 -24.03 -26.04 -20.01 -10.05 -66.05 -91.08 -38 -43.03 -41.02 -35.08 -53.08 -93.09
0.25 -51.07 -12.06 -18.09 1.918 -4.02 -10.05 -2.01 6.943 -54.08 -73.08 -28.05 -26.04 -25.03 -19 -39.01 -71.07
0.255 -29.05 5.938 -1.005 18 7.948 -2.01 3.928 18 -43.03 -61.02 -19 -13.06 -11.05 -7.034 -27.04 -59.01
0.26 -9.044 20.92 6.943 30.97 18.91 8.953 9.957 26.95 -38 -50.06 -8.039 0 0.9135 -1.005 -23.02 -46.04
0.265 0.9135 18.91 8.953 26.95 18 14.98 5.938 26.95 -42.02 -50.06 0.9135 -1.005 0.9135 -1.005 -29.05 -44.03
0.27 -3.015 5.938 -2.01 9.957 1.918 11.97 -3.015 18 -53.08 -59.01 -1.005 -2.01 -7.034 -5.024 -41.02 -47.05
0.275 -13.06 0 -17.08 -6.029 -17.08 0 -23.02 3.928 -69.06 -72.08 -17.08 -4.02 -25.03 -14.07 -59.01 -50.06
0.28 -29.05 -11.05 -41.02 -29.05 -43.03 -15.07 -47.05 -9.044 -85.05 -91.08 -41.02 -21.01 -47.05 -29.05 -77.01 -56.09
0.285 -49.06 -17.08 -65.04 -47.05 -65.04 -37.09 -69.06 -31.06 -99.03 -105.1 -67.05 -39.01 -63.03 -43.03 -89.07 -65.04
0.29 -69.06 -23.02 -83.04 -61.02 -79.02 -59.01 -87.06 -49.06 -109.1 -115 -85.05 -57 -75 -57 -95.01 -75
0.295 -83.04 -33.07 -91.08 -69.06 -85.05 -73.08 -97.02 -63.03 -117 -121 -87.06 -69.06 -77.01 -65.04 -93.09 -83.04
0.3 -89.07 -39.01 -91.08 -71.07 -85.05 -81.03 -99.03 -65.04 -119 -123.1 -77.01 -73.08 -71.07 -67.05 -85.05 -89.07
0.305 -87.06 -41.02 -83.04 -69.06 -77.01 -81.03 -89.07 -57 -117 -125.1 -61.02 -67.05 -59.01 -65.04 -71.07 -87.06
0.31 -79.02 -37.09 -71.07 -63.03 -65.04 -73.08 -73.08 -45.04 -107.1 -121 -45.04 -55.09 -47.05 -59.01 -59.01 -79.02
0.315 -69.06 -29.05 -59.01 -53.08 -51.07 -61.02 -53.08 -31.06 -93.09 -111.1 -33.07 -45.04 -35.08 -53.08 -49.06 -69.06
0.32 -57 -25.03 -47.05 -43.03 -35.08 -49.06 -35.08 -19 -77.01 -95.01 -25.03 -35.08 -25.03 -49.06 -41.02 -61.02
0.325 -45.04 -21.01 -35.08 -33.07 -23.02 -35.08 -19 -5.024 -61.02 -73.08 -17.08 -29.05 -15.07 -45.04 -31.06 -53.08
0.33 -35.08 -19 -23.02 -21.01 -15.07 -21.01 -7.034 3.928 -49.06 -57 -11.05 -25.03 -5.024 -37.09 -20.01 -49.06
0.335 -27.04 -13.06 -15.07 -7.034 -9.044 -7.034 0.9135 19.91 -43.03 -47.05 -7.034 -19 0 -25.03 -13.06 -43.03
0.34 -21.01 -5.024 -13.06 0 -7.034 0 0.9135 29.96 -43.03 -47.05 -9.044 -13.06 0.9135 -11.05 -10.05 -39.01
0.345 -21.01 1.918 -17.08 5.938 -9.044 7.948 -9.044 29.96 -51.07 -53.08 -17.08 -9.044 -2.01 -1.005 -16.08 -37.09
0.35 -27.04 0.9135 -27.04 3.928 -17.08 9.957 -25.03 21.92 -61.02 -59.01 -29.05 -9.044 -21.01 0.9135 -33.07 -39.01
0.355 -27.04 1.918 -34.07 1.918 -26.04 4.933 -42.02 7.948 -71.07 -59.01 -40.01 -11.05 -38 -7.034 -47.05 -45.04
0.36 -25.03 0 -40.01 -8.039 -36.08 -2.01 -54.08 -1.005 -71.07 -57 -44.03 -17.08 -52.07 -17.08 -57 -53.08
0.365 -29.05 -5.024 -45.04 -21.01 -41.02 -17.08 -59.01 -5.024 -67.05 -53.08 -49.06 -21.01 -57 -29.05 -59.01 -63.03
0.37 -35.08 -12.06 -50.06 -34.07 -44.03 -28.05 -56.09 -5.024 -58.01 -53.08 -50.06 -25.03 -57 -40.01 -46.04 -70.07
0.375 -57 -30.06 -62.03 -52.07 -50.06 -38 -54.08 -3.015 -52.07 -57 -58.01 -27.04 -61.02 -54.08 -36.08 -82.04
0.38 -87.06 -49.06 -81.03 -69.06 -61.02 -49.06 -55.09 -5.024 -51.07 -65.04 -67.05 -29.05 -65.04 -63.03 -33.07 -87.06
0.385 -103 -53.08 -92.08 -76.01 -67.05 -52.07 -57 -11.05 -56.09 -67.05 -67.05 -28.05 -70.07 -62.03 -35.08 -82.04
0.39 -99.03 -49.06 -91.08 -73.08 -69.06 -53.08 -59.01 -17.08 -54.08 -65.04 -65.04 -28.05 -66.05 -56.09 -36.08 -72.08
0.395 -81.03 -31.06 -81.03 -61.02 -61.02 -53.08 -55.09 -17.08 -49.06 -55.09 -49.06 -29.05 -55.09 -45.04 -37.09 -61.02
0.4 -57 -8.039 -60.02 -46.04 -44.03 -46.04 -44.03 -17.08 -37.09 -41.02 -36.08 -30.06 -38 -39.01 -31.06 -47.05
0.405 -39.01 -2.01 -44.03 -36.08 -29.05 -43.03 -35.08 -17.08 -27.04 -29.05 -29.05 -33.07 -26.04 -43.03 -27.04 -45.04
0.41 -37.09 -3.015 -39.01 -37.09 -25.03 -47.05 -29.05 -13.06 -17.08 -23.02 -31.06 -35.08 -23.02 -49.06 -29.05 -45.04
0.415 -39.01 -12.06 -40.01 -40.01 -27.04 -46.04 -28.05 -9.044 -12.06 -18.09 -30.06 -28.05 -26.04 -53.08 -29.05 -43.03
0.42 -39.01 -21.01 -37.09 -37.09 -31.06 -38 -27.04 1.918 -7.034 -9.044 -23.02 -14.07 -26.04 -44.03 -30.06 -36.08
0.425 -29.05 -17.08 -28.05 -24.03 -21.01 -19 -18.09 25.94 0.9135 -2.01 -7.034 0 -18.09 -22.02 -21.01 -25.03
0.43 -11.05 -1.005 -11.05 -1.005 -5.024 2.923 -1.005 57.92 11.97 18 3.928 20.92 -6.029 0.9135 -12.06 -4.02
0.435 0.9135 14.98 6.943 16.99 15.99 32.98 16.99 81.94 26.95 32.98 10.96 37 2.923 21.92 0.9135 3.928
0.44 10.96 25.94 19.91 33.98 37.91 56 31.97 97.93 37.91 39.92 5.938 43.94 13.98 29.96 5.938 11.97
0.445 10.96 27.95 20.92 37 49.97 67.97 39.92 99.94 39.92 37.91 -2.01 45.95 16.99 25.94 9.957 13.98
0.45 6.943 20.92 12.97 26.95 42.94 62.94 37 83.95 31.97 25.94 -4.02 37 12.97 13.98 7.948 7.948
0.455 -1.005 5.938 -2.01 5.938 25.94 45.95 23.93 63.95 11.97 9.957 -11.05 21.92 5.938 -1.005 0 -1.005
0.46 -5.024 0.9135 -15.07 -9.044 3.928 27.95 3.928 39.92 -2.01 -5.024 -13.06 2.923 1.918 -16.08 -6.029 -10.05
0.465 -19 -7.034 -32.06 -34.07 -9.044 2.923 -9.044 13.98 -22.02 -25.03 -21.01 -14.07 -12.06 -28.05 -21.01 -20.01
0.47 -35.08 -17.08 -47.05 -55.09 -29.05 -17.08 -31.06 -9.044 -41.02 -45.04 -37.09 -35.08 -27.04 -41.02 -39.01 -29.05
0.475 -51.07 -20.01 -60.02 -68.06 -42.02 -38 -46.04 -35.08 -54.08 -65.04 -48.05 -47.05 -43.03 -52.07 -58.01 -32.06
0.48 -63.03 -24.03 -74.09 -72.08 -54.08 -56.09 -60.02 -53.08 -62.03 -73.08 -60.02 -51.07 -55.09 -60.02 -72.08 -34.07
0.485 -75 -29.05 -81.03 -73.08 -65.04 -67.05 -69.06 -61.02 -67.05 -73.08 -67.05 -47.05 -65.04 -65.04 -83.04 -35.08
0.49 -77.01 -30.06 -88.06 -68.06 -70.07 -68.06 -72.08 -61.02 -71.07 -71.07 -66.05 -41.02 -68.06 -63.03 -85.05 -35.08
0.495 -73.08 -36.08 -88.06 -64.04 -68.06 -64.04 -72.08 -55.09 -73.08 -67.05 -68.06 -35.08 -70.07 -57 -87.06 -35.08
0.5 -69.06 -45.04 -85.05 -65.04 -69.06 -61.02 -75 -47.05 -77.01 -67.05 -71.07 -31.06 -73.08 -51.07 -91.08 -39.01
0.505 -53.08 -46.04 -73.08 -61.02 -67.05 -57 -73.08 -41.02 -79.02 -69.06 -66.05 -27.04 -68.06 -41.02 -90.07 -37.09
0.51 -39.01 -43.03 -57 -57 -59.01 -53.08 -67.05 -35.08 -75 -65.04 -55.09 -23.02 -58.01 -37.09 -84.04 -31.06
0.515 -23.02 -31.06 -35.08 -43.03 -47.05 -47.05 -57 -27.04 -65.04 -55.09 -37.09 -15.07 -45.04 -31.06 -75 -19
0.52 -9.044 -15.07 -17.08 -25.03 -29.05 -35.08 -43.03 -17.08 -55.09 -41.02 -19 -9.044 -27.04 -21.01 -60.02 -7.034
0.525 0.9135 -5.024 -5.024 -7.034 -13.06 -17.08 -31.06 -5.024 -51.07 -31.06 -9.044 -1.005 -15.07 -13.06 -49.06 0
0.53 0.9135 -1.005 -1.005 0 -1.005 0.9135 -25.03 -2.01 -55.09 -35.08 -7.034 -1.005 -11.05 -5.024 -45.04 5.938
0.535 0.9135 -7.034 -5.024 1.918 0.9135 5.938 -27.04 0 -67.05 -51.07 -7.034 -5.024 -15.07 -3.015 -49.06 5.938
0.54 -1.005 -17.08 -13.06 -1.005 -5.024 1.918 -33.07 0.9135 -77.01 -71.07 -9.044 -13.06 -19 -9.044 -51.07 0
0.545 -1.005 -31.06 -19 -11.05 -13.06 -3.015 -39.01 -9.044 -79.02 -83.04 -5.024 -21.01 -21.01 -17.08 -53.08 -3.015
0.55 -7.034 -37.09 -21.01 -17.08 -17.08 -15.07 -39.01 -15.07 -71.07 -81.03 0.9135 -25.03 -15.07 -29.05 -47.05 -13.06
0.555 -11.05 -39.01 -17.08 -21.01 -13.06 -21.01 -29.05 -19 -59.01 -69.06 -2.01 -25.03 -5.024 -39.01 -39.01 -21.01
0.56 -13.06 -35.08 -11.05 -21.01 -3.015 -23.02 -15.07 -21.01 -49.06 -55.09 0.9135 -21.01 0 -45.04 -31.06 -27.04
0.565 -11.05 -29.05 -9.044 -21.01 0 -21.01 -5.024 -23.02 -47.05 -51.07 -5.024 -19 3.928 -49.06 -29.05 -33.07
0.57 -9.044 -27.04 -11.05 -19 1.918 -19 -1.005 -27.04 -55.09 -59.01 -9.044 -21.01 1.918 -49.06 -30.06 -37.09
0.575 -11.05 -27.04 -17.08 -21.01 -1.005 -17.08 -9.044 -31.06 -67.05 -77.01 -9.044 -23.02 -3.015 -47.05 -36.08 -41.02
0.58 -13.06 -31.06 -27.04 -21.01 -15.07 -17.08 -21.01 -35.08 -77.01 -93.09 -9.044 -29.05 -15.07 -43.03 -43.03 -43.03
0.585 -15.07 -37.09 -33.07 -23.02 -27.04 -17.08 -35.08 -35.08 -82.04 -101 -13.06 -35.08 -25.03 -41.02 -48.05 -45.04
0.59 -15.07 -39.01 -33.07 -25.03 -33.07 -17.08 -45.04 -35.08 -88.06 -105.1 -17.08 -41.02 -31.06 -41.02 -58.01 -47.05
0.595 -11.05 -39.01 -31.06 -25.03 -33.07 -19 -49.06 -33.07 -97.02 -103 -23.02 -45.04 -33.07 -41.02 -65.04 -43.03
0.6 -3.015 -36.08 -27.04 -24.03 -31.06 -23.02 -49.06 -35.08 -104.1 -107.1 -25.03 -47.05 -32.06 -43.03 -73.08 -37.09
0.605 2.923 -36.08 -27.04 -26.04 -29.05 -27.04 -51.07 -37.09 -116 -110.1 -21.01 -45.04 -34.07 -42.02 -87.06 -35.08
0.61 -1.005 -45.04 -33.07 -31.06 -33.07 -31.06 -55.09 -41.02 -123.1 -119 -19 -47.05 -43.03 -47.05 -101 -39.01
0.615 -9.044 -56.09 -47.05 -42.02 -47.05 -35.08 -65.04 -49.06 -127.1 -124.1 -25.03 -51.07 -56.09 -54.08 -110.1 -54.08
0.62 -27.04 -72.08 -67.05 -60.02 -69.06 -47.05 -79.02 -58.01 -133 -126.1 -45.04 -63.03 -72.08 -64.04 -117 -72.08
0.625 -45.04 -87.06 -85.05 -77.01 -91.08 -63.03 -93.09 -73.08 -139 -131 -69.06 -75 -87.06 -81.03 -129.1 -95.01
0.63 -53.08 -91.08 -96.01 -85.05 -105.1 -79.02 -100 -84.04 -144.1 -132 -87.06 -87.06 -95.01 -94 -132 -106.1
0.635 -59.01 -93.09 -100 -91.08 -109.1 -93.09 -106.1 -96.01 -147.1 -135 -94 -91.08 -97.02 -99.03 -133 -106.1
0.64 -61.02 -83.04 -99.03 -83.04 -101 -93.09 -103 -101 -147.1 -137 -91.08 -83.04 -93.09 -97.02 -129.1 -95.01
0.645 -59.01 -70.07 -90.07 -66.05 -87.06 -83.04 -92.08 -92.08 -135 -131 -78.02 -63.03 -86.05 -81.03 -122 -73.08
0.65 -51.07 -59.01 -78.02 -51.07 -73.08 -63.03 -76.01 -73.08 -122 -120 -64.04 -40.01 -75 -62.03 -111.1 -57
0.655 -41.02 -47.05 -63.03 -33.07 -59.01 -41.02 -61.02 -51.07 -109.1 -103 -53.08 -25.03 -65.04 -49.06 -103 -45.04
0.66 -23.02 -36.08 -49.06 -20.01 -46.04 -22.02 -46.04 -31.06 -98.02 -93.09 -43.03 -18.09 -51.07 -41.02 -91.08 -43.03
0.665 -7.034 -29.05 -36.08 -13.06 -36.08 -12.06 -39.01 -18.09 -95.01 -84.04 -28.05 -25.03 -37.09 -44.03 -83.04 -48.05
0.67 0.9135 -33.07 -33.07 -17.08 -30.06 -10.05 -38 -18.09 -95.01 -84.04 -19 -36.08 -28.05 -49.06 -76.01 -60.02
0.675 -3.015 -41.02 -36.08 -27.04 -30.06 -20.01 -45.04 -28.05 -97.02 -86.05 -20.01 -47.05 -25.03 -60.02 -71.07 -70.07
0.68 -15.07 -54.08 -47.05 -42.02 -38 -34.07 -54.08 -41.02 -98.02 -95.01 -29.05 -52.07 -31.06 -69.06 -67.05 -77.01
0.685 -31.06 -65.04 -59.01 -53.08 -49.06 -47.05 -63.03 -57 -101 -101 -41.02 -53.08 -43.03 -75 -69.06 -75
0.69 -35.08 -63.03 -64.04 -57 -63.03 -57 -66.05 -63.03 -100 -106.1 -50.06 -50.06 -51.07 -76.01 -65.04 -71.07
0.695 -37.09 -54.08 -68.06 -54.08 -67.05 -57 -64.04 -70.07 -99.03 -111.1 -56.09 -51.07 -56.09 -75 -62.03 -63.03
0.7 -37.09 -49.06 -73.08 -55.09 -65.04 -55.09 -61.02 -71.07 -103 -115 -57 -51.07 -57 -73.08 -59.01 -65.04
0.705 -41.02 -53.08 -78.02 -59.01 -65.04 -53.08 -60.02 -72.08 -105.1 -117 -64.04 -55.09 -57 -73.08 -57 -68.06
0.71 -55.09 -67.05 -90.07 -67.05 -69.06 -57 -68.06 -76.01 -114 -124.1 -73.08 -63.03 -65.04 -78.02 -60.02 -74.09
0.715 -75 -91.08 -103 -83.04 -77.01 -67.05 -83.04 -81.03 -125.1 -133 -81.03 -69.06 -83.04 -85.05 -71.07 -79.02
0.72 -87.06 -108.1 -113 -92.08 -93.09 -77.01 -99.03 -86.05 -137 -142.1 -87.06 -75 -100 -88.06 -83.04 -82.04
0.725 -89.07 -110.1 -113 -98.02 -101 -85.05 -115 -85.05 -141 -150 -83.04 -75 -112.1 -88.06 -98.02 -82.04
0.73 -85.05 -101 -109.1 -99.03 -107.1 -89.07 -121 -85.05 -149.1 -157 -75 -75 -117 -89.07 -107.1 -81.03
0.735 -79.02 -84.04 -105.1 -96.01 -103 -91.08 -123.1 -87.06 -146.1 -154 -67.05 -75 -108.1 -88.06 -105.1 -81.03
0.74 -83.04 -74.09 -103 -96.01 -97.02 -89.07 -119 -93.09 -136 -149.1 -61.02 -77.01 -94 -93.09 -93.09 -81.03
0.745 -89.07 -69.06 -103 -93.09 -93.09 -85.05 -115 -99.03 -129.1 -139 -63.03 -75 -85.05 -95.01 -87.06 -75
0.75 -95.01 -71.07 -103 -85.05 -89.07 -79.02 -113 -107.1 -120 -135 -65.04 -75 -83.04 -95.01 -84.04 -71.07
0.755 -95.01 -73.08 -101 -75 -89.07 -71.07 -113 -109.1 -124.1 -139 -69.06 -73.08 -89.07 -91.08 -90.07 -65.04
0.76 -89.07 -77.01 -99.03 -65.04 -87.06 -63.03 -113 -111.1 -133 -147.1 -73.08 -73.08 -99.03 -85.05 -103 -61.02
0.765 -79.02 -79.02 -93.09 -57 -87.06 -63.03 -115 -113 -143.1 -157 -77.01 -73.08 -105.1 -77.01 -108.1 -59.01
0.77 -69.06 -79.02 -89.07 -57 -87.06 -67.05 -117 -115 -147.1 -161.1 -79.02 -75 -107.1 -73.08 -104.1 -59.01
0.775 -63.03 -79.02 -85.05 -59.01 -83.04 -73.08 -115 -113 -141 -157 -77.01 -79.02 -101 -73.08 -97.02 -61.02
0.78 -57 -75 -81.03 -61.02 -79.02 -77.01 -111.1 -109.1 -131 -147.1 -71.07 -83.04 -93.09 -77.01 -85.05 -63.03
0.785 -51.07 -75 -75 -61.02 -75 -75 -105.1 -99.03 -119 -137 -63.03 -91.08 -87.06 -85.05 -81.03 -69.06
0.79 -47.05 -77.01 -69.06 -59.01 -71.07 -71.07 -97.02 -91.08 -115 -133 -57 -97.02 -85.05 -93.09 -85.05 -77.01
0.795 -43.03 -81.03 -63.03 -59.01 -69.06 -67.05 -93.09 -87.06 -117 -135 -55.09 -99.03 -85.05 -101 -91.08 -89.07
0.8 -45.04 -87.06 -61.02 -61.02 -71.07 -67.05 -91.08 -87.06 -123.1 -137 -55.09 -99.03 -81.03 -105.1 -93.09 -99.03
0.805 -53.08 -91.08 -63.03 -65.04 -71.07 -71.07 -91.08 -91.08 -125.1 -139 -55.09 -95.01 -77.01 -101 -91.08 -101
0.81 -63.03 -89.07 -67.05 -67.05 -71.07 -73.08 -89.07 -93.09 -125.1 -139 -53.08 -93.09 -71.07 -93.09 -85.05 -93.09
0.815 -71.07 -83.04 -69.06 -67.05 -67.05 -73.08 -89.07 -91.08 -123.1 -136 -51.07 -89.07 -71.07 -81.03 -81.03 -81.03
0.82 -73.08 -75 -66.05 -61.02 -64.04 -69.06 -88.06 -86.05 -122 -136 -51.07 -84.04 -75 -69.06 -81.03 -65.04
0.825 -69.06 -69.06 -63.03 -55.09 -63.03 -61.02 -89.07 -79.02 -125.1 -135 -55.09 -81.03 -81.03 -57 -87.06 -51.07
0.83 -59.01 -69.06 -58.01 -50.06 -64.04 -56.09 -88.06 -76.01 -128.1 -132 -64.04 -74.09 -82.04 -50.06 -94 -43.03
0.835 -55.09 -72.08 -56.09 -50.06 -66.05 -56.09 -90.07 -78.02 -132 -130.1 -72.08 -70.07 -82.04 -48.05 -98.02 -36.08
0.84 -51.07 -73.08 -57 -49.06 -63.03 -57 -91.08 -85.05 -133 -127.1 -73.08 -67.05 -79.02 -49.06 -99.03 -29.05
0.845 -47.05 -72.08 -55.09 -48.05 -56.09 -58.01 -91.08 -93.09 -127.1 -125.1 -68.06 -69.06 -76.01 -52.07 -94 -22.02
0.85 -45.04 -64.04 -51.07 -40.01 -47.05 -60.02 -91.08 -99.03 -125.1 -127.1 -56.09 -73.08 -74.09 -54.08 -88.06 -12.06
0.855 -39.01 -53.08 -45.04 -31.06 -39.01 -55.09 -91.08 -101 -119 -129.1 -45.04 -77.01 -71.07 -57 -83.04 -9.044
0.86 -27.04 -42.02 -34.07 -19 -33.07 -45.04 -86.05 -94 -114 -126.1 -35.08 -74.09 -65.04 -55.09 -77.01 -8.039
0.865 -21.01 -37.09 -28.05 -13.06 -30.06 -35.08 -84.04 -86.05 -112.1 -123.1 -37.09 -66.05 -63.03 -55.09 -79.02 -14.07
