    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.08 -1.042 8.973 2.964 33.97 18.99 34.93 30.93 43.98 41.98 17.95 -5.047 10.98 1.923 27 31.97 -8.012
0.085 8.973 18.99 14.98 33.97 15.94 29.96 27 43.98 46.95 30.93 0 16.98 0.9614 25 25.96 -3.044
0.09 6.97 21.95 17.95 30.93 14.98 25 21.95 32.93 44.95 21.95 0.9614 19.95 3.926 16.98 33.97 -12.02
0.095 6.97 27 12.98 27.96 17.95 19.95 25 23.96 38.94 10.98 0 10.98 8.973 16.98 37.98 -9.053
0.1 6.97 28.92 14.98 25.96 18.99 14.98 28.92 17.95 35.97 15.94 1.923 6.97 16.98 14.98 41.98 -6.009
0.105 0.9614 14.98 5.929 18.99 22.99 9.935 27.96 16.98 38.94 16.98 0 8.973 15.94 10.98 45.99 -2.003
0.11 2.964 8.973 4.967 19.95 34.93 8.973 44.95 25.96 45.99 25 0.9614 7.932 14.98 8.973 43.98 0.9614
0.115 2.964 4.967 15.94 12.98 41.98 15.94 50.95 33.97 52.96 35.97 -13.06 5.929 12.98 6.97 41.98 2.964
0.12 -9.053 1.923 6.97 3.926 33.97 15.94 39.98 23.96 46.95 25.96 -25.08 8.973 5.929 3.926 35.97 -7.05
0.125 -15.06 1.923 1.923 10.98 20.99 6.97 33.97 13.94 36.93 10.98 -27.08 0.9614 1.923 0.9614 29.96 -12.02
0.13 -13.06 10.98 3.926 12.98 9.935 3.926 19.95 10.98 31.97 8.973 -27.08 1.923 -1.042 1.923 25.96 -9.053
0.135 -11.06 14.98 5.929 18.99 0 5.929 5.929 6.97 20.99 0.9614 -17.06 8.973 3.926 0.9614 19.95 -8.012
0.14 -1.042 27.96 14.98 31.97 4.967 10.98 10.98 9.935 15.94 1.923 -5.047 14.98 12.98 3.926 23.96 0.9614
0.145 4.967 38.94 19.95 27.96 18.99 22.99 17.95 20.99 23.96 13.94 -7.05 16.98 17.95 9.935 29.96 1.923
0.15 10.98 39.98 17.95 27.96 21.95 21.95 25.96 27.96 27.96 13.94 -3.044 17.95 17.95 11.94 29.96 -2.003
0.155 22.99 43.98 28.92 31.97 40.94 15.94 38.94 28.92 29.96 15.94 -2.003 14.98 20.99 11.94 35.97 -2.003
0.16 16.98 34.93 35.97 17.95 46.95 25 37.98 32.93 29.96 15.94 -1.042 8.973 17.95 7.932 39.98 0
0.165 8.973 28.92 39.98 17.95 39.98 27 31.97 27.96 23.96 7.932 -1.042 5.929 15.94 1.923 31.97 -2.003
0.17 4.967 27.96 41.98 25.96 35.97 17.95 23.96 21.95 15.94 0 0.9614 9.935 15.94 3.926 25.96 0.9614
0.175 2.964 31.97 31.97 23.96 31.97 19.95 17.95 21.95 17.95 7.932 -1.042 11.94 7.932 7.932 21.95 -2.003
0.18 12.98 41.98 27 23.96 25 15.94 23.96 20.99 25.96 13.94 1.923 14.98 11.94 11.94 19.95 0
0.185 25 36.93 27.96 29.96 31.97 6.97 29.96 16.98 29.96 15.94 15.94 19.95 19.95 15.94 25.96 1.923
0.19 22.99 30.93 19.95 25.96 34.93 15.94 31.97 16.98 29.96 11.94 15.94 22.99 15.94 17.95 29.96 0
0.195 27 34.93 19.95 27.96 30.93 18.99 29.96 18.99 29.96 7.932 11.94 20.99 17.95 19.95 29.96 1.923
0.2 34.93 35.97 31.97 37.98 35.97 21.95 27.96 21.95 33.97 13.94 11.94 17.95 25.96 23.96 37.98 9.935
0.205 38.94 40.94 45.99 39.98 45.99 32.93 33.97 31.97 35.97 19.95 9.935 11.94 29.96 21.95 43.98 13.94
0.21 50.95 39.98 59.93 37.98 55.92 33.97 43.98 29.96 43.98 23.96 15.94 1.923 39.98 17.95 49.99 19.95
0.215 46.95 23.96 57.92 31.97 57.92 27.96 41.98 19.95 43.98 15.94 17.95 1.923 43.98 9.935 45.99 15.94
0.22 27 18.99 33.97 25 49.99 19.95 33.97 14.98 29.96 8.973 4.967 10.98 29.96 6.97 35.97 6.97
0.225 4.967 14.98 7.932 13.94 27.96 11.94 19.95 6.97 17.95 4.967 -7.05 7.932 11.94 8.973 19.95 4.967
0.23 -7.05 0 -2.003 4.967 5.929 0.9614 6.97 0.9614 9.935 0.9614 -10.01 4.967 -1.042 3.926 6.97 0.9614
0.235 -3.044 2.964 -1.042 3.926 3.926 -2.003 4.967 -7.05 5.929 -7.05 -2.003 1.923 0.9614 0.9614 6.97 1.923
0.24 10.98 17.95 17.95 8.973 11.94 -1.042 9.935 -6.009 13.94 -4.006 8.973 1.923 13.94 0 14.98 0.9614
0.245 28.92 18.99 28.92 17.95 22.99 -1.042 16.98 -1.042 29.96 -3.044 11.94 0 20.99 -3.044 20.99 0
0.25 30.93 33.97 33.97 25.96 41.98 11.94 33.97 9.935 41.98 3.926 3.926 1.923 21.95 0.9614 31.97 1.923
0.255 27 33.97 35.97 25.96 47.99 27.96 41.98 19.95 43.98 11.94 -2.003 0.9614 19.95 1.923 37.98 3.926
0.26 18.99 25 35.97 27 39.98 27.96 37.98 14.98 33.97 2.964 4.967 -2.003 17.95 -1.042 32.93 0
0.265 30.93 40.94 48.95 36.93 45.99 20.99 34.93 5.929 25.96 0 27 1.923 38.94 0.9614 34.93 -1.042
0.27 44.95 45.99 52.96 37.98 44.95 22.99 27 2.964 19.95 1.923 43.98 -3.044 48.95 1.923 32.93 0
0.275 38.94 31.97 39.98 25.96 35.97 15.94 15.94 1.923 21.95 -1.042 35.97 -3.044 43.98 -1.042 27.96 0.9614
0.28 36.93 32.93 38.94 20.99 39.98 12.98 28.92 13.94 37.98 7.932 30.93 0.9614 48.95 0 38.94 13.94
0.285 32.93 16.98 34.93 0.9614 40.94 14.98 40.94 18.99 43.98 14.98 29.96 -1.042 42.94 -1.042 49.99 20.99
0.29 30.93 2.964 34.93 -17.06 33.97 3.926 42.94 15.94 42.94 8.973 25 0.9614 38.94 0.9614 48.95 14.98
0.295 48.95 19.95 47.99 -2.003 39.98 0 45.99 10.98 49.99 9.935 35.97 14.98 54 1.923 58.97 15.94
0.3 58.97 23.96 54.96 9.935 49.99 10.98 46.95 13.94 46.95 10.98 45.99 18.99 59.93 9.935 59.93 13.94
0.305 54.96 28.92 58.97 23.96 50.95 17.95 35.97 13.94 34.93 0.9614 33.97 18.99 52 13.94 54.96 4.967
0.31 56.96 42.94 60.97 47.99 52 30.93 33.97 14.98 32.93 1.923 32.93 17.95 56.96 25 54 16.98
0.315 46.95 42.94 49.99 49.99 46.95 44.95 33.97 15.94 25.96 0.9614 27 15.94 45.99 25.96 43.98 21.95
0.32 36.93 38.94 37.98 43.98 29.96 37.98 18.99 15.94 14.98 0 6.97 12.98 34.93 25.96 30.93 18.99
0.325 36.93 37.98 22.99 44.95 20.99 29.96 12.98 19.95 19.95 3.926 -1.042 21.95 33.97 29.96 31.97 27.96
0.33 32.93 31.97 14.98 36.93 22.99 33.97 17.95 31.97 27.96 8.973 0 21.95 22.99 20.99 31.97 23.96
0.335 38.94 25.96 27 27 31.97 28.92 25.96 33.97 27 5.929 2.964 19.95 20.99 15.94 31.97 9.935
0.34 40.94 23.96 36.93 22.99 40.94 27.96 25.96 25.96 23.96 1.923 9.935 13.94 32.93 16.98 37.98 5.929
0.345 34.93 9.935 34.93 14.98 40.94 29.96 27 11.94 11.94 -9.053 8.973 7.932 35.97 7.932 31.97 -1.042
0.35 20.99 12.98 27.96 17.95 31.97 17.95 10.98 3.926 1.923 -18.03 -4.006 0.9614 27 7.932 22.99 -8.012
0.355 2.964 6.97 3.926 11.94 4.967 2.964 -9.053 -7.05 -11.06 -23.07 -22.03 0.9614 11.94 1.923 11.94 -3.044
0.36 -5.047 0 -12.02 1.923 -15.06 0 -25.08 -18.03 -12.02 -23.07 -22.03 -5.047 1.923 -6.009 1.923 -4.006
0.365 0.9614 -6.009 -8.012 -3.044 -14.02 -11.06 -21.07 -23.07 -2.003 -22.03 -15.06 -8.012 -2.003 -7.05 2.964 0
0.37 2.964 -19.07 0 -17.06 -1.042 -20.03 -8.012 -29 0.9614 -18.03 -3.044 -16.02 7.932 -11.06 11.94 0.9614
0.375 -1.042 -39.02 -2.003 -26.04 7.932 -22.03 3.926 -26.04 11.94 -15.06 0.9614 -14.02 19.95 -21.07 22.99 -13.06
0.38 -1.042 -32.05 8.973 -11.06 23.96 -19.07 12.98 -11.06 12.98 -14.02 1.923 -8.012 27 -15.06 27 -8.012
0.385 -7.05 -14.02 6.97 -7.05 22.99 -10.01 12.98 -8.012 1.923 -16.02 -1.042 -2.003 22.99 -10.01 25.96 -8.012
0.39 -1.042 -6.009 0.9614 -6.009 7.932 -2.003 4.967 -9.053 0.9614 -23.07 -1.042 -2.003 14.98 -9.053 20.99 -15.06
0.395 8.973 1.923 7.932 0 3.926 0.9614 0.9614 -9.053 -2.003 -25.08 3.926 -5.047 13.94 -3.044 23.96 -7.05
0.4 18.99 11.94 16.98 3.926 0.9614 -1.042 1.923 -10.01 1.923 -18.03 7.932 0.9614 12.98 0.9614 28.92 0
0.405 16.98 6.97 14.98 4.967 -2.003 1.923 0 -9.053 11.94 -17.06 4.967 -1.042 18.99 1.923 28.92 -1.042
0.41 16.98 10.98 15.94 10.98 3.926 -1.042 -1.042 -10.01 17.95 -14.02 4.967 2.964 25.96 0.9614 25 -1.042
0.415 18.99 19.95 13.94 9.935 15.94 0.9614 0 -11.06 13.94 -13.06 9.935 7.932 31.97 1.923 19.95 -1.042
0.42 22.99 19.95 11.94 0 21.95 1.923 1.923 -13.06 9.935 -11.06 15.94 0 37.98 -2.003 19.95 -7.05
0.425 34.93 18.99 22.99 5.929 28.92 2.964 4.967 -9.053 13.94 -13.06 23.96 0 40.94 0.9614 22.99 -5.047
0.43 44.95 31.97 27.96 12.98 35.97 3.926 13.94 0 19.95 -10.01 22.99 2.964 35.97 0.9614 30.93 -2.003
0.435 32.93 32.93 25 11.94 35.97 12.98 27 1.923 27.96 -13.06 10.98 3.926 36.93 1.923 32.93 0.9614
0.44 20.99 33.97 20.99 6.97 33.97 10.98 28.92 1.923 35.97 -5.047 0.9614 4.967 32.93 1.923 30.93 1.923
0.445 20.99 46.95 17.95 9.935 35.97 5.929 31.97 6.97 37.98 1.923 0.9614 5.929 29.96 4.967 33.97 -1.042
0.45 18.99 42.94 17.95 8.973 29.96 7.932 29.96 8.973 39.98 0.9614 -8.012 -1.042 33.97 4.967 27.96 -1.042
0.455 25 25.96 25.96 5.929 27.96 5.929 19.95 5.929 39.98 0 -5.047 -7.05 35.97 0 25.96 -2.003
0.46 30.93 17.95 25.96 5.929 27.96 3.926 11.94 5.929 33.97 0.9614 -3.044 -13.06 33.97 1.923 27.96 0
0.465 10.98 0.9614 11.94 0.9614 17.95 6.97 1.923 1.923 21.95 -3.044 -13.06 -17.06 23.96 0 17.95 1.923
0.47 -1.042 -7.05 3.926 -5.047 5.929 0 -7.05 -1.042 9.935 -3.044 -11.06 -11.06 9.935 -1.042 7.932 0.9614
0.475 -1.042 0.9614 0.9614 -2.003 2.964 0.9614 -9.053 0 3.926 -3.044 -5.047 -5.047 0.9614 -1.042 0 0.9614
0.48 -1.042 -1.042 -8.012 0.9614 1.923 9.935 -4.006 2.964 5.929 -1.042 -9.053 -1.042 -5.047 0 -7.05 1.923
0.485 6.97 0 -9.053 -2.003 0.9614 6.97 0 12.98 17.95 0.9614 -7.05 1.923 -1.042 1.923 -3.044 0
0.49 10.98 3.926 -6.009 1.923 0.9614 5.929 12.98 14.98 21.95 -3.044 -5.047 1.923 -1.042 0.9614 1.923 -1.042
0.495 0.9614 -1.042 -9.053 -9.053 -2.003 5.929 13.94 5.929 17.95 -13.06 -17.06 -3.044 1.923 -5.047 1.923 -9.053
0.5 -3.044 -3.044 0.9614 -13.06 0.9614 -1.042 5.929 -7.05 13.94 -19.07 -7.05 0.9614 11.94 -15.06 13.94 -19.07
0.505 6.97 4.967 7.932 -7.05 1.923 -4.006 -1.042 -24.04 5.929 -31.01 3.926 -1.042 19.95 -21.07 11.94 -25.08
0.51 10.98 0 0.9614 -13.06 -1.042 -7.05 -19.07 -40.06 -3.044 -45.03 0 -11.06 15.94 -29 1.923 -31.01
0.515 8.973 -2.003 1.923 -22.03 -10.01 -25.08 -36.05 -51.03 -11.06 -53.04 3.926 -9.053 12.98 -32.05 0 -37.01
0.52 8.973 -5.047 -5.047 -31.01 -19.07 -33.01 -45.03 -59.05 -19.07 -57.04 5.929 -15.06 9.935 -31.01 -9.053 -37.01
0.525 -1.042 -21.07 -18.03 -43.02 -26.04 -29 -49.03 -58 -25.08 -59.05 -1.042 -29 -2.003 -33.01 -13.06 -43.02
0.53 -15.06 -42.06 -26.04 -52.08 -28.04 -40.06 -40.06 -49.03 -6.009 -49.03 -1.042 -21.07 0 -34.05 0 -35.01
0.535 -7.05 -44.06 -22.03 -48.07 -14.02 -38.06 -20.03 -35.01 9.935 -31.01 -1.042 -13.06 0 -31.01 -1.042 -20.03
0.54 -5.047 -47.03 -13.06 -38.06 1.923 -25.08 -6.009 -20.03 14.98 -19.07 -2.003 -20.03 7.932 -29 3.926 -14.02
0.545 2.964 -39.02 -1.042 -21.07 10.98 -16.02 3.926 -8.012 27 -9.053 -1.042 -10.01 19.95 -19.07 19.95 -3.044
0.55 14.98 -14.02 19.95 0 29.96 -1.042 19.95 3.926 33.97 -3.044 7.932 -4.006 32.93 0 18.99 2.964
0.555 14.98 1.923 23.96 11.94 33.97 22.99 13.94 14.98 25 -7.05 -1.042 -6.009 25.96 3.926 13.94 0
0.56 2.964 -2.003 13.94 3.926 22.99 22.99 0 16.98 23.96 -5.047 -3.044 1.923 8.973 6.97 6.97 4.967
0.565 0.9614 -6.009 0 0 6.97 16.98 -4.006 11.94 25.96 -3.044 -2.003 -1.042 -2.003 3.926 -3.044 8.973
0.57 0.9614 -13.06 -16.02 -16.02 -4.006 13.94 -20.03 -1.042 14.98 -13.06 -7.05 -10.01 -2.003 -4.006 -4.006 -3.044
0.575 6.97 -15.06 -15.06 -14.02 -15.06 1.923 -20.03 -10.01 13.94 -18.03 1.923 0 -2.003 -13.06 0.9614 -10.01
0.58 28.92 3.926 -1.042 0 -12.02 0.9614 -9.053 -5.047 17.95 -18.03 14.98 5.929 1.923 -4.006 8.973 -9.053
0.585 38.94 23.96 11.94 14.98 0.9614 2.964 -4.006 0.9614 13.94 -20.03 13.94 4.967 4.967 -1.042 14.98 -10.01
0.59 36.93 17.95 18.99 22.99 6.97 9.935 2.964 4.967 16.98 -15.06 11.94 4.967 2.964 -1.042 18.99 -7.05
0.595 34.93 16.98 18.99 27 16.98 20.99 16.98 7.932 29.96 -5.047 12.98 0 5.929 0 15.94 0
0.6 28.92 16.98 11.94 15.94 18.99 25 21.95 6.97 27.96 -13.06 3.926 0.9614 10.98 -2.003 12.98 -4.006
0.605 18.99 2.964 0.9614 0.9614 3.926 10.98 17.95 -4.006 28.92 -17.06 1.923 0.9614 1.923 -17.06 7.932 -7.05
0.61 4.967 0 -15.06 -25.08 -5.047 -4.006 3.926 -19.07 25.96 -19.07 -1.042 2.964 -10.01 -24.04 1.923 -2.003
0.615 -7.05 -17.06 -26.04 -51.03 -16.02 -30.04 -7.05 -38.06 6.97 -33.01 -10.01 -2.003 -11.06 -33.01 -7.05 -11.06
0.62 -27.08 -55.04 -31.01 -72.03 -18.03 -53.04 -28.04 -58 -4.006 -45.03 -22.03 -12.02 -17.06 -43.02 -13.06 -14.02
0.625 -35.01 -68.02 -28.04 -72.03 -16.02 -60.01 -36.05 -65.06 -9.053 -49.03 -30.04 -23.07 -27.08 -45.03 -15.06 -16.02
0.63 -29 -60.01 -22.03 -62.01 -10.01 -52.08 -34.05 -51.03 -14.02 -57.04 -41.02 -37.01 -18.03 -42.06 -8.012 -21.07
0.635 -29 -63.05 -30.04 -63.05 -18.03 -43.02 -41.02 -50.07 -13.06 -51.03 -45.03 -35.01 -19.07 -47.03 -7.05 -13.06
0.64 -39.02 -61.05 -39.02 -59.05 -33.01 -37.01 -43.02 -51.03 -7.05 -37.01 -39.02 -37.01 -23.07 -41.02 -7.05 -5.047
0.645 -35.01 -58 -38.06 -52.08 -32.05 -39.02 -34.05 -41.02 -1.042 -33.01 -31.01 -39.02 -12.02 -36.05 -4.006 -1.042
0.65 -35.01 -63.05 -34.05 -49.03 -24.04 -35.01 -27.08 -38.06 3.926 -23.07 -19.07 -33.01 -13.06 -39.02 -2.003 1.923
0.655 -35.01 -62.01 -21.07 -35.01 -13.06 -22.03 -11.06 -26.04 13.94 -15.06 -7.05 -39.02 -11.06 -29 5.929 0.9614
0.66 -11.06 -43.02 -7.05 -17.06 3.926 -3.044 7.932 -7.05 23.96 -7.05 1.923 -39.02 0 -25.08 11.94 -7.05
0.665 -1.042 -31.01 -1.042 -9.053 7.932 3.926 5.929 -3.044 25.96 -7.05 13.94 -29 9.935 -29 11.94 -11.06
0.67 0.9614 -25.08 -2.003 -10.01 0.9614 5.929 0 -6.009 15.94 -17.06 17.95 -23.07 14.98 -30.04 4.967 -19.07
0.675 2.964 -12.02 -2.003 -9.053 -3.044 1.923 -7.05 -8.012 11.94 -21.07 13.94 -17.06 17.95 -27.08 0 -21.07
0.68 12.98 1.923 1.923 -4.006 -10.01 -3.044 -12.02 -6.009 13.94 -17.06 11.94 0.9614 15.94 -17.06 3.926 -5.047
0.685 18.99 5.929 -1.042 -5.047 -6.009 0.9614 -3.044 1.923 11.94 -11.06 3.926 0 19.95 -1.042 3.926 5.929
0.69 30.93 14.98 1.923 -5.047 3.926 9.935 1.923 7.932 9.935 -11.06 0.9614 -7.05 19.95 -1.042 -2.003 9.935
0.695 32.93 16.98 5.929 -3.044 17.95 8.973 0 5.929 9.935 -9.053 0 -9.053 21.95 -11.06 -2.003 9.935
0.7 22.99 11.94 5.929 -9.053 19.95 1.923 -2.003 0.9614 7.932 -13.06 -2.003 -17.06 25.96 -21.07 3.926 0
0.705 8.973 7.932 0 -11.06 11.94 -5.047 -1.042 -9.053 5.929 -15.06 -11.06 -21.07 19.95 -23.07 7.932 -5.047
0.71 0.9614 -1.042 -11.06 -11.06 -3.044 -17.06 -7.05 -18.03 5.929 -14.02 -16.02 -8.012 11.94 -20.03 9.935 -2.003
0.715 -7.05 0 -23.07 -11.06 -17.06 -13.06 -7.05 -17.06 3.926 -20.03 -19.07 0.9614 5.929 -15.06 7.932 -3.044
0.72 -9.053 -2.003 -29 -12.02 -20.03 -9.053 -11.06 -14.02 0.9614 -27.08 -22.03 0 0.9614 -12.02 0 -8.012
0.725 -7.05 -1.042 -27.08 -12.02 -26.04 -11.06 -17.06 -16.02 -1.042 -35.01 -9.053 1.923 -2.003 -15.06 0 -9.053
0.73 -3.044 0 -27.08 -18.03 -27.08 -11.06 -17.06 -22.03 -7.05 -44.06 0 1.923 -1.042 -22.03 -1.042 -16.02
0.735 -5.047 -12.02 -28.04 -35.01 -22.03 -19.07 -21.07 -31.01 -25.08 -57.04 -11.06 -15.06 -6.009 -25.08 -8.012 -21.07
0.74 -9.053 -39.02 -33.01 -51.03 -29 -35.01 -31.01 -45.03 -33.01 -61.05 -13.06 -23.07 -3.044 -35.01 -17.06 -25.08
0.745 -3.044 -45.03 -25.08 -57.04 -23.07 -45.03 -33.01 -45.03 -27.08 -53.04 -2.003 -21.07 1.923 -35.01 -15.06 -21.07
0.75 0.9614 -34.05 -15.06 -54.08 -5.047 -39.02 -31.01 -36.05 -21.07 -38.06 4.967 -18.03 7.932 -32.05 -9.053 -14.02
0.755 0.9614 -33.01 -13.06 -46.07 -6.009 -27.08 -27.08 -26.04 -7.05 -27.08 12.98 -16.02 12.98 -32.05 -4.006 -12.02
0.76 2.964 -21.07 -8.012 -35.01 -2.003 -15.06 -17.06 -15.06 -2.003 -22.03 17.95 -17.06 14.98 -27.08 0 -15.06
0.765 -1.042 -21.07 -7.05 -33.01 1.923 -3.044 -9.053 -13.06 0.9614 -25.08 0 -23.07 1.923 -27.08 -5.047 -17.06
0.77 -1.042 -39.02 -11.06 -38.06 0.9614 -3.044 -7.05 -14.02 1.923 -23.07 -14.02 -30.04 -2.003 -32.05 -12.02 -16.02
0.775 -5.047 -47.03 -6.009 -35.01 -1.042 -7.05 -5.047 -11.06 14.98 -16.02 -17.06 -24.04 0 -30.04 -6.009 -6.009
0.78 -15.06 -41.02 -5.047 -30.04 -2.003 1.923 -6.009 -6.009 13.94 -7.05 -23.07 -20.03 -4.006 -24.04 0 1.923
0.785 -23.07 -57.04 -15.06 -38.06 -8.012 0 -15.06 -6.009 8.973 -7.05 -30.04 -24.04 -6.009 -22.03 -4.006 -1.042
0.79 -19.07 -66.02 -13.06 -40.06 -12.02 -8.012 -14.02 -3.044 4.967 -15.06 -17.06 -16.02 -1.042 -12.02 0 -2.003
0.795 -17.06 -58 -11.06 -36.05 1.923 -8.012 -8.012 -10.01 1.923 -23.07 -7.05 -6.009 1.923 -12.02 0.9614 -10.01
0.8 -13.06 -51.03 -11.06 -30.04 -1.042 -12.02 0 -12.02 0.9614 -28.04 -8.012 0.9614 1.923 -21.07 -1.042 -19.07
0.805 -3.044 -27.08 0.9614 -12.02 9.935 -8.012 5.929 -10.01 17.95 -13.06 0.9614 0 10.98 -11.06 10.98 -11.06
0.81 -1.042 -7.05 0 1.923 15.94 1.923 14.98 -2.003 33.97 -1.042 -1.042 -2.003 4.967 -4.006 16.98 -2.003
0.815 -9.053 -9.053 -4.006 1.923 13.94 8.973 15.94 0.9614 42.94 5.929 -16.02 -17.06 1.923 -5.047 12.98 3.926
0.82 -7.05 -10.01 -3.044 1.923 13.94 9.935 25 14.98 47.99 8.973 -14.02 -20.03 4.967 1.923 18.99 9.935
0.825 -7.05 -1.042 -6.009 -2.003 8.973 15.94 19.95 13.94 30.93 0.9614 -10.01 -19.07 5.929 0.9614 17.95 2.964
0.83 -7.05 0 -15.06 1.923 1.923 13.94 4.967 2.964 5.929 -18.03 -14.02 -14.02 -2.003 0.9614 0.9614 0
0.835 0.9614 5.929 -20.03 -1.042 -5.047 8.973 -7.05 -2.003 -4.006 -27.08 -20.03 0.9614 -6.009 0.9614 -2.003 0.9614
0.84 -5.047 1.923 -35.01 -6.009 -25.08 5.929 -24.04 -16.02 -17.06 -37.01 -29 1.923 -22.03 -6.009 -16.02 1.923
0.845 -11.06 -9.053 -49.03 -18.03 -39.02 1.923 -31.01 -18.03 -27.08 -41.02 -39.02 -2.003 -34.05 -13.06 -28.04 1.923
0.85 -7.05 -13.06 -45.03 -36.05 -44.06 -10.01 -32.05 -28.04 -26.04 -46.07 -40.06 0.9614 -25.08 -17.06 -23.07 -9.053
0.855 -15.06 -26.04 -41.02 -58 -50.07 -22.03 -42.06 -50.07 -28.04 -59.05 -33.01 -2.003 -21.07 -20.03 -19.07 -28.04
0.86 -23.07 -34.05 -43.02 -62.01 -52.08 -42.06 -50.07 -69.06 -32.05 -65.06 -33.01 -6.009 -24.04 -34.05 -20.03 -42.06
0.865 -25.08 -33.01 -45.03 -62.01 -50.07 -56 -47.03 -78.03 -30.04 -57.04 -34.05 -10.01 -18.03 -48.07 -16.02 -50.07
0.87 -33.01 -43.02 -43.02 -60.01 -49.03 -61.05 -42.06 -78.03 -19.07 -51.03 -25.08 -20.03 -16.02 -50.07 -16.02 -48.07
0.875 -19.07 -47.03 -28.04 -53.04 -34.05 -61.05 -27.08 -59.05 -6.009 -32.05 -9.053 -28.04 -6.009 -46.07 -2.003 -34.05
0.88 -5.047 -47.03 -15.06 -50.07 -16.02 -47.03 -9.053 -40.06 3.926 -19.07 0 -38.06 4.967 -40.06 4.967 -22.03
0.885 -11.06 -57.04 -5.047 -51.03 -9.053 -37.01 0 -29 17.95 -15.06 -1.042 -41.02 5.929 -39.02 11.94 -23.07
0.89 -19.07 -57.04 -6.009 -45.03 1.923 -27.08 13.94 -13.06 23.96 -10.01 -5.047 -39.02 2.964 -35.01 16.98 -25.08
0.895 -21.07 -49.03 -11.06 -40.06 1.923 -15.06 21.95 -6.009 19.95 -15.06 -12.02 -38.06 0.9614 -34.05 14.98 -32.05
0.9 -21.07 -40.06 -11.06 -28.04 -2.003 -7.05 21.95 -2.003 15.94 -18.03 -6.009 -30.04 -2.003 -20.03 15.94 -38.06
0.905 -15.06 -25.08 0.9614 -15.06 5.929 0.9614 21.95 -2.003 17.95 -15.06 3.926 -17.06 0 -7.05 19.95 -31.01
0.91 -5.047 -17.06 7.932 -9.053 13.94 3.926 17.95 -1.042 11.94 -19.07 3.926 -15.06 1.923 -7.05 11.94 -31.01
0.915 -9.053 -20.03 6.97 -7.05 16.98 1.923 7.932 -7.05 0 -25.08 1.923 -13.06 0.9614 -11.06 4.967 -39.02
0.92 -21.07 -20.03 0 -16.02 15.94 0.9614 0.9614 -12.02 -5.047 -34.05 0 -10.01 -2.003 -16.02 1.923 -44.06
0.925 -19.07 -20.03 -5.047 -26.04 6.97 -5.047 -11.06 -20.03 -13.06 -39.02 -5.047 -13.06 1.923 -15.06 -2.003 -43.02
0.93 -19.07 -27.08 -15.06 -38.06 1.923 -17.06 -13.06 -18.03 -15.06 -29 -4.006 -10.01 0.9614 -16.02 -5.047 -36.05
0.935 -19.07 -26.04 -17.06 -41.02 -5.047 -25.08 -9.053 -15.06 -7.05 -22.03 0.9614 -5.047 -3.044 -15.06 -3.044 -21.07
